,class_cat,att28_num,att62_num,att29_num,att23_num,att10_num,att30_num,att51_num,att36_num,att32_num,att56_num,att1_num,att27_num,att35_num,att50_num,att9_num,att60_num,att13_num,att61_num,att53_num,att55_num,att17_num,att63_num,att54_num,att58_num,att12_num,att14_num,att46_num,att16_num,att2_num,att25_num,att19_num
30,1,-1.29056144,2.2095387,-1.41994238,2.44254994,-3.13446784,0.37079442,1.1614573,-3.50929713,1.0712707,0.6426394,-9.58223343,2.31678915,1.47316229,-0.68446374,-1.28460217,-0.16608423,0.52304476,-0.29052231,-0.07897758,0.13506365,-2.36237574,1.0092597,-0.09958994,-1.99522674,3.21592617,6.93261814,0.61548024,0.35931957,-4.74254131,1.35378468,-2.87298369
31,1,-1.87161875,-0.15457001,-1.67493343,1.79901493,1.09494901,-0.61192501,-0.12326734,-0.35115162,0.73664308,-0.05648601,-10.0014143,3.65602779,-2.09913945,0.72168291,-0.06282759,-0.91577452,-0.55275083,0.62621957,-0.36660838,1.40047204,2.97997355,-0.02465487,0.5960269,2.21792793,3.9183476,2.41573238,0.82988352,-3.73606825,-3.51149535,1.80642545,1.10500693
32,1,-1.9895705,0.16745603,-2.55538702,0.49918672,-0.34868133,-0.09432757,-0.3872875,-0.36426702,0.00675416,1.95171452,-6.82198286,1.15121865,-0.14651096,0.14573348,-0.72956562,0.74503589,1.97065198,0.45548648,1.84623361,0.40825182,3.21090484,0.49611735,0.07526493,-0.26599467,1.67988658,0.63474983,-0.54742372,-1.24606395,-4.54712486,0.11587423,3.52970028
33,1,-1.59245253,0.57613719,-0.94554615,4.88195229,0.1767329,1.89076483,0.07399431,-1.26921916,0.0730176,-2.35839772,-6.87010765,1.39449024,2.36219358,0.21354187,-4.19511461,-1.26532626,-2.99628401,2.16451883,-0.2279644,-0.39290947,0.20248485,-0.2209394,-0.06170285,0.23710449,8.92514706,1.60907376,0.4012537,0.801332,5.06095219,0.34409302,0.65108836
34,1,0.40951169,-0.23383826,1.60868669,-0.03370705,0.2538026,-1.06185603,-0.93570125,-1.75891864,0.38744283,-0.65819991,-4.81671143,1.70832002,0.2676931,1.39205611,4.2528615,1.49794924,6.73071194,0.63471895,-0.56523943,0.41842932,1.64794874,-1.37318027,-0.90996003,-0.80249929,-1.72099519,1.3753773,1.51446676,2.94362164,-6.65811634,-1.62863755,-0.26864898
35,1,-1.33302021,-0.86921966,-0.04235983,1.79921389,-4.18187046,-1.71704412,-1.91513586,-1.54350412,1.9256773,-1.17325485,-9.10095978,1.83008945,-0.04302299,0.65885592,-0.33162308,-1.32882082,2.44681478,-0.88839966,1.46027839,0.21668452,-1.66461825,0.98694575,-0.19874978,-1.59511757,1.64339089,2.69567037,0.04994653,3.6624794,-10.91992188,-0.17672586,0.47505391
36,1,-0.39627755,-1.00346327,0.63848948,3.34872985,2.91671038,-0.40380061,-1.86224651,-1.28750598,-0.013978,-0.42653805,-7.13155222,-0.05064178,0.34779614,-0.22982445,-3.46946573,1.39024842,1.25362563,-0.75636834,0.5779736,-0.01656431,2.26633143,0.29560924,-0.70774627,-0.83581626,0.96490407,1.65310705,1.21345234,3.26163983,-6.58524847,0.01065177,-0.24061881
37,1,-0.48336363,1.685709,-4.10731459,-0.93385196,-1.14194524,-0.07782376,-0.34549153,0.45137644,2.53393602,-0.32210985,-11.2452116,1.26918578,0.54610646,1.25685954,3.73081732,0.03414381,1.23848486,0.74581361,0.40697384,-0.08067387,0.57994938,0.0096221,-0.73421741,1.11570072,1.4755044,0.7687735,-1.3590709,-1.64843416,-9.03425217,1.36717105,-0.02500325
38,1,0.12559843,0.75422972,1.29564595,4.00265169,-3.45424008,-0.16281331,-1.69391131,-0.58255827,3.26167488,0.90744984,-9.53936386,1.51009715,0.0735541,0.2592274,0.20572615,0.15763259,1.30748427,-0.35762569,0.32412791,0.15780872,-0.77636039,1.06069505,-2.41134191,-1.75692189,-1.28401303,-1.87108827,-1.87469077,2.22393703,-9.76366615,-2.69377899,1.89795399
39,1,0.00656247,0.28594935,1.44482255,-0.71916831,-5.97110891,-1.18469608,-1.88246679,2.04536128,0.94884038,1.90231299,-6.52063942,2.48759842,0.36241263,0.24225998,3.16822004,1.94345367,3.76433134,1.15549803,0.16471457,0.68694329,1.98272276,-0.21633089,-0.15736496,-2.06333017,1.24685907,1.79224443,-0.37899697,-3.64877748,-5.32470131,-1.9055382,3.29160643
40,1,-1.20748329,-1.12536132,-0.34869242,3.12757301,0.10624999,-0.61495936,-0.04706775,-0.22330138,-1.29423749,-0.11300457,-12.06469345,3.43186808,-0.3857249,1.8052448,-2.01953745,-1.15116334,2.20872974,-0.28249711,0.24692535,-0.0420385,0.79412675,1.22139227,-0.30290139,-0.44816345,1.2632122,1.38245451,2.45584822,-1.36526227,-4.65192938,-1.55683303,-1.52547729
41,1,-0.96689391,-0.96638972,-2.78783512,-0.22952428,1.04183078,0.88176298,-0.09622015,-1.91868389,-1.63796389,0.52409494,-4.11986589,2.44362259,-0.35288107,0.05125791,-1.48318815,-0.17987484,1.20929909,-0.50792426,0.57886267,1.0712595,2.2405293,-0.77701741,-0.00590897,-1.35119057,3.90894175,1.96102703,-0.15540935,-1.49127698,-2.74143219,2.86305571,3.7403276
42,1,-1.5832901,1.40261793,-1.7643981,-1.83107507,-0.35696062,-2.89053488,0.016122,1.15827513,1.0462997,0.8448652,-9.63123798,2.49062014,1.02005041,0.1056819,2.16469598,-1.24644923,3.7755897,-0.03871724,1.48372126,0.86063296,0.50057745,0.17325795,-0.42507076,0.03758454,-0.00143909,-0.1762329,0.01458792,-3.23399162,-9.77157402,0.09201288,3.0580256
43,1,1.02643991,-0.30287975,1.71949172,4.19005919,2.42338991,0.31428671,-0.17924543,-1.96110904,0.06255507,-1.00326288,-11.42204762,1.61940038,1.0760237,-0.50926638,-0.31555367,-1.21554768,1.88557196,0.02313033,1.64863157,0.31940609,0.9933331,1.07679868,0.51052815,0.33960128,2.54163122,1.12613547,0.42600077,2.09714079,-6.3417263,-1.06281078,-3.87341642
44,1,0.11061978,0.27125144,0.50426698,4.51427269,1.96781611,0.18126142,-0.051488,-2.61774015,-0.04813242,0.99885583,-11.19219303,2.1358943,-0.77745962,-0.58425122,-2.92763805,0.38184714,-2.46530867,-0.02617958,0.26120162,-0.62860376,1.84990668,-0.16758949,-1.35833764,-0.44556278,4.84041977,3.45045185,0.87756348,-0.39717054,-0.9037528,-0.60453176,0.21031487
45,1,-3.04292893,0.04323238,-2.79714298,2.31085086,-3.0056963,1.28063548,0.18253645,-4.47834301,1.22398543,-1.30726218,-10.27870369,3.76271296,0.86076868,0.39081085,1.88416862,-0.87263131,-1.25647283,1.43707633,1.75595784,-0.05063707,-3.53145194,0.76804793,0.12349212,-0.56452763,3.06527352,7.88158131,0.70739126,-1.14878035,-5.98065567,1.65641558,-4.64444637
46,1,0.4323194,-0.11869818,0.11348319,5.09135342,-1.92513549,1.0392524,-0.6866557,-1.32914925,-0.62275147,0.19765115,-11.13533401,4.58494329,0.6280179,0.67903423,0.06005859,-0.07204759,-1.14762855,0.65032321,-0.71547914,-1.04131651,3.4271915,0.2447871,0.60860157,-1.07239294,4.73354816,3.94800806,0.54169834,-1.03940105,-0.32479239,1.07647693,-3.15697718
47,1,-0.47768646,2.09785652,-0.38307953,2.37388563,-4.80896616,0.71547008,-0.37970591,1.3581742,0.5960896,0.2921716,-8.93815041,2.42922449,1.3147856,-0.32206351,-0.54171133,-0.53601009,1.63446426,-0.22699434,-0.49522758,0.22823256,1.71798253,0.72717679,0.34572172,1.23218942,2.22055268,-2.56675649,-1.00090909,-0.03478432,-10.16235828,-0.49126944,0.83384025
48,1,-0.54783225,0.3252843,1.35667849,4.1408639,2.55690384,1.19991481,-0.2634666,-0.42494419,0.64669561,-0.62330937,-11.68447208,1.33933377,0.07131946,0.74175882,-2.10446405,-1.42567682,0.17944455,0.50798059,1.47357213,1.28199649,0.21921563,1.35083067,0.74992478,-1.43568778,5.94055653,1.9146663,0.51590925,1.31199825,-1.07411337,0.56300402,-0.17101309
49,1,-3.81380081,-0.18848927,-0.63871908,0.36127517,1.80047488,1.65334356,-1.09159791,0.0036974,-0.73952377,-2.47196102,-14.43922615,0.09735423,0.66986978,-0.72953057,-0.97394562,-0.699404,-1.27412486,-0.64184469,0.24556065,-0.14652103,-3.42319226,3.14510059,1.96879697,-0.39065564,2.24810743,3.39377308,2.13472486,2.94632983,-8.37979317,1.01286566,-1.55810583
50,1,-0.58598483,-0.96919703,0.00550508,7.59044838,2.23115969,1.45627224,1.93693924,-3.1567831,1.36088991,-1.06623602,-6.4488802,6.56466627,0.22777045,-1.2673465,-0.92432404,0.44884384,-2.56861305,-0.23965934,2.67918777,1.07467353,2.04065609,1.75026453,-0.46459317,1.24775851,8.20604038,4.44920444,1.45205152,-2.55782938,0.6999898,2.37841368,2.02742267
51,1,0.75998914,0.7071411,-0.05053425,2.02139091,-1.55934572,-0.30448371,-0.55789959,-0.22709289,1.41582918,0.31241035,-9.78507233,-0.64529639,1.21325994,-0.78825045,-1.72728825,-0.39139152,0.1972568,-0.93353856,-0.61342883,0.33891898,-5.51393986,1.02308595,0.987234,0.32142717,-1.03223014,-2.05531192,-0.18287237,3.26416469,-15.47808552,-4.34044933,0.31034607
52,1,-2.12248755,0.87373167,-2.70529175,-0.3393645,5.47985983,-0.63922113,1.02704501,-0.51361167,0.35027456,0.17409962,-7.65179062,1.71400416,-1.70749903,0.83266377,-0.28861618,-0.2664234,-3.30390167,0.6911633,0.25595427,1.41531026,1.61297822,1.01520514,-2.34715748,1.83750856,3.70856237,3.96321416,0.91412258,-2.41945648,-4.77497768,-0.67168826,3.59171557
53,1,-0.0121038,0.6008864,0.11297059,0.15970474,4.26297665,0.7756846,-0.46394354,0.21101762,-0.55105305,-2.08888555,-6.68977261,-0.62134784,1.10312212,-1.12702751,-2.84627151,0.19667602,3.17811561,-0.73407948,1.07680416,-1.00500488,-5.043293,1.33591115,-2.37079,-0.22803368,0.19645476,1.93552482,0.18443912,3.68001747,-8.78006744,-0.53654426,1.52773988
54,1,-0.31551337,-1.81642079,0.26023173,1.88793099,-0.87262642,-0.73964417,-0.42296803,-0.62637591,-0.73686457,-0.01126665,-13.27104568,1.96844876,0.23383528,-0.56634474,0.91896582,-0.61160815,-1.49512672,-0.42574683,0.23320794,-0.9434579,1.77543163,0.44692099,-1.25690913,-2.8075633,-0.01751828,1.55142736,-0.61264503,2.40478325,-5.62995529,-0.78328079,-0.7418372
55,1,1.00986648,-0.41012296,0.85159707,5.06552887,0.22470903,1.11236751,-0.5996182,-0.74832106,-0.86455941,0.27648377,-13.78573132,1.90387475,0.01752067,0.24977076,0.04940891,0.28384662,-0.04499638,0.59999448,-0.80441499,-1.3643775,3.44394183,0.02790755,-0.43815029,-0.92486513,2.37421298,2.38661551,1.24220431,0.81292009,-4.35349274,-0.26554754,-3.42168713
56,1,-1.18546879,-1.31912565,1.07079363,1.1124649,-0.79913092,0.25550473,0.68955159,-0.05614415,-1.77116632,-0.49303555,-11.36906528,0.8495543,-0.73108339,-1.02036238,-1.75956154,-0.38776958,0.57510132,-1.97154343,0.52891815,-1.6537056,2.40533376,-0.95629805,-0.11813438,-2.17978239,-0.14458179,1.24583256,-0.49358702,-0.0140295,-4.88383102,0.833094,-0.60464334
57,1,0.68021405,-0.42559966,1.51277208,5.22092533,-0.7314322,1.63187873,-1.06142211,-2.03134537,0.57700968,-0.8490808,-10.51408958,1.98176444,0.2986514,-0.34758484,-1.25615597,-0.83236569,3.76978779,1.0860815,1.27642763,-0.50574964,2.27235913,0.45551133,-0.60204268,-2.16471577,1.80452943,1.43390906,-1.40098929,1.65058196,-6.49180603,1.00437891,-3.47452998
58,1,-0.44508839,0.86952025,0.13069963,-1.17253745,2.09537196,-0.44581372,1.51161981,2.13297391,1.48500586,0.94304717,-8.05194759,2.70752192,-2.36325717,-0.21022692,-0.24351358,0.03356028,2.53198361,0.71280861,-0.91189432,1.36817658,2.73701882,-0.21134901,-0.18011403,0.04457276,-0.24821734,-0.768942,-0.38242459,-1.01814675,-9.37715435,-2.3577714,1.307338
59,1,2.59191489,0.66350788,0.23511577,5.97485113,3.06323218,-1.29438555,-2.06895113,0.34383094,0.45739865,0.60719693,-11.2466526,1.32542646,0.82534671,0.12335581,-0.47456884,1.68388975,-1.86440015,0.19907974,0.54695797,0.58789742,4.52090073,0.43075275,1.25947285,1.01226819,3.83900666,-2.48161006,0.84120572,-0.40874267,-2.91325784,-1.49962068,2.80019808
60,1,1.94118071,-0.97074354,1.46839499,1.66681719,-6.21117926,-2.11427021,-1.41310513,-0.72321379,1.16576195,0.06945091,-6.21244526,-1.04779744,0.12813514,1.63815367,5.13572121,1.28321517,4.32525539,0.11781465,-0.53742576,0.73270202,-3.41669416,0.90744257,-0.69137526,-0.23102947,-0.95558381,-0.75659835,0.40938163,1.99179554,-9.22774124,-4.17989922,0.58634537
61,1,-0.44420666,-0.49605876,-0.76606178,8.38022423,1.44732451,1.50950134,0.55797553,-3.25907063,-0.05555677,-0.55333322,-7.5741601,6.13980675,1.90064526,0.16446507,-1.43407917,-1.35790205,-1.41002655,-0.54071456,2.17282486,-0.72757393,1.53468418,1.21756828,0.54701525,0.04165943,6.90012455,5.6393528,1.25636041,-2.00828838,1.65162992,1.88583839,-1.70866036
62,1,-1.51192069,0.45983857,-1.2566638,-2.40336895,1.2772944,-0.86647427,-0.72529286,1.22604442,0.69842029,0.76327693,-10.18936157,2.98580647,-1.01472545,1.06779027,-1.4406662,0.86904907,0.87685108,-0.36660743,1.09495378,-1.02030921,0.19123125,-0.03661543,-0.73781061,0.01900815,1.304322,0.50260031,0.77900827,0.67112195,-9.16274834,3.02101851,3.90250039
63,1,-0.52069491,0.04456401,-0.72839785,1.81172502,-0.67055523,0.4722867,-0.18749465,-0.5481813,0.73189735,0.06338388,-12.91226196,1.26752162,0.7175951,0.48603892,0.30049992,0.37129736,-0.6541152,0.12115191,-0.0053184,-1.64358854,-3.21228933,2.32284975,-0.63880992,1.36648667,-0.71937394,-0.24422708,0.75021732,2.5298264,-11.99431896,-1.17354822,-0.52099299
64,1,-0.24586833,0.08345997,2.94539309,0.49578804,-4.62058496,0.34775186,-1.75469851,-1.21657884,2.9598875,0.68631542,-1.64800107,1.07365692,-0.41490257,1.44046295,2.86545897,1.32007229,8.44392204,-0.55900252,-0.20225096,1.10123289,0.36234951,-1.30651212,0.44395596,-0.78824216,-2.53770089,-0.72636539,1.01895106,1.49286723,-9.57838631,-3.17121601,1.65720415
65,1,-1.59908295,1.64201283,-0.78665733,-0.96162474,-0.80612421,-0.64104074,0.9661181,0.55884957,0.6137352,0.93874514,-11.14344597,3.45863724,1.03062463,-1.01810741,0.84468842,-1.80901098,2.88222075,1.24593067,-0.09947085,0.37370062,1.56782627,-1.07144165,1.18915772,0.93803442,2.44824028,-1.03230464,-0.23255146,-3.16285896,-8.54985619,1.35353303,-0.92356521
