,a14_num,a19_num,a03_num,a29_num,a33_num,a28_num,a22_num,a27_num,a26_num,a32_num,a17_num,a24_num,a04_num,a02_num,a23_num,a25_num,a10_num,a31_num
108,0.0,0.33108,0.10135,0.55405,0.0,-1.0,0.0,1.0,-1.0,0.0,0.37162,0.0,0.10811,0.0,0.0,-0.42568,0.82432,0.0
109,-0.86402,0.76771,1.0,0.8102,0.30445,-0.77986,-1.0,0.53777,-0.76904,-1.0,1.0,-0.74896,-0.57224,0.0,0.7012,0.61946,-0.35818,1.0
110,0.0,0.84091,0.65909,-0.12879,0.0,-0.93939,-1.0,1.0,0.0,0.0,0.62121,0.0,-0.62879,0.0,0.0,0.0,1.0,0.0
111,0.85671,-0.341,0.86284,-0.57241,-0.42912,0.08818,0.56092,-0.63038,0.25747,-0.19923,-0.17241,0.40996,0.1931,0.0,-0.6023,-0.59234,0.69962,-0.54866
112,0.0,0.84,0.42,0.0,0.0,0.22,0.0,1.0,0.68,0.0,0.67,0.0,-0.61,0.0,0.0,0.21,1.0,0.0
113,0.88248,-0.5136,1.0,-0.64962,-0.37432,-0.11943,0.44614,-0.71731,0.03591,-0.44505,-0.34168,0.29162,0.23395,0.0,-0.74102,-0.70838,0.84222,-0.51251
114,-0.0897,0.00342,0.91353,0.0,0.0,0.0,0.00075,-1e-05,2e-05,0.0,0.01108,0.00019,0.81586,0.0,-3e-05,-3e-05,0.2973,0.0
115,-0.04762,0.33333,0.21429,0.19048,0.14694,-0.0229,0.0,0.22109,-0.04762,-0.02034,0.28571,-0.11905,-0.09524,0.0,0.21429,0.35714,0.09524,0.16997
116,0.0,0.65558,1.0,0.32787,0.4918,-0.20325,0.03279,0.52385,-0.34426,-0.44262,0.19672,-0.29508,-0.14754,0.0,1.0,0.31148,0.01639,0.27869
117,0.08436,0.68182,0.98182,0.67273,0.5884,0.15088,0.12608,0.64581,0.22727,0.16465,0.62727,0.13493,0.0,0.0,0.68604,0.74545,0.0,0.60715
118,0.30729,0.54762,0.39286,0.57143,0.25441,0.38848,0.44961,0.51971,0.70238,-0.29915,0.46429,-0.47594,0.52381,0.0,-0.47651,0.32143,0.0119,-0.54891
119,-0.07287,0.88,0.86889,0.82222,1.0,-0.14162,-0.11526,1.0,0.03556,-0.15609,0.86889,-0.18667,-0.07111,0.0,1.0,0.84444,0.00222,1.0
120,0.29091,0.36364,0.43636,0.34545,0.29091,-0.07027,0.49091,0.41098,0.16364,-0.36364,0.2,0.16364,-0.12727,0.0,0.61818,0.32727,-0.03636,0.12727
121,0.07547,0.5283,1.0,0.9434,0.43396,-0.00128,0.07547,0.92192,0.79245,0.43396,0.98878,-0.00112,-0.92453,0.0,0.9519,1.0,0.0,1.0
122,0.0,0.2381,0.7381,1.0,0.2619,-0.51079,0.04762,0.24889,-0.10234,-0.04762,-0.38214,-0.2619,0.83333,0.0,0.16667,-0.57255,-0.14286,-0.66667
123,0.10417,0.35417,0.4375,0.41667,0.33333,-0.10064,0.08333,0.44012,-0.1875,-0.3125,0.4375,0.1875,0.04167,0.0,0.25,0.39583,-0.0625,0.58333
124,0.45489,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.64662,0.20301,1.0,0.0,0.6203,-1.0,0.0,0.0
125,0.34328,0.95472,0.95217,0.9033,0.18632,0.43221,0.44088,0.34374,0.44199,0.3962,0.66145,0.44511,0.06595,0.0,0.46773,0.4044,-0.49962,0.23405
126,-0.85727,0.88673,0.5984,0.62958,0.81979,0.17076,-0.69594,1.0,-0.30063,0.81007,0.95452,-0.85755,0.40332,0.0,0.8667,0.28604,-0.10984,0.87757
127,-0.03096,0.9384,0.95882,0.90978,0.93144,-0.06995,-0.09284,0.95677,-0.15675,-0.10797,1.0,-0.05318,0.10129,0.0,0.97889,0.91567,-0.09316,1.0
128,-0.59212,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.61881,0.94155,-1.0,0.0,0.0,-0.18043,0.0,-1.0,0.04447
129,-0.01271,0.98485,0.96933,0.9702,0.9842,-0.03473,-0.02612,0.99188,-0.04527,-0.03855,1.0,-0.04744,0.00876,0.0,1.0,0.96019,-0.02844,1.0
130,-0.2,0.0,0.0,0.0,0.28919,-0.17568,-0.21081,1.0,0.0,-0.25946,1.0,-0.41622,0.0,0.0,1.0,0.0,0.0,1.0
131,0.04878,0.31707,0.64122,0.1741,0.17073,0.05641,0.12195,0.19304,0.09756,0.0,0.36585,0.05813,0.01403,0.0,0.23698,0.21951,0.12195,0.19512
132,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,-0.27778,1.0,0.0,1.0,0.0,0.0,1.0
133,0.55102,-0.20408,0.34694,-0.59184,-0.26531,0.14895,0.44898,-0.46579,0.22449,0.0,-0.06122,0.32653,0.20408,0.0,-0.28571,-0.61224,0.44898,-0.34694
134,-0.25342,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
135,0.86029,-0.5,0.89706,-0.55147,-0.28676,-0.24131,0.38235,-0.67925,-0.125,-0.50735,-0.375,0.08824,0.38235,0.0,-0.86029,-0.74265,0.77941,-0.44118
136,0.33987,-0.60131,-1.0,-1.0,-0.40201,0.09176,-0.83007,0.74385,-0.43137,0.02614,-0.98039,-0.94118,0.28105,0.0,0.94118,-1.0,0.71242,0.18301
137,0.08333,0.41667,0.26667,0.4,0.41667,0.05439,0.2,0.46214,0.13333,0.03333,0.53333,0.0,-0.1,0.0,0.7,0.25,0.11667,0.46667
138,0.02726,0.0047,-0.26667,0.00026,-8e-05,-0.00043,0.00238,0.00019,-0.0005,0.00015,-0.00093,0.00102,0.4,0.0,-0.00114,-0.00069,-0.06879,0.0
139,0.0,0.71833,1.0,0.58478,0.51351,-0.22163,0.05405,0.61031,-0.2973,-0.59459,0.32432,0.13514,-0.37838,0.0,0.75676,0.35135,0.18919,0.72973
140,0.16406,0.92188,0.94531,0.90234,-1.0,0.13758,0.11719,0.82041,-0.00391,-0.1875,0.95313,0.34766,-0.03516,0.0,-0.93359,0.95703,0.01172,-1.0
141,-0.03064,0.99769,0.95202,0.97399,0.95838,-0.01647,-0.04971,0.96215,-0.04451,-0.0341,0.9948,-0.0237,0.02254,0.0,0.93815,0.97052,-0.01734,0.95434
142,-0.11111,1.0,1.0,1.0,1.0,-0.57092,-0.25,1.0,-0.27778,-0.63156,1.0,-0.50333,-0.05529,0.0,1.0,1.0,-0.22222,1.0
143,-0.02383,0.00078,0.31034,-0.00018,-8e-05,-0.00048,-0.00299,-0.00025,-0.0009,-0.00012,0.00281,-0.00166,-0.10345,0.0,-0.00028,-0.00031,-0.05431,-0.00012
144,-0.13725,0.54902,0.62745,0.56863,0.47059,-0.24668,-0.19608,0.52409,-0.2549,-0.21569,0.54902,-0.23529,-0.07843,0.0,0.66667,0.45098,-0.11765,0.43137
145,0.10188,-0.0323,0.25,-0.00294,0.00025,-0.00586,0.00357,-0.00621,-0.00539,-0.00408,-0.03766,-0.00273,0.16667,0.0,-0.01726,-0.01097,0.19939,-0.00089
146,0.09375,0.4375,-0.65625,-0.71875,0.0,0.0,-0.09375,0.03125,-0.46875,0.0,0.15625,0.0,0.15625,0.0,0.0,0.03125,0.0625,-0.03125
147,0.08649,0.97838,1.0,1.0,1.0,0.01251,0.06486,0.98556,0.09189,0.02703,0.95135,0.04324,-0.01081,0.0,1.0,0.97838,-0.01622,1.0
148,0.27153,0.90698,0.85271,0.84496,1.0,0.71613,0.5067,1.0,0.03876,0.87317,0.81395,-1.0,0.05426,0.0,1.0,0.8062,-0.00775,1.0
149,0.0,0.91444,0.90374,0.87701,0.97861,0.04452,0.02139,0.96974,0.05348,0.09091,1.0,-0.01604,-0.01604,0.0,0.9893,0.96257,0.00535,1.0
150,0.275,-0.34187,-0.205,-0.47,0.40445,-0.28475,-0.08,0.3219,-0.24,-0.31228,-0.0875,0.33176,0.2875,0.0,0.29908,-0.58,0.35,-0.27104
151,0.0,0.66667,0.6,0.6,0.63333,0.10168,-0.03333,0.65932,0.13333,0.16667,0.7,0.0,0.03333,0.0,0.76667,0.63333,0.0,0.6
