,Log_exposure_num,Actions_taken_num,Liberal_num,Unconstitutional_num,Precedent_alteration_num,Unanimous_num,Year_of_decision_num,Lower_court_disagreement_num
95,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
96,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
97,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
98,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
99,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,0.0
100,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,1.0
101,2.3,1.0,1.0,0.0,0.0,0.0,1955.0,0.0
102,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,1.0
103,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
104,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
105,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,1.0
106,2.3,0.0,0.0,0.0,0.0,1.0,1955.0,0.0
107,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
108,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,0.0
109,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,1.0
110,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,0.0
111,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
112,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
113,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
114,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,1.0
115,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
116,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,1.0
117,2.3,2.0,0.0,0.0,0.0,0.0,1955.0,0.0
118,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,0.0
119,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
120,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
121,2.3,0.0,0.0,0.0,0.0,1.0,1955.0,0.0
122,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,0.0
123,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
124,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
125,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,0.0
126,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
127,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
128,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
129,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,0.0
130,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
131,2.3,0.0,0.0,0.0,0.0,1.0,1955.0,0.0
132,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
133,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
134,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
135,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,1.0
136,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
137,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
138,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,1.0
139,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
140,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
141,2.3,0.0,0.0,0.0,0.0,1.0,1955.0,0.0
142,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
143,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
144,2.3,0.0,0.0,0.0,0.0,0.0,1955.0,0.0
145,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
146,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
147,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
148,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
149,2.3,0.0,0.0,0.0,0.0,1.0,1955.0,0.0
150,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
151,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
152,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
153,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
154,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
155,2.3,0.0,1.0,0.0,0.0,1.0,1955.0,0.0
156,2.3,0.0,0.0,0.0,0.0,1.0,1955.0,0.0
157,2.3,0.0,1.0,0.0,0.0,0.0,1955.0,0.0
158,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
159,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
160,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
161,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
162,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
163,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
164,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
165,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
166,2.3,0.0,0.0,0.0,0.0,1.0,1956.0,0.0
167,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
168,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,1.0
169,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
170,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,1.0
171,2.3,0.0,1.0,1.0,0.0,0.0,1956.0,1.0
172,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
173,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
174,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,1.0
175,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
176,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
177,2.3,0.0,0.0,0.0,0.0,1.0,1956.0,0.0
178,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
179,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,1.0
180,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,1.0
181,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
182,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,1.0
183,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
184,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
185,2.3,0.0,0.0,0.0,0.0,1.0,1956.0,0.0
186,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
187,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
188,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
189,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
190,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
191,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,1.0
192,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
193,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
194,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
195,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
196,2.3,0.0,0.0,0.0,0.0,1.0,1956.0,0.0
197,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
198,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
199,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,1.0
200,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
201,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
202,2.3,0.0,1.0,1.0,0.0,0.0,1956.0,1.0
203,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
204,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
205,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
206,2.3,0.0,0.0,0.0,0.0,1.0,1956.0,0.0
207,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
208,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
209,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
210,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
211,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
212,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,1.0
213,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
214,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
215,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
216,2.3,0.0,0.0,0.0,0.0,1.0,1956.0,1.0
217,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
218,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,1.0
219,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
220,2.3,0.0,0.0,0.0,0.0,1.0,1956.0,1.0
221,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,1.0
222,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
223,2.3,0.0,0.0,0.0,0.0,1.0,1956.0,0.0
224,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,1.0
225,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,1.0
226,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,1.0
227,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
228,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
229,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
230,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
231,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
232,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,1.0
233,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,1.0
234,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
235,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
236,2.3,0.0,1.0,0.0,0.0,0.0,1956.0,0.0
237,2.3,0.0,1.0,0.0,0.0,1.0,1956.0,0.0
238,2.3,0.0,1.0,1.0,0.0,0.0,1956.0,0.0
239,2.3,0.0,0.0,0.0,0.0,0.0,1956.0,0.0
240,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
241,2.3,0.0,0.0,0.0,0.0,1.0,1957.0,0.0
242,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
243,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
244,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
245,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
246,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
247,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
248,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
249,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
250,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
251,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
252,2.3,0.0,1.0,1.0,0.0,0.0,1957.0,0.0
253,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
254,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
255,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
256,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,1.0
257,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,1.0
258,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
259,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
260,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,1.0
261,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
262,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
263,2.3,0.0,0.0,0.0,0.0,1.0,1957.0,0.0
264,2.3,0.0,1.0,1.0,1.0,0.0,1957.0,0.0
265,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
266,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
267,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
268,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,1.0
269,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
270,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
271,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
272,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
273,2.3,0.0,1.0,0.0,1.0,0.0,1957.0,0.0
274,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
275,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
276,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
277,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
278,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
279,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
280,2.3,0.0,0.0,0.0,0.0,1.0,1957.0,0.0
281,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
282,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
283,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
284,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
285,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
286,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
287,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
288,2.3,0.0,1.0,1.0,1.0,0.0,1957.0,0.0
289,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
290,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
291,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
292,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
293,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
294,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,1.0
295,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
296,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
297,2.3,0.0,1.0,1.0,0.0,1.0,1957.0,0.0
298,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
299,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,1.0
300,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,1.0
301,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
302,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,1.0
303,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,1.0
304,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
305,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
306,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,1.0
307,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
308,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
309,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
310,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
311,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
312,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
313,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
314,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
315,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
316,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
317,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
318,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
319,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,1.0
320,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
321,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
322,2.3,0.0,0.0,0.0,0.0,1.0,1957.0,0.0
323,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,1.0
324,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,1.0
325,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
326,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
327,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
328,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
329,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
330,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
331,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
332,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
333,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,1.0
334,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
335,2.3,0.0,0.0,0.0,0.0,1.0,1957.0,0.0
336,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
337,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
338,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
339,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
340,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
341,2.3,0.0,0.0,0.0,0.0,1.0,1957.0,0.0
342,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
343,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
344,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
345,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
346,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
347,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
348,2.3,0.0,0.0,0.0,0.0,0.0,1957.0,0.0
349,2.3,0.0,1.0,0.0,0.0,1.0,1957.0,0.0
350,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,0.0
351,2.3,0.0,1.0,0.0,0.0,0.0,1957.0,1.0
352,2.3,0.0,1.0,1.0,0.0,0.0,1958.0,0.0
353,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
354,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,1.0
355,2.3,0.0,0.0,0.0,0.0,1.0,1958.0,0.0
356,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
357,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
358,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
359,2.3,0.0,1.0,1.0,0.0,0.0,1958.0,1.0
360,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
361,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
362,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,1.0
363,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
364,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,1.0
365,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
366,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
367,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
368,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
369,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
370,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
371,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
372,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,1.0
373,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
374,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
375,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
376,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
377,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
378,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,1.0
379,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,1.0
380,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
381,2.3,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
382,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
383,2.3,0.0,0.0,0.0,0.0,1.0,1958.0,0.0
384,2.3,0.0,0.0,0.0,0.0,1.0,1958.0,0.0
385,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
386,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
387,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
388,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
389,2.3,0.0,0.0,0.0,0.0,1.0,1958.0,0.0
390,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
391,2.3,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
392,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
393,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
394,2.3,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
