,att29_num,att27_num,att54_num,att50_num,att71_num,att23_num,att76_num,att1_num,att70_num,att53_num,att52_num,att65_num,att13_num,att36_num,att57_num,att68_num,att30_num,att58_num,att21_num,att10_num,att41_num,att35_num,att18_num,att44_num,att11_num,class_cat,att45_num,att56_num,att28_num,att14_num,att32_num,att25_num,att9_num,att73_num,att17_num,att64_num,att55_num,att8_num
15,0.13291992,0.0754693,0.11026739,0.04547688,0.01359293,0.00430426,0.40027945,0.0236555,0.24034161,0.01813157,0.07412905,0.02523253,0.03944101,0.01098941,0.03913401,0.0712885,0.04101302,0.08111901,0.04985404,0.07978569,0.07770195,0.11328628,0.07687765,0.03924157,0.04404466,1,0.00918378,0.1202223,0.06252246,0.38614873,0.13706817,0.14911499,0.36142803,0.0177467,0.12986697,0.17666167,0.04168276,0.05475429
16,0.05347139,0.13728222,0.07465152,0.14081092,0.02030087,0.01903713,0.413029,0.02066816,0.18968353,0.02194732,0.01278625,0.01304299,0.01715389,0.02483648,0.00332059,0.05078471,0.13210164,0.16221962,0.0276655,0.13993244,0.04573238,0.10079825,0.03692687,0.11188315,0.02058519,1,0.02599213,0.14711433,0.03694612,0.32893418,0.11589048,0.12633461,0.38181806,0.01508483,0.15472186,0.19059843,0.02453746,0.03296296
17,0.21128296,0.08855873,0.09432808,0.10730697,0.06313238,0.07125955,0.44816023,0.08042104,0.2926981,0.09189328,0.09209703,0.08719705,0.05373095,0.10122049,0.08198224,0.20449387,0.09096713,0.07365923,0.04967038,0.04645106,0.01386004,0.05594924,0.05230742,0.06881106,0.06412194,1,0.09450149,0.06927487,0.0495969,0.42889673,0.07973034,0.11162353,0.35096432,0.04734454,0.0140706,0.1066759,0.09565067,0.07483827
18,0.05731024,0.10448274,0.06918424,0.06037773,0.03192198,0.05897694,0.35596151,0.04485929,0.24569885,0.06868471,0.04560438,0.03941167,0.05039287,0.05945765,0.0363886,0.09566374,0.06931828,0.09254131,0.03215422,0.08944925,0.02878136,0.0513839,0.05014215,0.05658822,0.0395581,1,0.06813731,0.10417953,0.03316545,0.37654033,0.06840909,0.08681837,0.40164302,0.02563079,0.15055765,0.18206443,0.04961056,0.02887288
19,0.01614267,0.11833715,0.0990274,0.04889082,0.08668041,0.03936645,0.36167601,0.09124443,0.23296848,0.11051848,0.06550409,0.0185806,0.05704361,0.08418477,0.0297545,0.08686686,0.08334073,0.08713124,0.05742718,0.12336238,0.04564935,0.08350343,0.06282262,0.06797825,0.05102645,1,0.11957115,0.07583788,0.05791598,0.26826387,0.06025735,0.11656605,0.36347018,0.01342933,0.16972159,0.12412913,0.0394569,0.06489301
20,0.08963158,0.07228216,0.12176281,0.0676009,0.03893978,0.06103476,0.37667246,0.04969937,0.27590138,0.01727746,0.10662291,0.03129461,0.07395186,0.02173724,0.03807791,0.16115293,0.05836442,0.07500013,0.05519566,0.06485252,0.05414425,0.09565875,0.08050118,0.052683,0.05225262,1,0.01816712,0.10900892,0.07341399,0.36286409,0.08609827,0.12704703,0.39316394,0.02321326,0.11479132,0.16608878,0.04155551,0.06461201
21,0.22662125,0.09339792,0.10962938,0.0318445,0.03052491,0.02786056,0.40182307,0.04354885,0.30774929,0.01304444,0.12363926,0.04459951,0.02599412,0.02862499,0.03530113,0.19936916,0.06946557,0.03615255,0.04896561,0.03509158,0.02361008,0.07143947,0.03762207,0.13531467,0.04330669,1,0.01331237,0.07847533,0.05123766,0.44949109,0.12041836,0.133515,0.27046924,0.03321123,0.01931456,0.11688612,0.04098002,0.00173686
22,0.15561323,0.0363905,0.17371248,0.03461036,0.0562812,0.0220905,0.36220804,0.06657249,0.25944939,0.03509043,0.15185321,0.03636554,0.04062254,0.06334376,0.04607288,0.11655255,0.01226099,0.05452404,0.03121781,0.04152114,0.04488575,0.11758795,0.03656141,0.0434853,0.03053478,1,0.05117796,0.09062235,0.02750189,0.37067426,0.13963917,0.16517444,0.36211006,0.0425805,0.10391158,0.17402454,0.03567238,0.09659528
23,0.05794831,0.11038873,0.05881152,0.08769321,0.03552738,0.01542022,0.38401712,0.02720069,0.24037709,0.02614855,0.03187075,0.05514403,0.03894849,0.02935777,0.0461481,0.09137586,0.0829918,0.10254157,0.04851684,0.09677017,0.05356193,0.04906936,0.05881025,0.08802593,0.03612982,1,0.03000298,0.10120809,0.058968,0.40041134,0.0683983,0.09019809,0.36259174,0.02953257,0.13382237,0.17644993,0.04917099,0.04274144
24,0.04328715,0.11016227,0.08188171,0.03071542,0.10863063,0.05646676,0.37630646,0.06539962,0.17942678,0.12567635,0.047241,0.04901905,0.01554487,0.1255854,0.05190043,0.0242205,0.05005986,0.07763409,0.04687456,0.11849457,0.04240237,0.08141071,0.04965629,0.0440797,0.03277059,1,0.12430011,0.04402717,0.05851152,0.35279549,0.0994748,0.11248389,0.38060568,0.05387605,0.15565796,0.13482531,0.06295719,0.08783386
25,0.03977037,0.06484999,0.09237153,0.01275545,0.02741199,0.04285544,0.3948841,0.05584604,0.16759984,0.05898088,0.08373635,0.08520962,0.04228783,0.05350935,0.07641396,0.03122803,0.0347069,0.05633582,0.08597526,0.12102628,0.04189239,0.07798886,0.06509815,0.0197727,0.06696367,1,0.03062844,0.0743027,0.08449161,0.38084005,0.06905617,0.07661051,0.33504288,0.05197251,0.13035636,0.09936169,0.07526123,0.03145295
26,0.13971921,0.03643114,0.06569688,0.10544469,0.05096654,0.06701734,0.28846663,0.06321359,0.39938039,0.00356479,0.03071771,0.08264881,0.01185908,0.02416494,0.11700926,0.29386054,0.09793539,0.13748552,0.06278583,0.04025202,0.11260336,0.05129606,0.01158159,0.04462623,0.03020495,1,0.03847458,0.14255166,0.04030319,0.40451283,0.11816723,0.12980879,0.42909703,0.04445218,0.08677327,0.01028926,0.158646,0.05100044
27,0.04621634,0.03911257,0.05856414,0.0596681,0.05111204,0.07294944,0.35035671,0.07805426,0.23881635,0.04345536,0.03984357,0.09320456,0.10226681,0.03101749,0.11210217,0.0914399,0.05136342,0.08656945,0.13108746,0.09511224,0.11652874,0.03563998,0.14220171,0.04880403,0.11626869,1,0.02860362,0.07861159,0.13525521,0.30533671,0.04177507,0.07905311,0.36828754,0.04928795,0.10698278,0.1333561,0.09223017,0.10360679
28,0.09162087,0.1099055,0.05428435,0.10599298,0.05996322,0.01914572,0.44809422,0.01720735,0.17727565,0.02658568,0.01843269,0.02550362,0.00855114,0.02533244,0.03093644,0.02623099,0.09865235,0.12806273,0.02795294,0.11488665,0.05090507,0.0702205,0.03202621,0.1100982,0.01917561,1,0.03315599,0.12080097,0.03440054,0.35891134,0.09556154,0.10724071,0.3736722,0.02014383,0.15994172,0.18414993,0.03277995,0.02985464
29,0.17084816,0.02689842,0.07793916,0.04687416,0.06924908,0.01875784,0.36903169,0.05799069,0.23605822,0.08262327,0.03265799,0.04591811,0.04256343,0.05399957,0.03807105,0.0776034,0.03472626,0.07979293,0.03199666,0.04968148,0.04066866,0.08634979,0.05255653,0.00656094,0.04070682,1,0.07864814,0.0830154,0.02851746,0.41755423,0.12445904,0.12542599,0.28268065,0.01847724,0.06786145,0.12908498,0.04869796,0.03144684
30,0.08309208,0.12213345,0.04332704,0.1021287,0.06766043,0.02525363,0.35552143,0.04368987,0.1754214,0.04953099,0.07305387,0.03617883,0.03182187,0.0274071,0.04070508,0.0523742,0.11833507,0.1311283,0.03139467,0.17185021,0.02297174,0.04821144,0.02129928,0.03965567,0.02876926,1,0.04500531,0.09173645,0.02336566,0.29030376,0.04969388,0.01738398,0.39502029,0.04944839,0.17727209,0.16559288,0.04633814,0.05402024
31,0.06749602,0.12353681,0.04099881,0.11733431,0.02653196,0.02669712,0.32098921,0.01048812,0.25098687,0.02366753,0.03303887,0.01605009,0.01869257,0.02827671,0.01074689,0.07596303,0.11085348,0.11735243,0.02196155,0.13219676,0.01689241,0.01982441,0.01900592,0.08963234,0.01852467,1,0.0229464,0.14820807,0.01848147,0.30268625,0.0207954,0.06127472,0.41346984,0.01642311,0.18069891,0.2128942,0.00983234,0.04396488
32,0.12999912,0.08224194,0.09700106,0.0887846,0.02371846,0.04179272,0.36550122,0.02562847,0.21436704,0.01544511,0.04609439,0.02013082,0.02117167,0.02263332,0.03348785,0.02345976,0.07777422,0.11052918,0.04209903,0.09052504,0.06817694,0.10280584,0.00513247,0.07154041,0.0239959,1,0.02329896,0.13391932,0.06461549,0.39718196,0.11928422,0.13257313,0.37918496,0.0084474,0.13481219,0.19633237,0.00687078,0.03397789
33,0.03520747,0.13131283,0.08967555,0.10165542,0.0304914,0.05164893,0.33644495,0.05234681,0.25272686,0.0386475,0.04833168,0.0114739,0.05891609,0.02742939,0.02662805,0.09085702,0.10620166,0.10015091,0.02802678,0.11595136,0.03564975,0.08885318,0.04728784,0.11753287,0.03433357,1,0.03751241,0.09521304,0.04242981,0.34646266,0.08649933,0.12007917,0.40770894,0.02152616,0.16726211,0.17349351,0.03800044,0.09969701
34,0.08337379,0.1040768,0.0480539,0.0936537,0.10324708,0.03531828,0.31692407,0.05429936,0.22877461,0.0276275,0.03078343,0.06552221,0.05315911,0.01874661,0.0715124,0.0678264,0.10739934,0.12896609,0.07946607,0.1367699,0.06595224,0.06000457,0.08915907,0.05121964,0.07651133,1,0.04705228,0.09061549,0.08682686,0.34514965,0.07891802,0.07702913,0.3417822,0.0609238,0.16486489,0.14777027,0.06315906,0.08252533
35,0.08794716,0.10844467,0.04121127,0.07452447,0.07727969,0.02523871,0.41347834,0.04557478,0.19890846,0.06566235,0.05058227,0.04210057,0.03332351,0.0438697,0.05661171,0.04105016,0.08805217,0.08800428,0.04861224,0.10839483,0.06351254,0.05492975,0.06065995,0.10782151,0.04879411,1,0.05972155,0.07728048,0.07334233,0.40138155,0.06456097,0.09223715,0.38671031,0.03579748,0.15346977,0.11941968,0.07646349,0.04223183
36,0.03455624,0.0782568,0.07385417,0.0504322,0.08332892,0.06841512,0.37292372,0.06139238,0.21286411,0.06333558,0.07589244,0.09566582,0.0891826,0.05682213,0.10166387,0.03815227,0.04355499,0.06661793,0.10480315,0.10604336,0.08896183,0.0721381,0.12492828,0.01467411,0.09536827,1,0.04068272,0.05921605,0.11325178,0.32908878,0.06940881,0.08144455,0.40951428,0.04813097,0.1456791,0.14009108,0.0850643,0.08992767
37,0.0698219,0.09966757,0.08883332,0.08909085,0.06484141,0.07190479,0.39459046,0.0328702,0.21627179,0.05370092,0.05287466,0.02096428,0.08973574,0.03929596,0.01317266,0.07817366,0.08882701,0.12043053,0.04159585,0.09182043,0.02109297,0.06276452,0.04530128,0.09460281,0.03426292,1,0.04943261,0.14554575,0.06963957,0.3500241,0.06471735,0.10042595,0.40819398,0.02790366,0.12942546,0.17390756,0.00707001,0.08585523
38,0.11847132,0.04292181,0.08259177,0.05240433,0.08975017,0.08240481,0.38143023,0.04746504,0.21274637,0.09182138,0.02872178,0.08876875,0.03163841,0.09446705,0.10160586,0.03282603,0.03907862,0.0587632,0.10266041,0.07957672,0.08841728,0.07754476,0.10146135,0.06376495,0.07363343,1,0.06772087,0.08325905,0.11180197,0.37452713,0.10914778,0.12113892,0.35174077,0.04710524,0.11519695,0.17958725,0.0769232,0.08152425
39,0.09518847,0.12532144,0.07910251,0.04136788,0.01648434,0.07268118,0.40324089,0.05422918,0.067323,0.02537588,0.11537692,0.01810288,0.0750668,0.03663323,0.02989714,0.14269996,0.07787683,0.10542747,0.045945,0.19452991,0.04134595,0.06210493,0.0538034,0.07993272,0.05219732,1,0.01667765,0.0566306,0.04065749,0.31380097,0.07062225,0.03893035,0.36960645,0.02076899,0.18711404,0.13007994,0.02315682,0.06412802
40,0.04871913,0.12803802,0.0588149,0.10040688,0.0680677,0.01543232,0.32455552,0.04454931,0.24269159,0.05643131,0.0352382,0.04440681,0.03251924,0.04447488,0.04236502,0.08792463,0.11506199,0.10967125,0.01544827,0.12760433,0.03164836,0.04563187,0.01690694,0.0972639,0.01985193,1,0.05247394,0.077712,0.02549982,0.32794666,0.05066564,0.08449569,0.3659078,0.03493119,0.18335043,0.18085805,0.07317626,0.04318065
41,0.08019455,0.11221058,0.01901256,0.08965107,0.02091222,0.0548401,0.44005069,0.00492771,0.13917978,0.0388742,0.07352231,0.00913266,0.04230729,0.05211743,0.02606188,0.10013405,0.09442015,0.12527101,0.01406468,0.12503174,0.03806916,0.02794853,0.0304565,0.09416242,0.00781464,1,0.04161746,0.10136447,0.04113982,0.36369489,0.05976082,0.06751723,0.34013953,0.01535545,0.13997648,0.15973989,0.04230304,0.02786213
42,0.05903445,0.08704233,0.06120445,0.03050293,0.06094863,0.05784122,0.35364401,0.08354617,0.21895361,0.10456551,0.08193838,0.04686605,0.05560628,0.08821502,0.04222628,0.03689976,0.05798642,0.06646836,0.04039195,0.11486967,0.04832745,0.05065589,0.07753531,0.05017534,0.05258946,1,0.10153796,0.05408514,0.07577493,0.35732874,0.07047413,0.08888834,0.34312644,0.04709923,0.15020681,0.15767074,0.07025499,0.10760724
43,0.03100825,0.13738073,0.09154373,0.12127057,0.03128017,0.02964319,0.35506857,0.02935817,0.24657079,0.03627425,0.0647498,0.01708208,0.06057459,0.02504942,0.01172893,0.0975366,0.1149084,0.12797847,0.01181317,0.12761456,0.02458563,0.06960734,0.01449322,0.09847054,0.00666245,1,0.04154246,0.14449768,0.01859864,0.31474151,0.05855414,0.10393315,0.36388361,0.03319909,0.16463034,0.1919678,0.01736082,0.10444285
44,0.08128579,0.047845,0.12034942,0.02524288,0.01580098,0.03958189,0.32135817,0.05575147,0.31214436,0.05954731,0.09911391,0.07075071,0.02835115,0.04846807,0.09203719,0.15276924,0.02855591,0.03710746,0.08030183,0.05967982,0.10405478,0.0993503,0.06717962,0.01339896,0.06145925,1,0.07470816,0.0415678,0.10421888,0.35532625,0.10435092,0.14457634,0.3930324,0.03922972,0.13469042,0.15010236,0.10847599,0.05977439
45,0.03417438,0.05781607,0.04471405,0.072903,0.1456924,0.11390692,0.32967616,0.10177443,0.18020154,0.12471046,0.03593515,0.04610675,0.11090075,0.07324492,0.03847812,0.06810902,0.04780337,0.07051021,0.0628001,0.12607884,0.02917239,0.06845232,0.0914984,0.03613132,0.09577784,1,0.06722624,0.09780564,0.08242999,0.30194875,0.05068399,0.04627342,0.40951334,0.05527818,0.14597408,0.06706026,0.05245983,0.08137107
46,0.052273,0.07849781,0.06272641,0.03222593,0.06950633,0.1235907,0.3749115,0.07544186,0.06738916,0.08945785,0.07727654,0.08344841,0.15868264,0.08792349,0.07294302,0.11715601,0.06076485,0.10906591,0.08187914,0.18683237,0.0219572,0.05572397,0.10442138,0.07784329,0.10737843,1,0.0839371,0.03605721,0.05508388,0.22335911,0.04819974,0.03813567,0.3625601,0.03274711,0.13555805,0.09234418,0.09169249,0.13914568
47,0.0671196,0.13932023,0.05667975,0.05966177,0.0705667,0.01222007,0.42816399,0.03917236,0.11589469,0.04856497,0.07806774,0.05081591,0.03143708,0.03865607,0.04587237,0.05869634,0.10630579,0.10151537,0.03539212,0.17488641,0.02637084,0.06404263,0.02920829,0.06691838,0.0425809,1,0.05771288,0.07669812,0.03758898,0.30679025,0.05424707,0.01485853,0.4062448,0.0527015,0.20061811,0.12585555,0.03669065,0.04367191
48,0.04404675,0.10119941,0.08980096,0.09382126,0.01504831,0.04320534,0.31858867,0.06470827,0.26510264,0.0473886,0.08878967,0.02812367,0.04400894,0.04215064,0.04486814,0.11749071,0.09010136,0.10309299,0.06031973,0.11917118,0.06133097,0.07343749,0.07187724,0.04401218,0.05458956,1,0.04632072,0.11735929,0.05885109,0.35421421,0.06164464,0.1003299,0.38320434,0.0135195,0.17047201,0.19189097,0.03616819,0.08824021
49,0.07687269,0.11544967,0.04459581,0.07700583,0.06159773,0.13051463,0.12664937,0.09091936,0.49073749,0.04196072,0.02397949,0.06055569,0.06281117,0.03646771,0.1375716,0.41878277,0.07382001,0.06977643,0.13108887,0.11112033,0.07810912,0.06709537,0.11772915,0.10046038,0.09688422,1,0.06649206,0.06313842,0.11534755,0.37453984,0.07117091,0.07376336,0.32639184,0.1028565,0.03024807,0.22113908,0.17134975,0.07025535
50,0.09780802,0.13010243,0.02239376,0.09225381,0.06564594,0.05929682,0.29260556,0.03534039,0.20500352,0.07370806,0.00388656,0.06691517,0.03035501,0.09253524,0.05663559,0.04766394,0.11243851,0.11359029,0.05075571,0.16735957,0.03085096,0.03198708,0.04282183,0.02601181,0.06175057,1,0.09162359,0.08574823,0.04165793,0.27005857,0.03791641,0.04367389,0.37148436,0.06524074,0.20097919,0.13863752,0.04544661,0.06967041
51,0.18926583,0.03936169,0.12784762,0.01857574,0.00478888,0.08127319,0.34855901,0.05543901,0.27018878,0.06245239,0.09824167,0.04279376,0.06410884,0.05898021,0.05603906,0.0504347,0.01584065,0.04567902,0.05388037,0.04003504,0.07434591,0.13204832,0.07869286,0.04277228,0.05071966,1,0.0490664,0.08662913,0.07627726,0.39071837,0.14791712,0.16418519,0.32528028,0.03496963,0.06352099,0.16099596,0.05201519,0.01644107
52,0.1936784,0.10427737,0.01306319,0.03595257,0.09922612,0.03963709,0.35873743,0.15432964,0.30227264,0.06119081,0.05794658,0.16509627,0.03781892,0.07654289,0.18156619,0.20730532,0.06322153,0.05945095,0.12093172,0.08296882,0.09196902,0.04893093,0.02687808,0.0960329,0.08473537,1,0.10808112,0.02817981,0.08934332,0.42696218,0.08447787,0.0813711,0.37093848,0.09380981,0.0049291,0.0685891,0.22062885,0.08848533
53,0.15975773,0.16697662,0.03583912,0.1436195,0.01858298,0.04302796,0.34712888,0.03055488,0.38357955,0.08443761,0.05863073,0.06547914,0.11849766,0.08090419,0.05581037,0.30621358,0.15009199,0.19818671,0.07311153,0.15129826,0.07251077,0.06443941,0.07233848,0.09230351,0.06245323,1,0.06449649,0.19203723,0.10219324,0.4480402,0.03642814,0.06122356,0.37940718,0.04476612,0.09071019,0.04678293,0.04110284,0.07865175
54,0.0731399,0.08967049,0.15470489,0.03469941,0.08323585,0.07426772,0.3553759,0.06243658,0.258114,0.03943184,0.13564349,0.01890076,0.10135271,0.046144,0.03008919,0.10944777,0.04540682,0.08253725,0.05877156,0.07356087,0.05921053,0.11425675,0.06903453,0.06418701,0.06677244,1,0.03874868,0.1114465,0.08895909,0.34705693,0.10808112,0.14899142,0.38289228,0.02363376,0.13063626,0.18839774,0.00608148,0.11896941
55,0.09464594,0.04528145,0.01609816,0.05717415,0.04413622,0.11090477,0.36145371,0.11275225,0.14522787,0.06838105,0.03060234,0.0700575,0.15616874,0.07373424,0.08367941,0.0812217,0.05137648,0.12045494,0.11490678,0.1287133,0.06609858,0.03700405,0.16306269,0.04444697,0.12837018,1,0.08394448,0.11697016,0.1307987,0.27997229,0.04671462,0.04740897,0.3170194,0.01024855,0.11080544,0.17541454,0.05795191,0.19480805
56,0.01956641,0.09805747,0.05626462,0.06681489,0.07789977,0.07751541,0.34026573,0.05899561,0.26327201,0.06884024,0.02368392,0.03628322,0.07633856,0.06419564,0.05258333,0.1287483,0.07263478,0.08451785,0.04828815,0.11679833,0.06913596,0.04117432,0.05972904,0.08186228,0.03336916,1,0.0709461,0.08961584,0.07154531,0.27817176,0.02774285,0.07642458,0.38180375,0.02304885,0.17719058,0.17883237,0.05543913,0.10276037
57,0.1022628,0.05571792,0.0911269,0.01729217,0.07653161,0.08924157,0.39867571,0.08259729,0.1307093,0.07851933,0.06623553,0.089239,0.12452712,0.03044223,0.10082599,0.0706133,0.03276029,0.06168705,0.12648447,0.12482714,0.06128739,0.10708764,0.15014555,0.06626166,0.12777374,1,0.03101976,0.03741909,0.12893989,0.28907585,0.09907973,0.09321287,0.31742833,0.02800334,0.1160364,0.10861923,0.07609884,0.14149013
58,0.10418771,0.07453832,0.15264315,0.06153781,0.03419674,0.01885887,0.38868517,0.01539619,0.24661547,0.09585676,0.12139097,0.06529936,0.04102561,0.0388661,0.09877525,0.06890273,0.05100367,0.03879916,0.07337322,0.06323178,0.04756778,0.08471524,0.0561117,0.05805212,0.04992362,1,0.07869327,0.04517685,0.06680297,0.35831221,0.12651475,0.15136338,0.39502676,0.02393257,0.10560419,0.18707421,0.10722984,0.0413208
59,0.01381161,0.04880998,0.05302407,0.0090015,0.06952219,0.03247873,0.28740871,0.17349668,0.24078131,0.0198352,0.04053875,0.10575749,0.2133712,0.04605555,0.13665404,0.08533394,0.02373357,0.06002728,0.15433272,0.06622767,0.08822948,0.00490143,0.23012895,0.09953561,0.16965531,1,0.02680924,0.10268679,0.1606873,0.1934963,0.02068262,0.06324784,0.19653093,0.04097781,0.07370795,0.18439562,0.1280582,0.30853382
