,a13_num,a14_num,a26_num,a09_num,a28_num,a32_num,class_cat,a19_num,a12_num,a01_num,a16_num,a30_num,a25_num,a24_num,a10_num,a04_num,a06_num,a03_num
14,1.0,0.20328,0.20033,1.0,0.36743,0.32492,g,1.0,0.19651,1.0,0.12785,0.48641,1.0,0.4175,0.08764,0.0738,0.0342,1.0
15,0.0,0.0,0.92236,1.0,0.26501,0.23188,b,1.0,-1.0,1.0,-0.34265,0.0,-0.16253,0.0,-1.0,-0.93996,0.26708,0.50932
16,0.89323,0.10346,0.13412,0.96112,0.13638,0.1593,g,0.86104,0.07808,1.0,0.05269,0.15379,0.81329,0.14442,0.02312,0.06468,-0.01236,0.99645
17,1.0,-1.0,1.0,-1.0,-1.0,-1.0,b,-1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,0.0
18,0.62099,0.14285,0.23724,0.08776,0.24618,0.25792,g,0.14395,0.12131,1.0,0.10976,0.25306,0.48838,0.22625,0.34081,0.02528,0.05031,0.67065
19,-0.71875,1.0,1.0,1.0,1.0,1.0,b,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.5625,1.0,-1.0,0.0,1.0
20,1.0,-0.39489,-0.40372,1.0,-0.42231,-0.40575,g,0.86473,-0.11073,1.0,-0.15616,-0.38231,0.81874,-0.46866,-0.10605,-0.00612,-0.09834,1.0
21,0.0,0.0,0.0,-1.0,-1.0,1.0,b,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0
22,0.8325,-0.06142,-0.07705,0.90169,-0.02205,-0.00015,g,0.75206,0.0258,1.0,0.09831,-0.01251,0.55677,-0.05929,-0.05144,0.07088,0.04296,0.96071
23,0.0,0.0,-1.0,-1.0,-1.0,1.0,b,-1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,-1.0
24,0.84493,-0.05202,-0.34838,1.0,-0.29174,-0.26284,g,0.65731,-0.11726,1.0,-0.06598,-0.38576,0.84932,-0.31654,-0.01707,-0.06182,0.02942,1.0
25,1.0,-1.0,-1.0,1.0,-1.0,-1.0,b,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.5782,-1.0,1.0
26,0.88486,-0.31736,-0.82868,0.94817,-0.86583,-0.92128,g,0.12245,-0.41382,1.0,-0.23433,-0.89674,0.55389,-0.78547,0.61053,-0.08714,-0.17263,1.0
27,0.0,0.0,-1.0,1.0,1.0,0.0,b,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.375,-1.0,0.0,-1.0
28,1.0,0.59113,1.0,0.98172,1.0,1.0,g,1.0,0.47904,1.0,0.70758,1.0,0.91624,1.0,0.6452,0.0838,0.17387,1.0
29,-1.0,-1.0,1.0,-1.0,-1.0,1.0,b,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
30,1.0,-0.26161,-0.47643,1.0,-0.49687,-0.75761,g,1.0,-0.2501,1.0,-0.21975,-0.7582,1.0,-0.59661,-0.07514,-0.14236,-0.16256,1.0
31,1.0,-0.0184,0.0,1.0,1.0,1.0,b,1.0,-1.0,1.0,-1.0,-0.79141,0.0,-1.0,-1.0,-1.0,1.0,1.0
32,0.85269,-0.31463,-0.48086,0.88307,-0.54629,-0.57377,g,0.75243,-0.31809,1.0,-0.35924,-0.59854,0.61297,-0.50085,-0.17036,-0.14639,-0.11057,0.88208
33,0.58965,1.0,-0.20392,0.99709,-0.41307,-0.87354,b,0.8076,-0.10951,1.0,-1.0,-0.21901,0.65493,0.05456,-0.10236,-0.02595,-0.23067,0.71253
34,0.79962,-0.12527,0.14803,1.0,-0.11582,0.53372,g,1.0,-0.49863,1.0,0.14638,-0.11129,1.0,-0.91338,-0.28207,-0.15899,0.27686,1.0
35,1.0,-0.89375,0.85357,0.80893,-0.08571,0.65268,b,1.0,-1.0,1.0,0.73393,-0.3625,1.0,-1.0,-0.40446,-1.0,1.0,0.66161
36,1.0,-0.06544,-0.20851,1.0,-0.17909,-0.20101,g,0.94184,-0.06256,1.0,-0.07917,-0.18552,0.89469,-0.13565,-0.07014,0.00433,-0.01209,1.0
37,0.0,0.0,-1.0,0.0,1.0,1.0,b,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0
38,0.92766,0.12067,0.11299,0.93582,0.13282,0.10754,g,0.83744,0.06348,1.0,0.06211,0.153,0.75755,0.14222,0.01321,0.04347,0.0228,0.91241
39,0.88462,0.5364,0.1639,0.61745,0.16019,0.14677,b,1.0,0.11147,1.0,0.14137,0.15436,0.54446,0.16516,-1.0,0.02461,0.04861,1.0
40,0.75474,0.50082,0.72082,0.93051,0.72386,0.72688,g,0.57619,0.39039,1.0,0.52321,0.70682,0.34384,0.6884,0.32213,0.06538,0.20746,1.0
41,1.0,1.0,-1.0,0.0,-1.0,1.0,b,0.0875,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0
42,0.16286,0.42739,0.56527,0.55187,0.56605,0.55061,g,0.31639,0.36719,1.0,0.46086,0.56101,0.24856,0.55826,0.68154,0.08791,0.16888,0.90932
43,1.0,-0.37679,0.85714,1.0,1.0,-1.0,b,1.0,0.96161,1.0,-1.0,-1.0,0.5375,1.0,-0.23393,-1.0,0.82857,-0.64286
44,0.92651,-0.37965,-0.68479,0.99374,-0.73174,-0.80278,g,0.87433,-0.3013,1.0,-0.43796,-0.75353,0.68282,-0.64615,-0.25843,-0.05785,-0.13009,0.99025
45,0.0,0.0,-1.0,1.0,-1.0,0.0,b,-1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0
46,0.96674,-0.21695,-0.4299,0.99838,-0.43122,-0.47977,g,0.90581,-0.13814,1.0,-0.25099,-0.42593,0.86213,-0.37643,-0.09931,-0.0373,-0.07383,1.0
47,-0.2902,-0.0055,-0.46734,0.69258,-0.5813,0.20477,b,1.0,-0.03353,1.0,0.15452,-0.61393,0.83872,0.37361,-0.63427,-0.02685,0.26131,0.94598
48,0.94713,-0.11102,-0.19689,0.95947,-0.21136,-0.23095,g,0.79682,-0.04507,1.0,-0.1279,-0.23864,0.88487,-0.18739,-0.06971,0.00874,-0.03818,0.98166
49,0.0,0.0,0.44828,0.10991,-1.0,0.0,b,0.7694,0.0,1.0,-0.22414,0.81573,-0.90302,0.35668,-1.0,0.0,0.51724,0.0
50,0.88559,0.54991,-0.02778,0.87947,-0.01158,-0.25706,g,0.86676,-0.01789,1.0,-0.57486,-0.32298,0.90066,-0.1629,0.13795,-0.18362,0.02919,0.84134
51,1.0,1.0,-1.0,0.0,1.0,0.0,b,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0
52,-1.0,1.0,-1.0,-0.2697,-1.0,-0.34686,g,-1.0,1.0,1.0,0.72526,-1.0,0.90014,-1.0,1.0,1.0,1.0,1.0
53,1.0,1.0,1.0,0.03515,-1.0,1.0,b,0.8384,-1.0,1.0,-1.0,-1.0,-0.18856,-1.0,-1.0,-1.0,1.0,-0.67935
54,0.95436,-0.16795,-0.40747,0.96097,-0.34586,-0.39061,g,0.90343,0.01279,1.0,-0.19497,-0.30619,0.99899,-0.29807,-0.06561,0.08143,-0.05667,0.95659
55,-1.0,-1.0,0.2381,0.71875,-1.0,-1.0,b,-0.42113,-0.62723,1.0,1.0,-0.38914,-1.0,-0.46801,0.47173,-0.20685,1.0,0.08333
56,1.0,-0.12738,-0.92284,1.0,-0.21793,-0.22765,g,1.0,0.56173,1.0,-0.14522,-0.2237,1.0,-0.20081,-0.08799,-0.02259,-0.04494,1.0
57,-1.0,-0.1875,-1.0,0.0,1.0,0.0,b,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0
58,0.95713,0.14644,0.22431,1.0,0.23571,0.29576,g,0.96741,0.07033,1.0,0.11224,0.22511,0.91667,0.1641,-0.01911,0.05812,0.07418,1.0
59,0.0,0.0,0.9625,0.0,1.0,0.0,b,0.51979,1.0,1.0,-0.67708,0.67708,-0.84792,-0.27083,0.0,-1.0,1.0,0.17188
60,0.92992,0.24288,0.34658,0.98602,0.42746,0.47033,g,0.83656,0.19211,1.0,0.28343,0.46031,0.76193,0.39597,0.09237,0.09771,0.12197,1.0
61,0.0,0.0,-0.16667,0.0,-0.76667,0.0,b,1.0,0.0,1.0,-0.55,0.18854,-0.10625,-1.0,0.0,-0.35625,0.0,0.01667
62,0.8425,0.46899,0.55236,0.91759,0.69129,0.66844,g,0.65091,0.37107,1.0,0.49225,0.76147,0.48311,0.6472,0.2261,0.16801,0.16334,1.0
63,-0.05921,0.58772,-1.0,0.87719,-0.0614,-1.0,b,0.14254,1.0,1.0,0.05044,1.0,0.80921,1.0,0.30921,1.0,-1.0,0.63816
64,0.65452,-0.1608,0.10678,1.0,-0.07249,0.19849,g,0.80025,0.4799,1.0,0.00879,-0.27387,0.93593,-0.12312,-0.09925,-0.41457,0.76131,1.0
65,1.0,0.60598,-0.33333,0.66938,0.15942,0.22464,b,0.58424,0.27038,1.0,0.35507,-0.01947,0.91033,0.26585,0.08424,0.10598,0.3913,0.84783
66,1.0,0.05489,-0.39056,1.0,-0.02174,-0.22021,g,0.84371,0.33266,1.0,0.04384,0.2336,1.0,0.27376,0.04317,0.28046,0.02477,1.0
67,1.0,1.0,-1.0,1.0,-1.0,0.0,b,1.0,1.0,0.0,-1.0,0.65625,1.0,-1.0,-1.0,-1.0,-1.0,1.0
68,-0.79135,0.77092,-1.0,0.20619,-0.93296,-0.35222,g,-0.97907,1.0,1.0,0.40268,-1.0,0.41366,-0.97491,0.80541,0.67784,0.82021,1.0
69,1.0,1.0,1.0,1.0,0.5,-1.0,b,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0
70,1.0,0.38643,0.68326,1.0,0.71374,0.85611,g,1.0,0.28778,1.0,0.31674,0.67149,0.89593,0.59457,0.25068,0.03529,0.18281,1.0
71,0.0,0.0,-1.0,1.0,-1.0,0.0,b,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
72,0.86265,0.52517,0.74689,0.98044,0.83796,0.86835,g,0.69003,0.46281,1.0,0.58794,0.86061,0.40615,0.76197,0.35052,0.0862,0.19279,0.96087
73,0.0,0.0,0.27381,0.0,0.63492,0.0,b,0.46429,0.0,1.0,-0.24206,0.0,0.73413,0.0,0.0,0.38889,0.0,0.69444
74,1.0,0.38261,0.63942,1.0,0.69435,0.71689,g,0.75906,0.34826,1.0,0.42881,0.72684,0.66643,0.62758,0.28453,0.0507,0.10827,1.0
75,1.0,1.0,-1.0,1.0,-1.0,0.0,b,1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1.0
76,0.92745,0.37639,0.59723,1.0,0.6099,0.63636,g,0.78619,0.30889,1.0,0.39749,0.60932,0.67077,0.58129,0.27921,0.04078,0.11982,1.0
77,1.0,1.0,-1.0,1.0,1.0,-1.0,b,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
78,1.0,1.0,1.0,1.0,1.0,1.0,g,1.0,1.0,1.0,0.77128,1.0,0.64628,1.0,1.0,0.24168,0.4859,1.0
79,1.0,1.0,-1.0,-1.0,1.0,-1.0,b,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
80,1.0,-0.40559,-0.58042,1.0,-0.81372,-0.78555,g,1.0,-1.0,1.0,-0.15851,-1.0,1.0,-1.0,0.2028,-0.06604,0.62937,1.0
81,1.0,-1.0,-1.0,1.0,1.0,1.0,b,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0
82,0.70716,0.46983,0.76146,0.84111,0.73885,0.77072,g,0.51247,0.42196,1.0,0.56476,0.71038,0.23693,0.68343,0.35197,0.07804,0.16251,0.92277
83,0.0106,0.44523,0.19405,0.25795,0.14481,0.07064,b,0.10567,-0.15194,1.0,0.38869,0.10349,-0.02862,0.24936,0.58304,-0.17314,0.21908,0.68198
84,0.71598,0.0784,0.02811,0.85947,-0.06637,-0.14053,g,0.65976,0.08728,1.0,0.05178,-0.21154,0.65385,-0.18639,0.02515,-0.02811,-0.05178,0.74852
85,0.61567,-0.8209,0.16418,0.35821,0.1463,0.13521,b,0.46642,0.1306,1.0,0.6791,-0.02612,0.47015,0.45522,0.15299,-0.06343,0.04328,0.39179
86,0.66792,-0.13962,-0.15094,0.66038,-0.05801,0.03774,g,0.61887,0.01132,1.0,-0.02264,0.02264,0.84906,-0.14717,-0.04528,0.04528,-0.10566,0.67547
87,0.81809,0.09559,0.32727,0.66364,0.14673,0.14643,b,0.66818,-0.16818,1.0,1.0,0.08182,0.57273,-1.0,-0.05909,-0.05,0.03462,0.72727
88,0.46667,0.08235,0.00392,0.4,0.10039,0.23529,g,0.50196,0.14118,1.0,-0.0549,0.08235,0.49804,0.08235,-0.05882,-0.01569,0.0,0.57647
89,-0.19091,0.33636,-0.04802,-0.03636,-0.07114,-0.07464,b,-0.34773,0.36194,1.0,0.27322,-1.0,-0.14003,0.36364,0.44318,0.12482,0.125,0.41932
90,0.85193,0.25,0.52039,0.85086,0.53235,0.70923,g,0.7103,-0.04292,1.0,0.25322,0.58584,0.5676,0.34871,0.05901,-0.21996,0.36373,0.88305
91,-0.18494,0.63966,-0.03718,0.80648,-0.25288,-0.7817,b,0.77979,-0.00763,1.0,-0.68065,-0.14109,0.78932,0.80934,0.04576,-0.0858,-0.80553,0.84557
92,0.57826,-0.23043,-0.12174,0.65217,-0.04264,-0.25217,g,0.36087,0.26957,1.0,0.37826,-0.04448,0.31304,-0.03845,0.18261,-0.24783,0.04348,0.7087
93,0.47368,0.08978,0.65635,0.31889,-0.40116,0.5582,b,0.33746,-0.1517,1.0,-0.1548,0.11146,1.0,-0.6161,-0.06811,0.14861,0.73375,-0.5418
94,0.47368,-0.04754,-0.03176,0.52632,-0.03351,-0.01868,g,0.42445,-0.16638,1.0,0.03905,0.09847,0.51731,-0.20883,0.20883,0.13582,0.16808,0.29202
95,-0.02439,0.53215,0.8071,0.39468,0.88248,0.1286,b,-0.50998,0.99557,1.0,0.1286,0.69401,-0.91574,0.23725,1.0,0.16851,0.0,0.79157
96,0.24412,0.87493,0.39951,0.59784,0.25835,-0.05525,g,-0.28739,0.81152,1.0,0.85038,0.11218,-0.68159,0.53805,0.72997,0.16607,0.37379,0.90116
97,0.10289,0.93945,0.17849,0.47968,-0.01358,-0.33662,g,-0.52145,0.92643,1.0,0.8429,-0.19321,-0.85376,0.33537,0.84278,0.19049,0.46259,0.97714
98,0.0,0.0,-0.59609,0.60586,-1.0,-1.0,b,0.36482,-0.41368,1.0,0.0,-1.0,1.0,-1.0,0.32899,-1.0,0.0,-1.0
99,0.75934,0.07348,0.15445,0.6623,0.13608,0.14697,g,0.63613,0.31152,1.0,0.08442,0.17539,0.67016,0.12185,0.09948,0.04974,0.02543,0.74084
100,0.0,0.0,-1.0,0.80882,-1.0,-1.0,b,0.73529,-0.94853,1.0,0.0,-1.0,-1.0,-1.0,0.55147,-1.0,0.0,1.0
101,0.99173,-0.09002,-0.22083,1.0,-0.20243,-0.22561,g,0.9831,-0.07092,1.0,-0.15727,-0.17123,0.98971,-0.19272,-0.05071,0.01709,-0.03142,1.0
102,0.0,0.0,0.0,0.0,-1.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.83543,-0.24719,-0.19233,0.97026,-0.31565,-0.31857,g,0.98678,-0.01124,1.0,-0.31395,-0.23728,1.0,-0.39458,0.0846,-0.12095,-0.1269,0.95704
104,0.34848,-0.84848,0.17803,0.30682,-0.23864,-0.70076,b,0.45076,0.06439,1.0,0.0,-0.48485,0.24242,0.0,0.95833,-0.31818,0.0,0.28409
105,1.0,-0.12493,-0.29852,0.90083,-0.33304,-0.4074,g,1.0,-0.10104,1.0,-0.15017,-0.36931,1.0,-0.26571,0.66942,-0.49311,-0.03692,0.9449
106,0.0,0.0,0.0,0.0,0.10976,0.0,b,0.56098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.85221,0.02966,-0.19872,0.99061,-0.17806,-0.25741,g,0.98298,-0.07496,1.0,-0.20848,-0.16581,0.93368,-0.05882,-0.06257,0.00526,-0.11313,0.99449
108,0.0,0.0,-1.0,0.5473,-1.0,0.0,b,0.33108,1.0,1.0,0.0,-0.23649,-0.42568,0.0,0.82432,0.10811,0.0,0.10135
109,0.6289,-0.86402,-0.76904,1.0,-0.77986,-1.0,g,0.76771,-0.23229,1.0,-0.57535,-1.0,0.61946,-0.74896,-0.35818,-0.57224,-0.73371,1.0
110,0.0,0.0,0.0,0.77273,-0.93939,0.0,b,0.84091,-0.2803,1.0,0.0,-0.93182,0.0,0.0,1.0,-0.62879,0.0,0.65909
111,0.19617,0.85671,0.25747,0.54559,0.08818,-0.19923,g,-0.341,0.81533,1.0,0.86284,-0.07816,-0.59234,0.40996,0.69962,0.1931,0.41149,0.86284
112,0.0,0.0,0.68,0.9,0.22,0.0,b,0.84,0.64,1.0,0.0,0.0,0.21,0.0,1.0,-0.61,0.0,0.42
113,0.09467,0.88248,0.03591,0.4766,-0.11943,-0.44505,g,-0.5136,0.9173,1.0,0.91404,-0.28183,-0.70838,0.29162,0.84222,0.23395,0.52013,1.0
114,-0.03158,-0.0897,2e-05,0.05405,0.0,0.0,b,0.00342,-0.10241,1.0,-0.03403,0.0,-3e-05,0.00019,0.2973,0.81586,1.0,0.91353
115,0.30952,-0.04762,-0.04762,0.2381,-0.0229,-0.02034,g,0.33333,0.02381,1.0,-0.04762,0.0,0.35714,-0.11905,0.09524,-0.09524,0.07143,0.21429
116,0.72131,0.0,-0.34426,0.65574,-0.20325,-0.44262,b,0.65558,-0.03279,1.0,-0.16393,-0.03279,0.31148,-0.29508,0.01639,-0.14754,0.04918,1.0
117,0.79343,0.08436,0.22727,0.8,0.15088,0.16465,g,0.68182,0.04545,1.0,0.09579,0.02727,0.74545,0.13493,0.0,0.0,0.03131,0.98182
118,-0.6723,0.30729,0.70238,0.66667,0.38848,-0.29915,b,0.54762,0.40476,1.0,-0.63668,0.39286,0.32143,-0.47594,0.0119,0.52381,0.11342,0.39286
119,1.0,-0.07287,0.03556,0.87778,-0.14162,-0.15609,g,0.88,-0.06444,1.0,-0.2,-0.14667,0.84444,-0.18667,0.00222,-0.07111,-0.02494,0.86889
120,0.29091,0.29091,0.16364,0.34545,-0.07027,-0.36364,b,0.36364,-0.05455,1.0,-0.41818,-0.05455,0.32727,0.16364,-0.03636,-0.12727,-0.14545,0.43636
121,0.45283,0.07547,0.79245,0.62264,-0.00128,0.43396,g,0.5283,-0.00054,1.0,-0.0566,-1.0,1.0,-0.00112,0.0,-0.92453,0.75472,1.0
122,0.33333,0.0,-0.10234,0.45238,-0.51079,-0.04762,b,0.2381,0.12808,1.0,-0.07143,0.0,-0.57255,-0.2619,-0.14286,0.83333,-0.2381,0.7381
123,0.29167,0.10417,-0.1875,0.33333,-0.10064,-0.3125,g,0.35417,0.0,1.0,0.02083,-0.08333,0.39583,0.1875,-0.0625,0.04167,-0.10417,0.4375
124,-0.51504,0.45489,-1.0,0.0,-1.0,0.0,b,0.0,-0.89098,1.0,0.28571,1.0,-1.0,0.20301,0.0,1.0,0.0,1.0
125,0.77937,0.34328,0.44199,0.84881,0.43221,0.3962,g,0.95472,0.6132,1.0,0.37988,1.0,0.4044,0.44511,-0.49962,0.06595,0.1303,0.95217
126,0.95824,-0.85727,-0.30063,0.8401,0.17076,0.81007,b,0.88673,0.07981,1.0,0.88444,0.42677,0.28604,-0.85755,-0.10984,0.40332,0.80521,0.5984
127,0.9798,-0.03096,-0.15675,0.96974,-0.06995,-0.10797,g,0.9384,-0.02716,1.0,-0.05343,0.01307,0.91567,-0.05318,-0.09316,0.10129,-0.01918,0.95882
128,-0.26048,-0.59212,0.0,0.68869,-1.0,0.61881,b,0.0,0.31385,1.0,0.65565,0.0,0.0,-1.0,-1.0,0.0,0.85388,0.0
129,1.0,-0.01271,-0.04527,0.97868,-0.03473,-0.03855,g,0.98485,-0.0351,1.0,-0.02581,-0.02478,0.96019,-0.04744,-0.02844,0.00876,0.00843,0.96933
130,1.0,-0.2,0.0,0.0,-0.17568,-0.25946,b,0.0,0.07297,1.0,0.07027,0.0,0.0,-0.41622,0.0,0.0,-0.22703,0.0
131,0.21951,0.04878,0.09756,0.19512,0.05641,0.0,g,0.31707,0.04755,1.0,0.0,0.05504,0.21951,0.05813,0.12195,0.01403,-0.02439,0.64122
132,1.0,-1.0,0.0,0.0,-1.0,-1.0,b,0.0,1.0,1.0,1.0,1.0,0.0,-0.27778,0.0,1.0,-1.0,1.0
133,0.12245,0.55102,0.22449,0.46939,0.14895,0.0,g,-0.20408,0.59184,1.0,0.5102,0.18367,-0.61224,0.32653,0.44898,0.20408,0.2449,0.34694
134,1.0,-0.25342,0.0,0.0,-1.0,-1.0,b,0.0,1.0,1.0,0.23288,0.0,0.0,1.0,0.0,0.0,-1.0,0.0
135,-0.02206,0.86029,-0.125,0.45588,-0.24131,-0.50735,g,-0.5,0.88971,1.0,0.82353,-0.42647,-0.74265,0.08824,0.77941,0.38235,0.375,0.89706
136,-0.81699,0.33987,-0.43137,-0.30719,0.09176,0.02614,b,-0.60131,1.0,1.0,-0.02614,0.05229,-1.0,-0.94118,0.71242,0.28105,0.15033,-1.0
137,0.71667,0.08333,0.13333,0.36667,0.05439,0.03333,g,0.41667,0.01667,1.0,-0.06667,0.03333,0.25,0.0,0.11667,-0.1,0.0,0.26667
138,-0.00885,0.02726,-0.0005,0.06192,-0.00043,0.00015,b,0.0047,0.02575,1.0,-0.00166,5e-05,-0.00069,0.00102,-0.06879,0.4,0.12159,-0.26667
139,0.51351,0.0,-0.2973,0.86486,-0.22163,-0.59459,g,0.71833,-0.27027,1.0,-0.05405,-0.23027,0.35135,0.13514,0.18919,-0.37838,0.2973,1.0
140,-1.0,0.16406,-0.00391,0.97266,0.13758,-0.1875,b,0.92188,-0.01953,1.0,-0.00391,-0.06641,0.95703,0.34766,0.01172,-0.03516,-0.33203,0.94531
141,0.95665,-0.03064,-0.04451,0.96705,-0.01647,-0.0341,g,0.99769,0.0052,1.0,-0.00405,0.01908,0.97052,-0.0237,-0.01734,0.02254,-0.01272,0.95202
142,0.16667,-0.11111,-0.27778,0.36111,-0.57092,-0.63156,b,1.0,-0.25712,1.0,-0.3466,-0.27778,1.0,-0.50333,-0.22222,-0.05529,-1.0,1.0
143,0.01707,-0.02383,-0.0009,0.07405,-0.00048,-0.00012,g,0.00078,-0.03689,1.0,-0.01482,-0.00024,-0.00031,-0.00166,-0.05431,-0.10345,-0.10345,0.31034
144,0.66667,-0.13725,-0.2549,0.62745,-0.24668,-0.21569,b,0.54902,-0.11765,1.0,-0.09804,-0.31373,0.45098,-0.23529,-0.11765,-0.07843,0.0,0.62745
145,-0.02367,0.10188,-0.00539,0.07766,-0.00586,-0.00408,g,-0.0323,0.14922,1.0,0.06317,-0.0052,-0.01097,-0.00273,0.19939,0.16667,0.26667,0.25
146,-0.03125,0.09375,-0.46875,0.625,0.0,0.0,b,0.4375,0.0,1.0,0.0,0.03125,0.03125,0.0,0.0625,0.15625,0.0,-0.65625
147,0.98919,0.08649,0.09189,0.95135,0.01251,0.02703,g,0.97838,-0.03243,1.0,-0.06486,-0.03243,0.97838,0.04324,-0.01622,-0.01081,-0.02703,1.0
148,1.0,0.27153,0.03876,0.91473,0.71613,0.87317,b,0.90698,0.03876,1.0,1.0,0.06977,0.8062,-1.0,-0.00775,0.05426,0.08069,0.85271
149,1.0,0.0,0.05348,0.93048,0.04452,0.09091,g,0.91444,-0.01604,1.0,0.06417,0.0107,0.96257,-0.01604,0.00535,-0.01604,0.08021,0.90374
150,0.0925,0.275,-0.24,0.3225,-0.28475,-0.31228,b,-0.34187,-0.34617,1.0,0.21,0.185,-0.58,0.33176,0.35,0.2875,0.1,-0.205
151,0.8,0.0,0.13333,0.7,0.10168,0.16667,g,0.66667,0.0,1.0,0.0,0.13333,0.63333,0.0,0.0,0.03333,0.06667,0.6
152,-0.00559,0.05307,0.00559,0.00559,-0.00838,0.0,b,-0.06425,-0.07542,1.0,-0.03352,-0.00279,0.00838,-0.00559,-0.03911,-0.00838,0.00838,0.05866
153,-0.47644,0.56079,-0.64792,0.01267,-0.5642,-0.22535,g,-0.65426,0.84475,1.0,0.41743,-0.41901,-0.04119,-0.55089,0.89109,0.28713,0.67248,0.94653
154,-0.03736,0.0431,-0.00862,-0.07759,0.01724,0.01149,b,-0.04023,-0.06609,1.0,-0.04598,0.01149,0.03161,-0.01149,0.00862,0.01437,0.04598,0.0546
155,0.8335,0.03251,-0.01478,0.79015,0.00612,0.02956,g,0.79113,-0.00985,1.0,0.01675,-0.05025,0.72611,0.05517,0.01084,-0.01084,0.01084,0.72414
