,att31_num,att43_num,att26_num,att74_num,att58_num,att59_num,att61_num,att51_num,att36_num,att57_num,att10_num,att53_num,att34_num,att2_num,att71_num,att27_num,att46_num,att15_num,att45_num,att19_num,att76_num,att70_num,att63_num,att75_num,att62_num,att35_num,att38_num,att55_num,att33_num,att67_num,att40_num,att21_num,att68_num,att3_num,att44_num,att56_num,att39_num,att47_num
15,0.06616587,0.00686096,0.01548805,0.41465258,0.08111901,0.02354129,0.00799441,0.0193347,0.01098941,0.03913401,0.07978569,0.01813157,0.10936111,0.17757205,0.01359293,0.0754693,0.07984429,0.21906923,0.00918378,0.12015836,0.40027945,0.24034161,0.01829092,0.03777355,0.1468526,0.11328628,0.08791387,0.04168276,0.02070008,0.01464093,0.01866519,0.04985404,0.0712885,0.0678935,0.03924157,0.1202223,0.14951193,0.05024853
16,0.03199656,0.02604264,0.01849599,0.41551852,0.16221962,0.01048309,0.01264739,0.02746798,0.02483648,0.00332059,0.13993244,0.02194732,0.1433979,0.11958193,0.02030087,0.13728222,0.05436247,0.19278476,0.02599213,0.06562111,0.413029,0.18968353,0.02591758,0.04443068,0.0871319,0.10079825,0.05170306,0.02453746,0.02301235,0.03103253,0.125573,0.0276655,0.05078471,0.01398058,0.11188315,0.14711433,0.06718629,0.00319747
17,0.04236507,0.10605563,0.07577747,0.40316424,0.07365923,0.06131977,0.07249153,0.09256488,0.10122049,0.08198224,0.04645106,0.09189328,0.10358056,0.07512856,0.06313238,0.08855873,0.0606941,0.22325638,0.09450149,0.26974104,0.44816023,0.2926981,0.07021695,0.07951698,0.19060665,0.05594924,0.02480205,0.09565067,0.08374162,0.08755465,0.07662745,0.04967038,0.20449387,0.06650446,0.06881106,0.06927487,0.05496311,0.05545716
18,0.03086872,0.04936529,0.06041033,0.42327822,0.09254131,0.09656023,0.07172493,0.06981196,0.05945765,0.0363886,0.08944925,0.06868471,0.10189577,0.16650201,0.03192198,0.10448274,0.03913825,0.17345882,0.06813731,0.07522267,0.35596151,0.24569885,0.0336099,0.04859648,0.11834801,0.0513839,0.0498941,0.04961056,0.05279742,0.08999734,0.05422441,0.03215422,0.09566374,0.03146569,0.05658822,0.10417953,0.03458303,0.03548832
19,0.05789301,0.06136321,0.06200323,0.38453612,0.08713124,0.11996851,0.09538063,0.14195659,0.08418477,0.0297545,0.12336238,0.11051848,0.1119809,0.18468828,0.08668041,0.11833715,0.06924943,0.18962199,0.11957115,0.04266698,0.36167601,0.23296848,0.0268909,0.08437784,0.14137113,0.08350343,0.05924293,0.0394569,0.05687021,0.13739962,0.05842803,0.05742718,0.08686686,0.05514412,0.06797825,0.07583788,0.01840145,0.03131324
20,0.06007051,0.0382349,0.03477058,0.41143591,0.07500013,0.02607215,0.02338075,0.02492696,0.02173724,0.03807791,0.06485252,0.01727746,0.08214483,0.14973029,0.03893978,0.07228216,0.10310842,0.20330735,0.01816712,0.07173492,0.37667246,0.27590138,0.0063912,0.05012474,0.17463735,0.09565875,0.07449618,0.04155551,0.03930306,0.00626481,0.05303862,0.05519566,0.16115293,0.0286,0.052683,0.10900892,0.0666482,0.02568008
21,0.03885103,0.05099311,0.01777274,0.42718213,0.03615255,0.04236184,0.01922832,0.02756178,0.02862499,0.03530113,0.03509158,0.01304444,0.10717088,0.1962302,0.03052491,0.09339792,0.07516859,0.23417232,0.01331237,0.34843949,0.40182307,0.30774929,0.03943023,0.0381758,0.16695382,0.07143947,0.046697,0.04098002,0.01916762,0.08134169,0.06405632,0.04896561,0.19936916,0.0357423,0.13531467,0.07847533,0.12664087,0.04624449
22,0.03297132,0.07650365,0.04146057,0.40354659,0.05452404,0.06742167,0.03323803,0.0649697,0.06334376,0.04607288,0.04152114,0.03509043,0.07493612,0.17525733,0.0562812,0.0363905,0.11483096,0.24080633,0.05117796,0.11109945,0.36220804,0.25944939,0.04321821,0.09795844,0.20658356,0.11758795,0.03111259,0.03567238,0.0603722,0.06983711,0.02670779,0.03121781,0.11655255,0.11903816,0.0434853,0.09062235,0.13321166,0.08189795
23,0.05314602,0.03923335,0.02088204,0.43423332,0.10254157,0.01947441,0.02059539,0.04306179,0.02935777,0.0461481,0.09677017,0.02614855,0.13692803,0.16776901,0.03552738,0.11038873,0.03411875,0.17613024,0.03000298,0.09059688,0.38401712,0.24037709,0.07605349,0.02506014,0.10464062,0.04906936,0.05687411,0.04917099,0.03233799,0.05416531,0.07204781,0.04851684,0.09137586,0.02093731,0.08802593,0.10120809,0.04799828,0.05516006
24,0.04898459,0.11195053,0.10834349,0.38827213,0.07763409,0.13050163,0.11169011,0.11550317,0.1255854,0.05190043,0.11849457,0.12567635,0.1320316,0.16612425,0.10863063,0.11016227,0.0605793,0.18705114,0.12430011,0.0588489,0.37630646,0.17942678,0.09528491,0.12372954,0.09799556,0.08141071,0.06045121,0.06295719,0.10266567,0.10113661,0.03192893,0.04687456,0.0242205,0.11335323,0.0440797,0.04402717,0.0717751,0.05006028
25,0.07029648,0.07565283,0.05784123,0.43624697,0.05633582,0.08028571,0.08200496,0.06956072,0.05350935,0.07641396,0.12102628,0.05898088,0.06447403,0.18727733,0.02741199,0.06484999,0.09223902,0.14797947,0.03062844,0.09690189,0.3948841,0.16759984,0.08765543,0.06583059,0.08045132,0.07798886,0.06911771,0.07526123,0.06321102,0.06551075,0.0116245,0.08597526,0.03122803,0.08142933,0.0197727,0.0743027,0.08034522,0.02250243
26,0.08908103,0.02933736,0.05124588,0.37431062,0.13748552,0.05578364,0.05401212,0.05733788,0.02416494,0.11700926,0.04025202,0.00356479,0.0355649,0.14957299,0.05096654,0.03643114,0.0295028,0.24503708,0.03847458,0.13510732,0.28846663,0.39938039,0.12069622,0.06632537,0.2100065,0.05129606,0.07698333,0.158646,0.0638664,0.09410976,0.09885808,0.06278583,0.29386054,0.05614912,0.04462623,0.14255166,0.11244887,0.11717168
27,0.13013373,0.03415184,0.04339516,0.43751573,0.08656945,0.07682164,0.05989656,0.04993615,0.03101749,0.11210217,0.09511224,0.04345536,0.01919396,0.15870695,0.05111204,0.03911257,0.03528751,0.17089837,0.02860362,0.05727297,0.35035671,0.23881635,0.07300643,0.07453438,0.10821026,0.03563998,0.13358852,0.09223017,0.05658342,0.0782989,0.05814808,0.13108746,0.0914399,0.10889574,0.04880403,0.07861159,0.04294378,0.09640433
28,0.0435813,0.0218124,0.02277363,0.40186922,0.12806273,0.03958938,0.02627418,0.0311597,0.02533244,0.03093644,0.11488665,0.02658568,0.1375551,0.12553934,0.05996322,0.1099055,0.03081444,0.18534119,0.03315599,0.0656603,0.44809422,0.17727565,0.02115766,0.03830884,0.09215675,0.0702205,0.05538575,0.03277995,0.01661438,0.05281405,0.08783185,0.02795294,0.02623099,0.02893465,0.1100982,0.12080097,0.07696063,0.01929663
29,0.04064931,0.05270678,0.05374181,0.42271763,0.07979293,0.11000578,0.07467986,0.12270684,0.05399957,0.03807105,0.04968148,0.08262327,0.02950052,0.20065545,0.06924908,0.02689842,0.05097326,0.206688,0.07864814,0.23904766,0.36903169,0.23605822,0.06419357,0.07176554,0.11704614,0.08634979,0.03169011,0.04869796,0.04595222,0.1048328,0.02547591,0.03199666,0.0776034,0.08293029,0.00656094,0.0830154,0.12065485,0.046266
30,0.02738062,0.01895794,0.02769511,0.4259017,0.1311283,0.06709303,0.04727849,0.05425949,0.0274071,0.04070508,0.17185021,0.04953099,0.07856921,0.19054394,0.06766043,0.12213345,0.070896,0.11061728,0.04500531,0.0739215,0.35552143,0.1754214,0.04341583,0.05606341,0.04572408,0.04821144,0.01874832,0.04633814,0.0282424,0.06072704,0.08131472,0.03139467,0.0523742,0.0522943,0.03965567,0.09173645,0.08058407,0.05262691
31,0.01759909,0.03761927,0.01647299,0.43571259,0.11735243,0.00173879,0.01197835,0.02018469,0.02827671,0.01074689,0.13219676,0.02366753,0.11312254,0.20540466,0.02653196,0.12353681,0.02608428,0.15205458,0.0229464,0.07992325,0.32098921,0.25098687,0.00927063,0.03467137,0.11384507,0.01982441,0.01423395,0.00983234,0.04971866,0.00752779,0.09511597,0.02196155,0.07596303,0.01915685,0.08963234,0.14820807,0.06858062,0.00868974
32,0.05654214,0.02372632,0.01947274,0.43437192,0.11052918,0.0334333,0.01706527,0.02655155,0.02263332,0.03348785,0.09052504,0.01544511,0.09810126,0.16282675,0.02371846,0.08224194,0.07242943,0.20410634,0.02329896,0.12680058,0.36550122,0.21436704,0.01942643,0.05558548,0.139505,0.10280584,0.07131349,0.00687078,0.02463355,0.03378667,0.06750565,0.04209903,0.02345976,0.04195984,0.07154041,0.13391932,0.09927984,0.02718605
33,0.03317007,0.02506755,0.02756106,0.44515163,0.10015091,0.04357301,0.02128058,0.05183361,0.02742939,0.02662805,0.11595136,0.0386475,0.14751236,0.17682664,0.0304914,0.13131283,0.06962323,0.19270785,0.03751241,0.03771102,0.33644495,0.25272686,0.05059584,0.06620908,0.14017381,0.08885318,0.03493647,0.03800044,0.02587273,0.03240229,0.09846692,0.02802678,0.09085702,0.08435947,0.11753287,0.09521304,0.05534954,0.02281919
34,0.07567839,0.03502882,0.01348932,0.46334337,0.12896609,0.057727,0.01704052,0.06294842,0.01874661,0.0715124,0.1367699,0.0276275,0.06800281,0.23417377,0.10324708,0.1040768,0.03625106,0.15458209,0.04705228,0.09997601,0.31692407,0.22877461,0.0697377,0.05120421,0.06585549,0.06000457,0.07615265,0.06315906,0.0346513,0.08074395,0.08734314,0.07946607,0.0678264,0.1574859,0.05121964,0.09061549,0.08094097,0.0565566
35,0.05428628,0.01921543,0.03805205,0.40339385,0.08800428,0.11192726,0.0724349,0.08588592,0.0438697,0.05661171,0.10839483,0.06566235,0.11678258,0.1337579,0.07727969,0.10844467,0.04021687,0.17533432,0.05972155,0.09188676,0.41347834,0.19890846,0.07736657,0.06919141,0.09722517,0.05492975,0.07591886,0.07646349,0.02904647,0.10387439,0.07223016,0.04861224,0.04105016,0.09999321,0.10782151,0.07728048,0.04048683,0.07140475
36,0.10561223,0.07248683,0.06190119,0.39868342,0.06661793,0.10415486,0.07362242,0.07515051,0.05682213,0.10166387,0.10604336,0.06333558,0.07929905,0.17731112,0.08332892,0.0782568,0.07113335,0.16279238,0.04068272,0.00230379,0.37292372,0.21286411,0.09866457,0.054745,0.09978131,0.0721381,0.09289687,0.0850643,0.08213718,0.10597546,0.0334218,0.10480315,0.03815227,0.10392303,0.01467411,0.05921605,0.07047962,0.0709291
37,0.03408769,0.04442648,0.04042602,0.41243591,0.12043053,0.05552029,0.04262726,0.06248099,0.03929596,0.01317266,0.09182043,0.05370092,0.10290256,0.12156384,0.06484141,0.09966757,0.04611585,0.18320059,0.04943261,0.05039419,0.39459046,0.21627179,0.00423836,0.0502737,0.12375937,0.06276452,0.04212082,0.00707001,0.05600958,0.07123227,0.08625457,0.04159585,0.07817366,0.0651208,0.09460281,0.14554575,0.02793671,0.01279875
38,0.10343451,0.09149045,0.10176785,0.42300177,0.0587632,0.08334651,0.09195098,0.07894055,0.09446705,0.10160586,0.07957672,0.09182138,0.0662206,0.19889333,0.08975017,0.04292181,0.05388438,0.20956998,0.06772087,0.10844924,0.38143023,0.21274637,0.09394108,0.0835558,0.11094976,0.07754476,0.09260476,0.0769232,0.10027647,0.05744834,0.08848676,0.10266041,0.03282603,0.0753684,0.06376495,0.08325905,0.08692175,0.05769099
39,0.04184848,0.04826093,0.04056356,0.4297963,0.10542747,0.00468606,0.02330952,0.01320487,0.03663323,0.02989714,0.19452991,0.02537588,0.1027957,0.28022067,0.01648434,0.12532144,0.07534541,0.07042378,0.01667765,0.08394641,0.40324089,0.067323,0.00760227,0.06973844,0.04361499,0.06210493,0.03538109,0.02315682,0.07523908,0.0233351,0.03838262,0.045945,0.14269996,0.10262689,0.07993272,0.0566306,0.08845575,0.02023793
40,0.02840618,0.02386284,0.03343401,0.44667192,0.10967125,0.06894219,0.05531541,0.07456221,0.04447488,0.04236502,0.12760433,0.05643131,0.13529713,0.23970447,0.0680677,0.12803802,0.02903724,0.16804373,0.05247394,0.0565586,0.32455552,0.24269159,0.06690466,0.08816581,0.12049917,0.04563187,0.01276512,0.07317626,0.03384356,0.06799616,0.10497749,0.01544827,0.08792463,0.03445046,0.0972639,0.077712,0.0539295,0.05453537
41,0.03241049,0.07188861,0.04675911,0.42195001,0.12527101,0.01916733,0.02682277,0.04510547,0.05211743,0.02606188,0.12503174,0.0388742,0.13431866,0.17946366,0.02091222,0.11221058,0.01979922,0.15606709,0.04161746,0.08261507,0.44005069,0.13917978,0.01343433,0.01650788,0.0402933,0.02794853,0.03683694,0.04230304,0.07014209,0.00691921,0.07196484,0.01406468,0.10013405,0.01585035,0.09416242,0.10136447,0.05359197,0.02280033
42,0.03736991,0.07676129,0.08616282,0.43311632,0.06646836,0.11335481,0.0976572,0.10772869,0.08821502,0.04222628,0.11486967,0.10456551,0.09352762,0.1810054,0.06094863,0.08704233,0.03042307,0.17154249,0.10153796,0.08115057,0.35364401,0.21895361,0.09485144,0.08681403,0.11745551,0.05065589,0.06472719,0.07025499,0.06836302,0.09223313,0.02192063,0.04039195,0.03689976,0.07609116,0.05017534,0.05408514,0.06273075,0.05918404
43,0.02008538,0.01464755,0.0248945,0.4147174,0.12797847,0.04561867,0.03361948,0.03588787,0.02504942,0.01172893,0.12761456,0.03627425,0.11434934,0.19934031,0.03128017,0.13738073,0.06683791,0.18058266,0.04154246,0.02904264,0.35506857,0.24657079,0.0140944,0.08155426,0.13738607,0.06960734,0.0183777,0.01736082,0.01175308,0.01698019,0.1043522,0.01181317,0.0975366,0.11168247,0.09847054,0.14449768,0.01687704,0.02102129
44,0.10291958,0.02710595,0.02735795,0.41360553,0.03710746,0.02121008,0.04079107,0.07455095,0.04846807,0.09203719,0.05967982,0.05954731,0.07323267,0.16693017,0.01580098,0.047845,0.08468013,0.22155361,0.07470816,0.07257814,0.32135817,0.31214436,0.06573829,0.05319007,0.19462588,0.0993503,0.10843516,0.10847599,0.02409946,0.01090026,0.02877816,0.08030183,0.15276924,0.06345618,0.01339896,0.0415678,0.07861676,0.09477632
45,0.0395099,0.03791819,0.10319947,0.3961254,0.07051021,0.17093114,0.16321502,0.10742181,0.07324492,0.03847812,0.12607884,0.12471046,0.01705851,0.16264728,0.1456924,0.05781607,0.06855602,0.11794054,0.06722624,0.01821891,0.32967616,0.18020154,0.06180756,0.11456094,0.06086998,0.06845232,0.04345876,0.05245983,0.08074356,0.22778249,0.04347966,0.0628001,0.06810902,0.14961329,0.03613132,0.09780564,0.05994422,0.06241767
46,0.04744183,0.07068488,0.09292988,0.40917008,0.10906591,0.07685374,0.0726878,0.07566194,0.08792349,0.07294302,0.18683237,0.08945785,0.06110106,0.2346797,0.06950633,0.07849781,0.05739343,0.06740567,0.0839371,0.04146244,0.3749115,0.06738916,0.0802247,0.03888851,0.04699206,0.05572397,0.02578362,0.09169249,0.1006959,0.05796821,0.04430479,0.08187914,0.11715601,0.13456139,0.07784329,0.03605721,0.05780171,0.07779153
47,0.03366805,0.04680681,0.03124985,0.40138004,0.10151537,0.06548004,0.0418654,0.05786707,0.03865607,0.04587237,0.17488641,0.04856497,0.11570963,0.10944437,0.0705667,0.13932023,0.07269605,0.09685458,0.05771288,0.06130099,0.42816399,0.11589469,0.05726827,0.11052656,0.01677928,0.06404263,0.02160573,0.03669065,0.02045603,0.05843338,0.05955547,0.03539212,0.05869634,0.04679033,0.06691838,0.07669812,0.09114443,0.04184285
48,0.06017458,0.05411796,0.02735366,0.43937692,0.10309299,0.04434335,0.04316753,0.05129761,0.04215064,0.04486814,0.11917118,0.0473886,0.0653587,0.21574933,0.01504831,0.10119941,0.07992306,0.17652225,0.04632072,0.04426374,0.31858867,0.26510264,0.01455669,0.06357719,0.14788987,0.07343749,0.06393309,0.03616819,0.0560974,0.04830601,0.06968062,0.06031973,0.11749071,0.07154485,0.04401218,0.11735929,0.01537797,0.04250899
49,0.08627451,0.02502949,0.06647451,0.37344518,0.06977643,0.07672247,0.08104813,0.09234008,0.03646771,0.1375716,0.11112033,0.04196072,0.112083,0.14849679,0.06159773,0.11544967,0.08176425,0.17047445,0.06649206,0.18925421,0.12664937,0.49073749,0.04194322,0.03684886,0.07548261,0.06709537,0.07502916,0.17134975,0.06914162,0.0066988,0.00592925,0.13108887,0.41878277,0.10808301,0.10046038,0.06313842,0.03540724,0.06252735
50,0.04159256,0.09338305,0.06414521,0.45542318,0.11359029,0.05645429,0.03603942,0.0868799,0.09253524,0.05663559,0.16735957,0.07370806,0.10296782,0.29406216,0.06564594,0.13010243,0.03851409,0.1212471,0.09162359,0.13077515,0.29260556,0.20500352,0.07141726,0.0128788,0.08390251,0.03198708,0.0224996,0.04544661,0.07823592,0.05830011,0.07452281,0.05075571,0.04766394,0.06634505,0.02601181,0.08574823,0.03709959,0.02339072
51,0.05845246,0.06534447,0.05417127,0.43287005,0.04567902,0.06566146,0.06419564,0.07009369,0.05898021,0.05603906,0.04003504,0.06245239,0.04900793,0.16754519,0.00478888,0.03936169,0.10271302,0.23321378,0.0490664,0.21015478,0.34855901,0.27018878,0.03379641,0.03268866,0.17153251,0.13204832,0.0681646,0.05201519,0.07335006,0.03973767,0.0215556,0.05388037,0.0504347,0.02140428,0.04277228,0.08662913,0.12654058,0.05660007
52,0.1334545,0.07650911,0.01406776,0.34589067,0.05945095,0.08612903,0.04209483,0.08517472,0.07654289,0.18156619,0.08296882,0.06119081,0.0696277,0.07013138,0.09922612,0.10427737,0.02763841,0.20347275,0.10808112,0.2555693,0.35873743,0.30227264,0.18022451,0.17709175,0.11262239,0.04893093,0.11547099,0.22062885,0.01483055,0.22621873,0.02177708,0.12093172,0.20730532,0.13954016,0.0960329,0.02817981,0.10997615,0.11341078
53,0.05777727,0.08521041,0.07184658,0.37694686,0.19818671,0.04338379,0.05003555,0.08301739,0.08090419,0.05581037,0.15129826,0.08443761,0.15827772,0.09447936,0.01858298,0.16697662,0.08720869,0.21704264,0.06449649,0.32248734,0.34712888,0.38357955,0.07592988,0.04614519,0.21756748,0.06443941,0.04887156,0.04110284,0.07680614,0.04708011,0.07838522,0.07311153,0.30621358,0.02521719,0.09230351,0.19203723,0.04434174,0.05679236
54,0.06269602,0.05799523,0.05831,0.40642618,0.08253725,0.05145886,0.03385101,0.04646771,0.046144,0.03008919,0.07356087,0.03943184,0.10608414,0.19632,0.08323585,0.08967049,0.1237877,0.22176504,0.03874868,0.0715891,0.3553759,0.258114,0.03649503,0.10987933,0.1803015,0.11425675,0.09689426,0.00608148,0.06492844,0.04272436,0.03597122,0.05877156,0.10944777,0.11643069,0.06418701,0.1114465,0.07612834,0.00763299
55,0.09289293,0.06560094,0.05595843,0.43097815,0.12045494,0.06928635,0.04772971,0.09470918,0.07373424,0.08367941,0.1287133,0.06838105,0.04871634,0.22484033,0.04413622,0.04528145,0.02515584,0.13235752,0.08394448,0.06424101,0.36145371,0.14522787,0.04121764,0.11067482,0.04817596,0.03700405,0.08336284,0.05795191,0.07072976,0.04635575,0.00871525,0.11490678,0.0812217,0.1644945,0.04444697,0.11697016,0.06223598,0.05163439
56,0.0662273,0.05304141,0.06995866,0.39040514,0.08451785,0.06385605,0.057684,0.06889102,0.06419564,0.05258333,0.11679833,0.06884024,0.09852354,0.15561178,0.07789977,0.09805747,0.03557919,0.16314945,0.0709461,0.04743616,0.34026573,0.26327201,0.01866585,0.13459983,0.1277931,0.04117432,0.07371393,0.05543913,0.06660184,0.02896572,0.04489859,0.04828815,0.1287483,0.1001093,0.08186228,0.08961584,0.0185313,0.0411635
57,0.09626044,0.04378761,0.06200577,0.40804355,0.06168705,0.11554847,0.09313618,0.08576357,0.03044223,0.10082599,0.12482714,0.07851933,0.05349943,0.22274945,0.07653161,0.05571792,0.10784817,0.14619661,0.03101976,0.05194475,0.39867571,0.1307093,0.09991044,0.05912316,0.06344148,0.10708764,0.08333144,0.07609884,0.05496135,0.11167621,0.04234417,0.12648447,0.0706133,0.13587472,0.06626166,0.03741909,0.11004212,0.05273533
58,0.06909698,0.0228736,0.04661917,0.38572571,0.03879916,0.11913686,0.09561915,0.12346999,0.0388661,0.09877525,0.06323178,0.09585676,0.12465434,0.14114724,0.03419674,0.07453832,0.06849615,0.24374621,0.07869327,0.08308559,0.38868517,0.24661547,0.06944187,0.07518229,0.18735735,0.08471524,0.06006949,0.10722984,0.0156877,0.09186146,0.07930014,0.07337322,0.06890273,0.08522398,0.05805212,0.04517685,0.13512476,0.10060216
