,capital_run_length_average_num,word_freq_lab_num,word_freq_85_num,word_freq_project_num,word_freq_000_num,word_freq_table_num,word_freq_650_num,class_cat,word_freq_labs_num,word_freq_make_num,char_freq_%24_num,word_freq_meeting_num,word_freq_order_num,word_freq_mail_num,word_freq_people_num,word_freq_george_num,char_freq_%23_num,word_freq_technology_num,word_freq_conference_num,word_freq_business_num,capital_run_length_longest_num,word_freq_857_num,char_freq_%5B_num,word_freq_will_num,char_freq_%21_num,word_freq_cs_num,word_freq_free_num,word_freq_address_num,word_freq_hp_num
27,2.611,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0
28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.352,0.0,3.33,0.0,0.0
29,2.687,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,66,0.0,0.0,0.65,0.091,0.0,0.65,0.0,0.0
30,1.966,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,10,0.0,0.0,1.17,0.886,0.0,0.0,0.0,0.0
31,3.909,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,2.112,0.0,3.03,0.0,0.0
32,1.39,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.81,0.0,0.0,0.27,0.0,0.0
33,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,3.826,0.0,0.68,0.0,0.0,0.0,0.68,1,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.185,0.0,0.0,0.0,0.0,0.68,0.68
35,2.777,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.543,0.0,0.0,0.0,0.0
36,4.142,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.873,0.0,2.94,0.0,0.0
37,5.431,0.0,0.0,0.0,0.48,0.0,0.0,1,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,78,0.0,0.0,0.97,0.488,0.0,0.48,0.0,0.0
38,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.97,0.963,0.0,0.48,0.48,0.0
39,3.851,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0.0,0.0,0.41,0.75,0.0,0.41,0.41,0.0
40,2.132,0.0,0.0,0.0,0.3,0.0,0.0,1,0.0,0.3,0.207,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.3,0.207,0.0,0.0,0.0,0.0
41,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.671,0.0,2.94,0.0,0.0
42,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.711,0.0,2.94,0.0,0.0
43,1.283,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.37,4,0.0,0.0,0.18,0.426,0.0,0.0,0.0,0.0
44,2.145,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.036,0.0,0.0,0.26,0.0,0.0,0.147,0.0,0.0,1.56,38,0.0,0.0,0.52,0.813,0.0,0.26,0.0,0.0
45,5.301,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.15,0.068,0.0,0.6,0.75,0.3,0.0,0.0,0.0,0.0,0.0,130,0.0,0.0,0.9,1.318,0.0,0.0,0.45,0.0
46,1.733,0.0,0.0,0.0,0.84,0.0,0.0,1,0.0,0.18,0.167,0.0,0.06,0.12,0.3,0.0,0.0,0.0,0.0,0.72,12,0.0,0.0,0.54,0.01,0.0,0.0,0.0,0.0
47,1.468,0.0,0.0,0.0,0.49,0.0,0.0,1,0.0,0.49,0.0,0.0,0.0,0.99,0.49,0.0,0.0,0.0,0.0,0.99,8,0.0,0.0,2.48,0.17,0.0,4.97,0.0,0.0
48,5.891,0.0,0.0,0.0,1.05,0.0,0.0,1,0.0,0.46,0.756,0.0,0.43,0.74,0.56,0.0,0.153,0.0,0.0,0.43,193,0.0,0.0,0.97,0.325,0.0,0.25,0.3,0.0
49,3.887,0.0,0.0,0.0,0.19,0.0,0.0,1,0.0,0.46,0.23,0.0,0.0,1.12,0.79,0.0,0.084,0.0,0.0,0.0,40,0.0,0.0,0.73,0.278,0.0,0.26,0.46,0.0
50,2.75,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,1.92,0.0,0.0,0.0,1.92,0.0
51,3.254,0.0,0.0,0.0,1.83,0.0,0.0,1,0.0,0.73,0.332,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.36,30,0.0,0.0,0.36,0.498,0.0,1.09,0.36,0.0
52,1.732,0.0,0.0,0.06,0.19,0.0,0.0,1,0.0,0.06,0.071,0.0,0.06,0.0,0.25,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.64,0.244,0.0,0.0,0.12,0.0
53,3.833,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,1.26,0.198,0.0,0.0,1.26,0.0
54,3.259,0.0,0.0,0.0,1.83,0.0,0.0,1,0.0,0.73,0.333,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.36,30,0.0,0.0,0.36,0.5,0.0,1.1,0.36,0.0
55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,1.478,0.0,1.08,0.0,0.0
56,3.318,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,1.04,59,0.0,0.0,1.04,0.615,0.0,0.0,0.0,0.0
57,3.642,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0
58,2.777,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.45,1.501,0.0,0.45,0.45,0.0
59,3.837,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0.0,0.0,0.42,0.669,0.0,0.42,0.42,0.0
60,8.586,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.59,0.0,0.0,0.0,0.59,0.0
61,1.294,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,11,0.0,0.0,0.0,0.175,0.0,0.23,0.0,0.0
62,1.442,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,8,0.0,0.0,0.93,0.0,0.0,1.39,0.0,0.0
63,1.411,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.048,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.048,0.0,0.34,0.34,0.34
64,1.714,0.0,0.0,0.0,0.12,0.0,0.0,1,0.0,0.12,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.72,0.019,0.0,0.0,0.24,0.0
65,3.184,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.66,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,1.32,34,0.0,0.0,0.0,2.205,0.0,1.98,0.0,0.0
66,4.85,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.294,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.589,0.0,0.48,0.48,0.0
67,1.214,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.47,0.5,0.0,0.0,0.0,0.0
68,3.884,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.3,0.351,0.0,0.0,0.92,0.3,0.0,0.25,0.0,0.0,0.61,66,0.0,0.0,0.92,1.053,0.0,2.15,0.0,0.0
69,4.548,0.0,0.0,0.0,1.96,0.0,0.0,1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,72.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.26,1.26,0.0,0.0,0.0,0.0,0.0,5.06,287,0.0,0.0,1.26,0.537,0.0,0.0,0.0,0.0
71,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.53,0.877,0.0,0.53,0.53,0.0
72,3.849,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0.0,0.0,0.44,0.807,0.0,0.44,0.44,0.0
73,2.156,0.0,0.0,0.0,0.46,0.0,0.0,1,0.0,0.0,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.46,0.298,0.0,0.92,0.46,0.0
74,5.13,0.0,0.0,0.0,0.48,0.0,0.0,1,0.0,0.0,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,78,0.0,0.0,0.96,0.486,0.0,0.48,0.0,0.0
75,26.5,0.0,0.0,0.0,1.88,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,245,0.0,0.0,0.0,1.366,0.0,2.83,0.94,0.0
76,2.325,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.59,0.165,0.0,0.0,0.0,0.0
77,3.675,0.0,0.0,0.0,0.44,0.0,0.0,1,0.0,0.75,0.234,0.0,0.75,0.31,0.31,0.0,0.064,0.0,0.0,0.44,45,0.0,0.053,1.51,0.437,0.0,0.37,0.18,0.0
78,1.65,0.0,0.0,0.0,0.62,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.04,0.2,0.0,0.0,0.0,0.2,0.2,15,0.0,0.0,0.0,0.132,0.0,0.83,0.41,0.0
79,1.666,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,4.071,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,1.431,0.0,0.0,0.0,0.0
81,5.038,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.024,0.23,0.0,0.95,280,0.0,0.0,0.47,0.197,0.0,0.23,0.0,0.0
82,1.525,0.0,0.0,0.0,0.72,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.495,0.0,2.91,0.72,0.0
83,3.071,0.0,0.0,0.0,1.28,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.724,0.0,1.28,0.0,0.0
84,5.13,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.834,0.0,0.0,0.0,0.0
85,4.63,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.214,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,0.571,0.0,1.86,0.46,0.0
86,1.775,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.061,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.38,0.061,0.0,0.38,0.0,0.0
87,2.815,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,26,0.0,0.0,0.0,0.268,0.0,0.79,0.79,0.0
88,3.353,0.06,0.0,0.0,0.0,0.0,0.0,1,0.0,0.06,0.085,0.13,0.67,0.06,0.13,0.0,0.01,0.0,0.0,0.0,144,0.0,0.0,0.33,0.096,0.0,0.2,0.06,0.0
89,3.8,0.0,0.0,0.0,0.0,0.0,9.09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,4.974,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.333,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,2.8,140,0.0,0.0,0.56,1.083,0.0,0.56,0.56,0.0
91,6.1,0.0,0.0,0.0,1.05,0.0,0.0,1,0.0,0.47,0.764,0.0,0.44,0.76,0.58,0.0,0.159,0.0,0.0,0.44,193,0.0,0.0,0.97,0.322,0.0,0.26,0.31,0.0
92,7.3,0.0,0.03,0.0,0.59,0.0,0.0,1,0.0,0.59,0.532,0.0,0.56,0.67,0.59,0.0,0.137,0.0,0.0,0.44,763,0.0,0.0,0.67,0.613,0.0,0.22,0.44,0.0
93,7.3,0.0,0.03,0.0,0.59,0.0,0.0,1,0.0,0.59,0.531,0.0,0.56,0.67,0.59,0.0,0.137,0.0,0.0,0.44,763,0.0,0.0,0.67,0.612,0.0,0.22,0.44,0.0
94,3.4,0.0,0.0,0.0,1.38,0.0,0.0,1,0.0,0.46,0.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,12,0.0,0.0,1.38,0.082,0.0,0.0,0.0,0.0
95,2.676,0.0,0.0,0.0,0.46,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,3.639,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.7,1.284,0.0,1.05,0.35,0.0
97,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.43,0.736,0.0,0.43,0.43,0.0
98,4.897,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.414,0.0,0.31,0.0,0.6,0.0,0.0
99,3.166,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.24,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.41,0.461,0.0,0.41,0.41,0.0
100,1.153,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.38,0.0,2.83,0.0,0.0
101,10.068,0.0,0.0,0.0,0.64,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,0.0,0.284,0.0,0.662,0.0,0.64,0.0,0.0
102,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,1.529,0.0,0.0,0.0,0.0
103,10.068,0.0,0.0,0.0,0.64,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,0.0,0.284,0.0,0.662,0.0,0.64,0.0,0.0
104,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,1.529,0.0,0.0,0.0,0.0
105,10.068,0.0,0.0,0.0,0.64,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,0.0,0.284,0.0,0.662,0.0,0.64,0.0,0.0
106,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,1.529,0.0,0.0,0.0,0.0
107,5.793,0.0,0.0,0.0,0.79,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.347,0.0,0.462,0.0,0.79,0.0,0.0
108,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,1.529,0.0,0.0,0.0,0.0
109,6.166,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0
110,1.285,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,1.907,0.0,2.46,0.0,0.0
111,2.913,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,3.836,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.177,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,79,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0
113,1.238,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,4.155,0.0,0.0,0.0,1.13,0.0,0.0,1,0.0,0.12,0.119,0.0,0.25,3.9,0.12,0.0,0.0,0.0,0.0,0.12,38,0.0,0.159,0.88,0.0,0.0,0.25,1.76,0.0
115,1.972,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.542,0.0,0.51,0.0,0.0
116,2.37,0.0,0.0,0.05,0.15,0.0,0.0,1,0.0,0.05,0.118,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,96,0.0,0.0,0.3,0.054,0.0,0.0,0.3,0.05
