,att23_num,att12_num,att42_num,att16_num,att35_num,att43_num,att46_num,att13_num,att14_num,class_cat,att2_num,att9_num,att17_num,att30_num,att25_num,att44_num,att29_num,att27_num,att1_num,att24_num,att33_num,att38_num,att19_num,att36_num
10,46.49402188,109.91170024,146.04928618,20.48257832,27.88656642,368.09175482,44.97331847,100.81614736,0.19107254,1,1.6574744,0.16756866,44.72126188,0.61408536,0.56028173,8.686183,364.57947767,51.86488461,0.05094054,87.40855159,44.30914006,3.24916377,395.85458685,183.38492821
11,23.71677766,24.49559333,185.26039469,17.85819237,24.57157453,469.33702444,55.07903865,46.07438552,0.11554508,1,1.0009332,0.90999874,9.76377728,0.3383828,0.34916455,2.60081577,396.9975865,38.81896298,0.03330817,28.15834543,11.68045228,0.76905997,448.40312907,256.23159576
12,66.1777517,79.19404832,220.308484,74.49824301,17.49042905,366.5058712,67.85789814,22.89041497,0.1016493,1,0.80759778,2.05548846,45.94879382,1.90892758,1.33876743,3.92298252,331.41391046,33.58804869,0.16354605,75.47117176,68.47317073,5.46579061,243.65802781,283.83061393
13,48.16576823,19.73975408,178.35472084,11.66412847,23.40658733,450.78634096,53.10688422,91.08369114,0.03641102,1,0.30229779,0.4461336,29.76758893,0.34182571,0.11770287,9.32646733,367.47214977,38.62223895,0.01252945,71.13210039,41.62709082,2.31709206,404.64550455,245.65651348
14,69.57165135,29.81070813,174.94879041,28.69631657,19.15235413,356.75497115,53.87620124,46.07621821,0.21644237,1,1.80888716,1.98513573,46.62377894,0.48550069,0.60760309,10.5040222,421.84964501,26.81797056,0.06783149,7.69022182,26.18431294,2.84676684,399.30830919,221.20184693
15,55.00564029,85.83052862,156.06605874,14.89800349,21.01432348,455.23945161,46.97195799,89.74820317,0.01961495,1,0.14815383,1.19127299,37.18349746,0.15370379,0.15510317,1.98580487,405.99923471,33.7751208,0.00315053,56.41277871,24.81664031,0.34685504,462.41666527,207.38432787
16,58.72920824,87.83796603,169.98975896,19.38568547,15.23455247,460.25310622,47.98697138,86.33280913,0.11731605,1,1.07009815,1.19588439,20.42807179,0.407309,0.40061178,2.90770775,307.76475279,26.9371657,0.02301684,68.26719997,41.9470034,0.24833958,399.83517512,263.8316565
17,11.36521012,16.88661765,155.34638428,25.51269061,11.56636844,255.87201394,49.41142458,14.46781741,0.08794959,1,0.75161967,1.82066546,71.70819289,0.98515402,0.32981395,2.72089598,557.58451619,20.61243008,0.01212287,18.22845242,17.74064269,1.73861112,451.54693116,177.05604376
18,26.54546528,29.64283611,139.53323183,12.34155675,22.59899147,327.02776559,42.8448104,43.10066097,0.05229808,1,0.45319055,0.84801499,13.11891074,0.09383091,0.21002696,6.62117464,374.79069572,35.77734855,0.01639511,39.80806466,12.70601927,1.69778098,395.51979938,174.93634928
19,55.27714169,74.34221697,179.21366618,42.12346162,10.73879536,400.17078138,53.86803906,82.91183619,0.03088299,1,0.29479582,1.91380581,38.81950605,0.6497482,0.58696698,6.32964247,386.79017186,13.9246666,0.04252126,82.20215174,56.79650992,1.9518732,379.81441509,240.76733606
20,23.34820173,17.42976575,154.23145086,12.13966423,20.31419026,337.9175322,46.28240153,32.04008936,0.15540591,1,1.38052918,1.00512004,4.66144216,0.20079891,0.40363501,2.40644869,433.33074393,31.48347702,0.03786846,22.34848902,2.86366704,0.29991494,452.95023495,206.20105788
21,23.08869635,23.26641004,165.51832436,40.89779489,45.60629448,409.85453652,50.32121631,57.30532751,0.21494665,1,1.80365278,0.42706968,87.01030947,0.24903747,0.77512905,3.54052806,489.81967124,88.99250838,0.05432251,41.76008993,21.6449677,1.06615383,561.48759488,216.7040484
22,32.70395423,79.19799169,189.44008502,27.28147705,21.03211803,412.67326132,57.33967135,148.1697315,0.15160256,1,1.30001129,1.67988992,17.02290475,0.35074601,0.6140678,8.54504021,471.14801762,34.98051822,0.03365763,118.85697301,52.22667015,2.02356027,467.8426691,250.93464567
23,26.26663497,54.51337235,180.35559448,7.21338007,29.15819528,404.08861281,53.93302646,117.33961467,0.09741202,1,0.85671415,0.7102772,26.51978784,0.11134352,0.24266328,2.03724022,430.14516462,51.21302233,0.02705498,79.20160944,42.49113541,0.47456232,452.65697167,245.54853447
24,41.47676892,22.90388512,220.93389005,45.92766551,24.52283709,376.42161257,67.84992161,42.39872482,0.27748754,1,2.26561507,4.05863693,24.01309615,0.72361359,1.20995867,11.28827411,420.92675467,36.74966524,0.05031856,45.18305792,28.20657167,2.48605531,355.58718566,285.62036217
25,5.42119288,42.98854833,191.59736635,20.99271407,33.80468252,400.36478194,57.93863285,55.20937215,0.2068927,1,1.76294649,1.58877588,38.8488626,0.40352659,0.6400407,4.02638357,418.08635741,59.43447097,0.04726498,56.56819378,37.87116535,1.76560428,424.58661212,255.39470887
26,23.34418124,39.40739299,146.58292781,46.25476601,26.82256957,358.57251313,46.38478586,61.69029901,0.03807756,1,0.32528718,1.42045128,104.12023402,0.41745185,0.46536515,1.54544858,541.94373787,59.22269179,0.04227549,60.71925265,55.6502014,0.65531885,507.45477938,169.79267538
27,39.82097409,25.57561143,193.13378445,29.41065755,35.34892878,299.7927599,59.7682479,85.93631368,0.39583954,1,3.29413973,2.28540994,18.45915103,0.71861641,1.09910824,6.25306422,427.66601645,57.66219621,0.09631982,54.37768783,36.43633615,2.88329069,369.69085565,243.32006068
28,36.73611692,53.0475783,163.91839086,52.28358156,6.78006346,333.63160441,49.59437048,68.08499928,0.15952242,1,1.35332998,1.22811619,57.46274196,0.4846485,0.85432862,2.56270825,417.04261126,13.83907891,0.04116869,34.34811658,18.49273175,0.75060029,384.62338324,215.45483073
29,24.94644117,35.91268382,184.44864364,40.0738073,28.11975527,388.27380035,58.05720355,46.04671218,0.22282081,1,1.79580317,2.51809223,41.38776675,0.89145639,0.93605621,5.55240932,499.02646628,44.11286456,0.02796501,79.05919002,56.25994285,2.26799117,477.53479622,221.4535568
30,41.63144732,55.31045364,170.3194807,18.92949599,20.6405124,444.62433912,51.29807263,85.99255619,0.08160403,1,0.71645731,0.44222232,18.61844583,0.03191206,0.30972836,7.08945562,325.31027126,29.2385593,0.01656701,55.17050224,47.82720888,1.47065633,346.97142799,227.51202153
31,13.56968412,12.27195338,177.9000465,20.78138389,31.04715873,404.4598655,51.52996575,17.04138804,0.12556856,1,1.10353651,0.38018511,45.30486634,0.23351203,0.47094794,1.58356339,359.37784906,58.97502461,0.02502067,14.99834278,15.65467652,0.74517307,423.85870363,261.39815383
32,11.8517094,28.16248385,188.37735929,14.13972552,27.19822467,429.36215234,53.66012913,62.71291832,0.09258596,1,0.83142845,0.12842317,62.46131259,0.36091582,0.43038084,0.87408101,350.52120275,56.95499291,0.01197433,57.17591028,43.23469668,1.29891569,417.76536488,287.312608
33,34.01929619,53.21999342,198.97660431,30.15353172,45.21263009,573.10903128,55.81510236,82.84550918,0.09531931,1,0.81423279,1.18347829,108.76817094,0.41958868,0.44511635,3.33407635,176.16193363,95.79296881,0.01685473,78.95504842,38.56189349,1.37900276,321.07020512,316.7986293
34,34.99381638,58.02864979,170.50867954,25.50446529,45.63845748,348.60293119,49.89175109,51.96725059,0.08571092,1,0.77812023,1.4038656,101.24026582,0.54470546,0.19710844,4.09984524,294.59453446,94.50826903,0.03256191,58.80410637,46.65938781,1.66057272,353.8840255,246.10353158
35,32.25578098,44.01279695,198.99639976,39.91337879,37.43187893,418.25180804,60.69121532,33.10719489,0.22541341,1,1.85350654,0.27682192,61.56561072,0.50608162,0.68516975,5.44282485,400.13472454,65.72678563,0.06570716,54.17269766,52.71731526,2.32648534,383.00403321,260.46960937
36,14.28925909,74.49205929,192.85435775,8.40800269,27.26985782,437.87668283,57.00783675,129.45699172,0.03758445,1,0.33388461,1.58769754,30.43790356,0.195936,0.15821184,8.86893204,381.89318879,49.32238922,0.02801773,126.64065561,83.64003746,2.18345797,413.7386233,271.38365288
37,18.6132549,31.89502724,154.77697786,41.84494193,6.47176917,323.57219289,47.08121021,72.73534892,0.12793132,1,1.12189009,1.13609238,74.54056998,0.25254645,0.59567676,2.16479591,415.74536913,20.52517574,0.01956031,43.61471095,19.31794835,0.55433147,383.09548019,199.79777741
38,39.64623761,30.69399747,186.47038126,20.39744429,30.35826067,373.85474481,56.03625049,28.70354663,0.07356612,1,0.62849356,1.84211842,31.73458002,0.37669058,0.32838499,5.24459934,404.27296295,51.90534129,0.0093442,19.1111467,27.83234436,0.72028588,400.47123163,251.44358571
39,28.83367547,25.8094804,150.38105259,26.61045613,33.3357163,440.8623638,44.02019172,53.99188955,0.12526354,1,1.12423362,1.04613435,84.66931833,0.32926015,0.41973305,2.62862511,209.58442929,69.35841282,0.03169449,30.55496919,17.37026443,0.9716765,290.03192608,214.94798528
40,9.38098969,20.0841047,174.26979482,24.40704401,45.76714901,353.37098434,53.53991871,28.09849865,0.23698564,1,2.04562417,2.28349982,65.68668296,0.78755447,0.53452964,4.94414691,348.82754045,85.40243674,0.07267992,32.58790594,38.21842189,2.12631657,369.05312716,222.92371642
41,24.33933492,27.43479524,159.60344354,17.11886853,22.39645872,506.96268224,44.69671479,19.91149604,0.10422315,1,0.95077603,0.92787664,49.11393985,0.47363931,0.38174132,1.5597398,280.41458277,46.45502848,0.02036241,35.42327054,38.39041391,1.25510129,428.7308724,251.15661928
42,27.09443304,29.60443798,128.47386011,35.20366247,29.65365156,396.05762184,39.12399978,72.22695944,0.11958124,1,1.05560051,0.28626485,92.24503727,0.05080361,0.50195009,2.37748797,356.37685985,63.70818694,0.02683006,26.2856371,37.27795975,0.33209833,434.18172722,164.6272105
43,15.232768,63.29454985,168.86099065,23.17575817,23.58063903,363.38638039,53.15817301,123.7766752,0.22818044,1,1.92422786,2.74120192,23.81960159,0.76894414,0.7133712,6.28810946,396.28862726,29.83010867,0.03967645,84.01404476,31.92835662,1.18827934,371.85191772,201.51447881
44,58.89243758,65.27611487,200.31371196,20.95176023,46.20407965,468.42579875,59.28288606,50.59820749,0.07535185,1,0.65967785,2.52564064,97.22544749,0.83218235,0.28818413,4.51409387,369.1654704,94.03515233,0.01981207,59.68569833,28.70384674,1.03446867,446.1785199,282.21122602
45,74.064118,90.61215189,194.14648465,47.37166825,20.20477049,322.20617524,60.52613569,182.80327627,0.3132875,1,2.58295091,2.48474869,32.63009511,1.21339258,1.26652284,5.38137796,412.10636518,25.94042433,0.03561515,104.70853663,44.33467455,3.65134234,311.60231485,240.11304006
46,68.78976988,45.44992748,217.35861061,44.90528788,24.6640893,416.98259006,65.5128319,32.20351757,0.3200282,1,2.64755726,3.34438236,16.12853635,0.6062329,1.29879531,11.93587254,327.74970947,37.93780972,0.0395655,22.23726379,13.86337224,3.55544254,298.88995101,295.17839548
47,25.71033355,26.8574566,180.52094924,52.82951866,5.25787512,410.46366085,54.05497172,57.01088223,0.05717019,1,0.45466792,0.72052689,91.59815939,0.75293302,0.66487366,2.53290634,366.70966556,29.44220234,0.02087679,41.96391097,43.82814211,1.68984389,325.01977788,244.51618431
48,22.05412423,45.93754949,151.04482606,32.59625262,29.99999551,397.64722011,44.39344218,92.032321,0.14501648,1,1.2505663,0.63997848,55.77845028,0.2026755,0.53680623,1.80494441,336.15014531,57.42209161,0.04649405,58.82441097,25.91371143,0.55531269,415.59138387,213.91037832
49,31.30365297,38.27198314,146.2796658,29.88891658,37.99678747,391.75943697,44.72677382,23.98834976,0.08040783,1,0.64911285,0.70776619,96.81006351,0.23563248,0.40405971,3.88369704,516.57147549,78.08712561,0.02916708,58.59596496,74.50366919,1.54402206,565.13425771,187.5786865
50,22.49144879,21.41126916,184.45513124,31.77379069,56.73944615,353.41592944,54.32064899,27.43279058,0.09745106,1,0.87528093,2.4288697,128.3623613,0.98405179,0.28746838,5.22377505,202.49155729,117.90293322,0.03728502,24.94529955,16.33160007,2.55896138,232.4155124,264.19576932
51,52.53646607,50.19019193,167.07044878,30.65882539,27.34864712,352.1229664,52.8164244,47.77798599,0.23128505,1,1.96446083,1.14392832,42.10276962,0.16651461,0.83601029,5.71929531,506.30783922,45.11771042,0.04480728,47.05743793,49.83616236,1.40535282,476.1528152,196.07281702
52,65.74745754,27.1783366,168.23096362,5.06607016,30.36568018,394.44045116,48.05140889,59.17000442,0.06959258,1,0.60837854,0.47632676,70.9284294,0.56813833,0.13583413,8.18259237,453.9992744,64.20476444,0.01743211,30.20993543,8.22049992,2.73175894,566.93443696,254.67038648
53,36.27222679,92.16320727,169.33096232,6.50679947,27.7035298,409.94452608,50.32168224,115.7989051,0.02705002,1,0.20784258,2.61343715,34.38737808,0.81172376,0.09420911,3.63370341,486.83621962,50.53662024,0.00800073,149.78268014,119.48941335,0.7341883,551.70360421,234.32384715
54,60.78271366,63.19821317,166.35776841,19.58012677,27.88134975,440.6413228,49.59799019,102.79436712,0.12180089,1,1.05404858,1.41755747,41.48567285,0.90726113,0.46572322,5.93391299,409.05593004,52.65580493,0.02398305,82.39676441,50.55258265,3.19371697,474.21699017,227.21355553
55,74.56773053,56.71749901,186.74068935,17.57291215,30.62515134,377.17452151,57.04961592,45.83469235,0.1800529,1,1.53367439,1.41242133,26.84222415,0.46245192,0.61863794,9.44710757,386.11772637,52.56428022,0.0321959,45.25745928,21.00828994,2.8900052,381.53803748,242.08690267
56,23.83169993,42.64975081,171.6237051,9.28451985,27.82048301,429.37289327,50.55027092,61.00945559,0.06392741,1,0.56282969,0.434231,48.39178743,0.22643108,0.0786054,0.87221074,358.02192187,52.31243271,0.02423016,82.71108578,64.8270226,0.6743083,401.12076372,241.333953
57,36.98835017,66.46803665,194.53332907,26.12601944,25.73472855,376.9215071,59.83192856,53.04679432,0.11088489,1,0.8870425,3.46659599,5.56423569,0.49797801,0.6242978,10.50570697,369.96061723,40.64239732,0.0064866,75.75009509,53.05512042,2.83001767,342.09030417,249.10563426
58,5.58199968,66.37691409,179.13026343,54.75664526,16.20922857,348.14190298,54.70700488,91.94047669,0.14901528,1,1.27229965,3.1663291,26.14875894,0.44324337,1.16014265,7.14692195,452.69456888,27.32309524,0.05583774,90.77754716,57.50721626,1.50606712,424.81755575,231.05860207
59,105.00430752,126.76951697,142.72367785,31.95399009,23.33039917,352.13388303,42.98576847,204.95092124,0.13107681,1,1.07044708,0.17142245,79.37354028,0.81566853,0.63170166,15.84666228,293.16188273,53.24289406,0.01816824,167.18304377,72.90943805,4.84439413,305.94530223,193.05826207
60,31.73307735,92.85257283,175.86642282,11.22560873,44.01138501,358.78898551,54.06587849,105.70915625,0.22911795,1,1.94861245,2.42889352,58.87422103,0.79811075,0.41917539,6.74105023,289.2270362,80.38415485,0.083865,60.48221219,33.99969967,2.39783719,296.83612336,225.9489032
61,32.27471527,13.68648181,210.70729921,13.75991807,48.5207136,377.67783479,63.12664757,16.39988213,0.26830133,1,2.30285676,0.75270225,68.38667265,0.74979484,0.66393003,7.23813116,241.50891244,90.36699009,0.0649995,6.56750507,8.72570498,2.95442704,226.98150982,290.9928565
62,11.12603464,16.18493956,154.18231311,27.86781042,7.83290499,396.26692266,44.51722283,43.72409456,0.02279704,1,0.2161464,0.6533189,29.17735998,0.17132269,0.23875692,2.08111141,479.62000973,13.03303347,0.01667446,45.51771131,57.23671691,1.43618248,542.60794061,225.35890846
63,10.60779949,44.01041311,163.09568844,27.77231402,20.10722591,328.77327836,50.59432297,79.74438624,0.09592484,1,0.7908375,0.80164697,24.68293189,0.17640073,0.41082655,5.60631275,529.74387588,29.65441715,0.02220222,81.72582813,57.38393851,0.74338701,489.45029158,200.15166047
64,21.55383341,17.87011013,203.86075325,43.02312906,66.9278974,277.56868916,62.7078402,5.77502439,0.43560746,1,3.56193043,0.29582974,115.19383398,0.29907699,1.09398234,3.70500451,251.13433681,128.00945261,0.15255681,17.97762185,22.59022987,1.33755777,201.93458424,265.33483943
65,32.8131683,56.21809005,197.93784696,44.27870519,19.6212563,374.6152246,61.90294613,77.58473206,0.23576045,1,1.9045288,2.17627456,69.19204004,0.75306888,0.84331015,1.04625359,458.56899743,30.51369834,0.06114398,50.7951381,27.45235996,1.32522184,378.75308255,241.78986686
66,45.88109949,81.64972464,195.77010642,41.79639564,48.49063263,486.6923871,58.4022883,61.21940313,0.24877581,1,2.00423516,1.96777854,84.14814055,0.80697405,0.93928012,2.94266132,152.89912509,92.78964768,0.08239147,92.8608555,62.09099129,1.34106057,186.9011481,273.45083919
67,22.83696743,96.17708782,183.83756698,39.23232052,19.27172601,324.73343168,57.74678688,65.86500566,0.21855015,1,1.70617401,3.86224263,15.31434662,0.9990065,1.07271241,15.40222428,483.69968426,25.84635914,0.05732037,70.77878418,20.83481755,4.14423163,431.73372746,222.77596313
68,51.58969851,51.44909802,161.85418137,10.21015134,28.37490752,391.67158891,47.49327359,36.43986101,0.12383264,1,1.0845051,0.97430236,37.95422658,0.67244506,0.3323614,7.06559429,383.98830877,53.20053252,0.03165555,42.30688739,34.97144837,2.5953995,460.02343572,230.10494389
69,40.62077214,49.18640176,183.75959426,46.84771367,16.83989225,264.4156438,59.08158394,6.43410992,0.31492238,1,2.58505818,1.851604,55.20149193,0.97440384,1.25573084,2.02434606,489.14890803,19.10225936,0.02542801,40.59816629,39.73855928,1.59997635,364.73388666,206.67626606
70,30.18052763,70.85018027,175.46996365,23.09821481,32.98419466,347.61580077,53.12737833,155.63746577,0.13483086,1,1.17229016,2.77912657,38.67861193,1.19554101,0.50288983,1.47985853,338.34589201,58.41303888,0.02594755,103.35569485,47.06510903,2.11847301,324.43126054,233.03679342
71,41.02829047,56.22303514,170.49093913,14.28039211,38.35233167,351.83797146,52.49412234,21.19610268,0.14373143,1,1.22840044,0.83763842,53.73520029,0.59193801,0.31180398,4.15994428,467.71578479,70.53178712,0.05258733,37.38551521,33.39599341,2.06057581,479.37977279,215.14324414
72,24.078548,48.74754835,196.40164294,7.10629888,35.89125652,477.58801517,56.40145441,76.9537426,0.01512719,1,0.14573862,0.84071348,63.28497954,0.24628953,0.04862657,2.66968345,278.87407217,70.49724094,0.01199254,56.18892994,19.33904261,0.19416839,349.5102354,295.83745765
73,44.76856236,26.28575701,180.09607743,18.79713974,25.91375591,501.70959119,52.78198618,13.66933694,0.07213422,1,0.60198724,1.27453328,42.33288877,0.43575854,0.34026158,7.74399551,377.10765202,48.53807631,0.0152756,31.81586805,29.06567231,2.42201574,458.38888337,257.37609337
74,94.01995616,87.34898719,191.97251599,29.28819917,29.6796023,333.7316201,58.51291593,87.61927605,0.30375482,1,2.55420577,2.42346488,32.55124775,1.05792933,1.07083055,10.49418402,395.16467247,52.97505161,0.05023475,57.32222402,57.82651009,4.44484997,365.15126045,252.33323862
75,62.01460141,93.43724302,191.62925233,23.30713178,35.98293483,452.15163738,55.99688483,106.09771761,0.21731504,1,1.92462797,0.58577155,75.39828978,0.27223283,0.76619749,2.64771723,251.99555502,73.64217972,0.03598439,46.83753803,67.23038592,0.66200959,272.42982586,277.65938194
76,16.34267224,25.5130997,153.22164084,27.62861639,11.7220441,441.19485554,45.82947915,81.22371788,0.07271478,1,0.63543344,1.02562624,34.67772758,0.36914031,0.50058445,4.229435,300.17705126,13.90300288,0.01056317,84.43302059,78.12327306,1.4118016,339.63875031,206.95977237
77,15.84477331,16.38028061,163.32263482,15.64048534,34.71592747,400.58776182,48.69593075,33.96321781,0.04979445,1,0.38572485,1.16681527,50.55167762,0.25895457,0.2329266,1.46000198,430.38987858,65.10188133,0.02336211,21.56670627,4.61790368,0.40211462,503.11637765,222.91905477
78,11.74186258,41.64497745,178.84421662,16.90024609,25.15555311,326.17085886,55.0308943,69.43539012,0.16771984,1,1.45193476,1.14465837,30.38358834,0.13378933,0.56935449,5.41669769,438.96029125,39.47072199,0.02032393,75.62383717,52.60748314,1.31609473,387.56717999,226.09738929
79,41.32752065,53.00848494,167.19374061,27.02615587,30.79140364,480.0986781,47.61297625,81.53053884,0.03575179,1,0.30250041,0.56891069,60.69487118,0.04342542,0.28972876,3.70000862,255.43997175,62.06713436,0.00200705,35.96116466,8.63289635,0.53766142,352.70302324,254.86193109
80,16.51908462,19.28044262,174.2847889,16.80050424,28.72632756,374.49427243,51.81082862,17.86515579,0.23134202,1,2.0446611,0.71705287,40.23486125,0.35855097,0.7063253,1.39228403,400.06561774,54.21594976,0.04060642,23.8972552,20.79254506,0.78214526,435.93331839,240.31815568
81,23.79630794,76.30973114,158.91198038,40.8638198,18.14724889,367.53833419,46.84125063,136.39877674,0.11915922,1,1.00072232,1.54714234,57.61932581,0.61236199,0.52356652,3.67568888,401.76045954,36.88502083,0.0413137,99.8698661,52.37703099,0.86921046,414.77653693,223.52422283
82,7.67006395,15.88570064,162.59084079,19.67686863,27.50911272,463.10428738,46.3475404,20.68178202,0.07077064,1,0.61924431,0.40121704,43.55538364,0.19935404,0.32615512,1.57867629,215.25268682,53.17131739,0.01454129,11.93797998,10.75257835,0.48827702,305.93577325,246.89490102
83,27.09122389,46.49181265,184.90325701,38.67511589,24.01884487,433.02340153,54.92146691,51.8690398,0.18307161,1,1.58059811,0.75430672,37.72903746,0.38264946,0.67901521,2.46844614,390.59146175,42.70893145,0.0475501,31.36950202,10.72255306,0.54205343,407.47051985,255.95457247
84,44.97882812,114.22915221,200.46567005,35.88517756,36.05045975,362.25644692,59.90873184,169.41960686,0.14326088,1,1.16442428,2.82155323,62.76614514,0.08518136,0.8136727,12.56379339,368.81252485,69.34959493,0.03409098,127.82382462,38.8826371,3.14546897,344.76608737,277.87707832
85,47.20954128,43.09697944,159.77034692,25.53880048,27.02762512,370.26950179,48.5044958,41.43145624,0.12166529,1,1.05976215,0.77867926,27.0398551,0.4128327,0.47611855,4.61971459,390.72615651,45.26257072,0.0259084,26.97519717,19.4891191,1.62744925,413.60350934,207.87981427
86,66.81706871,62.30769301,192.18483057,36.19476309,28.39490204,416.01577997,57.45246747,114.25870562,0.0999246,1,0.79244382,0.92403425,56.5406028,0.38569695,0.5832915,10.16824426,502.47286793,55.16726696,0.03759092,116.04507854,40.29395645,1.16180433,528.3600464,263.89201122
87,19.11440815,5.63938293,165.01468743,5.13403989,24.3421388,445.74054081,48.87737484,21.29387786,0.01107151,1,0.08036445,0.98012196,15.03927112,0.29893286,0.1035893,2.93783701,444.81528844,40.64148042,0.0045253,10.51864582,24.073197,0.75734153,518.48967421,228.31771202
88,36.52982058,29.0199768,175.90897691,26.16557853,35.20743921,560.40719853,50.05952178,115.69646748,0.11427789,1,0.99644628,0.8113169,74.45122287,0.17525457,0.40488641,3.85148751,354.60789087,72.17745669,0.03016546,55.67257964,20.09863369,0.5839458,528.97297122,270.04654315
89,48.53684971,50.70021054,156.91447585,47.76707502,7.96837066,352.60165735,47.28954332,33.24272446,0.13988333,1,1.22187282,1.98242338,42.41439539,0.62143269,0.82212199,6.72752433,319.46637083,8.69138897,0.03092132,60.83711047,39.3560895,1.74443913,316.27282553,208.64746941
90,44.91772616,88.66215702,185.84980814,40.24649824,32.13576884,401.09480362,58.26142098,120.46673274,0.23769195,1,1.91869513,0.99864793,39.50765605,0.19064209,0.89692638,6.49828574,417.59882964,52.17836101,0.07494156,103.4183208,38.61569413,1.88157852,390.25602745,225.44560552
91,34.56997715,14.47324289,174.15516727,7.57912369,21.19268051,498.72888996,51.41554052,24.34292934,0.05469723,1,0.47944837,2.39576453,25.87401887,0.99764987,0.07154001,5.12654094,378.37996536,32.72990302,0.02340627,20.91630119,26.75085685,2.56470242,447.58212422,244.34944466
92,29.72413664,63.90762159,182.46602861,28.55906696,51.18255418,428.99069184,54.73724872,94.67719397,0.20105469,1,1.71105225,2.33886682,91.36912869,0.61954296,0.52737517,1.71924841,260.4125394,100.04983005,0.07010546,47.5578638,27.38707111,1.0755853,319.80171703,249.38169833
93,22.20771777,16.64561825,194.5466221,41.34523019,30.90613384,405.8746044,60.17560117,32.01214147,0.20455146,1,1.65931897,1.76920304,40.95258016,0.22436188,0.94789567,3.22004615,441.45907899,51.88554284,0.05935648,9.39156352,20.47198334,1.27217037,417.29309812,244.07722204
94,52.63290471,127.47202418,166.91601896,51.24246972,8.8215037,280.47851171,52.55043702,95.81901867,0.03238828,1,0.20717914,3.36019647,34.51019641,0.33894489,0.89766703,14.68999565,423.77861288,11.66794597,0.0473638,102.29276128,53.05247337,4.01173649,335.75542948,198.92291883
95,26.65962917,74.28167108,160.24014781,55.14526732,9.7045868,339.2771738,48.51709493,69.43738783,0.06743074,1,0.56623029,2.01660242,64.96597938,0.48695524,0.80491531,5.95192453,402.24774359,25.80390335,0.03928514,65.04562212,40.29349997,0.73662858,377.40575978,210.04362807
96,18.5555694,13.62178035,163.20656815,25.69709761,30.84690789,521.52196521,47.07882694,15.20059752,0.11889913,1,1.05602045,0.66775804,72.55538065,0.35943603,0.40887954,3.7453007,308.32933997,64.55494287,0.02981495,37.66335343,35.08461663,1.28570523,430.68095055,240.89406575
