,att51_num,att55_num,att46_num,att2_num,att47_num,att53_num,att21_num,att26_num,att44_num,att40_num,att36_num,att39_num,att63_num,att35_num,att27_num,att58_num,att50_num,att3_num,att31_num,att24_num,att10_num,att57_num,att19_num,att33_num,att61_num,att17_num,att56_num,att54_num,att49_num,att34_num,att41_num,att52_num
10,0.53298056,1.67318904,-0.98034352,-9.44482422,0.91089576,0.86604905,1.14650488,-0.05964195,-1.358513,-0.78928256,-1.19498944,1.1777401,1.0534991,0.2091887,1.25881648,-2.34947896,-0.96048111,1.16403818,-3.39501238,1.22209358,-4.04965353,-0.5569644,0.25873107,-1.31086183,-0.83348137,-4.42404175,-0.36224318,0.66462123,-1.87445974,0.40844524,0.33011103,-0.28075421
11,-0.38062024,0.40297776,1.02586043,-4.64054394,-0.37099522,-0.05016685,-3.0419085,0.47759062,-0.24532075,-1.28841591,1.48385262,0.5451864,1.30836546,-1.04994321,2.14515066,0.52798218,0.95014095,2.72086167,-0.92035329,2.61932325,0.55307472,0.31096578,2.24550033,-1.18409228,0.28102022,3.88656497,-0.46675271,-0.01325798,-1.01364076,-0.3042317,-1.43718743,-0.98062825
12,-0.49653143,-0.32857496,-0.53448641,-10.24224091,0.25101689,1.47996378,-0.87110162,2.16043425,0.58724785,-0.7086609,-2.46255064,0.37706161,0.20297277,-0.39143062,1.97053492,-1.39322484,0.90800226,6.39905691,-4.46219969,0.12599897,-6.36160994,-0.12189436,-2.47776961,1.47152686,-0.03277473,-1.33468962,-0.24684203,1.23583817,0.16956234,-0.27488118,-0.92571741,1.94349921
13,-3.06628585,-0.54288441,0.49153817,-7.40906668,0.2759563,1.78899562,-3.27770543,-0.25956208,0.56845504,-0.7896257,-1.64419925,0.15260601,1.1140573,0.13636231,2.35402584,-1.05523527,1.32724583,7.68449306,-0.99505413,-1.45060551,-0.8892808,0.17461586,-0.76850384,0.14674212,0.20218955,0.08727348,-1.51691067,-0.89878798,0.74221921,-0.18007094,-0.34810287,-0.95243084
14,-1.8241601,-1.48805022,0.97513759,-8.00470257,1.29662549,1.89219308,-1.79378796,1.41455626,0.25082272,-0.35491592,-0.51167941,0.61484861,0.32394338,-0.31769085,2.55663443,-1.46952355,1.10405707,5.8290062,-1.68578136,-0.991979,-2.6511724,-1.41554689,-2.45872951,-0.05242826,0.55415481,-0.67125428,0.08717638,-1.97218752,-1.22444057,-0.76250321,-1.68919587,0.82405627
15,-1.05823398,1.08506215,0.48977244,-8.22601509,-1.23611856,1.62069058,-1.95777202,0.31555712,1.22918987,-1.05180073,0.53919429,1.92233098,-0.52236348,-0.56389463,1.26172137,-2.16242599,0.66258454,0.01226276,1.64585257,1.53690577,-4.42531872,-2.01824856,1.58546031,-2.6977067,0.72964084,0.64169383,1.18567812,-0.25785756,-1.0120213,0.20464069,0.18530583,-1.35108697
16,0.44780976,-0.97336727,0.78070784,-4.62657452,0.67045218,2.02498817,-0.68564284,-0.23214018,-0.07885449,0.47843522,1.0808953,0.65792799,-0.9436515,1.44178545,3.10872507,0.07817964,-1.00297999,-1.97161436,-0.17628396,1.51342106,-4.2854085,-0.15915561,3.16389084,0.44379437,0.19650595,-0.04701996,1.64765668,0.22906172,-1.423563,-0.7986632,-0.31091577,-1.8436799
17,-0.27293587,-1.53030157,0.28475568,-10.4115181,0.2851156,-0.05693126,-2.38709784,-0.41514942,-1.52617526,-1.3379941,0.30594638,-0.57570827,0.29355514,0.02642536,1.38503635,-0.10557075,0.26585126,9.41302872,-0.40973532,1.00359106,2.77386308,-0.35151029,-0.21301277,-1.15068245,1.14619005,-4.91630697,-0.32313165,-0.087286,-1.57910371,0.71222758,-1.70381355,1.30187452
18,-0.30928814,-2.17788363,0.13085312,-5.30519533,-0.34728014,-0.31762671,-5.39502954,3.5166986,-0.94431359,-0.58170134,-0.43511894,-1.03918397,0.17338932,-0.14975095,1.27047873,0.4417969,0.72993755,7.08601093,-2.97337437,1.84884262,3.82542562,-0.9952147,-1.03397071,-0.99093342,0.55701214,1.09369493,0.34652019,-0.77872515,0.39851654,-0.41748101,-1.64964223,-0.67809606
19,-1.68433857,0.45134163,0.16862631,-9.69883537,-0.81633341,2.08678007,-2.72592115,2.55285811,0.10278581,-1.07258999,-0.009841,0.69555414,1.34947455,-1.25200009,1.28068399,0.46767908,1.36666548,4.20247173,-1.24002016,-0.93271542,-1.72826576,0.75477409,-1.63315308,1.24193585,-0.68278736,-0.4989537,-0.71791857,-0.98829198,0.13351271,-1.50420284,0.62917483,-0.9707247
20,0.69066328,0.72775936,0.58900106,-9.57564545,-1.95361936,1.43558979,-3.98412085,-0.86294621,0.48577636,-1.3658092,1.00624597,0.12638366,1.73470414,-0.57562101,1.89114892,-0.00564181,-0.22083378,3.55204368,-0.8146199,1.19461441,0.10363978,-1.56361294,1.36184251,-2.8828299,1.29670942,0.72567177,0.36147273,0.99295044,-0.71867299,-0.0377962,-1.61568904,-0.37209994
21,-1.76543331,-0.80946368,0.22275677,-12.03492451,-0.3052153,-0.1215899,0.32979292,0.65518874,0.95034081,0.05329138,-2.05947948,1.20910072,1.63230336,-1.40429878,1.2977258,-2.47955251,1.69609582,0.08133119,0.02665234,-1.89927793,-1.1870687,-1.67329311,2.75671864,-1.15268123,0.1981024,-0.30827117,1.09671175,-1.10515094,-0.68396938,-0.12385565,-0.87927091,0.4409306
22,-1.04324877,1.12943935,-0.0081618,-6.19396019,-0.11883171,1.38314128,-1.02805519,-0.30177617,-0.23218741,0.40842491,0.70804799,1.29397154,-0.98382819,-1.316396,1.82733238,-0.38082176,0.84147787,1.4178524,0.21915865,1.91005564,-2.35164452,-0.03001976,1.86832762,-2.46118164,1.480847,0.80715513,-0.08864701,-0.00658655,-1.67953277,-0.62976366,-0.46894187,-1.23464692
23,-1.6874162,-0.77251559,1.14261818,-8.17394924,0.73840386,1.78460526,-4.26012897,-0.014238,0.00155469,-0.93366051,-0.99969363,-1.24366605,0.17922121,-0.3987422,2.78397226,0.14075819,-0.6884371,3.9970665,-1.00430453,-0.07871842,0.95215559,0.98682559,0.9520483,0.66796398,0.32114339,-1.13299704,-0.40097332,-0.43632281,-0.90236914,-1.04146886,0.79303205,1.00485539
24,0.14972433,0.87465286,0.13153392,-9.6503849,-3.14594436,0.0746212,-2.11353612,0.32307944,0.33466655,-0.11624008,1.82267308,-0.37525547,-0.26124346,-0.24027634,1.73027122,0.60528249,-0.30335993,2.80519056,-1.07639706,1.47914696,-4.56784678,0.4317019,2.28613138,-3.28006911,-0.2120599,1.20162797,1.99966693,2.14600515,-1.54105663,-0.78687209,-0.62129259,-0.6004703
25,-1.39338207,-0.07541901,0.33558288,-7.40868807,1.2016896,0.40981412,-2.73887682,0.06426008,-0.26089659,-0.28152457,-0.58415878,1.21875215,0.14955813,0.83302826,2.01023865,-0.85092694,0.36891842,5.45186949,-0.38357961,0.55427027,-0.15807375,-0.07221055,-0.36770213,0.80095053,-0.78025204,1.0695014,-0.7955178,-0.54175591,-0.21145765,0.71715033,-1.01135826,0.17633748
26,1.30524075,-0.384978,-2.07038593,-9.78915215,-1.13117146,-0.34345746,-5.98638868,0.97677296,-1.20012832,-1.74123323,1.87009311,-1.85225689,-0.79163569,-0.23243952,2.69420099,-0.26367593,-0.55543184,7.55467558,-0.82165539,3.44789171,1.94601297,-0.68135619,0.88748944,-0.70727873,0.92271739,-1.00236118,-0.35908398,-0.36841416,-0.76636016,-0.53222615,-0.76217115,-2.26964617
27,-0.1015818,-0.16256386,2.23886037,-4.10176086,1.03803599,0.79292679,-0.71023816,0.04243336,-0.3496902,-2.64436603,-1.92070472,0.17680085,1.61387527,-0.36915743,3.28824329,1.35061264,1.82646286,7.22809887,-2.06763363,1.00019813,2.5493741,1.66796982,-2.91943359,1.49319136,0.68164206,0.98965883,-1.23475575,-0.95672679,0.68549544,0.5337652,-1.00398302,0.36534756
28,-1.36654747,0.88890779,0.62836188,-8.06212616,-1.1557579,2.95401216,-0.56658185,-0.28794992,-0.356556,-1.30288267,0.12333545,1.47471178,-0.9527458,-0.26227701,1.93138373,-0.8171804,-0.05732334,2.86829066,-1.34632933,1.52529573,-5.63317871,-1.19363737,1.45730531,-2.19025111,1.69399011,-1.26441407,0.87087381,-1.25351095,-2.41477609,-1.47859979,0.27235293,-0.51092863
29,-1.69534743,1.41971087,0.05299871,-13.97709084,0.54975265,0.19153833,0.16886745,-0.48186713,0.39176452,0.11052299,-0.41824451,0.21914375,1.80486834,0.34127069,0.44285285,0.80234534,0.44106054,2.65415597,-1.12308848,-2.27675605,-3.07615662,-0.46418715,0.51600254,0.25826997,-0.1411487,-2.11674809,-0.66758358,-0.73540711,-0.27996004,-0.46586615,-0.14734924,0.41107389
30,1.1614573,0.13506365,0.61548024,-4.74254131,0.35419863,-0.07897758,-1.0332253,1.36588001,-0.30465847,-0.34554696,-3.50929713,-0.02200341,1.0092597,1.47316229,2.31678915,-1.99522674,-0.68446374,5.43245411,-2.00153399,0.65190268,-3.13446784,0.74119735,-2.87298369,1.51355505,-0.29052231,-2.36237574,0.6426394,-0.09958994,1.95961714,-1.1870358,1.40839076,-0.97228742
31,-0.12326734,1.40047204,0.82988352,-3.51149535,-1.10184073,-0.36660838,-4.72153807,0.58423334,-1.20322001,-0.82416725,-0.35115162,0.39077485,-0.02465487,-2.09913945,3.65602779,2.21792793,0.72168291,3.61343813,-2.59525728,2.98351288,1.09494901,-0.702914,1.10500693,-0.42565954,0.62621957,2.97997355,-0.05648601,0.5960269,-1.4533565,0.02943218,-1.13899601,-0.8647027
32,-0.3872875,0.40825182,-0.54742372,-4.54712486,-1.12197495,1.84623361,-3.13042688,0.85780329,-1.18723309,-1.63877869,-0.36426702,1.27371335,0.49611735,-0.14651096,1.15121865,-0.26599467,0.14573348,1.69955635,-2.71928263,2.66196775,-0.34868133,0.1996448,3.52970028,-1.3460077,0.45548648,3.21090484,1.95171452,0.07526493,-0.20642245,-1.11327004,-0.79887068,-0.14744633
33,0.07399431,-0.39290947,0.4012537,5.06095219,2.03919482,-0.2279644,0.45293868,0.74628681,-2.09465456,1.16988873,-1.26921916,-0.11231387,-0.2209394,2.36219358,1.39449024,0.23710449,0.21354187,-4.37044954,-0.85008085,2.65785933,0.1767329,1.14149141,0.65108836,-0.13219461,2.16451883,0.20248485,-2.35839772,-0.06170285,0.0660024,-1.36863279,0.06302214,-1.3995738
34,-0.93570125,0.41842932,1.51446676,-6.65811634,-1.6595732,-0.56523943,-1.78460383,0.84281152,2.97391486,-1.13190806,-1.75891864,-0.84058034,-1.37318027,0.2676931,1.70832002,-0.80249929,1.39205611,-3.67707157,1.70095682,0.04524589,0.2538026,-1.37009335,-0.26864898,-2.70398116,0.63471895,1.64794874,-0.65819991,-0.90996003,-0.26298073,0.5985949,-0.62468809,2.30237532
35,-1.91513586,0.21668452,0.04994653,-10.91992188,0.49848682,1.46027839,-0.52427566,-0.4405064,-0.65536451,1.18959451,-1.54350412,0.75592023,0.98694575,-0.04302299,1.83008945,-1.59511757,0.65885592,5.32720232,-1.58702886,-0.08748651,-4.18187046,0.2926693,0.47505391,1.50511754,-0.88839966,-1.66461825,-1.17325485,-0.19874978,0.0216271,-0.38308412,-0.18869948,0.68263716
36,-1.86224651,-0.01656431,1.21345234,-6.58524847,0.82604396,0.5779736,-3.66256809,1.0568279,-0.18041877,-1.05449498,-1.28750598,1.21789277,0.29560924,0.34779614,-0.05064178,-0.83581626,-0.22982445,4.98613358,-1.17338932,-0.5411284,2.91671038,-0.32978868,-0.24061881,-1.72813368,-0.75636834,2.26633143,-0.42653805,-0.70774627,0.76335418,-1.28882217,-0.92916405,0.22850099
37,-0.34549153,-0.08067387,-1.3590709,-9.03425217,-1.43142831,0.40697384,-2.08446455,-0.83983785,-0.25502747,-2.25103831,0.45137644,-0.76610315,0.0096221,0.54610646,1.26918578,1.11570072,1.25685954,8.71807766,0.35980248,3.55400896,-1.14194524,0.57088089,-0.02500325,-2.85199165,0.74581361,0.57994938,-0.32210985,-0.73421741,-1.54786468,-1.12315536,-0.63043511,-1.36407733
38,-1.69391131,0.15780872,-1.87469077,-9.76366615,-1.51035345,0.32412791,-1.31894684,-0.24454385,0.28301835,0.63594127,-0.58255827,0.68025255,1.06069505,0.0735541,1.51009715,-1.75692189,0.2592274,2.76309061,-0.19050968,-0.20051575,-3.45424008,1.10918665,1.89795399,0.01347348,-0.35762569,-0.77636039,0.90744984,-2.41134191,-0.90441042,-0.41125804,0.49170232,-0.40417743
39,-1.88246679,0.68694329,-0.37899697,-5.32470131,-1.62870646,0.16471457,-1.08073056,0.32736629,0.10698323,-0.79820555,2.04536128,1.77092242,-0.21633089,0.36241263,2.48759842,-2.06333017,0.24225998,-0.3610667,0.35356498,0.82478023,-5.97110891,-0.99910355,3.29160643,-0.36090875,1.15549803,1.98272276,1.90231299,-0.15736496,-0.68682849,0.04274726,-0.24933177,-0.5596838
40,-0.04706775,-0.0420385,2.45584822,-4.65192938,-0.24720798,0.24692535,-4.91823435,-0.08142647,-1.15476096,-1.80357993,-0.22330138,-0.92568099,1.22139227,-0.3857249,3.43186808,-0.44816345,1.8052448,3.98820925,-3.15074015,-0.5782392,0.10624999,-0.84270501,-1.52547729,-0.40707642,-0.28249711,0.79412675,-0.11300457,-0.30290139,1.8703537,-1.13513827,-0.79132229,-1.46354866
41,-0.09622015,1.0712595,-0.15540935,-2.74143219,0.6078862,0.57886267,-0.80669713,0.74402255,0.69552803,-1.88505363,-1.91868389,0.21513915,-0.77701741,-0.35288107,2.44362259,-1.35119057,0.05125791,-3.4247036,-0.60086644,1.57097244,1.04183078,0.24889064,3.7403276,-1.48850679,-0.50792426,2.2405293,0.52409494,-0.00590897,0.08629256,-0.68238693,-0.45626068,-1.18007338
42,0.016122,0.86063296,0.01458792,-9.77157402,-1.88368547,1.48372126,-1.5916239,-0.03612155,0.4518981,-3.35602093,1.15827513,0.16206098,0.17325795,1.02005041,2.49062014,0.03758454,0.1056819,3.15951657,-0.64131176,0.73758435,-0.35696062,-0.29975915,3.0580256,-1.14109015,-0.03871724,0.50057745,0.8448652,-0.42507076,0.54111385,1.08447051,-1.63165116,1.03697252
43,-0.17924543,0.31940609,0.42600077,-6.3417263,0.09604764,1.64863157,-5.56507635,1.22586918,0.51314026,-1.27062869,-1.96110904,-0.53770864,1.07679868,1.0760237,1.61940038,0.33960128,-0.50926638,7.4999218,-1.39820635,1.0763104,2.42338991,0.8126142,-3.87341642,1.26029754,0.02313033,0.9933331,-1.00326288,0.51052815,0.54833567,1.38422287,0.34205556,-0.44174838
44,-0.051488,-0.62860376,0.87756348,-0.9037528,-0.45507145,0.26120162,-4.55667734,1.55642998,-1.52956676,1.47015703,-2.61774015,-0.72837436,-0.16758949,-0.77745962,2.1358943,-0.44556278,-0.58425122,1.01951873,-4.03015995,2.42335844,1.96781611,-0.01177263,0.21031487,-0.87521744,-0.02617958,1.84990668,0.99885583,-1.35833764,1.55369616,-1.88127565,0.96566892,-1.0998652
45,0.18253645,-0.05063707,0.70739126,-5.98065567,1.12315464,1.75595784,2.40235877,0.4114674,0.36519307,-0.99284923,-4.47834301,0.42894864,0.76804793,0.86076868,3.76271296,-0.56452763,0.39081085,7.35055876,-1.30469739,0.26509666,-3.0056963,0.93048358,-4.64444637,0.78468454,1.43707633,-3.53145194,-1.30726218,0.12349212,1.36557579,-0.00172228,-0.65511596,0.89651066
46,-0.6866557,-1.04131651,0.54169834,-0.32479239,-0.66745889,-0.71547914,-0.60319519,1.29464567,-0.39696711,-1.32363141,-1.32914925,0.73854643,0.2447871,0.6280179,4.58494329,-1.07239294,0.67903423,6.40220833,-2.63574553,1.80470514,-1.92513549,-0.08606362,-3.15697718,1.3283602,0.65032321,3.4271915,0.19765115,0.60860157,0.1606054,-0.33647686,-0.64143509,-1.11466169
47,-0.37970591,0.22823256,-1.00090909,-10.16235828,-1.37358832,-0.49522758,-2.1975925,-0.97828633,0.98588413,0.20137888,1.3581742,-0.35953057,0.72717679,1.3147856,2.42922449,1.23218942,-0.32206351,7.67385149,0.20850337,3.32812119,-4.80896616,-0.41706371,0.83384025,-3.25346851,-0.22699434,1.71798253,0.2921716,0.34572172,-0.88901401,-1.00435877,-0.45992798,-1.5348742
48,-0.2634666,1.28199649,0.51590925,-1.07411337,-0.86333323,1.47357213,-5.83197021,0.68862021,-0.98295909,0.12130934,-0.42494419,0.0423249,1.35083067,0.07131946,1.33933377,-1.43568778,0.74175882,4.57534647,-3.12658596,0.69600654,2.55690384,0.17531443,-0.17101309,0.42954016,0.50798059,0.21921563,-0.62330937,0.74992478,1.29960799,-1.80242729,0.37085676,-1.07708693
49,-1.09159791,-0.14652103,2.13472486,-8.37979317,-0.48859179,0.24556065,-4.78611755,-0.71918851,-0.87724185,2.27935791,0.0036974,1.15437913,3.14510059,0.66986978,0.09735423,-0.39065564,-0.72953057,2.17601371,-1.44763458,-0.94342911,1.80047488,0.20187712,-1.55810583,3.27265882,-0.64184469,-3.42319226,-2.47196102,1.96879697,-0.76403707,-0.20765501,1.5273807,-0.45927835
50,1.93693924,1.07467353,1.45205152,0.6999898,0.7689783,2.67918777,-1.35044694,0.97365612,-1.64048314,2.07058239,-3.1567831,0.01640356,1.75026453,0.22777045,6.56466627,1.24775851,-1.2673465,0.86075443,-2.43575764,4.48965406,2.23115969,-0.10202336,2.02742267,-1.6075666,-0.23965934,2.04065609,-1.06623602,-0.46459317,1.48557448,-2.28878379,-0.59800112,-3.58140039
51,-0.55789959,0.33891898,-0.18287237,-15.47808552,0.73735201,-0.61342883,-0.30859524,0.59807551,0.20374857,-0.4004041,-0.22709289,0.73411041,1.02308595,1.21325994,-0.64529639,0.32142717,-0.78825045,4.59039831,-2.83265543,-1.20658398,-1.55934572,1.59786332,0.31034607,1.80596173,-0.93353856,-5.51393986,0.31241035,0.987234,-0.3981629,0.23334563,-0.27408272,0.74503946
52,1.02704501,1.41531026,0.91412258,-4.77497768,-1.06256843,0.25595427,-3.20329952,1.87666345,0.72000086,-1.27771509,-0.51361167,-0.36151731,1.01520514,-1.70749903,1.71400416,1.83750856,0.83266377,-0.01027685,-1.936257,0.00668597,5.47985983,-1.123528,3.59171557,-0.5571447,0.6911633,1.61297822,0.17409962,-2.34715748,-0.42772806,0.24076289,-2.11227465,0.41259974
53,-0.46394354,-1.00500488,0.18443912,-8.78006744,1.88854432,1.07680416,-2.97519326,0.98607737,-3.00719881,1.52050924,0.21101762,-0.76054275,1.33591115,1.10312212,-0.62134784,-0.22803368,-1.12702751,4.22218227,-1.85552609,-0.06847763,4.26297665,-0.13270044,1.52773988,0.90013748,-0.73407948,-5.043293,-2.08888555,-2.37079,-0.36925116,1.99469233,-0.45159215,-3.02812552
54,-0.42296803,-0.9434579,-0.61264503,-5.62995529,-0.44294727,0.23320794,-1.37182283,1.59246778,-1.05513954,0.07710612,-0.62637591,1.46400964,0.44692099,0.23383528,1.96844876,-2.8075633,-0.56634474,1.52020919,0.82558131,-0.47585535,-0.87262642,-0.66924167,-0.7418372,0.23302799,-0.42574683,1.77543163,-0.01126665,-1.25690913,-0.37095165,-2.09859538,0.85905647,0.20598915
55,-0.5996182,-1.3643775,1.24220431,-4.35349274,1.04528069,-0.80441499,-1.82389069,-0.32852432,-0.67743772,-0.11042234,-0.74832106,-0.66410005,0.02790755,0.01752067,1.90387475,-0.92486513,0.24977076,6.26987934,-1.48430336,0.85411882,0.22470903,-1.13054347,-3.42168713,0.15378748,0.59999448,3.44394183,0.27648377,-0.43815029,0.19559881,-0.09901696,0.52729785,-1.07852745
56,0.68955159,-1.6537056,-0.49358702,-4.88383102,0.40979975,0.52891815,-4.24188089,-0.7548399,0.42594147,0.03261322,-0.05614415,-0.55475175,-0.95629805,-0.73108339,0.8495543,-2.17978239,-1.02036238,-0.58507818,-2.74287653,2.46425867,-0.79913092,-0.86136127,-0.60464334,-0.46601385,-1.97154343,2.40533376,-0.49303555,-0.11813438,0.52090788,0.77265918,1.86115718,-0.18846929
57,-1.06142211,-0.50574964,-1.40098929,-6.49180603,0.62146193,1.27642763,-0.6017586,-0.9237448,-0.50656998,-0.90116656,-2.03134537,0.25788105,0.45551133,0.2986514,1.98176444,-2.16471577,-0.34758484,6.1519928,-1.26691592,0.55536819,-0.7314322,-0.1006453,-3.47452998,1.08143127,1.0860815,2.27235913,-0.8490808,-0.60204268,0.63125294,0.97411847,-1.50331926,-0.81053996
58,1.51161981,1.36817658,-0.38242459,-9.37715435,-1.23664105,-0.91189432,-2.93172789,0.13941339,0.40822011,-1.57982326,2.13297391,0.82558781,-0.21134901,-2.36325717,2.70752192,0.04457276,-0.21022692,5.50681686,-2.90234518,-0.41089582,2.09537196,-0.41712856,1.307338,-0.97060496,0.71280861,2.73701882,0.94304717,-0.18011403,-0.66321087,2.05799747,-3.50690269,-1.40626216
59,-2.06895113,0.58789742,0.84120572,-2.91325784,0.99138176,0.54695797,-3.51746321,-0.97950202,-0.63813949,0.0993101,0.34383094,-1.78523958,0.43075275,0.82534671,1.32542646,1.01226819,0.12335581,5.12506056,-2.01197052,2.67349815,3.06323218,-0.96988726,2.80019808,-3.87183213,0.19907974,4.52090073,0.60719693,1.25947285,1.54562044,-2.45905709,-0.93755418,-0.42439568
60,-1.41310513,0.73270202,0.40938163,-9.22774124,-1.33988535,-0.53742576,-0.78988707,2.30167079,1.73952365,-0.54568994,-0.72321379,0.31930554,0.90744257,0.12813514,-1.04779744,-0.23102947,1.63815367,-2.76556873,-1.56485164,1.56864595,-6.21117926,-0.6407814,0.58634537,-3.08328819,0.11781465,-3.41669416,0.06945091,-0.69137526,-0.33985448,-0.49967366,0.32562327,1.59490192
61,0.55797553,-0.72757393,1.25636041,1.65162992,-0.55023015,2.17282486,-2.27016592,0.02981393,0.59048843,-1.35179996,-3.25907063,-0.19690764,1.21756828,1.90064526,6.13980675,0.04165943,0.16446507,3.25421715,-4.27225685,2.4829154,1.44732451,1.39870191,-1.70866036,1.14024222,-0.54071456,1.53468418,-0.55333322,0.54701525,1.36201072,-2.27229095,0.62364542,-1.15623927
62,-0.72529286,-1.02030921,0.77900827,-9.16274834,-2.13742018,1.09495378,-2.00689077,-1.88546312,0.17188792,-0.76482624,1.22604442,-1.86062539,-0.03661543,-1.01472545,2.98580647,0.01900815,1.06779027,3.95448804,-0.74966323,0.25094771,1.2772944,0.83307421,3.90250039,-1.22909379,-0.36660743,0.19123125,0.76327693,-0.73781061,-1.0244205,0.85036016,-0.24892354,-0.68258822
63,-0.18749465,-1.64358854,0.75021732,-11.99431896,-0.50803149,-0.0053184,-1.18996477,-1.51570511,-0.1151963,-0.71938038,-0.5481813,-0.59842527,2.32284975,0.7175951,1.26752162,1.36648667,0.48603892,5.04072189,-0.62598789,0.77294111,-0.67055523,-1.32111979,-0.52099299,-2.1272068,0.12115191,-3.21228933,0.06338388,-0.63880992,-1.42389131,-1.39697838,0.80685854,1.25362515
