,att6_num,att2_num,att1_num,class_cat
59,1730.01268478,0.0,1.0,1
60,1652.67322377,0.0,1.0,1
61,1764.70105417,0.0,1.0,1
62,1653.76856845,0.0,1.0,1
63,1549.25905297,0.0,1.0,1
64,1849.0474526,0.0,1.0,1
65,1799.85520063,0.0,1.0,1
66,1813.31245177,0.0,1.0,1
67,1690.06838378,0.0,1.0,1
68,1573.4046264,0.0,1.0,1
69,1733.27095901,0.0,1.0,1
70,1755.42212782,0.0,1.0,1
71,1601.57642365,0.0,1.0,1
72,1692.16793702,0.0,1.0,1
73,1605.44856508,0.0,1.0,1
74,1871.81312587,0.0,1.0,1
75,1830.09705727,0.0,1.0,1
76,1640.83042619,0.0,1.0,1
77,1542.46262651,0.0,1.0,1
78,1617.68322076,0.0,1.0,1
79,1634.67849399,0.0,1.0,1
80,1669.67378929,0.0,1.0,1
81,1752.9112564,0.0,1.0,1
82,1701.5585852,0.0,1.0,1
83,1757.95620714,0.0,1.0,1
84,1766.95970468,0.0,1.0,1
85,1608.96383181,0.0,1.0,1
86,1620.64338372,0.0,1.0,1
87,1514.35517665,0.0,1.0,1
88,1497.75330166,0.0,1.0,1
89,1859.82684902,0.0,1.0,1
90,1611.20856513,0.0,1.0,1
91,1601.07095887,0.0,1.0,1
92,1608.74060948,0.0,1.0,1
93,1712.3832063,0.0,1.0,1
94,1885.0995849,0.0,1.0,1
95,1880.48117147,0.0,1.0,1
96,1607.21226749,0.0,1.0,1
97,1634.09960556,0.0,1.0,1
98,1558.65307416,0.0,1.0,1
99,1638.35652561,0.0,1.0,1
100,1758.9687515,0.0,1.0,1
101,2267.90268354,0.0,1.0,1
102,1768.84941731,0.0,1.0,1
103,1753.23620453,0.0,1.0,1
104,1568.88156182,0.0,1.0,1
105,1651.89169277,0.0,1.0,1
106,2097.18858445,0.0,1.0,1
107,2022.70179812,0.0,1.0,1
108,1636.62870465,0.0,1.0,1
109,1707.51830767,0.0,1.0,1
110,1555.87773847,0.0,1.0,1
111,1711.67069672,0.0,1.0,1
112,1537.42377086,0.0,1.0,1
113,1713.43175073,0.0,1.0,1
114,1694.65938515,0.0,1.0,1
115,1847.24725887,0.0,1.0,1
116,1591.47252937,0.0,1.0,1
117,1705.01938724,0.0,1.0,1
118,1664.23939077,0.0,1.0,1
119,1543.95558114,0.0,1.0,1
120,1914.10705382,0.0,1.0,1
121,1728.1325746,0.0,1.0,1
122,1694.23106131,0.0,1.0,1
123,1652.29059625,0.0,1.0,1
124,1740.20785429,0.0,1.0,1
125,1632.04728114,0.0,1.0,1
126,1872.54454929,0.0,1.0,1
127,1698.45440055,0.0,1.0,1
128,1782.53740446,0.0,1.0,1
129,2092.47254395,0.0,1.0,1
130,1530.15115571,0.0,1.0,1
131,2154.43740639,0.0,1.0,1
132,1719.12560259,0.0,1.0,1
133,1586.7223644,0.0,1.0,1
134,1669.41773487,0.0,1.0,1
135,15215.96441229,2.0,0.0,1
136,1831.15225005,0.0,1.0,1
137,1454.97629311,0.0,1.0,1
138,1731.03157899,0.0,1.0,1
139,1658.77694682,0.0,1.0,1
140,1795.47144615,0.0,1.0,1
141,1861.50567784,0.0,1.0,1
142,1795.0135708,0.0,1.0,1
143,1623.23803519,0.0,1.0,1
144,1666.20549321,0.0,1.0,1
145,1759.93891448,0.0,1.0,1
146,1997.27362228,0.0,1.0,1
147,1881.47056666,0.0,1.0,1
148,1638.09003059,0.0,1.0,1
149,1631.55110911,0.0,1.0,1
150,1794.42567007,0.0,1.0,1
151,1567.08442613,0.0,1.0,1
152,1750.99078626,0.0,1.0,1
153,1551.03520209,0.0,1.0,1
154,1963.71145831,0.0,1.0,1
155,1606.82530049,0.0,1.0,1
156,1734.78387127,0.0,1.0,1
157,1521.02281449,0.0,1.0,1
158,1803.28720088,0.0,1.0,1
159,1795.98588722,0.0,1.0,1
160,1628.76427815,0.0,1.0,1
161,1731.64558742,0.0,1.0,1
162,1566.94716914,0.0,1.0,1
163,1769.86700029,0.0,1.0,1
164,9370.6707355,2.0,0.0,1
165,1853.99154367,0.0,1.0,1
166,1629.07063529,0.0,1.0,1
167,1580.81257289,0.0,1.0,1
168,1782.85422809,0.0,1.0,1
169,1597.34502481,0.0,1.0,1
170,1949.63177272,0.0,1.0,1
171,1717.3390675,0.0,1.0,1
172,1720.43399409,0.0,1.0,1
173,2256.65347967,0.0,1.0,1
174,1605.035208,0.0,1.0,1
175,1608.47574299,0.0,1.0,1
176,1945.00374894,0.0,1.0,1
177,1726.83576108,0.0,1.0,1
178,1640.15550661,0.0,1.0,1
179,1924.8104898,0.0,1.0,1
180,1439.53493978,0.0,1.0,1
181,1496.38341174,0.0,1.0,1
182,1604.49994477,0.0,1.0,1
183,1836.50738764,0.0,1.0,1
184,1541.39783124,0.0,1.0,1
185,1853.71274353,0.0,1.0,1
186,1671.00103309,0.0,1.0,1
187,1715.13246789,0.0,1.0,1
188,1650.61383096,0.0,1.0,1
189,13099.45528567,2.0,0.0,1
190,1613.15094017,0.0,1.0,1
191,1628.79946076,0.0,1.0,1
192,1675.54924506,0.0,1.0,1
193,1732.98339977,0.0,1.0,1
194,1767.44918954,0.0,1.0,1
195,1680.51265899,0.0,1.0,1
196,1653.62840977,0.0,1.0,1
197,1614.93422469,0.0,1.0,1
198,1544.09252216,0.0,1.0,1
199,1602.84091206,0.0,1.0,1
200,3334.11037445,2.0,0.0,2
201,3560.92153023,2.0,0.0,2
202,3396.47398541,2.0,0.0,2
203,5471.7857501,3.0,0.0,2
204,5416.70751147,3.0,0.0,2
205,3068.57309451,2.0,0.0,2
206,5853.12799624,2.0,0.0,2
207,4165.47266071,2.0,0.0,2
208,2991.35625462,3.0,0.0,2
209,2197.13019726,2.0,0.0,2
210,4416.10374745,3.0,0.0,2
211,5572.13145515,3.0,0.0,2
212,3670.64713079,3.0,0.0,2
213,3672.3180138,3.0,0.0,2
214,3228.25438036,2.0,0.0,2
215,2872.47140957,2.0,0.0,2
216,3643.66258709,2.0,0.0,2
217,3366.23137946,2.0,0.0,2
218,2838.26878575,2.0,0.0,2
219,3634.41399807,2.0,0.0,2
220,3045.17481556,2.0,0.0,2
221,2621.69057036,2.0,0.0,2
222,2916.29240612,2.0,0.0,2
223,3187.257526,3.0,0.0,2
224,3187.61196296,2.0,0.0,2
225,3213.77768404,2.0,0.0,2
226,3566.38149037,2.0,0.0,2
227,2989.56261038,2.0,0.0,2
228,4125.99530329,3.0,0.0,2
229,2728.17282462,2.0,0.0,2
230,2890.29047117,2.0,0.0,2
231,3845.84627496,3.0,0.0,2
232,2831.14756982,2.0,0.0,2
233,4427.26499755,3.0,0.0,2
234,2610.7448831,2.0,0.0,2
235,4419.57988061,4.0,0.0,2
236,3943.68101262,4.0,0.0,2
237,4753.66993252,3.0,0.0,2
238,3740.2003144,2.0,0.0,2
239,2630.60422766,2.0,0.0,2
240,5247.7614144,3.0,0.0,2
241,2607.93645494,2.0,0.0,2
242,4909.85684768,3.0,0.0,2
243,2574.88044094,2.0,0.0,2
244,3582.05845813,2.0,0.0,2
245,4170.92337429,3.0,0.0,2
246,2982.1280079,3.0,0.0,2
247,4289.40047012,2.0,0.0,2
248,2297.98398553,2.0,0.0,2
249,2762.74753002,2.0,0.0,2
250,2755.06283926,2.0,0.0,2
251,1942.05881701,2.0,0.0,2
252,3432.48067063,2.0,0.0,2
253,3410.53577225,2.0,0.0,2
254,2844.4443216,2.0,0.0,2
255,5011.06634172,2.0,0.0,2
256,4147.56779881,3.0,0.0,2
257,4657.63654828,3.0,0.0,2
258,3486.8929624,3.0,0.0,2
259,2416.30794098,2.0,0.0,2
260,3350.71320324,2.0,0.0,2
261,4001.24292475,3.0,0.0,2
262,2286.76942084,2.0,0.0,2
263,4088.05286275,3.0,0.0,2
264,3489.973118,3.0,0.0,2
265,3980.19347342,3.0,0.0,2
266,2935.39833397,2.0,0.0,2
267,3253.93295907,3.0,0.0,2
268,6730.24760501,3.0,0.0,2
269,3213.04532835,2.0,0.0,2
270,3403.98358806,3.0,0.0,2
271,2755.23717145,3.0,0.0,2
272,3239.71503843,2.0,0.0,2
273,2034.49456824,3.0,0.0,2
274,3767.82303955,3.0,0.0,2
275,2295.14781372,2.0,0.0,2
276,3775.71455581,3.0,0.0,2
277,3239.99124598,2.0,0.0,2
278,3276.90180443,3.0,0.0,2
279,3880.47779932,3.0,0.0,2
280,3061.81666364,2.0,0.0,2
281,4918.62804732,2.0,0.0,2
282,5119.36136764,3.0,0.0,2
283,4395.57414886,2.0,0.0,2
284,4474.20867859,3.0,0.0,2
285,3030.35971675,2.0,0.0,2
286,3223.86944887,3.0,0.0,2
287,3238.83728661,2.0,0.0,2
288,3055.20861638,3.0,0.0,2
289,3771.59764983,3.0,0.0,2
290,2842.99247777,2.0,0.0,2
291,3294.54294855,3.0,0.0,2
292,4354.33382617,2.0,0.0,2
293,2819.71004244,2.0,1.0,2
294,2668.63760983,2.0,0.0,2
295,4804.79816902,3.0,0.0,2
296,4152.13061797,3.0,0.0,2
297,3359.63555896,2.0,0.0,2
298,2385.08314296,2.0,0.0,2
299,3550.76802375,2.0,0.0,2
300,3745.48718433,3.0,0.0,2
301,2250.27669541,2.0,0.0,2
302,4624.49114961,3.0,0.0,2
303,3552.80583884,2.0,0.0,2
304,6954.97464162,3.0,0.0,2
305,2626.22160921,3.0,0.0,2
306,4134.95839619,3.0,0.0,2
307,4811.32429577,2.0,0.0,2
308,3198.09789126,2.0,0.0,2
309,4220.56376805,3.0,0.0,2
310,3389.70722989,3.0,0.0,2
311,3753.58989146,3.0,0.0,2
312,3052.1546463,2.0,0.0,2
313,4615.54173256,3.0,0.0,2
314,3242.31527981,3.0,0.0,2
315,3132.83358873,2.0,0.0,2
316,4734.15816748,3.0,0.0,2
317,2805.48196029,2.0,0.0,2
318,3449.62692305,3.0,0.0,2
319,3027.62644396,2.0,0.0,2
320,2900.26113608,2.0,0.0,2
321,2761.85954204,2.0,0.0,2
322,5269.59516656,3.0,0.0,2
323,3790.13595287,3.0,0.0,2
324,3541.00237404,3.0,0.0,2
325,4703.26915407,2.0,0.0,2
326,3491.2016949,2.0,0.0,2
327,4951.45640119,3.0,0.0,2
328,4056.32894293,2.0,0.0,2
329,3766.46983199,3.0,0.0,2
330,4092.14057881,2.0,0.0,2
331,2197.88216167,2.0,0.0,2
332,3198.81515082,2.0,0.0,2
333,3296.95490402,2.0,0.0,2
334,3126.28152991,2.0,0.0,2
335,2880.77025986,2.0,0.0,2
336,3636.16944442,3.0,0.0,2
337,4104.32020039,3.0,0.0,2
338,3432.42203503,2.0,0.0,2
339,5085.7627235,3.0,0.0,2
340,3196.2958112,2.0,0.0,2
341,2429.44892304,2.0,0.0,2
342,3655.55517679,2.0,0.0,2
343,3081.26670627,2.0,0.0,2
344,3001.15167846,2.0,0.0,2
345,2827.82429501,2.0,0.0,2
346,3355.98476171,3.0,0.0,2
347,3100.75554464,2.0,0.0,2
348,4380.49168804,2.0,0.0,2
349,3256.69301915,3.0,0.0,2
350,3345.68538308,2.0,0.0,2
351,2454.23553291,2.0,0.0,2
352,3050.00353178,2.0,0.0,2
353,4527.25694619,3.0,0.0,2
354,4718.59199932,3.0,0.0,2
355,2972.9969292,2.0,0.0,2
356,3381.2786131,2.0,0.0,2
357,3294.15124002,3.0,0.0,2
358,2914.5351922,2.0,0.0,2
359,3413.02931955,3.0,0.0,2
360,2890.50910769,2.0,0.0,2
361,5673.81668038,3.0,0.0,2
362,4163.44277277,3.0,0.0,2
363,2389.43574315,2.0,0.0,2
364,3793.7682558,2.0,0.0,2
365,6336.32965773,3.0,0.0,2
366,2397.64851349,2.0,0.0,2
367,3290.01705887,2.0,0.0,2
368,5779.45677507,3.0,0.0,2
369,3621.02675614,2.0,0.0,2
370,6309.70808601,2.0,0.0,2
371,6735.6870443,2.0,0.0,2
372,2821.7088516,2.0,0.0,2
373,5041.66830212,3.0,0.0,2
374,3739.70629159,2.0,0.0,2
375,2864.29018692,2.0,0.0,2
376,3654.52119005,3.0,0.0,2
377,3247.02074838,3.0,0.0,2
378,2378.94171041,2.0,0.0,2
379,2738.41596147,2.0,0.0,2
380,3383.75103869,2.0,0.0,2
381,3467.17007687,2.0,0.0,2
382,2779.17503715,2.0,0.0,2
383,2260.1935189,2.0,0.0,2
384,4014.58412482,3.0,0.0,2
385,2984.78231082,2.0,0.0,2
386,3822.73054212,3.0,0.0,2
387,3576.91285485,2.0,0.0,2
388,3090.64487824,3.0,0.0,2
389,3119.8172916,2.0,0.0,2
390,4676.59235518,2.0,0.0,2
391,3648.33538148,2.0,0.0,2
392,2644.12550091,2.0,0.0,2
393,2606.86495061,2.0,0.0,2
394,2511.18554847,2.0,0.0,2
395,2834.45602432,2.0,0.0,2
396,4255.36281077,3.0,0.0,2
397,3247.43804117,2.0,0.0,2
398,3810.38325258,2.0,0.0,2
399,4637.84050622,3.0,0.0,2
400,10383.51603486,2.0,0.0,3
401,10844.62300579,2.0,0.0,3
402,11864.41965647,2.0,0.0,3
403,9651.52975628,2.0,0.0,3
404,10791.49646182,2.0,0.0,3
405,9915.45606011,2.0,0.0,3
406,10945.46451175,2.0,0.0,3
407,8498.50095303,2.0,0.0,3
408,6474.9779155,2.0,0.0,3
409,13238.90170544,2.0,0.0,3
410,10494.54043008,2.0,0.0,3
411,6514.90724855,2.0,0.0,3
412,7201.99575131,2.0,0.0,3
413,9013.05197565,3.0,0.0,3
414,9843.09684511,2.0,0.0,3
415,13018.09082143,2.0,0.0,3
416,11262.43236502,3.0,0.0,3
417,10719.73332391,2.0,0.0,3
418,11225.11135502,2.0,0.0,3
419,11134.71572067,2.0,0.0,3
420,11045.37938947,2.0,0.0,3
421,12497.72280205,2.0,0.0,3
422,12718.16451996,3.0,0.0,3
423,7927.74289127,2.0,0.0,3
424,9520.67375104,2.0,0.0,3
425,9546.50510135,2.0,0.0,3
426,9561.24641563,3.0,0.0,3
427,8950.94707588,2.0,0.0,3
428,10906.43063975,2.0,0.0,3
429,10846.70049089,2.0,0.0,3
430,11076.60102182,2.0,0.0,3
431,12115.81579562,2.0,0.0,3
432,10878.26490041,2.0,0.0,3
433,10524.65185024,2.0,0.0,3
434,12274.34405651,2.0,0.0,3
435,10192.86876434,2.0,0.0,3
436,11158.09498925,2.0,0.0,3
437,10355.37655484,2.0,0.0,3
438,11507.50873039,2.0,0.0,3
439,10369.66355595,2.0,0.0,3
440,10287.06586051,2.0,0.0,3
441,10007.79328017,2.0,0.0,3
442,11295.04035158,2.0,0.0,3
443,10291.73573528,2.0,0.0,3
444,5908.13609404,3.0,0.0,3
445,10926.19965877,2.0,0.0,3
446,8596.95747912,2.0,0.0,3
447,11473.95685243,2.0,0.0,3
448,9638.13522584,2.0,0.0,3
449,10628.61597346,2.0,0.0,3
450,10142.29188734,2.0,0.0,3
451,6738.52857654,2.0,0.0,3
452,11077.5456872,2.0,0.0,3
453,10841.25485705,2.0,0.0,3
454,8726.45401501,2.0,0.0,3
455,13014.44300761,2.0,0.0,3
456,9578.79959016,2.0,0.0,3
457,9071.29640166,2.0,0.0,3
458,11909.1136868,2.0,0.0,3
459,10160.08821485,2.0,0.0,3
460,10576.93308761,2.0,0.0,3
461,10864.25364229,2.0,0.0,3
462,9900.6754659,3.0,0.0,3
463,4735.33278623,2.0,0.0,3
464,9308.35526687,2.0,0.0,3
465,8348.20441864,2.0,0.0,3
466,10395.69476057,2.0,0.0,3
467,5167.20129238,1.0,1.0,3
468,9203.61953611,2.0,0.0,3
469,8604.06558128,2.0,0.0,3
470,10439.85147866,2.0,0.0,3
471,10795.73653773,2.0,0.0,3
472,11587.0857938,2.0,0.0,3
473,12560.34517675,2.0,0.0,3
474,12793.89709458,2.0,0.0,3
475,7033.617718,2.0,0.0,3
476,13686.01870696,2.0,0.0,3
477,11660.19766344,2.0,0.0,3
478,11386.31053212,2.0,0.0,3
479,9629.45445804,2.0,0.0,3
480,11721.20016651,2.0,0.0,3
481,9958.56875432,2.0,0.0,3
482,11248.93600686,2.0,0.0,3
483,6720.47384247,2.0,0.0,3
484,9495.98135796,3.0,0.0,3
485,11201.39653849,3.0,0.0,3
486,10102.21885817,2.0,0.0,3
487,9772.3308844,2.0,0.0,3
488,12174.21356194,2.0,0.0,3
489,11312.41586538,2.0,0.0,3
490,11270.59677389,2.0,0.0,3
491,9487.46466095,2.0,0.0,3
492,8575.66149801,2.0,0.0,3
493,10099.49577569,2.0,0.0,3
494,11864.60492744,2.0,0.0,3
495,6955.24577816,3.0,0.0,3
496,9774.5042111,2.0,0.0,3
497,8661.64627506,3.0,0.0,3
498,9499.49056332,2.0,0.0,3
499,10154.27997359,2.0,0.0,3
500,10275.86294353,2.0,0.0,3
501,11920.93412677,2.0,0.0,3
502,9884.03325496,2.0,0.0,3
503,8826.38713119,2.0,0.0,3
504,10406.00213057,2.0,0.0,3
505,12815.77671948,2.0,0.0,3
506,10969.36183574,2.0,0.0,3
507,12109.13058773,2.0,0.0,3
508,7563.38315232,2.0,0.0,3
509,9965.91574295,2.0,0.0,3
510,12582.8078037,2.0,0.0,3
511,11184.70834278,2.0,0.0,3
512,8519.37828777,2.0,0.0,3
513,11221.6569331,2.0,0.0,3
514,11846.52111624,2.0,0.0,3
515,10251.05966211,2.0,0.0,3
516,7045.79082495,2.0,0.0,3
517,10303.50151967,2.0,0.0,3
518,5997.79466316,2.0,0.0,3
519,11790.59091145,2.0,0.0,3
520,8604.72617511,2.0,0.0,3
521,12375.0608582,2.0,0.0,3
522,5540.35815029,1.0,1.0,3
523,10490.34366831,2.0,0.0,3
524,10969.88458587,2.0,0.0,3
525,10014.86185839,2.0,0.0,3
526,11817.64014567,2.0,0.0,3
527,12202.52974894,2.0,0.0,3
528,11045.90834198,2.0,0.0,3
529,11654.64409783,2.0,0.0,3
530,11504.64746146,2.0,0.0,3
531,9236.34701673,2.0,0.0,3
532,7395.95616322,2.0,0.0,3
533,9803.58515475,2.0,0.0,3
534,11787.39727284,2.0,0.0,3
535,9837.07233495,2.0,0.0,3
536,10484.02125131,2.0,0.0,3
537,12370.72520003,2.0,0.0,3
538,6395.84790394,2.0,0.0,3
539,10087.46559779,3.0,0.0,3
540,11627.20122893,2.0,0.0,3
541,10609.47774693,2.0,0.0,3
542,9573.0691893,2.0,0.0,3
543,10614.39304826,3.0,0.0,3
544,12055.42032162,2.0,0.0,3
545,11500.40173772,2.0,0.0,3
546,8935.58405193,2.0,0.0,3
547,9667.24018949,2.0,0.0,3
548,11487.18257624,2.0,0.0,3
549,10866.63757555,2.0,0.0,3
550,12442.1427904,3.0,0.0,3
551,12487.67305285,2.0,0.0,3
552,12260.31386296,2.0,0.0,3
553,9377.22122106,2.0,0.0,3
554,10621.09754191,2.0,0.0,3
555,9018.82300635,2.0,0.0,3
556,9699.20634888,2.0,0.0,3
557,10132.94264009,2.0,0.0,3
558,14512.73868474,2.0,0.0,3
559,10506.45990458,2.0,0.0,3
560,11510.31494346,2.0,0.0,3
561,12998.8718472,2.0,0.0,3
562,10041.99666374,2.0,0.0,3
563,10516.40694005,2.0,0.0,3
564,11143.19625946,2.0,0.0,3
565,8874.52351134,2.0,0.0,3
566,9885.66800306,2.0,0.0,3
567,9360.56643148,2.0,0.0,3
568,12826.22557231,2.0,0.0,3
569,8925.45314633,2.0,0.0,3
570,11580.7505054,3.0,0.0,3
571,12182.09750429,2.0,0.0,3
572,11316.46608379,2.0,0.0,3
573,9084.26146575,2.0,0.0,3
574,12819.32766214,2.0,0.0,3
575,9503.11704631,2.0,0.0,3
576,11575.880161,2.0,0.0,3
577,11509.95509014,2.0,0.0,3
578,8658.34938783,2.0,0.0,3
579,11771.37727849,2.0,0.0,3
580,11420.75538351,2.0,0.0,3
581,11075.25996706,2.0,0.0,3
582,11288.75065106,2.0,0.0,3
583,9347.62362458,2.0,0.0,3
584,10842.55385503,3.0,0.0,3
585,10775.34359756,2.0,0.0,3
586,8632.91992634,3.0,0.0,3
587,11127.52288703,2.0,0.0,3
588,10695.6192988,2.0,0.0,3
589,9752.96041273,2.0,0.0,3
590,8592.08414686,2.0,0.0,3
591,8488.77597136,2.0,0.0,3
592,10846.81085732,2.0,0.0,3
593,9298.40584709,2.0,0.0,3
594,12424.14439066,2.0,0.0,3
595,11745.04137229,2.0,0.0,3
596,9398.35807365,3.0,0.0,3
597,4790.23374621,2.0,0.0,3
598,10611.24254896,2.0,0.0,3
599,10367.97502115,2.0,0.0,3
600,8077.6108133,3.0,0.0,4
601,12900.69522784,3.0,0.0,4
602,3801.70695583,2.0,0.0,4
603,11751.9446468,3.0,0.0,4
604,7245.33719219,3.0,0.0,4
605,15845.4204244,4.0,0.0,4
606,10852.68011351,4.0,0.0,4
607,9505.01589505,3.0,0.0,4
608,10691.51628673,4.0,0.0,4
609,11453.76968535,4.0,0.0,4
610,7053.13552514,4.0,0.0,4
611,12567.86955747,3.0,0.0,4
612,11054.80295487,3.0,0.0,4
613,9590.97449508,3.0,0.0,4
614,8263.71586073,3.0,0.0,4
615,9560.24593987,4.0,0.0,4
616,8527.39838449,2.0,0.0,4
617,12499.4174839,4.0,0.0,4
618,11248.09034878,3.0,0.0,4
619,8179.28588948,2.0,0.0,4
620,9926.68498876,3.0,0.0,4
621,10333.62081635,3.0,0.0,4
622,9466.05654668,3.0,0.0,4
623,6437.85793371,2.0,0.0,4
624,11249.85636477,4.0,0.0,4
625,13438.73143497,3.0,0.0,4
626,8692.21883039,3.0,0.0,4
627,8202.66822567,3.0,0.0,4
628,11367.29873417,3.0,0.0,4
629,8420.24727832,3.0,0.0,4
630,8755.62620081,3.0,0.0,4
631,9036.09197813,2.0,0.0,4
632,11076.0264965,2.0,0.0,4
633,9665.15932153,4.0,0.0,4
634,11319.72949579,3.0,0.0,4
635,9086.68506681,3.0,0.0,4
636,7955.09645503,3.0,0.0,4
637,9791.82907532,3.0,0.0,4
638,9534.49310992,4.0,0.0,4
639,11269.23977157,4.0,0.0,4
640,6033.5952792,3.0,0.0,4
641,5877.71690528,2.0,0.0,4
642,6333.39522651,4.0,0.0,4
643,6438.94189014,2.0,0.0,4
644,9901.10829177,3.0,0.0,4
645,13242.81512548,4.0,0.0,4
646,9301.73527373,4.0,0.0,4
647,7601.00931024,4.0,0.0,4
648,8434.74103208,3.0,0.0,4
649,7739.40695489,2.0,0.0,4
650,12199.94087135,3.0,0.0,4
651,12568.45198018,3.0,0.0,4
652,15242.06518384,3.0,0.0,4
653,6610.25112281,3.0,0.0,4
654,8527.50697573,3.0,0.0,4
655,7059.0392526,2.0,0.0,4
656,5676.85666709,3.0,0.0,4
657,13138.41713804,3.0,0.0,4
658,9524.78281074,3.0,0.0,4
659,7456.09033541,4.0,0.0,4
660,14634.75337433,3.0,0.0,4
661,6343.28229698,3.0,0.0,4
662,15203.10524535,3.0,0.0,4
663,9784.33231859,3.0,0.0,4
664,10306.11730907,3.0,0.0,4
665,7317.15570253,4.0,0.0,4
666,8540.31583885,3.0,0.0,4
667,10965.80685517,3.0,0.0,4
668,9698.37611408,4.0,0.0,4
669,8390.67616432,3.0,0.0,4
670,9678.07913142,4.0,0.0,4
671,11134.45548066,3.0,0.0,4
672,9528.44766345,3.0,0.0,4
673,9209.63708326,3.0,0.0,4
674,10281.39819964,3.0,0.0,4
675,9150.22411603,3.0,0.0,4
676,11453.37389317,4.0,0.0,4
677,9298.72756729,2.0,0.0,4
678,9222.73646886,3.0,0.0,4
679,7814.6743457,3.0,0.0,4
680,10159.92381786,4.0,0.0,4
681,5338.505378,3.0,0.0,4
682,13358.62187728,3.0,0.0,4
683,12182.30167703,4.0,0.0,4
684,12907.01105402,3.0,0.0,4
685,8610.95777217,4.0,0.0,4
686,11953.47810793,3.0,0.0,4
687,8822.05670673,2.0,0.0,4
688,8276.33940945,2.0,0.0,4
689,11437.4361311,3.0,0.0,4
690,11234.78105944,3.0,0.0,4
691,13418.2054558,3.0,0.0,4
692,9232.87364222,3.0,0.0,4
693,8677.42930966,4.0,0.0,4
694,7661.91110379,3.0,0.0,4
695,6285.72459904,2.0,0.0,4
696,10211.8243526,3.0,0.0,4
697,10757.71050125,3.0,0.0,4
698,10137.65591027,2.0,0.0,4
699,9240.95092509,3.0,0.0,4
700,10131.45146871,3.0,0.0,4
701,7032.55185336,2.0,0.0,4
702,6882.7863491,3.0,0.0,4
703,6124.55730439,2.0,0.0,4
704,10830.3120798,2.0,0.0,4
705,8697.08466225,2.0,0.0,4
706,10477.24133759,3.0,0.0,4
707,6626.83337278,2.0,0.0,4
708,9187.86671976,2.0,0.0,4
709,8150.84361484,3.0,0.0,4
710,10296.85211481,3.0,0.0,4
711,9118.29772043,3.0,0.0,4
712,5850.60558915,2.0,0.0,4
713,9992.60752584,4.0,0.0,4
714,8873.64522373,3.0,0.0,4
715,10726.28568968,3.0,0.0,4
716,10856.93209874,3.0,0.0,4
717,9139.95863149,2.0,0.0,4
718,7537.66165576,2.0,0.0,4
719,12664.49327165,3.0,0.0,4
720,9046.52124105,3.0,0.0,4
721,7692.52486099,3.0,0.0,4
722,11393.36727149,3.0,0.0,4
723,8846.74426293,3.0,0.0,4
724,10767.47203211,3.0,0.0,4
725,13448.24886701,3.0,0.0,4
726,12700.22835718,3.0,0.0,4
727,8118.65868032,2.0,0.0,4
728,7975.41742074,3.0,0.0,4
729,8623.00059489,2.0,0.0,4
730,10458.02847284,3.0,0.0,4
731,8109.94622689,2.0,0.0,4
732,7304.18294096,3.0,0.0,4
733,9906.51402823,3.0,0.0,4
