,product-type_cat,s_cat,steel_cat,phos_cat,corr_cat,lustre_cat,cbond_cat,oil_cat,m_cat,ferro_cat,p_cat,bw%2Fme_cat,jurofm_cat,len_num,shape_cat,blue%2Fbright%2Fvarn%2Fclean_cat,carbon_num,bc_cat,non-ageing_cat,width_num
72,C,,,,,,,Y,,,,,,762.0,SHEET,,0.0,,,610.0
73,C,,R,,,,,,,,,B,,0.0,COIL,,0.0,,,1300.0
74,C,,A,,,,,,,,,,,0.0,COIL,,4.0,,,1130.0
75,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,609.0
76,C,,,,,,,,,,,,,4880.0,SHEET,,0.0,,,609.9
77,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,1320.0
78,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1250.0
79,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
80,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,610.0
81,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
82,C,,V,,,,,,,,,,,1.0,SHEET,,0.0,,,610.0
83,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
84,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
85,C,,K,,,,,,,,,M,,0.0,COIL,,45.0,,,640.0
86,C,,R,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1320.0
87,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,610.0
88,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,1090.0
89,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
90,C,,A,,,,,,,,,,,0.0,COIL,,10.0,,,1320.0
91,C,,,,,,,Y,,,,,,762.0,SHEET,,0.0,,,610.0
92,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.1
93,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
94,C,,K,,,Y,,,,,,M,,0.0,COIL,,55.0,,,640.0
95,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,609.9
96,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
97,C,,A,,,,,,,Y,,,,761.0,SHEET,,0.0,,N,610.0
98,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,N,610.0
99,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
100,C,,R,,,,,,,,,B,,612.0,SHEET,,0.0,,,610.0
101,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
102,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
103,C,,A,,,,,,,,,B,,761.0,SHEET,,0.0,,,610.0
104,C,,R,,,,,,,,,,,0.0,COIL,,6.0,,,25.0
105,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
106,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,610.0
107,C,,A,P,,,,,,,,,,4880.0,SHEET,,0.0,,N,1220.0
108,C,,R,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1300.0
109,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,609.9
110,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
111,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,50.0
112,C,,A,,,,,,,,,,,761.0,SHEET,,0.0,,N,1220.0
113,C,,R,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,610.0
114,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1100.0
115,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,1090.0
116,C,,A,,,,,Y,,,,,,0.0,COIL,,0.0,,,610.0
117,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,520.0
118,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,20.0
119,C,,S,,,,,,,,,,,0.0,COIL,V,0.0,,,75.0
120,C,,R,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,610.0
121,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1300.0
122,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,1320.0
123,C,,A,,,,,,,,,,,0.0,COIL,,4.0,,,1130.0
124,C,,,,,Y,,,,,,,,0.0,COIL,,0.0,,,1320.0
125,C,,A,,,,,,,Y,,,,0.0,COIL,,0.0,,N,1220.0
126,C,,W,,,,,,,,,,,0.0,COIL,,0.0,,,1275.0
127,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,N,610.0
128,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
129,C,,R,,,,,,,,,B,,4170.0,SHEET,,0.0,,,610.0
130,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1220.0
131,C,,K,,,,,,,,,,,0.0,COIL,,45.0,,,610.0
132,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,1300.0
133,C,,V,,,,,,,,,,,0.0,COIL,,0.0,,,1525.0
134,C,,K,,,,,,,,,,,0.0,COIL,,55.0,,,900.0
135,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,1525.0
136,C,,A,,,,,,,,,M,,0.0,COIL,,0.0,,,610.0
137,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
138,C,,A,P,,,,,,,,,,0.0,COIL,,0.0,,N,610.0
139,C,,W,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
140,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,50.0
141,C,,A,,,,,N,,,,,,760.0,SHEET,,0.0,,,1320.0
142,C,,R,,,,Y,,,,,,,0.0,COIL,,0.0,,,58.0
143,C,,R,,,,,,,,,B,,0.0,COIL,,0.0,,,609.9
144,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
145,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1250.0
146,C,,R,,,,,,,,,,,881.0,SHEET,,0.0,,,830.0
147,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
148,C,,V,,,,,,,,,,,0.0,COIL,,0.0,,,1525.0
149,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,520.0
150,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,710.1
151,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
152,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
153,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
154,C,,A,,,,,,,,,B,,1000.0,SHEET,,0.0,,,1320.0
155,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
156,C,,A,,,,,N,,,,,,0.0,COIL,,0.0,,,1320.0
157,C,,A,,,Y,,,,,,M,,0.0,COIL,,0.0,,,1000.0
158,C,,A,,,,,,,Y,,B,,4880.0,SHEET,,0.0,,N,1220.0
159,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,75.0
160,C,,,P,,,,,,,,,,0.0,COIL,,0.0,,,1220.0
161,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,609.9
162,C,,R,,,Y,,,,,,,,0.0,COIL,,0.0,,,1320.0
163,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,609.9
164,C,,A,,,,,,,,,B,,0.0,SHEET,,0.0,,,609.9
165,C,,R,,,,,,,,,B,,1000.0,SHEET,,0.0,,,610.0
166,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,966.1
167,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,610.0
168,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,375.0
169,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,50.0
170,C,,K,,,,,,,,,,,0.0,COIL,,45.0,,,610.0
171,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
172,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,N,610.0
173,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1220.0
174,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,50.0
175,C,,A,,,,,,,,,,,4170.0,SHEET,,0.0,,,335.0
176,C,,A,,,,,N,,,,,,4880.0,SHEET,,0.0,,N,1250.0
177,C,,W,,,,,,,,,,,0.0,COIL,,0.0,,,1274.9
178,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
179,C,,V,,,,,,,,,,,1.0,SHEET,,0.0,,,1320.0
180,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
181,C,,A,,,,,,,Y,,,,0.0,COIL,,0.0,,N,50.0
182,C,,A,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,610.0
183,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1300.0
184,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
185,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,N,1320.0
186,C,,,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,610.0
187,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,1220.0
188,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,915.1
189,C,,A,,,,,,,,,M,,0.0,COIL,,0.0,,,1000.0
190,C,,K,,,,,,,,,M,,0.0,COIL,,65.0,,,640.0
191,C,,A,,,,,,,,,,,612.0,SHEET,,0.0,,N,335.0
192,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,520.0
193,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
194,C,,R,,,Y,,,,,,,,0.0,COIL,,0.0,,,1320.0
195,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,20.0
196,C,,A,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,610.0
197,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
198,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,520.0
199,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
200,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
201,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
202,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1250.0
203,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
204,C,,A,,,,,Y,,,,,,762.0,SHEET,,0.0,,,1320.0
205,C,,R,,,,,N,,,,,,762.0,SHEET,,0.0,,,610.0
206,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,966.1
207,C,,R,,,,,,,,,B,,4880.0,SHEET,,0.0,,,595.0
208,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1220.0
209,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,609.9
210,C,,S,,,,,,,,,M,,4880.0,SHEET,,70.0,,,1000.0
211,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,N,610.0
212,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,60.0
213,C,,K,,,,,,,,,,,0.0,COIL,,55.0,,,900.0
214,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
215,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
216,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
217,C,,K,,,Y,,,,,,M,,0.0,COIL,,55.0,,,900.0
218,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1300.0
219,C,,,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,1320.0
220,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
221,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
222,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,1090.0
223,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,520.0
224,C,,M,,,,,,,,,,,1220.0,SHEET,,0.0,,,610.0
225,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1300.0
226,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
227,C,,R,,,,,,,,,,,761.0,SHEET,,0.0,,,610.0
228,C,,A,,,,,N,,,,,,0.0,COIL,,0.0,,,610.0
229,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1220.0
230,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
231,C,,A,,,,,,,,,,,761.0,SHEET,,0.0,,,610.0
232,C,,A,,,,,,,,,,,400.0,SHEET,,0.0,,,610.0
233,C,,A,,,,,,,,,,,612.0,SHEET,,0.0,,,1320.0
234,C,,,,,,,,,,,,,612.0,SHEET,,0.0,,,609.9
235,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,1320.0
236,C,,K,,,,,,,,,M,,0.0,COIL,,65.0,,,640.0
237,C,,A,,,,Y,,,,,B,,762.0,SHEET,,0.0,,N,610.0
238,C,,A,,,,,,,Y,,,,0.0,COIL,,0.0,,N,249.9
239,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
240,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1300.0
241,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
242,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
243,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,1135.0
244,C,,V,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
245,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,610.0
246,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
247,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,966.0
248,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
249,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,75.0
250,C,,R,,,,Y,,,,,,,762.0,SHEET,,0.0,,,1320.0
251,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1250.0
252,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.0
253,C,,R,,,,,,,,,,,4880.0,SHEET,,6.0,,,610.0
254,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,20.0
255,C,,K,,,Y,,,,,,,,0.0,COIL,,45.0,,,900.0
256,C,,R,,,,,,,,,,,762.0,SHEET,,6.0,,,610.0
257,C,,,,,,,,,Y,,,,0.0,COIL,,0.0,,,250.0
258,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,50.0
259,C,,W,,,,,,,,,,,762.0,SHEET,,0.0,,,1274.9
260,C,,A,,,,Y,,,,,B,,270.0,SHEET,,0.0,,,255.1
261,C,,R,,,,,,,,,,,4170.0,SHEET,,0.0,,,1500.0
262,C,,R,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
263,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,20.0
264,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,1320.0
265,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
266,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1220.0
267,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1220.0
268,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,610.0
269,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,N,610.0
270,C,,R,,,,Y,,,,,,,0.0,COIL,,0.0,,,610.0
271,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,N,1220.0
272,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
273,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,150.0
274,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1220.0
275,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,250.0
276,C,,A,,,,,Y,,,,,,0.0,COIL,,0.0,,,1220.0
277,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
278,C,,S,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
279,C,,A,,,,Y,,,,,B,,4170.0,SHEET,,0.0,,N,610.0
280,C,,A,,,,,,,,,B,,761.0,SHEET,,0.0,,,1320.0
281,C,,R,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1320.0
282,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,150.0
283,C,,M,,,,,,,,,,,1220.0,SHEET,,0.0,,,1050.0
284,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,1300.0
285,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,375.0
286,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
287,C,,R,,,,,,,,,,,0.0,COIL,,6.0,,,1220.0
288,C,,S,,,,,,,,,,,0.0,COIL,,0.0,,,75.0
289,C,,R,,,,,,,,,,,762.0,SHEET,,6.0,,,1320.0
290,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
291,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
292,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,520.0
293,C,,,,,Y,,,,,,,,0.0,COIL,,0.0,,,50.0
294,C,,A,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,1320.0
295,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
296,C,,,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
297,C,,,,,,,,,Y,,,,3000.0,SHEET,,0.0,,,609.9
298,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
299,C,,R,,,Y,,,,,,,,4880.0,SHEET,,0.0,,,610.0
300,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
301,C,,R,,,,Y,,,,,,,762.0,SHEET,,0.0,,,610.0
302,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,609.9
303,C,,R,,,,,,,,,,,4170.0,SHEET,,0.0,,,1500.0
304,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,1300.0
305,C,,R,,,Y,,,,,,,,0.0,COIL,,0.0,,,50.0
306,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,N,610.0
307,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,374.9
308,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
309,C,,R,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
310,C,,K,,,,,,,,,,,0.0,COIL,,65.0,,,900.0
311,C,,R,,,,,,,,,B,,0.0,COIL,,0.0,,,1320.0
312,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,150.0
313,C,,K,,,Y,,,,,,M,,0.0,COIL,,55.0,,,900.0
314,C,,V,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
315,C,,A,,,,,,,,,,,0.0,COIL,,4.0,,,25.0
316,C,,R,,,,,,,,,B,,0.0,COIL,,0.0,,,610.0
317,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,610.0
318,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
319,C,,V,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
320,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
321,C,,R,,,,,N,,,,,,762.0,SHEET,,0.0,,,1320.0
322,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
323,C,,A,,,,,,,,,,,761.0,SHEET,,0.0,,N,610.0
324,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
325,C,,K,,,,,,,,,M,,0.0,COIL,,65.0,,,900.0
326,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,300.1
327,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,300.1
328,C,,R,,,,,,,,,M,,0.0,COIL,,0.0,,,610.0
329,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
330,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1220.0
331,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
332,C,,A,,,,,,,,,B,,300.0,SHEET,,0.0,,,1220.0
333,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1220.0
334,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,1300.0
335,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1220.0
336,C,,A,,,,,,,,,,,761.0,SHEET,,0.0,,N,1220.0
337,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,610.0
338,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
339,C,,R,,,,,,,,,,,0.0,COIL,,6.0,,,610.0
340,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
341,C,,S,,,,,,,,,,,0.0,COIL,,0.0,,,75.0
342,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,1320.0
343,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1250.0
344,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
345,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
346,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.1
347,C,,R,,,,,,,,,M,,0.0,COIL,,0.0,,,385.1
348,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,500.0
349,C,,,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
350,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,500.0
351,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,609.9
352,C,,R,,,,,,,,,,,4170.0,SHEET,,0.0,,,610.0
353,C,,,,,,,,,Y,,,,762.0,SHEET,,0.0,,,610.0
354,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1300.0
355,C,,R,,,Y,,,,,,,,0.0,COIL,,0.0,,,50.0
356,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,29.0
357,C,,,,,,,,,,,B,,762.0,SHEET,,0.0,,,595.0
358,C,,A,,,,Y,,,,,,,611.0,SHEET,,0.0,,,1200.0
359,C,,A,,,,,,,,,M,,0.0,COIL,,0.0,,,355.0
360,C,,A,,,,,,,,,M,,0.0,COIL,,0.0,,,610.0
361,C,,A,,,,,,,,,,,0.0,SHEET,,0.0,,,609.9
