,company1_num,company2_num,company3_num,company4_num,company5_num,company6_num,company7_num,company8_num,company9_num,company10_num
175,27.0,51.25,22.0,40.375,63.875,30.25,69.0,20.625,42.75,37.125
176,27.672,51.375,22.125,40.625,64.125,30.25,68.75,20.375,42.75,37.75
177,27.781,51.375,22.125,41.0,64.875,30.375,68.75,20.25,43.75,37.875
178,27.563,51.0,22.0,40.625,64.625,30.25,68.5,20.0,43.5,37.5
179,27.328,51.25,21.875,40.625,65.25,30.25,69.625,21.125,43.875,38.375
180,27.281,50.75,21.875,40.625,64.625,30.0,70.5,21.0,43.375,37.875
181,27.109,50.625,21.875,40.375,64.75,30.625,70.125,21.375,43.625,38.375
182,27.063,50.75,21.75,40.625,65.0,30.25,70.0,21.375,43.75,38.375
183,26.781,50.75,21.625,40.5,65.875,30.375,69.375,21.375,43.875,39.25
184,27.281,50.375,21.0,40.875,66.375,30.375,69.5,21.625,44.25,38.875
185,27.563,50.125,21.25,41.0,66.875,30.375,69.625,21.625,44.25,39.375
186,27.438,50.25,21.75,41.5,67.0,30.25,69.375,21.75,44.25,39.625
187,27.672,50.25,21.5,41.875,67.75,30.25,69.625,21.875,44.25,39.625
188,28.281,50.0,21.625,42.125,69.0,30.875,70.375,21.75,44.375,40.125
189,28.5,50.5,21.625,42.875,69.625,30.875,71.5,22.25,44.625,39.875
190,28.172,50.625,21.5,42.5,70.125,31.625,71.375,22.375,46.0,40.0
191,28.328,50.5,21.75,41.625,71.375,31.5,71.5,21.875,45.75,41.0
192,28.563,50.625,22.25,42.0,72.0,31.625,71.625,22.0,46.375,41.25
193,28.5,50.375,22.75,42.125,72.25,31.5,72.25,21.875,46.5,41.375
194,29.219,50.75,22.875,42.75,74.0,32.625,73.75,22.625,47.625,41.875
195,29.391,51.125,22.625,43.125,74.5,32.625,73.5,23.0,46.75,41.875
196,29.328,51.625,22.75,43.0,74.0,33.125,73.25,22.5,46.5,41.5
197,28.672,50.75,22.375,42.125,73.0,32.875,73.0,21.875,45.625,40.375
198,28.609,50.75,22.375,42.625,73.25,32.875,72.875,21.875,45.875,40.75
199,28.891,50.75,22.25,42.75,73.25,32.875,72.25,21.5,45.875,40.875
200,29.109,51.25,22.875,42.75,72.5,32.75,72.125,21.75,47.0,41.5
201,29.781,51.375,22.625,43.0,74.5,32.875,72.75,22.0,45.25,41.75
202,29.5,51.25,22.25,42.25,75.375,32.75,71.875,21.0,45.0,41.5
203,30.0,51.75,22.25,43.375,77.375,33.125,73.875,22.25,45.75,42.25
204,29.781,53.375,22.5,44.0,77.875,33.25,73.25,22.5,46.0,42.125
205,29.563,52.875,22.375,43.0,77.875,32.875,72.875,21.75,45.0,42.25
206,29.281,52.625,22.25,43.75,77.0,33.0,73.0,21.625,45.125,42.25
207,29.172,52.625,22.125,43.875,75.75,33.125,73.0,21.375,44.75,42.125
208,28.828,52.0,22.75,43.75,75.0,33.125,72.25,20.375,44.125,41.125
209,28.781,52.875,22.625,44.125,75.75,33.375,72.5,21.0,44.0,41.5
210,28.828,53.5,23.25,44.375,76.375,34.375,72.0,21.75,44.0,41.625
211,28.828,54.25,23.625,44.375,77.25,35.0,71.625,22.0,44.875,41.625
212,28.328,54.25,23.0,43.625,78.375,35.25,72.125,21.625,44.25,41.875
213,28.891,54.0,23.125,43.625,79.0,35.125,72.125,21.625,44.0,41.25
214,28.5,53.125,22.75,43.375,78.5,34.625,71.0,21.25,43.0,41.0
215,28.328,52.625,22.5,42.875,78.125,34.5,70.5,20.625,42.25,40.875
216,28.438,52.75,22.375,43.125,78.0,35.0,70.375,20.875,43.0,40.625
217,28.219,52.125,21.375,43.375,77.75,35.125,69.625,19.875,42.75,40.375
218,28.063,52.125,21.375,43.375,77.75,34.875,70.0,20.125,42.5,39.875
219,27.391,51.125,20.75,42.5,76.5,33.0,68.0,18.875,40.75,39.125
220,27.172,51.25,20.75,42.375,76.5,32.75,68.5,19.625,41.125,38.5
221,27.391,51.0,21.0,41.875,76.75,33.125,68.75,19.5,41.25,38.875
222,27.063,50.25,20.25,41.625,76.0,32.75,68.25,18.875,41.25,38.375
223,27.5,49.875,20.125,41.375,76.5,32.5,68.75,19.25,41.625,38.625
224,27.672,50.125,20.375,41.375,75.75,32.75,69.375,19.625,41.75,39.375
225,27.5,50.25,20.625,41.5,76.125,32.875,69.125,19.875,42.375,39.0
226,27.5,50.5,21.0,41.75,75.875,33.0,69.5,19.75,42.125,39.75
227,27.891,50.125,21.125,41.75,76.0,32.75,69.375,19.875,41.375,39.875
228,27.563,50.125,20.875,40.75,75.75,31.875,69.25,19.375,41.25,39.25
229,27.063,50.125,20.5,41.625,75.375,32.25,69.25,19.625,41.75,39.625
230,27.438,50.0,20.5,41.5,75.375,32.5,71.5,19.875,42.125,40.125
231,27.563,50.5,21.0,41.875,76.875,32.5,70.875,20.5,42.25,40.125
232,27.438,49.875,21.125,42.125,77.25,31.875,70.25,20.375,42.25,39.875
233,27.719,49.375,21.0,41.75,77.375,31.75,70.5,20.25,41.625,39.625
234,28.5,50.125,21.25,42.0,77.875,31.875,70.25,20.75,42.0,40.0
235,28.281,50.875,21.25,41.875,78.0,31.625,70.75,21.0,42.75,40.625
236,28.063,50.125,21.125,40.625,77.375,30.75,71.625,21.125,43.0,40.625
237,27.891,50.0,20.75,40.0,76.625,29.0,71.0,20.75,42.875,39.875
238,27.891,50.375,20.75,39.875,76.5,29.125,71.0,20.5,42.125,40.0
239,27.563,50.375,20.875,39.875,76.875,28.5,71.0,20.625,42.0,40.625
240,27.391,50.625,20.5,40.125,76.75,28.875,71.0,21.125,41.5,40.25
241,27.391,50.5,20.625,40.25,76.5,28.75,70.75,21.0,41.875,40.0
242,27.328,51.0,20.25,39.75,76.625,28.25,70.375,20.875,42.625,40.25
243,27.172,51.0,20.375,40.0,76.25,28.5,70.125,20.875,43.75,41.0
244,27.172,50.875,20.125,40.375,76.0,27.25,69.75,21.5,43.375,41.125
245,26.719,50.75,19.875,40.0,76.125,26.5,69.625,21.5,42.25,40.625
246,26.0,50.5,19.375,39.75,74.75,25.75,69.875,21.0,41.625,40.625
247,26.281,50.75,19.5,39.5,75.0,25.625,68.875,20.625,41.0,40.5
248,26.563,50.875,19.5,39.75,74.875,25.5,68.375,21.125,41.375,40.125
249,26.172,50.75,19.375,40.0,74.5,25.75,68.375,21.0,41.125,40.375
250,26.563,50.25,19.625,40.0,75.125,26.25,68.0,21.625,41.25,40.75
251,27.109,50.375,20.0,40.5,75.375,27.0,68.0,22.0,41.75,41.375
252,26.938,50.75,19.75,40.5,75.25,27.75,67.0,21.75,41.625,41.125
253,26.5,50.625,19.625,39.625,75.25,27.75,66.75,21.875,41.5,40.125
254,26.609,50.875,20.125,40.25,76.75,28.0,67.5,22.0,42.25,41.0
255,26.719,50.875,20.125,40.75,77.125,27.875,67.375,21.625,42.25,41.25
256,27.0,50.875,20.125,40.875,77.375,28.25,67.75,21.625,42.375,41.5
257,26.672,52.0,19.875,40.875,77.625,28.25,67.0,20.875,43.0,41.25
258,26.5,51.625,20.125,40.5,78.0,28.125,66.375,21.125,42.0,41.125
259,26.719,51.375,20.0,40.5,78.875,28.375,66.375,21.375,42.5,41.25
260,27.328,50.25,19.75,40.75,79.5,28.125,67.125,21.75,42.25,41.5
261,27.172,50.875,19.75,40.625,79.375,27.125,67.5,21.875,42.5,41.75
262,27.172,51.375,19.875,40.375,80.0,26.625,67.125,21.625,41.75,41.375
263,26.891,51.125,19.875,40.0,79.75,26.5,67.0,22.0,42.375,41.25
264,27.281,51.25,20.0,40.0,81.0,26.375,67.25,21.875,42.5,42.0
265,27.219,51.25,20.0,40.375,82.5,26.25,66.875,21.75,42.75,42.75
266,26.609,50.875,20.125,40.25,82.25,26.5,67.125,21.625,42.5,43.875
267,26.0,50.25,19.875,40.125,82.375,26.125,66.875,21.25,42.875,43.625
268,26.438,50.25,20.125,40.625,83.5,26.75,67.5,21.75,43.625,43.875
269,27.172,50.125,20.0,41.125,84.0,26.25,68.75,21.5,44.0,44.125
270,28.0,49.875,19.875,42.25,84.625,26.125,70.25,21.625,44.0,44.125
271,28.109,50.875,20.0,42.625,86.0,26.5,70.5,21.625,44.125,44.875
272,27.938,51.25,20.125,42.5,85.625,26.75,70.5,21.625,44.375,45.25
273,28.172,51.25,20.25,42.25,86.375,26.625,71.5,22.0,44.5,44.125
274,28.391,50.0,20.375,42.25,86.875,27.0,71.75,22.125,44.375,44.125
275,28.219,51.0,20.5,42.0,86.75,27.375,71.0,22.125,44.375,44.25
276,28.281,50.875,20.125,41.75,87.0,27.75,71.25,22.0,44.625,44.75
277,28.109,51.0,19.875,42.125,88.125,27.875,71.125,22.5,45.125,45.0
278,28.281,51.5,20.125,43.625,89.0,28.0,71.25,22.875,45.875,44.25
279,28.063,51.5,20.25,44.375,91.25,27.75,71.125,22.25,44.75,45.25
280,27.891,50.75,20.0,44.125,90.0,27.5,70.75,21.75,45.5,45.625
281,27.781,50.125,20.0,43.25,88.875,27.0,69.875,22.0,45.0,44.75
282,27.5,50.375,20.125,43.375,88.75,27.375,68.75,22.0,45.25,43.5
283,27.781,49.875,20.0,43.875,89.0,27.375,68.25,21.75,45.125,43.875
284,27.719,49.75,20.0,43.875,89.125,26.875,68.375,22.0,45.0,44.25
285,27.609,50.5,20.125,43.75,89.625,27.375,68.5,22.0,44.875,44.375
286,27.938,50.625,20.0,44.125,90.25,28.125,68.375,22.25,45.625,44.5
287,28.281,50.875,20.0,43.75,89.75,27.625,68.0,22.375,45.375,44.625
288,27.781,50.625,20.0,43.0,88.375,27.5,67.75,21.625,45.125,44.25
289,27.781,50.625,20.0,43.0,88.625,27.75,67.375,21.375,45.25,44.125
290,27.172,50.25,20.0,42.0,86.75,27.5,66.625,21.0,44.875,43.375
291,27.109,50.75,20.125,42.375,86.375,27.75,66.5,21.125,44.375,42.75
292,27.5,50.75,20.25,43.125,87.375,28.0,67.25,21.5,44.75,43.75
293,27.563,50.375,20.5,42.625,87.375,28.0,66.25,21.25,44.5,43.5
294,28.219,50.875,20.625,43.375,88.5,28.375,66.75,22.0,44.75,43.875
295,28.938,50.75,20.75,44.25,88.75,28.5,68.0,22.125,45.0,43.75
296,29.063,50.75,21.625,43.875,90.0,29.25,69.375,22.875,45.375,44.5
297,29.063,50.875,21.375,43.875,89.75,29.125,68.625,22.25,45.25,44.875
298,28.891,53.25,21.5,44.125,89.5,29.625,68.25,22.0,45.125,45.375
299,28.938,52.875,21.625,44.625,89.75,29.375,68.0,21.875,44.75,44.875
300,29.563,52.75,21.5,44.875,90.0,29.0,67.875,21.625,44.625,44.375
301,29.719,53.0,21.75,45.75,90.75,29.0,68.0,22.125,45.125,45.0
302,29.781,53.0,21.625,45.5,91.25,28.5,68.0,21.875,44.875,44.875
303,30.281,53.5,21.75,45.875,92.25,28.0,68.625,22.0,44.875,45.0
304,30.781,54.0,22.125,45.875,92.625,28.125,69.0,22.5,45.25,45.25
305,30.109,53.375,21.5,44.875,89.375,27.5,67.5,22.25,44.125,44.5
306,29.391,53.125,21.5,45.0,89.5,27.125,66.75,21.5,44.0,43.75
307,29.328,53.375,21.625,45.125,90.375,27.25,66.125,21.5,43.75,43.625
308,29.109,53.75,21.875,45.375,90.75,27.5,66.125,21.5,43.5,43.5
309,28.891,53.5,22.0,45.125,90.875,27.0,66.0,21.125,42.75,43.0
310,28.828,53.625,21.875,45.0,90.375,26.75,66.375,21.0,43.375,43.5
311,29.781,54.0,21.75,45.375,90.25,26.75,66.875,21.0,43.75,44.25
312,29.938,53.625,22.0,45.0,91.125,27.125,67.0,20.875,44.0,44.5
313,30.219,53.75,22.375,45.625,92.5,27.0,67.375,22.0,44.125,45.0
314,30.328,54.25,22.0,45.5,91.875,27.5,68.625,22.25,44.5,45.5
315,30.063,54.25,21.875,45.25,91.625,27.625,69.0,22.0,45.125,46.5
316,30.5,53.875,21.375,44.625,91.875,27.25,69.0,22.0,45.125,46.5
317,30.891,53.5,21.25,45.0,91.625,27.625,67.875,21.75,44.875,46.625
318,30.781,53.25,20.875,45.0,91.75,27.5,67.75,21.375,44.75,46.375
319,30.719,53.75,21.125,45.0,91.125,28.0,67.875,21.875,44.5,46.5
320,30.781,54.0,20.75,45.125,91.25,28.125,67.875,21.625,44.125,46.375
321,31.063,54.5,21.0,45.125,91.375,28.5,67.75,21.5,44.375,46.75
322,31.172,55.0,21.375,45.125,92.5,27.75,67.625,21.875,44.75,46.5
323,30.938,54.375,21.0,44.75,92.5,27.375,67.0,21.5,44.375,45.75
324,31.781,55.0,21.375,45.625,92.0,27.75,67.625,22.0,45.25,46.375
325,31.891,55.125,21.25,45.75,93.0,27.5,67.375,21.875,45.0,46.125
326,32.5,56.0,21.25,46.375,94.125,27.625,68.0,22.0,44.875,47.375
327,32.563,56.375,20.875,46.375,93.875,26.875,68.625,22.0,45.0,47.625
328,32.328,56.5,21.0,46.125,93.75,27.125,68.875,22.125,44.875,48.375
329,32.438,56.875,21.25,45.5,88.125,27.375,68.625,22.5,45.125,48.625
