,m_cat,strength_num,bc_cat,class_cat,product-type_cat,jurofm_cat,enamelability_cat,len_num,bw%2Fme_cat,s_cat,bore_cat,ferro_cat,marvi_cat,surface-quality_cat,bt_cat,family_cat,lustre_cat,oil_cat,exptl_cat,shape_cat
42,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
43,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
44,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
45,,0.0,,3,C,,,301.0,,,0,,,F,,,,,,SHEET
46,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
47,,0.0,,3,C,,,4880.0,,,0,,,D,,,,,,SHEET
48,,310.0,,3,C,,,0.0,B,,500,,,G,,,,,,COIL
49,,0.0,,3,C,,,4880.0,,,0,,,G,,,,N,,SHEET
50,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
51,,0.0,,3,C,,,761.0,,,0,,,G,,,,,,SHEET
52,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
53,,0.0,,3,C,,,4880.0,,,0,,,D,,,,,,SHEET
54,,0.0,,3,C,,,0.0,,,0,,,E,Y,,,,,COIL
55,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
56,,0.0,,3,C,,,762.0,,,0,,,G,,,,Y,,SHEET
57,,500.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
58,,0.0,,3,C,,,762.0,,,0,,,G,Y,,,,,SHEET
59,,0.0,,3,C,,,762.0,,,0,,,E,,ZS,,,,SHEET
60,,0.0,,3,C,,,4880.0,,,0,,,E,,ZS,,,,SHEET
61,,0.0,,3,C,,,762.0,B,,0,,,F,,,,,,SHEET
62,,0.0,,3,C,,,0.0,,,0,,,D,,,,,,COIL
63,,0.0,,U,C,,,762.0,,,0,,,E,Y,ZS,,,,SHEET
64,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
65,,0.0,,3,C,,,610.0,B,,0,,,G,,,,Y,,SHEET
66,,0.0,,5,C,,,611.0,,,0,,,,,TN,,,,SHEET
67,,0.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
68,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
69,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
70,,0.0,,3,C,,,0.0,,,600,,,G,,,,,,COIL
71,,0.0,,3,C,,,0.0,M,,600,,,E,Y,,,,,COIL
72,,0.0,,3,C,,,762.0,,,0,,,G,,,,Y,,SHEET
73,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
74,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
75,,0.0,,3,C,,,612.0,,,0,,,E,,,,,,SHEET
76,,500.0,,2,C,,,4880.0,,,0,,,,,,,,,SHEET
77,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
78,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
79,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
80,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
81,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
82,,0.0,,2,C,,2,1.0,,,0,,,,,,,,,SHEET
83,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
84,,0.0,,3,C,,,4880.0,,,0,,,E,,ZS,,,,SHEET
85,,0.0,,3,C,,,0.0,M,,600,,,,Y,,,,,COIL
86,,0.0,,2,C,,,4880.0,B,,0,,,,,,,,,SHEET
87,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
88,,600.0,,2,C,,,0.0,,,0,,,G,Y,,,,,COIL
89,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
90,,0.0,,U,C,,,0.0,,,0,,,E,,,,,,COIL
91,,0.0,,3,C,,,762.0,,,0,,,G,,,,Y,,SHEET
92,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
93,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
94,,0.0,,3,C,,,0.0,M,,0,,,,Y,,Y,,,COIL
95,,0.0,,3,C,,,4880.0,,,0,,,D,,,,,,SHEET
96,,0.0,,2,C,,,762.0,B,,0,,,,,,,,,SHEET
97,,0.0,,5,C,,,761.0,,,0,Y,,,,TN,,,,SHEET
98,,0.0,,5,C,,,0.0,B,,0,,,,,TN,,,,COIL
99,,0.0,,2,C,,,4880.0,,,0,,,,,,,,,SHEET
100,,0.0,,2,C,,,612.0,B,,0,,,,,,,,,SHEET
101,,500.0,,3,C,,,4880.0,,,0,,,,,,,,,SHEET
102,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
103,,0.0,,3,C,,,761.0,B,,0,,,F,,,,,,SHEET
104,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
105,,0.0,,3,C,,,762.0,,,0,,,D,,,,,,SHEET
106,,0.0,,3,C,,,0.0,B,,0,,,D,,,,,,COIL
107,,0.0,,5,C,,,4880.0,,,0,,,,,TN,,,,SHEET
108,,0.0,,3,C,,,4880.0,B,,0,,,E,,,,,,SHEET
109,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
110,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
111,,0.0,,3,C,,,0.0,B,,0,,,G,,,,,,COIL
112,,0.0,,5,C,,,761.0,,,0,,,,,TN,,,,SHEET
113,,0.0,,3,C,,,4880.0,,,0,,,E,,,,Y,,SHEET
114,,500.0,,3,C,,,762.0,,,0,,,,,,,,,SHEET
115,,600.0,,2,C,,,0.0,,,0,,,G,,,,,,COIL
116,,0.0,,U,C,,,0.0,,,0,,,G,,,,Y,,COIL
117,,0.0,,3,C,,,4880.0,,,0,,,D,,,,,,SHEET
118,,0.0,,3,C,,,0.0,,,0,,,G,,ZS,,,,COIL
119,,400.0,,1,C,,,0.0,,,0,,,,,,,,,COIL
120,,0.0,,3,C,,,4880.0,,,0,,,E,,,,Y,,SHEET
121,,0.0,,3,C,,,4880.0,,,0,,,G,Y,,,,,SHEET
122,,0.0,,3,C,,,0.0,B,,0,,,D,,,,,,COIL
123,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
124,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
125,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
126,,310.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
127,,0.0,,5,C,,,4880.0,,,0,,,,,TN,,,,SHEET
128,,0.0,,2,C,,,0.0,,,0,,,,,,,,,COIL
129,,0.0,,2,C,,,4170.0,B,,0,,,,,,,,,SHEET
130,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
131,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
132,,0.0,,2,C,,,762.0,B,,0,,,,,,,,,SHEET
133,,0.0,,2,C,,2,0.0,,,0,,,,,,,,,COIL
134,,0.0,,3,C,,,0.0,,,0,,,,Y,,,,,COIL
135,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
136,,0.0,,3,C,,,0.0,M,,600,,,E,,,,,,COIL
137,,0.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
138,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
139,,310.0,,3,C,,,4880.0,,,0,,,G,,,,,,SHEET
140,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
141,,0.0,,3,C,,,760.0,,,0,,,D,,,,N,,SHEET
142,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
143,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
144,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
145,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
146,,0.0,,2,C,,,881.0,,,0,,,,,,,,,SHEET
147,,350.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
148,,0.0,,2,C,,2,0.0,,,0,,,,,,,,,COIL
149,,0.0,,3,C,,,762.0,B,,0,,,F,,,,,,SHEET
150,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
151,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
152,,500.0,,3,C,,,0.0,,,0,,,,Y,,,,,COIL
153,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
154,,0.0,,3,C,,,1000.0,B,,0,,,E,,,,,,SHEET
155,,0.0,,3,C,,,4880.0,B,,0,,,G,,,,,,SHEET
156,,0.0,,3,C,,,0.0,,,0,,,D,,,,N,,COIL
157,,0.0,,U,C,,,0.0,M,,600,,,G,,,Y,,,COIL
158,,0.0,,5,C,,,4880.0,B,,0,Y,,,,TN,,,,SHEET
159,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
160,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
161,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
162,,0.0,,3,C,,,0.0,,,0,,,E,,,Y,,,COIL
163,,0.0,,3,C,,,0.0,B,,0,,,G,,,,,,COIL
164,,0.0,,3,C,,,0.0,B,,0,,,F,,,,,,SHEET
165,,0.0,,3,C,,,1000.0,B,,0,,,E,,,,,,SHEET
166,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
167,,0.0,,3,C,,,0.0,,,0,,,E,Y,,,,,COIL
168,,0.0,,3,C,,,612.0,,,0,,,E,,,,,,SHEET
169,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
170,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
171,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
172,,0.0,,5,C,,,4880.0,,,0,,,,,TN,,,,SHEET
173,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
174,,0.0,,2,C,,,0.0,,,0,,,,,,,,,COIL
175,,0.0,,3,C,,,4170.0,,,0,,,G,,,,,,SHEET
176,,0.0,,3,C,,,4880.0,,,0,,,E,,ZS,,N,,SHEET
177,,310.0,,3,C,,,0.0,,,600,,,G,,,,,,COIL
178,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
179,,0.0,,2,C,,2,1.0,,,0,,,,,,,,,SHEET
180,,0.0,,U,C,,,0.0,,,0,,,G,,,,,,COIL
181,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
182,,0.0,,3,C,,,4880.0,,,0,,,E,,,,Y,,SHEET
183,,0.0,,3,C,,,4880.0,B,,0,,,E,,,,,,SHEET
184,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
185,,0.0,,3,C,,,0.0,,,0,,,E,,,Y,,,COIL
186,,0.0,,3,C,,,4880.0,,,0,,,G,,,,Y,,SHEET
187,,0.0,,3,C,,,762.0,B,,0,,,F,,,,,,SHEET
188,,300.0,,1,C,,,0.0,,,0,,,,,ZS,,,Y,COIL
189,,0.0,,U,C,,,0.0,M,,600,,,G,,,,,,COIL
190,,0.0,,3,C,,,0.0,M,,0,,,,Y,,,,,COIL
191,,0.0,,5,C,,,612.0,,,0,,,,,TN,,,,SHEET
192,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
193,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
194,,0.0,,3,C,,,0.0,,,0,,,E,,,Y,,,COIL
195,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
196,,0.0,,3,C,,,4880.0,,,0,,,E,,,,Y,,SHEET
197,,0.0,,3,C,,,4880.0,B,,0,,,F,,,,,,SHEET
198,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
199,,0.0,,3,C,,,762.0,B,,0,,,D,,,,,,SHEET
200,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
201,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
202,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
203,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
204,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
205,,0.0,,3,C,,,762.0,,,0,,,E,,,,N,,SHEET
206,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
207,,0.0,,3,C,,,4880.0,B,,0,,,E,,,,,,SHEET
208,,0.0,,3,C,,,4880.0,B,,0,,,F,,,,,,SHEET
209,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
210,,0.0,,3,C,,,4880.0,M,,0,,,,,,,,,SHEET
211,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
212,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
213,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
214,,0.0,,3,C,,,0.0,,,0,,,D,,,,,,COIL
215,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
216,,0.0,,3,C,,,762.0,,,0,,,D,,,,,,SHEET
217,,0.0,,3,C,,,0.0,M,,500,,,,,,Y,,,COIL
218,,0.0,,2,C,,,762.0,,,0,,,,Y,,,,,SHEET
219,,0.0,,3,C,,,4880.0,,,0,,,G,,,,Y,,SHEET
220,,0.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
221,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
222,,600.0,,2,C,,,0.0,,,0,,,G,Y,,,,,COIL
223,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
224,,600.0,,2,C,,,1220.0,,,0,,,G,Y,,,,,SHEET
225,,0.0,,3,C,,,762.0,,,0,,,E,Y,,,,,SHEET
226,,350.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
227,,0.0,,2,C,,,761.0,,,0,,,,,,,,,SHEET
228,,0.0,,3,C,,,0.0,,,0,,,E,,,,N,,COIL
229,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
230,,0.0,,3,C,,,0.0,,,0,,,E,Y,,,,,COIL
231,,0.0,,3,C,,,761.0,,,0,,,D,,,,,,SHEET
232,,0.0,,3,C,,,400.0,,,0,,,F,,,,,,SHEET
233,,0.0,,3,C,,,612.0,,,0,,,D,,,,,,SHEET
234,,0.0,,5,C,,,612.0,,,0,,,,,TN,,,,SHEET
235,,0.0,,3,C,,,0.0,B,,0,,,D,,,,,,COIL
236,,0.0,,3,C,,,0.0,M,,500,,,,,,,,,COIL
237,,0.0,,3,C,,,762.0,B,,0,,,F,,,,,,SHEET
238,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
239,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
240,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
241,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
242,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
243,,0.0,,3,C,,,0.0,,,600,,,G,,,,,,COIL
244,,0.0,,3,C,,1,0.0,,,0,,,,,,,,,COIL
245,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
246,,0.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
247,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
248,,0.0,,3,C,,,762.0,B,,0,,,G,,,,,,SHEET
249,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
250,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
251,,0.0,,3,C,,,762.0,,,0,,,E,,ZS,,,,SHEET
252,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
253,,0.0,,3,C,,,4880.0,,,0,,,,,,,,,SHEET
254,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
255,,0.0,,3,C,,,0.0,,,0,,,,,,Y,,,COIL
256,,0.0,,3,C,,,762.0,,,0,,,,,,,,,SHEET
257,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
258,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
259,,310.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
260,,0.0,,3,C,,,270.0,B,,0,,,G,,,,,,SHEET
261,,0.0,,2,C,,,4170.0,,,0,,,,,,,,,SHEET
262,,0.0,,2,C,,,4880.0,B,,0,,,,,,,,,SHEET
263,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
264,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
265,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
266,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
267,,0.0,,U,C,,,762.0,,,0,,,G,,,,,,SHEET
268,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
269,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
270,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
271,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
272,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
273,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
274,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
275,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
276,,0.0,,U,C,,,0.0,,,0,,,G,,,,Y,,COIL
277,,0.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
278,,400.0,,1,C,,,0.0,,,0,,,,,,,,,COIL
279,,0.0,,3,C,,,4170.0,B,,0,,,F,,,,,,SHEET
280,,0.0,,3,C,,,761.0,B,,0,,,F,,,,,,SHEET
281,,0.0,,2,C,,,4880.0,B,,0,,,,,,,,,SHEET
282,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
283,,600.0,,2,C,,,1220.0,,,0,,,G,,,,,,SHEET
284,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
285,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
286,,0.0,,3,C,,,762.0,B,,0,,,G,,,,,,SHEET
287,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
288,,400.0,,1,C,,,0.0,,,0,,,,,,,,,COIL
289,,0.0,,3,C,,,762.0,,,0,,,,,,,,,SHEET
290,,0.0,,3,C,,,0.0,,,600,,,G,,,,,,COIL
291,,0.0,,2,C,,,4880.0,,,0,,,,,,,,,SHEET
292,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
293,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
294,,0.0,,3,C,,,4880.0,,,0,,,E,,,,Y,,SHEET
295,,0.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
296,,500.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
297,,0.0,,5,C,,,3000.0,,,0,Y,,,,TN,,,,SHEET
298,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
299,,0.0,,3,C,,,4880.0,,,0,,,E,,,Y,,,SHEET
300,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
301,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
302,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
303,,0.0,,2,C,,,4170.0,,,0,,,,,,,,,SHEET
304,,0.0,,3,C,,,762.0,B,,0,,,D,,,,,,SHEET
305,,0.0,,3,C,,,0.0,,,0,,,E,,,Y,,,COIL
306,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
307,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
308,,500.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
309,,0.0,,2,C,,,4880.0,B,,0,,,,,,,,,SHEET
310,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
311,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
312,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
313,,0.0,,3,C,,,0.0,M,,0,,,,Y,,Y,,,COIL
314,,0.0,,3,C,,1,4880.0,,,0,,,,,,,,,SHEET
315,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
316,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
317,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
318,,0.0,,2,C,,,4880.0,,,0,,,,,,,,,SHEET
319,,0.0,,3,C,,1,762.0,,,0,,,,,,,,,SHEET
320,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
321,,0.0,,3,C,,,762.0,,,0,,,E,,,,N,,SHEET
322,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
323,,0.0,,5,C,,,761.0,,,0,,,,,TN,,,,SHEET
324,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
325,,0.0,,3,C,,,0.0,M,,600,,,,Y,,,,,COIL
326,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
327,,0.0,,3,C,,,4880.0,B,,0,,,F,,,,,,SHEET
328,,0.0,,3,C,,,0.0,M,,600,,,E,,,,,,COIL
329,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
330,,0.0,,U,C,,,762.0,,,0,,,E,Y,ZS,,,,SHEET
331,,350.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
332,,0.0,,3,C,,,300.0,B,,0,,,D,,,,,,SHEET
333,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
334,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
335,,0.0,,U,C,,,4880.0,,,0,,,G,,,,,,SHEET
336,,0.0,,5,C,,,761.0,,,0,,,,,TN,,,,SHEET
337,,0.0,,3,C,,,0.0,B,,0,,,G,,,,,,COIL
338,,0.0,,3,C,,,762.0,B,,0,,,D,,,,,,SHEET
339,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
340,,0.0,,3,C,,,4880.0,B,,0,,,G,,,,,,SHEET
341,,400.0,,1,C,,,0.0,,,0,,,,,,,,,COIL
342,,0.0,,3,C,,,0.0,,,0,,,E,Y,,,,,COIL
343,,0.0,,3,C,,,4880.0,,,0,,,E,,ZS,,,,SHEET
344,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
345,,0.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
346,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
347,,0.0,,3,C,,,0.0,M,,0,,,E,,,,,,COIL
348,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
349,,0.0,,3,C,,,4880.0,,,0,,,G,,,,,,SHEET
350,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
351,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
352,,0.0,,2,C,,,4170.0,,,0,,,,,,,,,SHEET
353,,0.0,,5,C,,,762.0,,,0,Y,,,,TN,,,,SHEET
354,,0.0,,3,C,,,4880.0,B,,0,,,D,,,,,,SHEET
355,,0.0,,3,C,,,0.0,,,0,,,E,,,Y,,,COIL
356,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
357,,0.0,,3,C,,,762.0,B,,0,,,G,,,,,,SHEET
358,,0.0,,U,C,,,611.0,,,0,,,E,Y,ZS,,,,SHEET
359,,0.0,,3,C,,,0.0,M,,0,,,G,,,,,,COIL
360,,0.0,,U,C,,,0.0,M,,500,,,G,,,,,,COIL
361,,0.0,,3,C,,,0.0,,,0,,,F,,,,,,SHEET
362,,0.0,,3,C,,,0.0,M,,0,,,,,,,,,COIL
363,,0.0,,3,C,,,0.0,M,,600,,,E,Y,,,,,COIL
364,,300.0,,1,C,,,0.0,,,0,,,,,ZS,,,Y,COIL
365,,0.0,,3,C,,,0.0,,,0,,,E,Y,,,,,COIL
366,,0.0,,U,C,,,0.0,M,,600,,,G,,,Y,,,COIL
367,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
368,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
369,,0.0,,5,C,,,762.0,,,0,Y,,,,TN,,,,SHEET
370,,0.0,,3,C,,,0.0,,,0,,,E,,,Y,,,COIL
371,,0.0,,U,C,,,0.0,,,0,,,E,Y,ZS,,,,SHEET
372,,0.0,,3,C,,,0.0,M,,500,,,,Y,,,,,COIL
373,,0.0,,5,C,,,612.0,,,0,Y,,,,TN,,,,SHEET
374,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
