,residual_num,raw_num
229,0.0,2.0
230,0.0,2.0
231,0.02,2.02
232,-0.62,1.38
233,0.0,2.0
234,-0.04,1.96
235,-0.02,1.98
236,0.0,2.0
237,0.02,2.02
238,0.02,2.02
239,0.0,2.0
240,-0.04,1.96
241,-0.08,1.92
242,-0.08,1.92
243,-0.08,1.92
244,-0.04,1.96
245,-0.001,2.0
246,-0.001,2.0
247,-0.001,2.0
248,0.019,2.02
249,0.019,2.02
250,0.018,2.02
251,0.018,2.02
252,-0.002,2.0
253,-0.002,2.0
254,-0.042,1.96
255,-0.023,1.98
256,-0.003,2.0
257,-0.043,1.96
258,0.017,2.02
259,-0.003,2.0
260,0.016,2.02
261,0.016,2.02
262,0.036,2.04
263,0.016,2.02
264,-0.004,2.0
265,0.035,2.04
266,0.075,2.08
267,0.055,2.06
268,0.035,2.04
269,0.015,2.02
270,-0.006,2.0
271,-0.006,2.0
272,0.014,2.02
273,0.034,2.04
274,0.034,2.04
275,0.013,2.02
276,-0.007,2.0
277,-0.227,1.78
278,-0.167,1.84
279,-0.127,1.88
280,-0.008,2.0
281,0.032,2.04
282,0.012,2.02
283,-0.008,2.0
284,-0.328,1.68
285,0.011,2.02
286,0.031,2.04
287,0.031,2.04
288,0.031,2.04
289,0.071,2.08
290,-0.01,2.0
291,0.03,2.04
292,-0.01,2.0
293,-0.29,1.72
294,-0.131,1.88
295,-0.011,2.0
296,0.028,2.04
297,0.008,2.02
298,-0.012,2.0
299,0.027,2.04
300,0.027,2.04
301,0.006,2.02
302,0.026,2.04
303,0.026,2.04
304,0.005,2.02
305,0.025,2.04
306,0.064,2.08
307,0.064,2.08
308,0.024,2.04
309,0.023,2.04
310,0.043,2.06
311,0.022,2.04
312,0.002,2.02
313,-0.018,2.0
314,-0.259,1.76
315,-0.179,1.84
316,-0.1,1.92
317,-0.18,1.84
318,-0.08,1.94
319,-0.021,2.0
320,0.019,2.04
321,0.038,2.06
322,0.018,2.04
323,0.018,2.04
324,-0.003,2.02
325,-0.023,2.0
326,-0.024,2.0
327,-0.004,2.02
328,0.016,2.04
329,-0.005,2.02
330,0.015,2.04
331,-0.006,2.02
332,-1.306,0.72
333,0.014,2.04
334,0.013,2.04
335,0.013,2.04
336,0.052,2.08
337,0.032,2.06
338,-0.008,2.02
339,0.031,2.06
340,0.011,2.04
341,-0.21,1.82
342,-0.15,1.88
343,0.01,2.04
344,-0.01,2.02
345,0.009,2.04
346,0.009,2.04
347,0.009,2.04
348,-0.451,1.58
349,0.049,2.08
350,-0.012,2.02
351,0.008,2.04
352,-0.032,2.0
353,-0.192,1.84
354,-0.092,1.94
355,0.007,2.04
356,0.007,2.04
357,-0.033,2.0
358,-0.033,2.0
359,-0.033,2.0
360,-0.014,2.02
361,-0.034,2.0
362,-0.034,2.0
363,-0.034,2.0
364,0.006,2.04
365,0.025,2.06
366,0.005,2.04
367,-0.095,1.94
368,-0.195,1.84
369,-0.195,1.84
370,-0.116,1.92
371,-0.036,2.0
372,0.004,2.04
373,0.024,2.06
374,0.004,2.04
375,0.023,2.06
376,0.063,2.1
377,0.023,2.06
378,0.002,2.04
379,0.002,2.04
380,-0.018,2.02
381,-0.579,1.46
382,-0.039,2.0
383,0.0,2.04
384,0.0,2.04
385,-0.18,1.86
386,-0.341,1.7
387,-0.021,2.02
388,0.018,2.06
389,-0.002,2.04
390,0.038,2.08
391,0.017,2.06
392,-0.003,2.04
393,0.017,2.06
394,-0.044,2.0
395,0.016,2.06
396,-0.084,1.96
397,-0.204,1.84
398,-0.024,2.02
399,-0.005,2.04
400,0.035,2.08
401,-0.025,2.02
402,0.015,2.06
403,0.015,2.06
404,-0.006,2.04
405,0.034,2.08
406,-0.066,1.98
407,-0.286,1.76
408,0.014,2.06
409,-0.007,2.04
410,0.073,2.12
411,0.013,2.06
412,-0.167,1.88
413,0.013,2.06
414,0.012,2.06
415,-0.028,2.02
416,0.032,2.08
417,-0.029,2.02
418,-0.129,1.92
419,-0.25,1.8
420,-0.05,2.0
421,-0.01,2.04
422,0.009,2.06
423,0.029,2.08
424,0.029,2.08
425,0.008,2.06
426,0.008,2.06
427,0.027,2.08
428,0.067,2.12
429,0.087,2.14
430,0.086,2.14
431,0.086,2.14
432,0.085,2.14
433,0.065,2.12
434,0.065,2.12
435,0.064,2.12
436,0.064,2.12
437,0.063,2.12
438,0.063,2.12
439,0.023,2.08
440,0.002,2.06
441,0.022,2.08
442,0.041,2.1
443,0.021,2.08
444,0.001,2.06
445,-0.12,1.94
446,-0.12,1.94
447,-0.121,1.94
448,0.019,2.08
449,0.019,2.08
450,-0.022,2.04
451,-0.002,2.06
452,0.017,2.08
453,0.017,2.08
454,0.057,2.12
455,-0.004,2.06
456,-0.004,2.06
457,-0.045,2.02
458,-0.145,1.92
459,-0.025,2.04
460,0.014,2.08
461,-0.026,2.04
462,-0.707,1.36
463,0.013,2.08
464,0.013,2.08
465,0.012,2.08
466,0.032,2.1
467,0.051,2.12
468,-0.009,2.06
469,0.011,2.08
470,0.01,2.08
471,-0.03,2.04
472,-0.43,1.64
473,-0.031,2.04
474,-0.171,1.9
475,-0.072,2.0
476,-0.012,2.06
477,0.008,2.08
478,0.027,2.1
479,0.027,2.1
480,0.027,2.1
481,0.007,2.08
482,0.007,2.08
483,0.006,2.08
484,0.006,2.08
485,0.006,2.08
486,0.026,2.1
487,0.026,2.1
488,0.025,2.1
489,0.005,2.08
490,-0.055,2.02
491,-0.115,1.96
492,-0.195,1.88
493,-0.136,1.94
494,-0.116,1.96
495,-0.156,1.92
496,-0.156,1.92
497,-0.156,1.92
498,-0.157,1.92
499,-0.197,1.88
500,-0.137,1.94
501,-0.077,2.0
502,-0.037,2.04
503,0.022,2.1
504,0.022,2.1
505,0.002,2.08
506,-0.038,2.04
507,-0.018,2.06
508,0.021,2.1
509,-0.139,1.94
510,0.021,2.1
511,0.021,2.1
512,0.0,2.08
513,0.0,2.08
514,0.0,2.08
515,-0.001,2.08
516,0.019,2.1
517,0.019,2.1
518,0.039,2.12
519,0.018,2.1
520,-0.002,2.08
521,0.038,2.12
522,0.078,2.16
523,0.058,2.14
524,-0.003,2.08
525,-0.003,2.08
526,0.017,2.1
527,0.017,2.1
528,-0.003,2.08
529,-0.024,2.06
530,-0.384,1.7
531,-0.124,1.96
532,-0.164,1.92
533,-0.104,1.98
534,-0.045,2.04
535,-0.005,2.08
536,0.015,2.1
537,0.035,2.12
538,0.035,2.12
539,0.014,2.1
540,-0.006,2.08
541,-0.046,2.04
542,-0.046,2.04
543,-0.006,2.08
544,0.013,2.1
545,-0.467,1.62
546,0.013,2.1
547,-0.007,2.08
548,0.013,2.1
549,0.032,2.12
550,0.012,2.1
551,0.012,2.1
552,0.072,2.16
553,0.092,2.18
554,0.091,2.18
555,0.071,2.16
556,0.071,2.16
557,0.071,2.16
558,0.071,2.16
559,0.07,2.16
560,0.07,2.16
561,0.07,2.16
562,0.07,2.16
563,0.07,2.16
564,0.07,2.16
565,0.069,2.16
566,0.069,2.16
567,0.069,2.16
568,0.049,2.14
569,-0.251,1.84
570,0.008,2.1
571,0.008,2.1
572,-0.012,2.08
573,0.008,2.1
574,0.028,2.12
575,0.067,2.16
576,0.027,2.12
577,0.007,2.1
578,0.007,2.1
579,-0.013,2.08
580,-0.034,2.06
581,-0.054,2.04
582,-0.054,2.04
583,-0.094,2.0
584,-0.334,1.76
585,-0.175,1.92
586,-0.095,2.0
587,-0.175,1.92
588,-0.096,2.0
589,-0.076,2.02
590,-0.036,2.06
591,0.003,2.1
592,0.003,2.1
593,0.002,2.1
594,0.002,2.1
595,-0.018,2.08
596,-0.059,2.04
597,-0.159,1.94
598,-0.16,1.94
599,-0.1,2.0
600,-0.16,1.94
601,-0.221,1.88
602,-0.241,1.86
603,-0.062,2.04
604,-0.022,2.08
605,-0.002,2.1
606,0.057,2.16
607,0.017,2.12
608,-0.544,1.56
609,0.076,2.18
610,-0.264,1.84
611,0.015,2.12
612,-0.005,2.1
613,0.015,2.12
614,-0.005,2.1
615,-0.005,2.1
616,0.015,2.12
617,-0.165,1.94
618,-0.045,2.06
619,0.055,2.16
620,0.055,2.16
621,0.035,2.14
622,0.015,2.12
623,0.014,2.12
624,-0.026,2.08
625,0.014,2.12
626,-0.166,1.94
627,-0.106,2.0
628,0.033,2.14
629,0.053,2.16
630,0.053,2.16
631,0.013,2.12
632,0.013,2.12
633,-0.048,2.06
634,0.032,2.14
635,-0.188,1.92
636,-0.068,2.04
637,0.012,2.12
638,0.031,2.14
639,0.051,2.16
640,0.031,2.14
641,-0.009,2.1
642,0.011,2.12
643,-0.05,2.06
644,0.03,2.14
645,-0.11,2.0
646,-0.23,1.88
647,-0.05,2.06
648,0.01,2.12
649,-0.011,2.1
650,-0.011,2.1
651,0.069,2.18
652,0.009,2.12
653,0.009,2.12
654,0.008,2.12
655,-0.652,1.46
656,-0.012,2.1
657,0.008,2.12
658,-0.532,1.58
659,0.007,2.12
660,-0.053,2.06
661,-0.033,2.08
662,0.007,2.12
663,0.047,2.16
664,0.006,2.12
665,-0.094,2.02
666,-0.194,1.92
667,-0.194,1.92
668,-0.274,1.84
669,-0.035,2.08
670,-0.015,2.1
671,0.005,2.12
672,0.045,2.16
673,0.025,2.14
674,0.004,2.12
675,0.044,2.16
676,0.064,2.18
677,0.064,2.18
678,0.064,2.18
679,0.063,2.18
680,0.043,2.16
681,0.043,2.16
682,0.043,2.16
683,0.043,2.16
684,0.062,2.18
685,0.082,2.2
686,0.062,2.18
687,-0.638,1.48
688,-0.018,2.1
689,-0.018,2.1
690,0.002,2.12
691,0.002,2.12
692,-0.038,2.08
693,-0.159,1.96
694,-0.199,1.92
695,-0.199,1.92
696,-0.039,2.08
697,0.041,2.16
698,0.021,2.14
699,-0.039,2.08
700,-0.019,2.1
701,0.001,2.12
702,0.021,2.14
703,0.001,2.12
704,0.041,2.16
705,0.041,2.16
706,-1.299,0.82
707,0.08,2.2
708,-0.64,1.48
709,0.0,2.12
710,0.04,2.16
711,-0.04,2.08
712,-0.201,1.92
713,-0.101,2.02
714,0.038,2.16
715,-0.042,2.08
716,0.038,2.16
717,0.017,2.14
718,0.017,2.14
719,0.076,2.2
720,0.036,2.16
721,-0.024,2.1
722,-0.204,1.92
723,0.035,2.16
724,-0.045,2.08
725,0.035,2.16
726,0.035,2.16
727,0.035,2.16
728,0.054,2.18
729,0.054,2.18
730,-0.026,2.1
731,-0.126,2.0
732,-0.046,2.08
733,0.033,2.16
734,-0.047,2.08
735,0.033,2.16
736,0.033,2.16
737,0.013,2.14
738,0.032,2.16
739,0.032,2.16
740,0.032,2.16
741,0.072,2.2
742,0.072,2.2
743,0.031,2.16
744,-0.009,2.12
745,0.031,2.16
746,0.031,2.16
747,-0.01,2.12
748,-0.01,2.12
749,-0.03,2.1
750,-0.051,2.08
751,-0.131,2.0
752,-0.312,1.82
753,-0.252,1.88
754,-0.212,1.92
755,-0.173,1.96
756,-0.173,1.96
757,-0.194,1.94
758,-0.214,1.92
759,-0.314,1.82
760,-0.115,2.02
761,-0.035,2.1
762,0.024,2.16
763,0.044,2.18
764,0.024,2.16
765,0.023,2.16
766,0.063,2.2
767,0.062,2.2
768,0.022,2.16
769,0.022,2.16
770,0.021,2.16
771,0.001,2.14
772,0.02,2.16
773,-0.54,1.6
774,-0.02,2.12
775,-0.041,2.1
776,0.019,2.16
777,0.018,2.16
778,-0.142,2.0
779,-0.222,1.92
780,-0.063,2.08
781,-0.023,2.12
782,-0.004,2.14
783,-0.624,1.52
784,0.056,2.2
785,0.015,2.16
786,0.015,2.16
787,0.014,2.16
788,-0.006,2.14
789,-0.006,2.14
790,-0.007,2.14
791,-0.207,1.94
792,-0.048,2.1
793,0.032,2.18
794,-0.788,1.36
795,0.052,2.2
796,0.031,2.18
797,0.011,2.16
798,0.011,2.16
799,-0.05,2.1
800,0.01,2.16
801,-0.11,2.04
802,-0.231,1.92
803,-0.071,2.08
804,-0.032,2.12
805,-0.012,2.14
806,0.008,2.16
807,0.068,2.22
808,0.008,2.16
809,0.007,2.16
810,0.007,2.16
811,-0.013,2.14
812,-0.033,2.12
813,0.007,2.16
814,0.006,2.16
815,-0.034,2.12
816,-0.074,2.08
817,-0.034,2.12
818,0.006,2.16
819,0.025,2.18
820,-0.055,2.1
821,-0.195,1.96
822,-0.235,1.92
823,-0.235,1.92
824,-0.076,2.08
825,-0.036,2.12
826,0.004,2.16
827,0.044,2.2
828,0.044,2.2
829,0.023,2.18
830,0.003,2.16
831,0.003,2.16
832,-0.017,2.14
833,-0.037,2.12
834,-0.038,2.12
835,-0.018,2.14
836,0.002,2.16
837,0.002,2.16
838,0.042,2.2
839,0.061,2.22
840,0.041,2.2
841,0.021,2.18
842,0.001,2.16
843,-0.039,2.12
844,-0.06,2.1
845,-0.06,2.1
846,-0.2,1.96
847,-0.4,1.76
848,-0.2,1.96
849,-0.08,2.08
850,-0.2,1.96
851,-0.12,2.04
852,-0.06,2.1
853,0.0,2.16
854,0.0,2.16
855,0.0,2.16
856,0.0,2.16
857,-0.06,2.1
858,-0.02,2.14
859,0.0,2.16
860,0.02,2.18
861,0.0,2.16
862,0.0,2.16
863,0.02,2.18
864,-0.2,1.96
865,0.04,2.2
866,0.0,2.16
867,0.0,2.16
868,0.0,2.16
869,-0.04,2.12
870,-0.1,2.06
871,-0.08,2.08
872,0.02,2.18
873,-0.04,2.12
874,0.0,2.16
875,0.0,2.16
876,0.0,2.16
877,0.04,2.2
878,0.0,2.16
879,0.02,2.18
880,-0.48,1.68
881,-0.08,2.08
882,0.02,2.18
883,0.02,2.18
884,0.0,2.16
885,0.02,2.18
886,0.06,2.22
887,0.0,2.16
888,-0.04,2.12
889,-0.2,1.96
890,0.02,2.18
891,-0.06,2.1
892,-0.44,1.72
893,0.0,2.16
894,0.02,2.18
895,0.04,2.2
896,0.06,2.22
897,0.0,2.16
898,0.02,2.18
899,0.0,2.16
900,-0.06,2.1
901,-0.3,1.86
902,-0.1,2.06
903,-0.1,2.06
904,0.02,2.18
905,0.02,2.18
906,0.0,2.16
907,-0.06,2.1
908,-0.04,2.12
909,0.0,2.16
910,-0.18,1.98
911,0.02,2.18
912,0.02,2.18
913,0.02,2.18
914,0.02,2.18
915,0.02,2.18
916,0.02,2.18
917,0.02,2.18
918,-0.28,1.88
919,0.0,2.16
920,0.0,2.16
921,-0.04,2.12
922,-0.061,2.1
923,-0.001,2.16
924,0.039,2.2
925,0.039,2.2
926,-0.001,2.16
927,-0.102,2.06
928,-0.202,1.96
929,-0.202,1.96
930,-0.222,1.94
931,-0.262,1.9
932,-0.143,2.02
933,-0.023,2.14
934,0.017,2.18
935,0.037,2.2
936,0.057,2.22
937,0.036,2.2
938,0.036,2.2
939,0.076,2.24
940,0.036,2.2
941,-0.004,2.16
942,0.015,2.18
943,-0.005,2.16
944,-0.005,2.16
945,-0.405,1.76
946,-0.005,2.16
947,-0.046,2.12
948,-0.006,2.16
949,0.034,2.2
950,-0.006,2.16
951,-0.066,2.1
952,-0.127,2.04
953,-0.227,1.94
954,-0.227,1.94
955,-0.307,1.86
956,-0.067,2.1
957,-0.008,2.16
958,0.012,2.18
959,0.032,2.2
960,0.012,2.18
961,-0.028,2.14
962,-0.009,2.16
963,0.031,2.2
964,0.031,2.2
965,0.031,2.2
966,-1.089,1.08
967,0.01,2.18
968,0.03,2.2
969,-1.53,0.64
970,-0.01,2.16
971,0.01,2.18
972,0.01,2.18
973,-0.031,2.14
974,-0.011,2.16
975,0.009,2.18
976,0.009,2.18
977,-0.091,2.08
978,-0.172,2.0
979,-0.212,1.96
980,-0.312,1.86
981,-0.052,2.12
982,-0.032,2.14
983,-0.013,2.16
984,-0.013,2.16
985,-0.013,2.16
986,-0.013,2.16
987,0.007,2.18
988,0.026,2.2
989,0.026,2.2
990,0.026,2.2
991,0.026,2.2
992,0.006,2.18
993,-0.015,2.16
994,-0.015,2.16
995,-0.015,2.16
996,-0.015,2.16
997,-0.015,2.16
998,-0.016,2.16
999,0.024,2.2
1000,0.084,2.26
1001,0.084,2.26
1002,0.064,2.24
1003,0.043,2.22
1004,0.003,2.18
1005,-0.637,1.54
1006,0.003,2.18
1007,0.023,2.2
1008,0.002,2.18
1009,0.022,2.2
1010,0.002,2.18
1011,-0.018,2.16
1012,0.002,2.18
1013,0.001,2.18
1014,0.001,2.18
1015,0.001,2.18
1016,-0.319,1.86
1017,-0.699,1.48
1018,-0.52,1.66
1019,-0.02,2.16
1020,0.02,2.2
1021,0.02,2.2
1022,0.0,2.18
1023,-0.02,2.16
1024,-0.02,2.16
1025,-1.4,0.78
1026,0.0,2.18
1027,0.02,2.2
1028,0.02,2.2
1029,0.0,2.18
1030,0.0,2.18
1031,-0.08,2.1
1032,0.02,2.2
1033,0.02,2.2
1034,0.02,2.2
1035,0.02,2.2
1036,0.02,2.2
1037,0.02,2.2
1038,0.02,2.2
1039,0.02,2.2
1040,0.02,2.2
1041,-1.6,0.58
1042,0.0,2.18
1043,0.0,2.18
1044,0.0,2.18
1045,0.0,2.18
1046,-0.001,2.18
1047,-0.001,2.18
1048,-0.001,2.18
1049,-0.001,2.18
1050,0.019,2.2
1051,0.018,2.2
1052,0.038,2.22
1053,0.018,2.2
1054,0.018,2.2
1055,-0.762,1.42
1056,-0.023,2.16
1057,-0.023,2.16
1058,0.017,2.2
1059,0.017,2.2
1060,-0.043,2.14
1061,-0.024,2.16
1062,0.016,2.2
1063,-0.064,2.12
1064,-0.124,2.06
1065,-0.224,1.96
1066,-0.025,2.16
1067,-0.005,2.18
1068,-0.025,2.16
1069,0.055,2.24
1070,0.015,2.2
1071,0.014,2.2
1072,0.014,2.2
1073,-0.006,2.18
1074,0.014,2.2
1075,0.014,2.2
1076,-0.047,2.14
1077,-0.027,2.16
1078,0.013,2.2
1079,-0.007,2.18
1080,-0.107,2.08
1081,-0.168,2.02
1082,-0.308,1.88
1083,-0.168,2.02
1084,-0.028,2.16
1085,-0.028,2.16
1086,-0.029,2.16
1087,-0.029,2.16
1088,-0.029,2.16
1089,-0.009,2.18
1090,0.011,2.2
1091,0.01,2.2
1092,0.03,2.22
1093,0.01,2.2
1094,-0.03,2.16
1095,-0.35,1.84
1096,-0.25,1.94
1097,-0.231,1.96
1098,-0.111,2.08
1099,-0.031,2.16
1100,0.029,2.22
1101,0.009,2.2
1102,-0.052,2.14
1103,-0.012,2.18
1104,-0.312,1.88
1105,-0.012,2.18
1106,-0.032,2.16
1107,0.007,2.2
1108,0.007,2.2
1109,0.047,2.24
1110,-0.013,2.18
1111,0.027,2.22
1112,-0.014,2.18
1113,-0.194,2.0
1114,-0.114,2.08
1115,0.026,2.22
1116,-0.054,2.14
1117,-0.255,1.94
1118,-0.015,2.18
1119,0.005,2.2
1120,0.045,2.24
1121,-0.275,1.92
1122,0.024,2.22
1123,0.004,2.2
1124,-0.456,1.74
1125,-0.116,2.08
1126,-0.016,2.18
1127,0.023,2.22
1128,-0.037,2.16
1129,0.003,2.2
1130,0.003,2.2
1131,-0.017,2.18
1132,0.002,2.2
1133,0.022,2.22
1134,0.002,2.2
1135,0.062,2.26
1136,0.142,2.34
1137,0.161,2.36
1138,-0.319,1.88
1139,0.061,2.26
1140,0.021,2.22
1141,0.001,2.2
1142,0.0,2.2
1143,0.02,2.22
1144,-0.48,1.72
1145,0.08,2.28
1146,0.1,2.3
1147,0.08,2.28
1148,0.02,2.22
1149,0.0,2.2
1150,0.02,2.22
1151,0.0,2.2
1152,-0.02,2.18
1153,0.0,2.2
1154,0.0,2.2
1155,-0.04,2.16
1156,0.0,2.2
1157,0.04,2.24
1158,-0.08,2.12
1159,-0.04,2.16
1160,-0.14,2.06
1161,0.04,2.24
1162,0.04,2.24
1163,0.02,2.22
1164,0.08,2.28
1165,0.02,2.22
1166,0.04,2.24
1167,0.0,2.2
1168,0.04,2.24
1169,-0.02,2.18
1170,0.0,2.2
1171,0.02,2.22
1172,-0.2,2.0
1173,-0.28,1.92
1174,-0.04,2.16
1175,0.0,2.2
1176,0.0,2.2
1177,0.08,2.28
1178,0.04,2.24
1179,0.02,2.22
1180,0.02,2.22
1181,0.0,2.2
1182,0.0,2.2
1183,0.0,2.2
1184,-0.84,1.36
1185,0.02,2.22
1186,0.0,2.2
1187,-0.04,2.16
1188,-0.04,2.16
1189,-0.04,2.16
1190,0.0,2.2
1191,0.02,2.22
1192,0.02,2.22
1193,0.02,2.22
1194,0.02,2.22
1195,0.02,2.22
1196,0.02,2.22
1197,0.02,2.22
1198,0.02,2.22
1199,0.02,2.22
1200,0.02,2.22
1201,0.02,2.22
1202,0.0,2.2
1203,0.0,2.2
1204,-0.02,2.18
1205,-0.02,2.18
1206,-0.02,2.18
1207,-0.021,2.18
1208,-0.041,2.16
1209,-0.041,2.16
1210,-0.041,2.16
1211,-0.041,2.16
1212,-0.042,2.16
1213,-0.042,2.16
1214,-0.042,2.16
1215,-0.042,2.16
1216,-0.022,2.18
1217,-0.003,2.2
1218,0.017,2.22
1219,0.037,2.24
1220,0.037,2.24
1221,-0.003,2.2
1222,-0.184,2.02
1223,-0.084,2.12
1224,-0.204,2.0
1225,-0.284,1.92
1226,-0.064,2.14
1227,-0.045,2.16
1228,-0.025,2.18
1229,-0.005,2.2
1230,0.035,2.24
1231,0.055,2.26
1232,0.054,2.26
1233,0.034,2.24
1234,-0.006,2.2
1235,-0.026,2.18
1236,-0.026,2.18
1237,-0.007,2.2
1238,0.033,2.24
1239,0.033,2.24
1240,0.033,2.24
1241,-0.007,2.2
1242,-0.208,2.0
1243,-0.168,2.04
1244,0.032,2.24
1245,-0.008,2.2
1246,0.012,2.22
1247,-0.009,2.2
1248,0.031,2.24
1249,0.071,2.28
1250,0.091,2.3
1251,0.111,2.32
1252,-0.13,2.08
1253,-0.17,2.04
1254,0.03,2.24
1255,-0.03,2.18
1256,0.01,2.22
1257,0.03,2.24
1258,0.029,2.24
1259,-0.011,2.2
1260,0.089,2.3
1261,-0.011,2.2
1262,-0.191,2.02
1263,0.028,2.24
1264,-0.052,2.16
1265,0.008,2.22
1266,0.028,2.24
1267,0.028,2.24
1268,0.027,2.24
1269,0.027,2.24
1270,-0.413,1.8
1271,-0.093,2.12
1272,0.027,2.24
1273,0.006,2.22
1274,0.026,2.24
1275,0.026,2.24
1276,0.026,2.24
1277,0.066,2.28
1278,0.025,2.24
1279,-0.015,2.2
1280,-0.215,2.0
1281,-0.095,2.12
1282,0.025,2.24
1283,-0.036,2.18
1284,0.024,2.24
1285,0.024,2.24
1286,0.004,2.22
1287,0.084,2.3
1288,0.003,2.22
1289,0.003,2.22
1290,-0.337,1.88
1291,-0.097,2.12
1292,0.023,2.24
1293,-0.038,2.18
1294,0.022,2.24
1295,-0.038,2.18
1296,0.022,2.24
1297,0.062,2.28
1298,-0.099,2.12
1299,0.001,2.22
1300,0.001,2.22
1301,-0.019,2.2
1302,-0.279,1.94
1303,-0.16,2.06
1304,-0.18,2.04
1305,-0.1,2.12
1306,-0.02,2.2
1307,0.02,2.24
1308,0.02,2.24
1309,0.02,2.24
