,input51_num,input55_num,input46_num,input2_num,input47_num,input53_num,input21_num,input26_num,input44_num,input40_num,input36_num,input39_num,input63_num,input35_num,input27_num,input58_num,input50_num,input3_num,input31_num,input24_num,input10_num,input57_num,input19_num,input33_num,input61_num,input17_num,input56_num,input54_num,input49_num,input34_num,input41_num,input52_num
22,1.0,0.0,14.0,0.0,1.0,11.0,0.0,8.0,0.0,0.0,13.0,8.0,0.0,16.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,6.0,0.0,7.0,0.0,4.0
23,0.0,0.0,16.0,0.0,3.0,10.0,14.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,14.0,0.0,14.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
24,3.0,8.0,5.0,0.0,0.0,16.0,10.0,0.0,7.0,0.0,16.0,0.0,16.0,9.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,5.0,13.0,0.0,0.0,0.0,9.0
25,6.0,11.0,1.0,0.0,0.0,16.0,13.0,0.0,12.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,9.0,0.0,9.0,0.0,1.0,15.0,0.0,0.0,0.0,16.0
26,13.0,1.0,9.0,0.0,8.0,6.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,13.0,12.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,16.0,0.0,14.0,0.0,0.0,16.0,0.0,8.0,0.0,3.0
27,12.0,14.0,3.0,0.0,14.0,4.0,0.0,2.0,5.0,0.0,15.0,4.0,1.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,11.0,0.0,2.0,0.0,10.0
28,0.0,0.0,9.0,0.0,0.0,15.0,16.0,3.0,0.0,0.0,9.0,0.0,2.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0
29,16.0,2.0,8.0,0.0,8.0,7.0,11.0,3.0,0.0,0.0,5.0,5.0,0.0,16.0,16.0,0.0,3.0,7.0,0.0,0.0,6.0,0.0,14.0,0.0,8.0,0.0,0.0,13.0,0.0,2.0,0.0,4.0
30,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,15.0,0.0,16.0,8.0,0.0,16.0,10.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
31,16.0,4.0,7.0,0.0,8.0,8.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,12.0,12.0,0.0,1.0,8.0,6.0,0.0,1.0,0.0,15.0,0.0,14.0,0.0,0.0,14.0,0.0,5.0,0.0,9.0
32,3.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,7.0,0.0,4.0,1.0,0.0,3.0,12.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
33,11.0,15.0,11.0,0.0,10.0,4.0,0.0,6.0,8.0,0.0,13.0,1.0,4.0,15.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,14.0,0.0,14.0,0.0,0.0,8.0,0.0,7.0,0.0,9.0
34,0.0,0.0,12.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,15.0,1.0,0.0,16.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0
35,0.0,0.0,14.0,0.0,0.0,16.0,16.0,10.0,1.0,0.0,5.0,0.0,8.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0
36,1.0,0.0,0.0,0.0,0.0,9.0,10.0,8.0,8.0,0.0,8.0,0.0,0.0,4.0,16.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0
37,15.0,3.0,12.0,0.0,6.0,9.0,13.0,0.0,0.0,0.0,2.0,4.0,0.0,8.0,14.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0
38,0.0,0.0,6.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,5.0,15.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,0.0,0.0,16.0,0.0,2.0,10.0,4.0,6.0,0.0,0.0,3.0,6.0,0.0,3.0,16.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
40,12.0,8.0,5.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,13.0,0.0,0.0,8.0,6.0,0.0,2.0,0.0,15.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0
41,4.0,3.0,0.0,0.0,0.0,10.0,5.0,3.0,8.0,0.0,0.0,0.0,16.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,14.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0
42,5.0,12.0,9.0,0.0,0.0,16.0,11.0,0.0,1.0,0.0,14.0,0.0,12.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,15.0,0.0,0.0,0.0,15.0
43,0.0,0.0,11.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
44,0.0,0.0,11.0,0.0,0.0,8.0,1.0,4.0,0.0,0.0,11.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0
45,11.0,6.0,9.0,0.0,8.0,3.0,0.0,2.0,4.0,0.0,9.0,2.0,1.0,16.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,12.0,0.0,0.0,16.0,0.0,5.0,0.0,10.0
46,0.0,0.0,9.0,0.0,2.0,14.0,9.0,11.0,4.0,0.0,16.0,9.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0
47,13.0,4.0,9.0,0.0,8.0,9.0,16.0,0.0,1.0,0.0,6.0,8.0,0.0,2.0,8.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,11.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0
48,13.0,4.0,0.0,1.0,0.0,13.0,16.0,2.0,16.0,0.0,13.0,0.0,16.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,10.0,0.0,10.0,0.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0
49,16.0,4.0,4.0,2.0,13.0,5.0,12.0,4.0,0.0,0.0,6.0,7.0,0.0,16.0,16.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,10.0,0.0,14.0,0.0,0.0,14.0,0.0,2.0,0.0,2.0
50,9.0,7.0,0.0,1.0,0.0,14.0,16.0,0.0,14.0,0.0,8.0,0.0,16.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,16.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0
51,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,8.0,1.0,0.0,7.0,12.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
52,0.0,0.0,7.0,0.0,0.0,16.0,16.0,2.0,5.0,0.0,13.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,5.0,0.0,7.0
53,0.0,0.0,10.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,13.0,2.0,0.0,14.0,16.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0
54,8.0,13.0,9.0,0.0,10.0,4.0,0.0,0.0,13.0,0.0,16.0,1.0,4.0,14.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0
55,6.0,8.0,2.0,0.0,0.0,15.0,15.0,2.0,4.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,16.0,0.0,15.0,0.0,3.0,8.0,0.0,0.0,0.0,15.0
56,13.0,0.0,15.0,0.0,5.0,13.0,5.0,4.0,0.0,0.0,0.0,7.0,0.0,12.0,12.0,0.0,0.0,7.0,6.0,0.0,5.0,0.0,12.0,0.0,11.0,0.0,0.0,11.0,0.0,6.0,0.0,7.0
57,0.0,0.0,4.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,8.0,4.0,0.0,8.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
58,9.0,15.0,1.0,0.0,15.0,2.0,0.0,1.0,3.0,0.0,13.0,3.0,3.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,15.0,0.0,2.0,9.0,0.0,3.0,0.0,9.0
59,10.0,2.0,11.0,2.0,7.0,8.0,13.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,6.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0
60,0.0,0.0,1.0,0.0,1.0,8.0,3.0,0.0,14.0,0.0,16.0,11.0,0.0,16.0,1.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0
61,0.0,0.0,4.0,0.0,0.0,16.0,16.0,6.0,4.0,0.0,6.0,0.0,5.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,4.0,0.0,4.0
62,14.0,0.0,15.0,0.0,4.0,16.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,12.0,14.0,0.0,4.0,10.0,8.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0,7.0,0.0,8.0,0.0,10.0
63,6.0,9.0,1.0,1.0,0.0,16.0,2.0,0.0,10.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,9.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,16.0
64,14.0,9.0,0.0,3.0,0.0,13.0,12.0,0.0,16.0,0.0,9.0,0.0,16.0,0.0,0.0,4.0,1.0,12.0,0.0,0.0,8.0,0.0,9.0,0.0,13.0,0.0,1.0,12.0,0.0,0.0,0.0,16.0
65,11.0,0.0,13.0,0.0,7.0,13.0,12.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10.0,6.0,0.0,2.0,0.0,15.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0
66,5.0,15.0,0.0,0.0,0.0,16.0,12.0,3.0,6.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,9.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0
67,0.0,0.0,14.0,0.0,1.0,14.0,4.0,1.0,12.0,0.0,8.0,7.0,0.0,16.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0
68,8.0,6.0,16.0,0.0,4.0,6.0,2.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,16.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0
69,0.0,4.0,16.0,0.0,3.0,16.0,16.0,5.0,3.0,0.0,7.0,2.0,4.0,5.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,16.0,0.0,1.0,0.0,4.0
70,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,0.0,11.0,5.0,0.0,11.0,15.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0
71,2.0,1.0,16.0,0.0,4.0,13.0,11.0,0.0,0.0,0.0,10.0,7.0,0.0,2.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0
72,13.0,4.0,7.0,0.0,9.0,8.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,12.0,12.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,13.0,0.0,16.0,0.0,0.0,15.0,0.0,8.0,0.0,9.0
73,2.0,5.0,16.0,0.0,7.0,9.0,11.0,0.0,3.0,0.0,16.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,0.0,14.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0
74,1.0,10.0,12.0,0.0,9.0,5.0,1.0,0.0,1.0,0.0,16.0,4.0,1.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,10.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0
75,9.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,15.0,0.0,14.0,4.0,0.0,8.0,13.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
76,9.0,0.0,4.0,1.0,2.0,0.0,16.0,1.0,16.0,0.0,16.0,11.0,0.0,16.0,8.0,0.0,0.0,9.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0
77,0.0,0.0,7.0,0.0,0.0,15.0,8.0,6.0,1.0,0.0,5.0,0.0,0.0,5.0,16.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
78,0.0,3.0,13.0,0.0,0.0,16.0,16.0,1.0,11.0,0.0,16.0,0.0,2.0,16.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,0.0,15.0,0.0,7.0,0.0,8.0
79,4.0,1.0,11.0,0.0,7.0,8.0,10.0,0.0,0.0,0.0,11.0,8.0,0.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,4.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0
80,2.0,0.0,16.0,0.0,2.0,14.0,7.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0
81,4.0,0.0,16.0,0.0,2.0,14.0,3.0,2.0,16.0,0.0,9.0,9.0,0.0,16.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,0.0,14.0,0.0,13.0,0.0,3.0
82,3.0,1.0,16.0,3.0,8.0,15.0,12.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0
83,0.0,0.0,16.0,0.0,4.0,16.0,5.0,4.0,16.0,0.0,13.0,8.0,0.0,16.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,0.0,7.0,0.0,13.0,0.0,4.0
84,16.0,2.0,0.0,0.0,0.0,11.0,12.0,0.0,16.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,7.0,12.0,0.0,0.0,1.0,0.0,3.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,16.0
85,12.0,1.0,15.0,0.0,0.0,7.0,1.0,1.0,13.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0
86,13.0,0.0,7.0,0.0,0.0,13.0,14.0,6.0,12.0,0.0,16.0,0.0,0.0,9.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0
87,2.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,1.0,15.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
88,11.0,6.0,14.0,0.0,7.0,9.0,3.0,3.0,9.0,0.0,16.0,0.0,0.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,14.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0
89,0.0,0.0,13.0,0.0,2.0,15.0,0.0,4.0,13.0,0.0,6.0,6.0,0.0,14.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0,0.0,3.0,0.0,8.0,0.0,1.0
90,4.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,13.0,0.0,11.0,7.0,0.0,4.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
91,8.0,0.0,13.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0
92,8.0,15.0,3.0,0.0,14.0,5.0,0.0,0.0,10.0,0.0,16.0,5.0,11.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,4.0,5.0,0.0,1.0,0.0,12.0
93,0.0,0.0,5.0,0.0,0.0,14.0,1.0,6.0,3.0,0.0,12.0,0.0,0.0,11.0,16.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,16.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
94,0.0,0.0,15.0,0.0,5.0,16.0,5.0,0.0,14.0,0.0,1.0,2.0,0.0,16.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0
95,11.0,6.0,3.0,0.0,12.0,4.0,0.0,5.0,0.0,0.0,0.0,8.0,1.0,10.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,0.0,14.0,0.0,8.0,0.0,9.0
96,0.0,2.0,16.0,0.0,2.0,16.0,16.0,6.0,4.0,0.0,5.0,0.0,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,16.0,0.0,5.0,0.0,6.0
97,2.0,1.0,13.0,1.0,7.0,12.0,13.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0
98,7.0,13.0,10.0,0.0,12.0,5.0,0.0,5.0,11.0,0.0,16.0,4.0,3.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,0.0,12.0,0.0,5.0,0.0,13.0
99,7.0,9.0,0.0,0.0,0.0,16.0,12.0,6.0,5.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0
100,0.0,0.0,15.0,0.0,2.0,14.0,2.0,1.0,13.0,0.0,10.0,4.0,0.0,16.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,0.0,10.0,0.0,7.0,0.0,1.0
101,8.0,0.0,4.0,0.0,1.0,2.0,7.0,0.0,13.0,0.0,16.0,10.0,0.0,12.0,5.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
102,0.0,0.0,16.0,0.0,1.0,16.0,4.0,5.0,12.0,0.0,14.0,9.0,0.0,16.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,8.0,0.0,11.0,0.0,5.0
103,12.0,5.0,7.0,0.0,10.0,7.0,3.0,7.0,2.0,0.0,0.0,8.0,0.0,12.0,16.0,0.0,0.0,2.0,7.0,0.0,2.0,0.0,16.0,0.0,16.0,0.0,0.0,15.0,0.0,6.0,0.0,12.0
104,15.0,6.0,0.0,2.0,0.0,10.0,16.0,0.0,16.0,0.0,13.0,0.0,11.0,0.0,0.0,4.0,2.0,14.0,0.0,0.0,9.0,0.0,3.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0
