,Total_cells_cat,Dose_num,Aberrant_cells_num
214,100,0.0,2
215,100,0.0,2
216,100,0.0,2
217,100,0.0,2
218,100,0.0,2
219,100,0.0,2
220,100,0.0,2
221,100,0.0,2
222,100,0.0,2
223,100,0.0,2
224,100,0.0,2
225,100,0.0,2
226,100,0.0,2
227,100,0.0,2
228,100,0.0,2
229,100,0.0,2
230,100,0.0,2
231,100,0.0,2
232,100,0.0,2
233,100,0.0,2
234,100,0.0,2
235,100,0.0,2
236,100,0.0,2
237,100,0.0,2
238,100,0.0,2
239,100,0.0,2
240,100,0.0,3
241,100,0.0,3
242,100,0.0,3
243,100,0.0,3
244,100,0.0,3
245,100,0.0,3
246,100,0.0,3
247,100,0.0,3
248,100,0.0,3
249,100,0.0,3
250,100,0.0,3
251,100,0.0,3
252,100,0.0,3
253,100,0.0,3
254,100,0.0,3
255,100,0.0,3
256,100,0.0,3
257,100,0.0,4
258,100,0.0,4
259,100,0.0,4
260,100,0.0,5
261,100,0.0,5
262,100,0.0,6
263,100,38.0,0
264,100,38.0,0
265,100,38.0,0
266,100,38.0,0
267,100,38.0,0
268,100,38.0,0
269,100,38.0,0
270,100,38.0,0
271,100,38.0,0
272,100,38.0,0
273,100,38.0,0
274,100,38.0,0
275,100,38.0,0
276,100,38.0,0
277,100,38.0,0
278,100,38.0,0
279,100,38.0,0
280,100,38.0,0
281,100,38.0,0
282,100,38.0,0
283,100,38.0,1
284,100,38.0,1
285,100,38.0,1
286,100,38.0,1
287,100,38.0,1
288,100,38.0,1
289,100,38.0,1
290,100,38.0,1
291,100,38.0,1
292,100,38.0,1
293,100,38.0,1
294,100,38.0,1
295,100,38.0,1
296,100,38.0,1
297,100,38.0,1
298,100,38.0,1
299,100,38.0,1
300,100,38.0,1
301,100,38.0,1
302,100,38.0,1
303,100,38.0,1
304,100,38.0,1
305,100,38.0,1
306,100,38.0,2
307,100,38.0,2
308,100,38.0,2
309,100,38.0,2
310,100,38.0,2
311,100,38.0,2
312,100,38.0,3
313,100,38.0,3
314,100,38.0,3
315,100,38.0,3
316,100,38.0,3
317,100,38.0,3
318,100,38.0,3
319,100,38.0,4
320,100,38.0,4
321,100,38.0,4
322,100,38.0,5
323,100,38.0,5
324,100,38.0,6
325,100,38.0,6
326,100,38.0,6
327,100,38.0,6
328,100,38.0,6
329,100,38.0,7
330,100,38.0,7
331,100,38.0,9
332,100,38.0,14
333,100,143.9,0
334,100,143.9,0
335,100,143.9,0
336,100,143.9,0
337,100,143.9,0
338,100,143.9,0
339,100,143.9,0
340,100,143.9,0
341,100,143.9,0
342,100,143.9,0
343,100,143.9,0
344,100,143.9,0
345,100,143.9,0
346,100,143.9,0
347,100,143.9,0
348,100,143.9,0
349,100,143.9,0
350,100,143.9,0
351,100,143.9,0
352,100,143.9,0
353,100,143.9,0
354,100,143.9,0
355,100,143.9,0
356,100,143.9,1
357,100,143.9,1
358,100,143.9,1
359,100,143.9,1
360,100,143.9,1
361,100,143.9,1
362,100,143.9,1
363,100,143.9,1
364,100,143.9,1
365,100,143.9,1
366,100,143.9,1
367,100,143.9,1
368,100,143.9,2
369,100,143.9,2
370,100,143.9,2
371,100,143.9,2
372,100,143.9,2
373,100,143.9,2
374,100,143.9,2
375,100,143.9,2
376,100,143.9,2
377,100,143.9,2
378,100,143.9,2
379,100,143.9,2
380,100,143.9,2
381,100,143.9,2
382,100,143.9,2
383,100,143.9,2
384,100,143.9,2
385,100,143.9,2
386,100,143.9,2
387,100,143.9,2
388,100,143.9,3
389,100,143.9,3
390,100,143.9,3
391,100,143.9,3
392,100,143.9,3
393,100,143.9,3
394,100,143.9,3
395,100,143.9,3
396,100,143.9,3
397,100,143.9,3
398,100,143.9,3
399,100,143.9,3
400,100,143.9,3
401,100,143.9,3
402,100,143.9,3
403,100,143.9,3
404,100,143.9,3
405,100,143.9,3
406,100,143.9,3
407,100,143.9,3
408,100,143.9,3
409,100,143.9,3
410,100,143.9,3
411,100,143.9,4
412,100,143.9,4
413,100,143.9,4
414,100,143.9,4
415,100,143.9,4
416,100,143.9,4
417,100,143.9,5
418,100,143.9,5
419,100,143.9,5
420,100,143.9,5
421,100,143.9,5
422,100,143.9,5
423,100,143.9,5
424,100,143.9,5
425,100,143.9,5
426,100,143.9,5
427,100,143.9,5
428,100,143.9,5
429,100,143.9,6
430,100,143.9,6
431,100,143.9,6
432,100,143.9,6
433,100,143.9,6
434,100,143.9,6
435,100,143.9,6
436,100,143.9,6
437,100,143.9,6
438,100,143.9,6
439,100,143.9,6
440,100,143.9,6
441,100,143.9,7
442,100,143.9,7
443,100,143.9,7
444,100,143.9,7
445,100,143.9,7
446,100,143.9,7
447,100,143.9,7
448,100,143.9,7
449,100,143.9,7
450,100,143.9,7
451,100,143.9,7
452,100,143.9,7
453,100,143.9,8
454,100,143.9,8
455,100,143.9,8
456,100,143.9,8
457,100,143.9,8
458,100,143.9,9
459,100,143.9,9
460,100,143.9,10
461,100,143.9,10
462,100,143.9,10
463,100,143.9,10
464,100,143.9,10
465,100,143.9,11
466,100,143.9,14
467,100,143.9,15
468,100,143.9,16
469,100,143.9,16
470,100,143.9,17
471,100,244.1,0
472,100,244.1,0
473,100,244.1,1
474,100,244.1,1
475,100,244.1,2
476,100,244.1,2
477,100,244.1,2
478,100,244.1,2
479,100,244.1,2
480,100,244.1,3
481,100,244.1,3
482,100,244.1,3
483,100,244.1,3
484,100,244.1,3
485,100,244.1,4
486,100,244.1,4
487,100,244.1,4
488,100,244.1,5
489,100,244.1,5
490,100,244.1,5
491,100,244.1,5
492,100,244.1,5
493,100,244.1,5
494,100,244.1,5
495,100,244.1,5
496,100,244.1,5
497,100,244.1,5
498,100,244.1,5
499,100,244.1,5
500,100,244.1,5
501,100,244.1,5
502,100,244.1,6
503,100,244.1,6
504,100,244.1,6
505,100,244.1,7
506,100,244.1,7
507,100,244.1,8
508,100,244.1,8
509,100,244.1,8
510,100,244.1,8
511,100,244.1,9
512,100,244.1,9
513,100,244.1,9
514,100,244.1,10
515,100,244.1,10
516,100,244.1,10
517,100,244.1,10
518,100,244.1,10
519,100,244.1,11
520,100,244.1,11
521,100,244.1,12
522,100,244.1,12
523,100,244.1,13
524,100,244.1,13
525,100,244.1,13
526,100,244.1,13
527,100,244.1,13
528,100,244.1,13
529,100,244.1,13
530,100,244.1,14
531,100,244.1,14
532,100,244.1,14
533,100,244.1,15
534,100,244.1,16
535,100,244.1,16
536,100,244.1,17
537,100,244.1,17
538,100,244.1,21
539,100,244.1,24
540,100,244.1,25
541,100,346.9,0
542,100,346.9,1
543,100,346.9,2
544,100,346.9,3
545,100,346.9,4
546,100,346.9,4
547,100,346.9,4
548,100,346.9,5
549,100,346.9,5
550,100,346.9,5
551,100,346.9,6
552,100,346.9,6
553,100,346.9,6
554,100,346.9,7
555,100,346.9,7
556,100,346.9,7
557,100,346.9,8
558,100,346.9,8
559,100,346.9,8
560,100,346.9,9
561,100,346.9,9
562,100,346.9,9
563,100,346.9,10
564,100,346.9,10
565,100,346.9,10
566,100,346.9,11
567,100,346.9,12
568,100,346.9,13
569,100,346.9,13
570,100,346.9,13
571,100,346.9,14
572,100,346.9,14
573,100,346.9,17
574,100,346.9,17
575,100,346.9,18
576,100,346.9,18
577,100,346.9,18
578,100,346.9,18
579,100,346.9,19
580,100,346.9,19
581,100,346.9,20
582,100,346.9,22
583,100,346.9,42
584,100,440.7,2
585,100,440.7,3
586,100,440.7,4
587,100,440.7,4
588,100,440.7,4
589,100,440.7,5
590,100,440.7,5
591,100,440.7,5
592,100,440.7,5
593,100,440.7,6
594,100,440.7,8
595,100,440.7,8
596,100,440.7,9
597,100,440.7,10
598,100,440.7,10
599,100,440.7,10
600,100,440.7,11
601,100,440.7,12
602,100,440.7,13
603,100,440.7,13
604,100,440.7,14
605,100,440.7,14
606,100,440.7,15
607,100,440.7,16
608,100,440.7,17
609,100,440.7,20
610,100,440.7,22
611,100,440.7,25
612,100,440.7,28
613,100,440.7,29
614,100,440.7,37
615,100,666.6,0
616,100,666.6,0
617,100,666.6,0
618,100,666.6,1
619,100,666.6,2
620,100,666.6,2
621,100,666.6,3
622,100,666.6,3
623,100,666.6,4
624,100,666.6,4
625,100,666.6,6
626,100,666.6,8
627,100,666.6,11
628,100,666.6,12
629,100,666.6,13
630,100,666.6,14
631,100,666.6,16
632,100,666.6,16
633,100,666.6,16
634,100,666.6,17
635,100,666.6,17
636,100,666.6,17
637,100,666.6,17
638,100,666.6,19
639,100,666.6,20
640,100,666.6,21
641,100,666.6,22
642,100,666.6,23
643,100,666.6,24
644,100,666.6,25
645,100,666.6,29
646,100,666.6,34
647,100,666.6,40
648,100,666.6,42
