,region-pixel-count_num,exgreen-mean_num,vedge-mean_num,intensity-mean_num,region-centroid-row_num,exred-mean_num,short-line-density-5_num,value-mean_num,vegde-sd_num,region-centroid-col_num
24,9.0,9.33333,0.944444,5.77778,237.0,-4.66667,0.0,8.88889,0.240741,126.0
25,9.0,-9.0,0.333334,8.33333,58.0,-8.33333,0.0,14.1111,0.421637,225.0
26,9.0,-2.11111,0.333333,1.59259,120.0,-4.77778,0.0,3.88889,0.133333,14.0
27,9.0,-21.5556,2.16667,51.2963,210.0,-17.5556,0.0,64.3333,1.67,5.0
28,9.0,-22.2222,0.555556,110.185,62.0,-28.5556,0.0,127.111,0.385184,79.0
29,9.0,-8.77778,6.16667,14.3704,83.0,-16.1111,0.0,22.6667,9.98889,18.0
30,9.0,16.1111,2.83333,17.5185,246.0,-9.88889,0.0,22.8889,1.91775,214.0
31,9.0,-5.44444,0.166667,3.03704,140.0,-3.77778,0.0,6.11111,0.0333333,94.0
32,9.0,-2.77778,0.722222,1.81481,142.0,-2.77778,0.0,3.66667,0.827759,54.0
33,9.0,-11.1111,1.88889,21.3704,146.0,-13.7778,0.0,29.6667,1.00741,107.0
34,9.0,14.1111,1.77778,12.5185,236.0,-8.88889,0.111111,17.2222,2.6963,93.0
35,9.0,10.1111,2.0,14.7407,249.0,-11.8889,0.0,18.1111,1.28889,245.0
36,9.0,16.6667,1.16667,19.2222,173.0,-8.33333,0.0,24.7778,1.06979,48.0
37,9.0,-7.66667,0.277778,5.55556,122.0,4.33333,0.0,7.22222,0.0629629,239.0
38,9.0,-3.88889,0.944445,3.40741,145.0,-3.22222,0.0,5.77778,0.490654,184.0
39,9.0,-0.111111,0.0555556,0.037037,146.0,-0.111111,0.0,0.111111,0.136083,109.0
40,9.0,24.6667,3.16667,25.8889,246.0,-14.3333,0.0,34.1111,2.09497,111.0
41,9.0,-0.777778,1.88889,1.25926,40.0,-0.111111,0.0,1.55556,2.07275,155.0
42,9.0,16.6667,1.05556,18.3333,157.0,-13.3333,0.0,23.8889,0.507408,192.0
43,9.0,16.1111,2.44444,10.5185,249.0,-8.88889,0.0,15.8889,3.62963,209.0
44,9.0,-2.44444,0.333333,1.14815,125.0,-3.44444,0.0,3.11111,0.298142,118.0
45,9.0,-2.55556,1.94444,1.51852,152.0,-1.55556,0.0,2.88889,1.70741,43.0
46,9.0,-11.8889,0.888889,12.0741,92.0,-13.5556,0.0,20.5556,0.518518,247.0
47,9.0,-24.2222,2.11111,61.6296,201.0,-20.2222,0.0,76.4444,1.73419,63.0
48,9.0,-2.88889,0.277778,1.07407,117.0,-3.22222,0.0,3.11111,0.0185185,33.0
49,9.0,-6.22222,3.27778,8.18519,85.0,-13.8889,0.0,14.8889,4.41852,118.0
50,9.0,-19.2222,2.27778,26.7407,60.0,-6.22222,0.0,35.2222,2.32963,121.0
51,9.0,-8.88889,0.944444,22.963,115.0,-10.5556,0.0,29.4444,0.534027,218.0
52,9.0,-6.33333,0.833333,141.556,11.0,-19.3333,0.0,150.111,0.255559,209.0
53,9.0,13.1111,1.83333,12.5185,209.0,-6.55556,0.111111,16.8889,1.29529,55.0
54,9.0,-22.6667,3.22222,55.6667,199.0,-19.6667,0.0,69.7778,2.97894,50.0
55,9.0,-1.11111,0.833333,0.703704,41.0,-0.444444,0.0,1.22222,0.809664,160.0
56,9.0,-8.66667,4.22222,26.4444,140.0,-9.0,0.0,32.3333,1.29386,142.0
57,9.0,-24.2222,0.611111,113.185,94.0,-18.8889,0.0,127.556,0.551852,9.0
58,9.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,108.0
59,9.0,-14.7778,1.11111,49.8148,107.0,-10.7778,0.0,58.3333,0.207407,56.0
60,9.0,-22.0,2.11111,50.6667,176.0,-14.0,0.0,62.6667,0.688531,54.0
61,9.0,-20.7778,2.44445,61.2593,103.0,-15.7778,0.0,73.4444,3.0963,41.0
62,9.0,-9.88889,6.72222,15.5185,136.0,-19.5556,0.0,25.3333,3.70835,67.0
63,9.0,-8.55556,1.33333,8.85185,58.0,-8.55556,0.0,14.5556,0.942809,249.0
64,9.0,-15.5556,0.888889,20.0741,101.0,0.777778,0.111111,25.0,0.385185,90.0
65,9.0,16.1111,3.72222,15.1852,224.0,-10.5556,0.0,20.5556,3.70741,180.0
66,9.0,-10.0,0.833331,131.778,13.0,-29.0,0.0,144.778,0.47778,96.0
67,9.0,-21.2222,7.38889,65.1852,90.0,-22.5556,0.0,79.7778,6.94556,112.0
68,9.0,-22.2222,2.55556,54.1852,182.0,-16.8889,0.0,67.2222,1.4707,215.0
69,9.0,-9.0,0.333334,8.33333,58.0,-8.33333,0.0,14.1111,0.421637,225.0
70,9.0,-16.3333,0.777777,22.3333,89.0,-2.0,0.0,28.4444,0.385185,88.0
71,9.0,-9.88889,1.38889,16.8519,120.0,-16.8889,0.0,25.7778,0.928958,91.0
72,9.0,-17.0,2.33333,37.4444,42.0,-14.0,0.0,47.7778,0.869226,57.0
73,9.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,211.0
74,9.0,-2.44444,0.833333,1.92593,120.0,-5.11111,0.0,4.44444,0.344444,37.0
75,9.0,-3.33333,0.722222,8.33333,140.0,-13.6667,0.111111,14.0,0.443053,54.0
76,9.0,-28.3333,1.0,93.4444,72.0,-42.6667,0.0,117.111,0.399998,194.0
77,9.0,-16.4444,2.05556,21.1481,88.0,0.888889,0.111111,26.3333,1.88518,86.0
78,9.0,14.6667,1.22222,22.3333,180.0,-12.0,0.111111,27.2222,0.562963,71.0
79,9.0,-15.6667,1.66667,23.6667,120.0,-4.66667,0.111111,30.4444,0.844445,127.0
80,9.0,-3.88889,1.0,2.51852,124.0,-6.88889,0.0,6.11111,0.444445,140.0
81,9.0,-26.1111,0.611111,112.926,81.0,-21.7778,0.0,128.889,0.240743,48.0
82,9.0,-6.88889,0.5,4.96296,138.0,5.44444,0.0,6.77778,0.122222,14.0
83,9.0,-7.55556,0.722222,5.85185,130.0,4.44444,0.0,7.66667,0.507407,97.0
84,9.0,-18.7778,2.38889,46.3704,182.0,-11.1111,0.0,56.3333,1.79402,110.0
85,9.0,14.8889,1.66667,8.92593,238.0,-7.77778,0.111111,13.8889,2.53859,245.0
86,9.0,-2.88889,0.888889,1.40741,138.0,-4.22222,0.0,3.77778,0.518518,82.0
87,9.0,-4.0,3.0,8.88889,84.0,-4.66667,0.0,11.7778,1.22927,132.0
88,9.0,-17.4444,1.66667,47.2593,196.0,-16.4444,0.0,58.5556,1.33333,235.0
89,9.0,-18.3333,6.83333,43.3333,87.0,-16.3333,0.0,54.8889,6.61899,147.0
90,9.0,-20.8889,4.72222,49.7407,210.0,-16.5556,0.0,62.2222,4.01894,4.0
91,9.0,-10.7778,1.72223,137.148,41.0,-19.4444,0.0,147.222,0.774073,98.0
92,9.0,-7.66667,0.277778,5.44444,114.0,2.0,0.0,7.33333,0.0629629,222.0
93,9.0,-2.88889,0.611111,1.18519,123.0,-3.55556,0.0,3.33333,0.374074,122.0
94,9.0,-11.7778,2.44444,23.1481,157.0,-14.7778,0.0,32.0,3.54074,129.0
95,9.0,14.1111,0.277778,15.7407,161.0,-9.88889,0.0,20.4444,0.327731,140.0
96,9.0,-21.6667,3.0,55.7778,188.0,-18.3333,0.0,69.1111,2.57337,175.0
97,9.0,-7.0,0.5,4.66667,142.0,6.33333,0.111111,6.77778,0.122222,192.0
98,9.0,-19.1111,2.5,26.4815,72.0,-8.77778,0.0,35.7778,4.74444,101.0
99,9.0,-12.2222,2.55556,16.7407,107.0,-14.8889,0.111111,25.7778,2.25185,211.0
100,9.0,-7.88889,0.277778,6.18518,125.0,3.44444,0.0,7.77778,0.062963,140.0
101,9.0,-3.66667,1.16667,2.22222,107.0,-5.66667,0.0,5.33333,0.211111,221.0
102,9.0,-12.8889,1.33333,130.407,13.0,-32.2222,0.111111,145.444,0.444445,168.0
103,9.0,13.6667,2.27778,9.22222,250.0,-8.0,0.0,13.7778,1.42075,200.0
104,9.0,-14.5556,1.44444,17.963,85.0,2.77778,0.0,21.8889,1.05185,23.0
105,9.0,-7.11111,0.333333,5.03704,143.0,4.55556,0.0,6.66667,0.133333,65.0
106,9.0,-20.7778,7.05556,53.2593,128.0,-20.7778,0.0,67.1111,4.36866,108.0
107,9.0,-14.6667,1.44444,18.8889,64.0,-4.0,0.0,25.1111,1.36296,17.0
108,9.0,-13.1111,3.0,26.7037,134.0,-19.1111,0.111111,37.4444,2.04445,187.0
109,9.0,-14.4444,21.6667,41.037,121.0,-10.7778,0.0,49.4444,17.3628,197.0
110,9.0,-12.1111,0.777779,108.926,42.0,-39.7778,0.0,126.222,0.54433,188.0
111,9.0,-2.11111,0.555555,1.37037,130.0,-3.77778,0.0,3.33333,0.45542,99.0
112,9.0,-23.3333,1.05555,105.667,71.0,-27.0,0.0,122.444,1.08518,95.0
113,9.0,-16.3333,3.38889,53.4444,192.0,-18.3333,0.0,65.0,1.78159,153.0
114,9.0,7.55556,0.888889,14.5926,167.0,-5.11111,0.111111,17.1111,0.518518,118.0
115,9.0,-17.5556,2.11111,22.7407,75.0,-2.22222,0.111111,29.3333,1.40741,69.0
116,9.0,-16.4444,1.44444,21.5926,119.0,-0.777778,0.222222,27.3333,0.518519,98.0
117,9.0,-10.5556,3.0,21.963,116.0,-12.2222,0.0,29.5556,2.81267,59.0
118,9.0,-24.1111,0.555553,110.481,28.0,-37.7778,0.0,131.111,0.0740745,14.0
119,9.0,-13.6667,2.05556,44.5556,42.0,-15.0,0.111111,54.1111,1.55516,228.0
120,9.0,-14.2222,0.833333,125.185,35.0,-34.2222,0.0,141.333,0.781735,116.0
121,9.0,-9.77778,25.5,49.8148,108.0,-24.1111,0.0,61.1111,12.7954,45.0
122,9.0,-11.3333,11.5556,34.3333,118.0,-10.6667,0.0,41.6667,10.23,127.0
123,9.0,13.7778,0.944445,14.6296,220.0,-9.22222,0.0,19.2222,0.685185,152.0
124,9.0,-6.88889,0.222222,5.18518,131.0,4.44444,0.0,6.66667,0.074074,28.0
125,9.0,-8.55556,0.833336,140.296,15.0,-19.2222,0.0,149.556,0.211111,181.0
126,9.0,-11.7778,1.72222,43.3704,125.0,-5.11111,0.111111,49.0,1.34026,201.0
127,9.0,-15.7778,1.0,42.8148,125.0,-11.1111,0.0,51.7778,0.444444,201.0
128,9.0,-16.5556,2.16667,19.0741,120.0,-25.5556,0.0,33.1111,1.98606,59.0
129,9.0,-2.0,16.2778,31.0,64.0,-19.0,0.0,38.0,12.9485,21.0
130,9.0,-6.88889,1.72222,7.62963,95.0,-2.55556,0.0,10.7778,1.12382,196.0
131,9.0,-19.2222,2.44444,45.1852,19.0,-21.5556,0.0,58.7778,1.18634,63.0
132,9.0,-9.77778,25.5,49.8148,108.0,-24.1111,0.0,61.1111,12.7954,45.0
133,9.0,-12.1111,1.11111,32.2593,183.0,-8.44444,0.0,39.1111,0.651852,123.0
134,9.0,-14.1111,1.0,17.2593,109.0,5.88889,0.0,20.4444,0.488889,95.0
135,9.0,-7.33333,3.0,8.44444,89.0,-6.33333,0.0,13.0,1.60555,187.0
136,9.0,-11.1111,0.555556,18.037,111.0,-25.1111,0.0,30.1111,0.403687,115.0
137,9.0,-8.22222,0.611111,6.74074,123.0,4.44444,0.0,8.44444,0.240741,108.0
138,9.0,-8.22222,0.555555,7.07407,61.0,-7.22222,0.0,12.2222,0.403687,206.0
139,9.0,15.5556,0.833333,12.8148,169.0,-6.44444,0.0,18.0,0.505525,34.0
140,9.0,-4.66667,2.22222,3.55556,96.0,-8.0,0.0,7.77778,2.96296,4.0
141,9.0,-15.7778,2.61111,20.4815,81.0,-1.11111,0.111111,26.1111,3.75185,29.0
142,9.0,-17.3333,2.22222,45.2222,184.0,-10.3333,0.111111,54.4444,0.910841,129.0
143,9.0,-4.0,1.83333,8.0,136.0,-11.6667,0.0,13.2222,1.14988,88.0
144,9.0,-10.2222,0.888888,19.2963,123.0,-10.8889,0.0,26.3333,0.385186,21.0
145,9.0,-13.8889,0.944445,127.519,19.0,-32.8889,0.0,143.111,0.389681,73.0
146,9.0,-25.0,1.22222,58.0,38.0,-24.0,0.0,74.3333,0.272166,70.0
147,9.0,15.4444,1.88889,17.963,211.0,-10.5556,0.0,23.1111,1.32777,135.0
148,9.0,-7.66667,2.05556,40.0,163.0,-16.3333,0.0,48.1111,2.28519,151.0
149,9.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,161.0
150,9.0,-23.5556,3.77778,57.8519,175.0,-21.2222,0.0,72.7778,3.12457,223.0
151,9.0,-32.3333,0.666668,88.5556,75.0,-49.6667,0.0,115.889,0.266666,253.0
152,9.0,-21.1111,5.5,53.5926,190.0,-18.7778,0.0,66.8889,1.8227,93.0
153,9.0,-8.44444,1.11111,21.5926,113.0,-10.4444,0.0,27.8889,0.501849,230.0
154,9.0,-4.22222,2.94444,5.2963,128.0,-8.55556,0.0,9.55556,7.88519,139.0
155,9.0,-14.8889,1.61111,41.2963,194.0,-12.5556,0.0,50.4444,1.20031,205.0
156,9.0,11.1111,2.72222,14.6296,229.0,-7.88889,0.0,18.3333,2.05931,57.0
157,9.0,-19.5556,1.83333,26.2963,57.0,-4.88889,0.0,34.4444,3.41111,95.0
158,9.0,-24.7778,4.27778,61.2593,188.0,-18.4444,0.0,75.6667,2.31341,156.0
159,9.0,-25.4444,2.27778,61.037,200.0,-20.7778,0.0,76.4444,2.13351,62.0
160,9.0,-15.7778,3.27778,39.037,117.0,-16.4444,0.0,49.7778,0.928958,230.0
161,9.0,-13.6667,3.5,39.3333,120.0,-11.6667,0.0,47.7778,4.07778,199.0
162,9.0,15.8889,1.72222,19.2593,208.0,-11.1111,0.0,24.5556,1.3963,202.0
163,9.0,-13.6667,1.33333,42.3333,172.0,-13.0,0.0,51.2222,0.894427,23.0
164,9.0,-7.11111,1.16667,141.815,13.0,-14.1111,0.0,148.889,1.01112,63.0
165,9.0,-14.7778,2.11111,126.037,46.0,-30.1111,0.0,141.0,1.62963,93.0
166,9.0,-4.44444,0.666667,3.92593,125.0,-7.11111,0.0,7.77778,0.222222,140.0
167,9.0,-2.11111,0.111111,0.703704,154.0,-1.44444,0.0,1.88889,0.0296296,166.0
168,9.0,-18.6667,5.5,48.8889,85.0,-19.3333,0.0,61.5556,2.10555,78.0
169,9.0,-7.88889,5.5,9.51852,39.0,-6.55556,0.0,14.3333,5.73779,182.0
170,9.0,-12.4444,4.22222,32.7037,135.0,-12.4444,0.0,41.0,1.12875,182.0
171,9.0,-21.4444,1.05556,51.7037,102.0,-16.4444,0.0,64.3333,0.0629629,236.0
172,9.0,-6.88889,0.944445,7.96296,158.0,-4.88889,0.0,11.8889,0.862963,32.0
173,9.0,-6.33333,4.11111,12.6667,92.0,-11.6667,0.0,18.6667,4.63641,23.0
174,9.0,-5.77778,1.27778,3.14815,95.0,-7.11111,0.0,7.44444,1.04074,32.0
175,9.0,-14.2222,2.5,34.5185,182.0,-8.88889,0.0,42.2222,1.1,142.0
176,9.0,12.1111,0.5,11.8519,184.0,-6.22222,0.0,15.8889,0.0777778,233.0
177,9.0,-11.0,0.499999,116.778,32.0,-38.6667,0.0,133.333,0.586892,253.0
178,9.0,-8.33333,0.166667,7.0,61.0,-7.66667,0.0,12.3333,0.278887,203.0
179,9.0,-6.11111,4.66667,8.7037,107.0,-11.4444,0.0,14.5556,3.73333,98.0
180,9.0,-10.2222,1.0,29.0741,189.0,-8.22222,0.0,35.2222,0.222222,38.0
181,9.0,-6.66667,0.5,5.11111,146.0,1.66667,0.0,6.88889,0.122222,38.0
182,9.0,-13.7778,8.05556,32.037,129.0,-13.4444,0.0,41.1111,8.14157,151.0
183,9.0,-22.2222,3.27778,61.4074,193.0,-23.2222,0.0,76.5556,1.65216,86.0
184,9.0,-25.3333,1.0,105.778,68.0,-32.0,0.0,124.889,0.57778,104.0
185,9.0,-20.8889,0.722223,111.63,52.0,-31.8889,0.0,129.222,0.596301,60.0
186,9.0,-22.7778,2.55556,60.4815,202.0,-20.4444,0.0,74.8889,1.70837,62.0
187,9.0,-3.22222,0.666667,1.18519,94.0,-2.88889,0.0,3.22222,0.311111,243.0
188,9.0,-24.1111,1.88889,64.037,87.0,-24.7778,0.0,80.3333,1.25904,22.0
189,9.0,-17.3333,3.33333,22.8889,92.0,-3.33333,0.111111,29.7778,2.97778,96.0
190,9.0,-0.444444,5.05556,3.37037,153.0,-1.11111,0.0,3.88889,5.53942,119.0
191,9.0,11.0,1.77778,16.7778,194.0,-10.6667,0.0,20.4444,1.27407,86.0
192,9.0,15.7778,1.88889,19.0741,174.0,-11.8889,0.0,24.3333,1.00741,6.0
193,9.0,-7.77778,0.722222,6.03704,111.0,2.88889,0.0,7.88889,0.374074,39.0
194,9.0,-7.11111,0.333333,4.59259,147.0,-1.44444,0.0,7.66667,0.133333,23.0
195,9.0,-13.3333,0.722229,134.778,53.0,-19.6667,0.0,145.778,0.285188,248.0
196,9.0,-1.33333,0.722222,1.22222,100.0,-3.33333,0.0,2.77778,0.534027,33.0
197,9.0,13.6667,0.888889,14.5556,216.0,-11.0,0.0,19.1111,0.651852,103.0
198,9.0,-3.22222,0.666667,1.18519,94.0,-2.88889,0.0,3.22222,0.311111,243.0
199,9.0,-26.3333,1.11111,70.4444,25.0,-29.3333,0.0,89.0,0.750305,23.0
200,9.0,-18.5556,2.83333,25.963,75.0,-7.88889,0.0,34.7778,4.61111,75.0
201,9.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,222.0
202,9.0,-7.22222,0.555556,8.96296,63.0,-7.88889,0.0,14.0,0.544331,240.0
203,9.0,-12.5556,1.72222,15.6296,94.0,-15.2222,0.0,24.8889,2.37407,212.0
204,9.0,16.4444,1.11111,13.7407,187.0,-6.22222,0.0,19.2222,0.720082,86.0
205,9.0,-22.1111,1.05555,54.037,183.0,-15.4444,0.0,66.5556,1.18165,198.0
206,9.0,-27.7778,0.499999,101.037,85.0,-36.7778,0.0,122.556,0.299998,119.0
207,9.0,14.2222,0.833333,16.5926,169.0,-11.4444,0.0,21.3333,0.388889,216.0
208,9.0,-22.2222,2.22222,56.0741,205.0,-18.8889,0.0,69.7778,1.58699,24.0
209,9.0,-16.1111,1.5,21.7037,116.0,-1.44444,0.0,27.5556,1.63333,80.0
210,9.0,-8.55556,3.55556,25.2963,191.0,-5.22222,0.0,30.1111,5.40741,13.0
211,9.0,-4.77778,0.444445,2.25926,94.0,-6.44444,0.0,6.0,0.118519,10.0
212,9.0,14.5556,1.72222,13.4815,226.0,-9.77778,0.0,18.3333,1.70741,103.0
213,9.0,-13.5556,0.555555,114.963,31.0,-39.2222,0.0,132.556,0.344266,232.0
214,9.0,-1.22222,0.277778,0.407407,143.0,-1.22222,0.0,1.22222,0.389682,123.0
215,9.0,-0.666667,0.888889,0.666667,144.0,-0.333333,0.0,1.0,0.860663,138.0
216,9.0,-3.33333,0.166667,1.66667,137.0,-3.0,0.0,3.77778,0.0777778,43.0
217,9.0,-7.33333,0.333333,5.0,118.0,3.66667,0.0,6.66667,0.177778,238.0
218,9.0,-14.0,1.72222,34.1111,189.0,-12.0,0.0,42.7778,1.75185,20.0
219,9.0,-9.33333,3.22222,19.3333,111.0,-11.3333,0.0,26.2222,3.45185,58.0
220,9.0,-1.33333,0.166667,0.444444,139.0,-1.33333,0.0,1.33333,0.0777778,49.0
221,9.0,-24.1111,1.88889,64.037,87.0,-24.7778,0.0,80.3333,1.25904,22.0
222,9.0,-12.6667,0.277778,12.3333,86.0,-13.6667,0.0,21.1111,0.0185185,235.0
223,9.0,-15.3333,1.44444,19.4444,83.0,0.333333,0.0,24.4444,0.340741,34.0
224,9.0,-12.0,0.888888,126.111,57.0,-31.0,0.0,140.444,0.740742,22.0
225,9.0,-13.0,0.722223,20.2222,94.0,-12.6667,0.0,28.7778,0.285185,96.0
226,9.0,-3.55556,2.11111,9.51852,95.0,-14.2222,0.0,15.4444,3.62963,71.0
227,9.0,-15.3333,1.33333,36.1111,78.0,-14.3333,0.0,46.0,0.355555,216.0
228,9.0,-23.6667,2.16667,56.7778,173.0,-20.6667,0.111111,71.5556,1.83485,251.0
229,9.0,-15.0,0.833333,123.667,60.0,-29.0,0.0,138.333,0.388886,172.0
230,9.0,-13.7778,1.05556,16.3704,127.0,-16.4444,0.0,26.4444,0.975629,68.0
231,9.0,-14.0,0.722223,17.7778,109.0,4.33333,0.111111,21.0,0.240741,82.0
232,9.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,166.0
233,9.0,-0.333333,0.166667,0.111111,151.0,-0.333333,0.0,0.333333,0.278887,216.0
234,9.0,-10.2222,2.66667,42.1852,162.0,-17.2222,0.0,51.3333,7.15555,181.0
235,9.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,168.0
236,9.0,16.2222,1.27778,12.7037,232.0,-5.11111,0.0,18.1111,1.25462,47.0
237,9.0,-3.0,0.222222,1.0,144.0,-3.0,0.0,3.0,0.0296296,98.0
238,9.0,-0.111111,0.0555556,0.037037,141.0,-0.111111,0.0,0.111111,0.136083,180.0
239,9.0,-23.1111,4.5,58.5926,200.0,-19.1111,0.0,72.6667,4.32435,85.0
240,9.0,12.7778,1.22222,11.6296,187.0,-6.88889,0.0,15.8889,0.740741,151.0
241,9.0,-9.66667,0.944444,29.3333,113.0,-13.3333,0.0,37.0,0.975629,139.0
242,9.0,-13.6667,1.16667,126.333,51.0,-28.0,0.111111,140.222,1.1,147.0
243,9.0,-7.44444,0.888889,10.5926,146.0,-7.77778,0.111111,15.6667,0.474074,14.0
244,9.0,-2.77778,0.333333,1.14815,120.0,-2.77778,0.0,3.0,0.0888889,6.0
245,9.0,-13.7778,1.94444,24.7037,129.0,-16.7778,0.111111,34.8889,3.08519,136.0
246,9.0,-5.0,0.222222,2.55556,136.0,-4.66667,0.0,5.77778,0.0296296,94.0
247,9.0,-8.44444,0.444445,7.92593,36.0,-8.77778,0.0,13.6667,0.272166,225.0
248,9.0,-15.4444,1.11111,41.7037,193.0,-11.4444,0.0,50.6667,0.750308,202.0
249,9.0,-18.0,2.66667,49.8889,196.0,-16.6667,0.0,61.4444,2.3758,64.0
250,9.0,-14.5556,1.44444,17.963,85.0,2.77778,0.0,21.8889,1.05185,23.0
251,9.0,15.1111,1.33333,23.7407,175.0,-15.2222,0.0,28.7778,0.788811,47.0
252,9.0,-16.1111,1.0,43.8148,78.0,-8.11111,0.0,51.8889,0.177777,37.0
253,9.0,-8.22222,4.94444,11.2963,155.0,-10.5556,0.0,17.5556,35.6185,145.0
254,9.0,10.7778,0.611111,10.7407,185.0,-7.88889,0.0,14.3333,0.443053,170.0
255,9.0,-7.11111,0.722222,7.03704,30.0,-6.77778,0.0,11.6667,0.712325,231.0
256,9.0,-8.77778,0.888891,140.259,13.0,-17.7778,0.0,149.111,0.207407,18.0
257,9.0,-21.3333,2.16667,57.3333,202.0,-21.3333,0.0,71.5556,1.06979,38.0
258,9.0,-3.33333,1.22222,4.66667,98.0,-10.3333,0.111111,9.22222,1.71852,70.0
259,9.0,-6.11111,3.72222,8.25926,155.0,-7.11111,0.0,12.6667,21.7963,66.0
260,9.0,-11.8889,0.666664,135.519,46.0,-18.2222,0.0,145.556,0.399996,186.0
261,9.0,-1.0,0.0,0.333333,122.0,-1.0,0.0,1.0,0.0,63.0
262,9.0,-3.55556,1.88889,3.85185,142.0,-6.55556,0.0,7.22222,1.37706,33.0
263,9.0,-21.1111,1.66667,50.5926,184.0,-14.1111,0.0,62.3333,0.843274,189.0
264,9.0,-12.5556,1.72222,46.2963,73.0,-1.88889,0.0,51.1111,0.82776,140.0
265,9.0,-4.66667,1.72222,2.44444,93.0,-4.33333,0.0,5.44444,0.0629626,222.0
266,9.0,-7.44444,0.888889,10.5926,146.0,-7.77778,0.111111,15.6667,0.474074,14.0
267,9.0,-22.2222,11.0556,64.6296,38.0,-19.2222,0.0,78.4444,11.0743,112.0
268,9.0,-4.88889,4.55556,7.96296,107.0,-10.2222,0.0,13.0,13.4074,56.0
269,9.0,-22.3333,1.61111,53.6667,176.0,-19.6667,0.0,67.6667,1.06284,250.0
270,9.0,-23.0,2.55556,57.8889,204.0,-19.3333,0.0,72.0,1.20493,18.0
271,9.0,-14.6667,1.11111,127.556,35.0,-30.3333,0.0,142.556,1.22963,112.0
272,9.0,-15.2222,2.16667,18.7407,44.0,-4.22222,0.0,25.2222,2.38889,2.0
273,9.0,-17.5556,0.777779,49.8519,83.0,-11.5556,0.111111,59.5556,0.785184,83.0
274,9.0,-17.2222,0.888889,43.5185,182.0,-9.88889,0.0,52.5556,0.655462,132.0
275,9.0,-22.0,5.5,64.6667,139.0,-20.3333,0.0,78.7778,3.94445,144.0
276,9.0,-15.0,1.27778,118.667,13.0,-36.3333,0.0,135.778,0.574135,231.0
277,9.0,-24.4444,1.83333,61.5926,195.0,-20.7778,0.0,76.6667,1.20646,93.0
278,9.0,-21.6667,2.0,55.8889,204.0,-18.3333,0.0,69.2222,1.76383,28.0
279,9.0,-19.8889,0.999999,49.4074,109.0,-20.5556,0.0,62.8889,1.21106,148.0
280,9.0,-5.77778,1.55556,5.37037,133.0,-5.11111,0.0,9.0,1.00741,54.0
