,att33_num,att23_num,att38_num,att36_num,att2_num,att3_num,att31_num,att26_num,att44_num,att27_num,att28_num,att47_num,att21_num,att34_num,att19_num,att40_num,att35_num,att24_num,att22_num,att13_num,att39_num,att17_num,att46_num,att4_num
10,44.30914006,46.49402188,3.24916377,183.38492821,1.6574744,15.50870111,16.16414704,6.36257454,8.686183,51.86488461,44.65591971,516.98353288,3.67160938,1.00347028,395.85458685,17.96351753,27.88656642,87.40855159,35.3274033,100.81614736,31.56332581,44.72126188,44.97331847,45.68758609
11,11.68045228,23.71677766,0.76905997,256.23159576,1.0009332,9.9325445,4.18947023,5.30138979,2.60081577,38.81896298,123.76289242,628.20365873,2.30198281,0.83048748,448.40312907,8.52330319,24.57157453,28.15834543,11.1439437,46.07438552,10.63186988,9.76377728,55.07903865,43.91178535
12,68.47317073,66.1777517,5.46579061,283.83061393,0.80759778,31.50888723,27.65611734,27.08931687,3.92298252,33.58804869,107.0009817,581.09007985,11.62858948,4.67318745,243.65802781,9.03450568,17.49042905,75.47117176,64.27746275,22.89041497,17.97760101,45.94879382,67.85789814,127.09265291
13,41.62709082,48.16576823,2.31709206,245.65651348,0.30229779,3.91831412,11.68551868,3.23517879,9.32646733,38.62223895,114.98238679,603.49379247,2.11749713,0.48981018,404.64550455,40.41161213,23.40658733,71.13210039,26.06423009,91.08369114,36.7829706,29.76758893,53.10688422,31.10082848
14,26.18431294,69.57165135,2.84676684,221.20184693,1.80888716,15.92925254,14.53441486,8.43928641,10.5040222,26.81797056,55.94352982,547.24684383,2.89884731,1.26307418,399.30830919,23.47909519,19.15235413,7.69022182,34.02114563,46.07621821,41.45774808,46.62377894,53.87620124,66.29418329
15,24.81664031,55.00564029,0.34685504,207.38432787,0.14815383,4.26623121,2.61860682,4.91464078,1.98580487,33.7751208,73.1538766,607.71086866,0.91243727,0.82151428,462.41666527,18.39039742,21.01432348,56.41277871,10.05356478,89.74820317,10.21772512,37.18349746,46.97195799,33.14542155
16,41.9470034,58.72920824,0.24833958,263.8316565,1.07009815,12.05320796,2.05947864,5.55529499,2.90770775,26.9371657,195.60647074,566.0838937,2.92740184,0.80449673,399.83517512,19.5923347,15.23455247,68.26719997,9.17358103,86.33280913,13.471682,20.42807179,47.98697138,45.37807383
17,17.74064269,11.36521012,1.73861112,177.05604376,0.75161967,8.15047166,8.70813451,7.61487354,2.72089598,20.61243008,10.83065284,501.62561148,6.44250179,1.13137184,451.54693116,5.78069786,11.56636844,18.22845242,19.34726311,14.46781741,10.05188971,71.70819289,49.41142458,55.98312799
18,12.70601927,26.54546528,1.69778098,174.93634928,0.45319055,6.65718044,8.63602619,3.5150734,6.62117464,35.77734855,31.35891538,475.03506351,0.46304871,0.55168117,395.51979938,19.50297492,22.59899147,39.80806466,19.45187633,43.10066097,25.77779878,13.11891074,42.8448104,33.30210345
19,56.79650992,55.27714169,1.9518732,240.76733606,0.29479582,16.56253768,10.09676679,13.01113214,6.32964247,13.9246666,97.07534964,574.37586479,4.26477328,1.99315759,379.81441509,33.19788126,10.73879536,82.20215174,24.30721142,82.91183619,24.99867198,38.81950605,53.86803906,89.51242719
20,2.86366704,23.34820173,0.29991494,206.20105788,1.38052918,11.7921646,1.72401848,2.86434792,2.40644869,31.48347702,79.10890168,500.40277108,1.28625757,0.34570718,452.95023495,13.90034906,20.31419026,22.34848902,5.01427579,32.04008936,10.10904852,4.66144216,46.28240153,34.55655171
21,21.6449677,23.08869635,1.06615383,216.7040484,1.80365278,18.70602411,5.46247041,15.26437355,3.54052806,88.99250838,75.7500491,584.06734129,1.57243611,2.64850338,561.48759488,7.82911076,45.60629448,41.76008993,12.78148511,57.30532751,13.80251341,87.01030947,50.32121631,64.74206117
22,52.22667015,32.70395423,2.02356027,250.93464567,1.30001129,16.4210752,10.21662237,8.49470448,8.54504021,34.98051822,94.96754914,613.96247602,2.58596273,1.30787988,467.8426691,15.20679963,21.03211803,118.85697301,23.99611783,148.1697315,31.90240564,17.02290475,57.33967135,57.1999937
23,42.49113541,26.26663497,0.47456232,245.54853447,0.85671415,7.91252847,2.49494428,0.82051363,2.03724022,51.21302233,110.10247209,575.37058519,0.64585347,0.05779276,452.65697167,39.29566909,29.15819528,79.20160944,6.99899806,117.33961467,7.04975725,26.51978784,53.93302646,28.53999302
24,28.20657167,41.47676892,2.48605531,285.62036217,2.26561507,28.9491929,11.34934107,15.65559817,11.28827411,36.74966524,102.0946078,599.63693905,4.73484418,2.59416141,355.58718566,29.24954004,24.52283709,45.18305792,21.11190666,42.39872482,42.08822814,24.01309615,67.84992161,86.99558379
25,37.87116535,5.42119288,1.76560428,255.39470887,1.76294649,17.15131693,9.37541268,7.27282955,4.02638357,59.43447097,104.80747285,582.18825217,2.6076739,1.23488513,424.58661212,24.86624578,33.80468252,56.56819378,23.93491841,55.20937215,14.16409355,38.8488626,57.93863285,41.59228488
26,55.6502014,23.34418124,0.65531885,169.79267538,0.32528718,12.02907066,3.55573032,15.27099616,1.54544858,59.22269179,36.64019915,581.88585849,2.83299631,2.4534087,507.45477938,45.52406629,26.82256957,60.71925265,8.97739761,61.69029901,5.9236975,104.12023402,46.38478586,89.6914752
27,36.43633615,39.82097409,2.88329069,243.32006068,3.29413973,27.21408459,14.60968966,10.34623094,6.25306422,57.66219621,66.16970467,505.64851662,4.28770902,1.78251137,369.69085565,22.62164677,35.34892878,54.37768783,34.04471577,85.93631368,24.06599914,18.45915103,59.7682479,57.40954769
28,18.49273175,36.73611692,0.75060029,215.45483073,1.35332998,23.49785257,4.10911715,16.4059405,2.56270825,13.83907891,74.17893115,515.52196078,3.19210978,2.5431721,384.62338324,33.30284473,6.78006346,34.34811658,11.00257169,68.08499928,10.96638055,57.46274196,49.59437048,108.80488982
29,56.25994285,24.94644117,2.26799117,221.4535568,1.79580317,21.89560861,12.30087629,13.78278825,5.55240932,44.11286456,47.99756418,613.97149181,5.94217778,2.29966381,477.53479622,7.37309319,28.11975527,79.05919002,31.46064321,46.04671218,20.77874418,41.38776675,58.05720355,75.81432629
30,47.82720888,41.63144732,1.47065633,227.51202153,0.71645731,9.27463415,7.44841888,5.16607226,7.08945562,29.2385593,87.94811032,590.63142348,0.51589918,0.74902464,346.97142799,65.18861863,20.6405124,55.17050224,17.12849587,85.99255619,27.79764842,18.61844583,51.29807263,49.18556807
31,15.65467652,13.56968412,0.74517307,261.39815383,1.10353651,13.40960095,4.11082051,7.30987377,1.58356339,58.97502461,162.85946843,536.51343554,1.67599309,1.23167017,423.85870363,10.73087415,31.04715873,14.99834278,10.81043295,17.04138804,6.45816575,45.30486634,51.52996575,38.51208959
32,43.23469668,11.8517094,1.29891569,287.312608,0.83142845,13.04910268,7.28101508,3.98411171,0.87408101,56.95499291,204.18370346,557.76698681,2.58888878,0.56884217,417.76536488,28.21170355,27.19822467,57.17591028,19.84146704,62.71291832,2.25523731,62.46131259,53.66012913,33.71133194
33,38.56189349,34.01929619,1.37900276,316.7986293,0.81423279,11.07825179,7.81341438,11.19614069,3.33407635,95.79296881,264.67864074,638.30097987,2.83564392,1.91933994,321.07020512,6.42805288,45.21263009,78.95504842,21.58318739,82.84550918,13.57073144,108.76817094,55.81510236,46.12154281
34,46.65938781,34.99381638,1.66057272,246.10353158,0.77812023,5.81432614,9.22064759,9.27251498,4.09984524,94.50826903,146.46924062,464.51651416,3.79675452,1.57457717,353.8840255,11.85619359,45.63845748,58.80410637,24.93461004,51.96725059,15.59922849,101.24026582,49.89175109,42.09328812
35,52.71731526,32.25578098,2.32648534,260.46960937,1.85350654,16.11688695,11.84342125,14.04091435,5.44282485,65.72678563,97.5538135,607.41590109,3.20738784,2.3688332,383.00403321,31.74289628,37.43187893,54.17269766,27.3366097,33.10719489,20.59567389,61.56561072,60.69121532,72.17901702
36,83.64003746,14.28925909,2.18345797,271.38365288,0.33388461,4.8076808,10.62603196,1.84504115,8.86893204,49.32238922,144.41957707,598.58226956,1.35886285,0.1997083,413.7386233,46.95949439,27.26985782,126.64065561,21.67357094,129.45699172,33.03904547,30.43790356,57.00783675,24.72573941
37,19.31794835,18.6132549,0.55433147,199.79777741,1.12189009,16.57554638,3.27186209,12.63864305,2.16479591,20.52517574,54.30737053,502.57046106,1.77921345,1.90298698,383.09548019,19.26137326,6.47176917,43.61471095,9.58410487,72.73534892,8.49696439,74.54056998,47.08121021,91.3950254
38,27.83234436,39.64623761,0.72028588,251.44358571,0.62849356,9.20147004,3.433585,6.63320047,5.24459934,51.90534129,105.55178971,548.8803059,2.46629266,1.09454904,400.47123163,33.67586158,30.35826067,19.1111467,8.45870554,28.70354663,21.17157228,31.73458002,56.03625049,45.29922395
39,17.37026443,28.83367547,0.9716765,214.94798528,1.12423362,12.5264559,5.49859655,8.68830214,2.62862511,69.35841282,117.0577374,525.56357515,2.25033428,1.40014324,290.03192608,9.79096261,33.3357163,30.55496919,15.06585402,53.99188955,11.28813554,84.66931833,44.02019172,54.9710616
40,38.21842189,9.38098969,2.12631657,222.92371642,2.04562417,14.09240071,10.71808629,9.38742021,4.94414691,85.40243674,66.49016605,509.33136331,5.01918272,1.66331563,369.05312716,23.35816463,45.76714901,32.58790594,24.61906867,28.09849865,17.47234362,65.68668296,53.53991871,38.00831068
41,38.39041391,24.33933492,1.25510129,251.15661928,0.95077603,11.60959174,7.21836972,5.46095809,1.5597398,46.45502848,191.15741048,587.36290968,3.34972597,0.86090172,428.7308724,29.20467811,22.39645872,35.42327054,20.39836424,19.91149604,7.03986542,49.11393985,44.69671479,35.66368856
42,37.27795975,27.09443304,0.33209833,164.6272105,1.05560051,14.65486869,1.89349828,11.1756471,2.37748797,63.70818694,38.65751496,522.31363268,0.14045953,1.75501695,434.18172722,64.42474942,29.65365156,26.2856371,7.27462435,72.22695944,10.0415018,92.24503727,39.12399978,73.28720014
43,31.92835662,15.232768,1.18827934,201.51447881,1.92422786,18.40026235,4.89715728,6.99077839,6.28810946,29.83010867,29.67728469,553.02894206,5.08222265,1.11316696,371.85191772,24.81940088,23.58063903,84.01404476,7.07631441,123.7766752,22.56425219,23.81960159,53.15817301,56.02564742
44,28.70384674,58.89243758,1.03446867,282.21122602,0.65967785,7.9797061,5.95241899,7.74924477,4.51409387,94.03515233,153.68890756,617.3652086,5.57303112,1.33901818,446.1785199,34.90335345,46.20407965,59.68569833,16.71276308,50.59820749,19.54031664,97.22544749,59.28288606,34.59525688
45,44.33467455,74.064118,3.65134234,240.11304006,2.58295091,31.27519132,19.12603533,15.68025282,5.38137796,25.94042433,56.28458973,543.35975085,7.54720285,2.55257593,311.60231485,26.79193654,20.20477049,104.70853663,47.17123144,182.80327627,23.12306112,32.63009511,60.52613569,94.16588181
46,13.86337224,68.78976988,3.55544254,295.17839548,2.64755726,32.11049707,17.32335231,15.0816698,11.93587254,37.93780972,141.85907933,597.94140723,3.66973172,2.47960268,298.88995101,15.02956189,24.6640893,22.23726379,37.26741613,32.20351757,45.78589566,16.12853635,65.5128319,87.60514801
47,43.82814211,25.71033355,1.68984389,244.51618431,0.45466792,17.24398338,8.82531829,16.68548586,2.53290634,29.44220234,102.60125466,588.26849874,4.98719062,2.59647188,325.01977788,54.65248974,5.25787512,41.96391097,21.27200779,57.01088223,10.42852072,91.59815939,54.05497172,108.76453752
48,25.91371143,22.05412423,0.55531269,213.91037832,1.2505663,14.48610789,3.33494203,11.11891205,1.80494441,57.42209161,112.56344465,516.63869673,1.47698648,1.83336655,415.59138387,21.67256679,29.99999551,58.82441097,10.37112351,92.032321,7.28994319,55.77845028,44.39344218,61.83541718
49,74.50366919,31.30365297,1.54402206,187.5786865,0.64911285,9.521251,8.27739345,11.07039609,3.88369704,78.08712561,61.77094016,573.2681474,1.62294425,1.90463879,565.13425771,55.38188777,37.99678747,58.59596496,20.88453141,23.98834976,15.00351155,96.81006351,44.72677382,47.14360259
50,16.33160007,22.49144879,2.55896138,264.19576932,0.87528093,5.76247634,12.92889048,12.27518619,5.22377505,117.90293322,158.27885843,458.21503733,6.27241517,2.15314971,232.4155124,26.0748337,56.73944615,24.94529955,29.56579793,27.43279058,19.53287866,128.3623613,54.32064899,44.36796052
51,49.83616236,52.53646607,1.40535282,196.07281702,1.96446083,22.29046558,6.86817325,9.89896861,5.71929531,45.11771042,39.77430328,571.65166448,1.09997725,1.58816061,476.1528152,37.40920211,27.34864712,47.05743793,15.01167226,47.77798599,22.89174906,42.10276962,52.8164244,63.58865392
52,8.22049992,65.74745754,2.73175894,254.67038648,0.60837854,3.83475974,14.70754941,2.3096445,8.18259237,64.20476444,174.38968354,533.70594018,3.71491836,0.43175628,566.93443696,34.22469584,30.36568018,30.20993543,37.01376412,59.17000442,33.78399514,70.9284294,48.05140889,3.580779
53,119.48941335,36.27222679,0.7341883,234.32384715,0.20784258,2.95796602,4.58930626,2.81406727,3.63370341,50.53662024,112.20416731,582.2423629,5.62080159,0.52584237,551.70360421,48.35985473,27.7035298,149.78268014,14.41372238,115.7989051,12.16680537,34.38737808,50.32168224,8.07368363
54,50.55258265,60.78271366,3.19371697,227.21355553,1.05404858,13.43150305,17.52815874,6.11794115,5.93391299,52.65580493,97.41855255,592.095117,6.08335497,0.96025152,474.21699017,23.47861426,27.88134975,82.39676441,46.10414422,102.79436712,24.52196432,41.48567285,49.59799019,42.78030397
55,21.00828994,74.56773053,2.8900052,242.08690267,1.53367439,17.04059785,14.8522286,4.78438881,9.44710757,52.56428022,82.10291618,555.72768065,3.03004133,0.67398527,381.53803748,9.56754434,30.62515134,45.25745928,34.97963137,45.83469235,38.06304516,26.84222415,57.04961592,44.35979983
56,64.8270226,23.83169993,0.6743083,241.333953,0.56282969,1.00412434,3.70973381,3.05302204,0.87221074,52.31243271,120.61981071,568.84151807,1.53925943,0.55935722,401.12076372,27.95448634,27.82048301,82.71108578,9.84623996,61.00945559,2.65408451,48.39178743,50.55027092,26.4979155
57,53.05512042,36.98835017,2.83001767,249.10563426,0.8870425,15.67380601,13.93542316,8.13312555,10.50570697,40.64239732,83.21827707,566.23721246,3.68524377,1.26289637,342.09030417,19.28228832,25.73472855,75.75009509,30.41428479,53.04679432,39.11734153,5.56423569,59.83192856,55.89869785
58,57.50721626,5.58199968,1.50606712,231.05860207,1.27229965,30.19195055,6.70275095,18.41617595,7.14692195,27.32309524,69.12911564,548.93653911,3.14134272,3.0040194,424.81755575,17.07325271,16.20922857,90.77754716,11.07534737,91.94047669,25.39034115,26.14875894,54.70700488,103.95558785
59,72.90943805,105.00430752,4.84439413,193.05826207,1.07044708,15.40612994,24.90559468,10.56881724,15.84666228,53.24289406,99.84035491,485.75043404,5.14521627,1.69382609,305.94530223,46.84628057,23.33039917,167.18304377,58.27427368,204.95092124,62.36761327,79.37354028,42.98576847,60.90204466
60,33.99969967,31.73307735,2.39783719,225.9489032,1.94861245,11.34075755,10.71059215,5.71003807,6.74105023,80.38415485,73.92856099,504.20763521,4.52349484,1.16772677,296.83612336,23.11020343,44.01138501,60.48221219,18.40749557,105.70915625,22.87921355,58.87422103,54.06587849,17.34104275
61,8.72570498,32.27471527,2.95442704,290.9928565,2.30285676,17.90795764,14.70450255,6.21009458,7.23813116,90.36699009,153.84811597,520.83242778,4.54313223,1.21958214,226.98150982,17.39291582,48.5207136,6.56750507,32.8253076,16.39988213,27.17883014,68.38667265,63.12664757,24.52061228
62,57.23671691,11.12603464,1.43618248,225.35890846,0.2161464,7.04578968,8.00744949,8.49886649,2.08111141,13.03303347,128.11468965,554.07353248,1.15434282,1.28544942,542.60794061,57.08329,7.83290499,45.51771131,21.23541076,43.72409456,8.21460607,29.17735998,44.51722283,59.72344899
63,57.38393851,10.60779949,0.74338701,200.15166047,0.7908375,10.2254719,3.1947016,8.9471939,5.60631275,29.65441715,32.77502877,546.81712667,1.41815386,1.42764696,489.45029158,33.98215515,20.10722591,81.72582813,4.9935223,79.74438624,21.02747509,24.68293189,50.59432297,57.30581785
64,22.59022987,21.55383341,1.33755777,265.33483943,3.56193043,23.79472786,6.61732274,18.01269613,3.70500451,128.00945261,108.43088359,434.46912168,1.69959718,3.33572581,201.93458424,10.47915769,66.9278974,17.97762185,14.94609405,5.77502439,13.9539626,115.19383398,62.7078402,53.0124334
65,27.45235996,32.8131683,1.32522184,241.78986686,1.9045288,20.61631273,6.85870941,13.92552554,1.04625359,30.51369834,45.74146521,607.74429075,4.88968722,2.18391207,378.75308255,13.01278196,19.6212563,50.7951381,16.80735263,77.58473206,2.84396435,69.19204004,61.90294613,93.78495528
66,62.09099129,45.88109949,1.34106057,273.45083919,2.00423516,22.10384827,7.99791278,16.05116117,2.94266132,92.78964768,151.93388383,591.50253065,5.38000453,2.84374099,186.9011481,47.13293331,48.49063263,92.8608555,24.18705951,61.21940313,10.65210528,84.14814055,58.4022883,64.78420816
67,20.83481755,22.83696743,4.14423163,222.77596313,1.70617401,24.0549533,18.80852519,14.14233298,15.40222428,25.84635914,51.43496115,554.88999371,6.18516894,2.43571743,431.73372746,41.25012662,19.27172601,70.77878418,34.19536839,65.86500566,55.36354254,15.31434662,57.74678688,68.68920244
68,34.97144837,51.58969851,2.5953995,230.10494389,1.0845051,9.27240087,13.92257511,3.9176803,7.06559429,53.20053252,123.02917158,526.27924179,4.46319745,0.7004233,460.02343572,23.97193998,28.37490752,42.30688739,35.07630745,36.43986101,28.33686997,37.95422658,47.49327359,18.67208797
69,39.73855928,40.62077214,1.59997635,206.67626606,2.58505818,30.36592588,8.13196,15.46706259,2.02434606,19.10225936,36.4248097,517.43340963,5.94060914,2.49528583,364.73388666,20.14435947,16.83989225,40.59816629,19.54574876,6.43410992,9.66154822,55.20149193,59.08158394,91.57787166
70,47.06510903,30.18052763,2.11847301,233.03679342,1.17229016,14.56320579,10.90810937,7.41287674,1.47985853,58.41303888,91.95595992,506.13499994,8.00047987,1.2188286,324.43126054,29.04591431,32.98419466,103.35569485,26.19573373,155.63746577,3.86431191,38.67861193,53.12737833,52.35628493
71,33.39599341,41.02829047,2.06057581,215.14324414,1.22840044,8.34586026,10.47358106,5.65826048,4.15994428,70.53178712,53.9339826,539.73367031,3.68464838,1.05273667,479.37977279,11.09894194,38.35233167,37.38551521,24.43392525,21.19610268,15.86582144,53.73520029,52.49412234,28.38664615
72,19.33904261,24.078548,0.19416839,295.83745765,0.14573862,0.62376195,1.7968127,3.89655588,2.66968345,70.49724094,205.87187598,591.69033281,1.806071,0.78245131,349.5102354,32.75990496,35.89125652,56.18892994,7.86678801,76.9537426,9.67361956,63.28497954,56.40145441,3.1727279
73,29.06567231,44.76856236,2.42201574,257.37609337,0.60198724,9.17057148,12.59475953,6.13702243,7.74399551,48.53807631,142.90517676,642.73927854,2.73287484,0.99380749,458.38888337,27.70370386,25.91375591,31.81586805,30.00260584,13.66933694,30.5402244,42.33288877,52.78198618,39.0183849
74,57.82651009,94.01995616,4.44484997,252.33323862,2.55420577,27.11591912,23.46567724,9.42053595,10.49418402,52.97505161,98.2468007,523.30675957,6.86333106,1.50535144,365.15126045,37.97210017,29.6796023,57.32222402,58.40373799,87.61927605,42.18002498,32.55124775,58.51291593,60.80675024
75,67.23038592,62.01460141,0.66200959,277.65938194,1.92462797,22.04991419,4.30963303,7.65560637,2.64771723,73.64217972,169.47961415,576.16583012,1.96885341,1.23806733,272.42982586,79.54775915,35.98293483,46.83753803,14.61669671,106.09771761,13.16304717,75.39828978,55.99688483,47.13352658
76,78.12327306,16.34267224,1.4118016,206.95977237,0.63543344,14.77252826,7.20476359,8.01822463,4.229435,13.90300288,82.15941176,568.41551199,2.5132941,1.17396991,339.63875031,65.98981274,11.7220441,84.43302059,16.78022572,81.22371788,15.84954769,34.67772758,45.82947915,63.84444147
77,4.61790368,15.84477331,0.40211462,222.91905477,0.38572485,5.11169694,2.22814476,6.73323537,1.46000198,65.10188133,94.91021848,551.49309797,1.73111502,1.24198404,503.11637765,8.10817253,34.71592747,21.56670627,5.89803713,33.96321781,6.29183504,50.55167762,48.69593075,16.08912556
78,52.60748314,11.74186258,1.31609473,226.09738929,1.45193476,15.60043571,6.14926872,4.78048457,5.41669769,39.47072199,58.57367074,525.8224669,1.03388834,0.69120131,387.56717999,19.68614507,25.15555311,75.62383717,11.57283226,69.43539012,19.99928041,30.38358834,55.0308943,40.56886987
79,8.63289635,41.32752065,0.53766142,254.86193109,0.30250041,7.98361159,3.02118669,9.01554147,3.70000862,62.06713436,179.54692407,570.44526802,0.33779546,1.46075766,352.70302324,31.56739896,30.79140364,35.96116466,8.82089984,81.53053884,15.7246505,60.69487118,47.61297625,52.56437483
80,20.79254506,16.51908462,0.78214526,240.31815568,2.0446611,20.11521057,4.33177619,4.76729006,1.39228403,54.21594976,112.54730979,530.9759049,2.43796837,0.68922477,435.93331839,15.71870322,28.72632756,23.8972552,11.68469799,17.86515579,5.85090969,40.23486125,51.81082862,40.30248074
81,52.37703099,23.79630794,0.86921046,223.52422283,1.00072232,13.75987036,5.19514744,13.1276992,3.67568888,36.88502083,116.25506586,525.03411957,4.14949787,2.07008777,414.77653693,21.0470675,18.14724889,99.8698661,15.74229104,136.39877674,13.23366061,57.61932581,46.84125063,82.50173451
82,10.75257835,7.67006395,0.48827702,246.89490102,0.61924431,9.41073154,2.5350065,6.69496432,1.57867629,53.17131739,169.78874391,543.32526678,1.37407824,1.11342354,305.93577325,21.31571223,27.50911272,11.93797998,6.36960988,20.68178202,6.10623647,43.55538364,46.3475404,39.89750895
83,10.72255306,27.09122389,0.54205343,255.95457247,1.58059811,18.37600316,3.21889988,12.54564609,2.46844614,42.70893145,122.29710609,597.98544143,2.77982711,1.99643038,407.47051985,16.87438262,24.01884487,31.36950202,9.67577762,51.8690398,9.81367636,37.72903746,54.92146691,77.49200948
84,38.8826371,44.97882812,3.14546897,277.87707832,1.16442428,19.47907437,15.51041476,13.12011401,12.56379339,69.34959493,149.69468368,540.68594612,1.13391613,2.24969199,344.76608737,35.66714628,36.05045975,127.82382462,33.8531784,169.41960686,47.05205339,62.76614514,59.90873184,58.7107249
85,19.4891191,47.20954128,1.62744925,207.87981427,1.05976215,13.7080315,8.91508181,8.30966467,4.61971459,45.26257072,61.95568177,527.38112535,2.8180365,1.346481,413.60350934,16.5723299,27.02762512,26.97519717,23.30803199,41.43145624,19.37804339,27.0398551,48.5044958,53.84085441
86,40.29395645,66.81706871,1.16180433,263.89201122,0.79244382,13.64832189,6.33844629,12.66120666,10.16824426,55.16726696,127.65572827,617.7524888,2.73583408,2.11020028,528.3600464,52.76788524,28.39490204,116.04507854,16.8699935,114.25870562,40.58620851,56.5406028,57.45246747,63.84743293
87,24.073197,19.11440815,0.75734153,228.31771202,0.08036445,1.88959667,3.65579025,3.08174095,2.93783701,40.64148042,103.42713755,600.56268929,1.89476428,0.63820147,518.48967421,19.09780137,24.3421388,10.51864582,7.45715647,21.29387786,11.68213449,15.03927112,48.87737484,3.17487208
88,20.09863369,36.52982058,0.5839458,270.04654315,0.99644628,10.3373343,3.43147415,9.46931409,3.85148751,72.17745669,198.84453203,665.32389644,1.26854119,1.60197133,528.97297122,55.9287723,35.20743921,55.67257964,9.90188435,115.69646748,16.45672962,74.45122287,50.05952178,42.43277815
89,39.3560895,48.53684971,1.74443913,208.64746941,1.22187282,22.68662022,9.65665199,15.02370433,6.72752433,8.69138897,77.65172444,499.66853299,4.24681987,2.3371316,316.27282553,29.91960347,7.96837066,60.83711047,25.84377384,33.24272446,26.6640953,42.41439539,47.28954332,99.66723691
90,38.61569413,44.91772616,1.88157852,225.44560552,1.91869513,21.09680388,9.64917762,14.31931086,6.49828574,52.17836101,39.16995412,605.1421081,1.5891233,2.44976707,390.25602745,23.40266806,32.13576884,103.4183208,23.35338079,120.46673274,24.35924383,39.50765605,58.26142098,73.43353729
91,26.75085685,34.56997715,2.56470242,244.34944466,0.47944837,1.98804912,13.51024779,2.89806784,5.12654094,32.72990302,123.19813498,642.43953818,6.61351796,0.54763062,447.58212422,21.97007824,21.19268051,20.91630119,33.18858248,24.34292934,20.31348795,25.87401887,51.41554052,18.27372693
92,27.38707111,29.72413664,1.0755853,249.38169833,1.71105225,12.52517169,5.4084754,11.57656839,1.71924841,100.04983005,119.36577234,549.20975572,3.98164051,2.09147159,319.80171703,22.25226161,51.18255418,47.5578638,13.23449762,94.67719397,4.42343721,91.36912869,54.73724872,36.8737966
93,20.47198334,22.20771777,1.27217037,244.07722204,1.65931897,24.30136889,6.58155789,14.09587404,3.22004615,51.88554284,59.84092676,612.68499101,1.31206545,2.34068779,417.29309812,24.081242,30.90613384,9.39156352,15.94919747,32.01214147,12.40667339,40.95258016,60.17560117,79.13428814
