,rawblue-mean_num,short-line-density-5_num,saturation-mean_num,class_cat,hedge-sd_num,short-line-density-2_num,region-pixel-count_num,intensity-mean_num,region-centroid-col_num,value-mean_num
141,26.1111,0.111111,0.412662,brickface,3.75185,0.0,9.0,20.4815,29.0,26.1111
142,54.4444,0.111111,0.275818,path,1.81863,0.0,9.0,45.2222,129.0,54.4444
143,13.2222,0.0,0.695088,foliage,2.11257,0.0,9.0,8.0,88.0,13.2222
144,26.3333,0.0,0.408913,cement,0.355555,0.0,9.0,19.2963,21.0,26.3333
145,143.111,0.0,0.185539,sky,0.680416,0.0,9.0,127.519,73.0,143.111
146,74.3333,0.0,0.336015,cement,0.760116,0.0,9.0,58.0,70.0,74.3333
147,16.3333,0.0,0.375552,grass,1.14988,0.0,9.0,17.963,135.0,23.1111
148,48.0,0.0,0.263846,path,41.9889,0.0,9.0,40.0,151.0,48.1111
149,0.0,0.0,0.0,window,0.0,0.0,9.0,0.0,161.0,0.0
150,72.7778,0.0,0.312834,path,4.68923,0.0,9.0,57.8519,223.0,72.7778
151,115.889,0.0,0.378682,sky,0.385187,0.0,9.0,88.5556,253.0,115.889
152,66.8889,0.0,0.303602,path,3.23465,0.0,9.0,53.5926,93.0,66.8889
153,27.8889,0.0,0.350082,window,0.544331,0.0,9.0,21.5926,230.0,27.8889
154,9.55556,0.0,0.804724,foliage,12.4333,0.0,9.0,5.2963,139.0,9.55556
155,50.4444,0.0,0.28056,path,3.04351,0.0,9.0,41.2963,205.0,50.4444
156,13.5556,0.0,0.347692,grass,1.40896,0.0,9.0,14.6296,57.0,18.3333
157,34.4444,0.0,0.425691,brickface,1.71852,0.0,9.0,26.2963,95.0,34.4444
158,75.6667,0.0,0.300242,path,3.74759,0.0,9.0,61.2593,156.0,75.6667
159,76.4444,0.0,0.312541,path,1.78471,0.0,9.0,61.037,62.0,76.4444
160,49.7778,0.0,0.335026,cement,0.860663,0.0,9.0,39.037,230.0,49.7778
161,47.7778,0.0,0.272752,cement,53.9556,0.0,9.0,39.3333,199.0,47.7778
162,17.6667,0.0,0.368866,grass,3.05555,0.0,9.0,19.2593,202.0,24.5556
163,51.2222,0.0,0.265454,path,5.85662,0.0,9.0,42.3333,23.0,51.2222
164,148.889,0.0,0.0798058,sky,0.685187,0.0,9.0,141.815,63.0,148.889
165,141.0,0.0,0.177195,sky,1.80741,0.0,9.0,126.037,93.0,141.0
166,7.77778,0.0,0.853199,foliage,3.77778,0.0,9.0,3.92593,140.0,7.77778
167,1.88889,0.0,1.0,window,0.0740741,0.0,9.0,0.703704,166.0,1.88889
168,61.5556,0.0,0.315228,cement,4.59831,0.0,9.0,48.8889,78.0,61.5556
169,14.3333,0.0,0.576021,window,0.879815,0.0,9.0,9.51852,182.0,14.3333
170,41.0,0.0,0.308824,cement,1.0256,0.0,9.0,32.7037,182.0,41.0
171,64.3333,0.0,0.307007,cement,1.22963,0.0,9.0,51.7037,236.0,64.3333
172,11.8889,0.0,0.520578,cement,0.611111,0.0,9.0,7.96296,32.0,11.8889
173,18.6667,0.0,0.564898,foliage,5.6882,0.111111,9.0,12.6667,23.0,18.6667
174,7.44444,0.0,0.919597,foliage,3.0963,0.0,9.0,3.14815,32.0,7.44444
175,42.2222,0.0,0.293208,path,3.61852,0.0,9.0,34.5185,142.0,42.2222
176,9.88889,0.0,0.405556,grass,0.785185,0.0,9.0,11.8519,233.0,15.8889
177,133.333,0.0,0.220748,sky,0.557772,0.0,9.0,116.778,253.0,133.333
178,12.3333,0.0,0.66626,window,0.443054,0.0,9.0,7.0,203.0,12.3333
179,14.5556,0.0,0.697226,foliage,17.1296,0.0,9.0,8.7037,98.0,14.5556
180,35.2222,0.0,0.271208,path,33.3185,0.0,9.0,29.0741,38.0,35.2222
181,6.77778,0.0,0.571429,brickface,0.266667,0.0,9.0,5.11111,38.0,6.88889
182,41.1111,0.0,0.338407,cement,0.827758,0.0,9.0,32.037,151.0,41.1111
183,76.5556,0.0,0.299579,path,1.80944,0.0,9.0,61.4074,86.0,76.5556
184,124.889,0.0,0.239143,sky,0.829629,0.0,9.0,105.778,104.0,124.889
185,129.222,0.0,0.218379,sky,0.740744,0.0,9.0,111.63,60.0,129.222
186,74.8889,0.0,0.29788,path,1.13039,0.0,9.0,60.4815,62.0,74.8889
187,3.22222,0.0,0.977778,window,0.0296296,0.0,9.0,1.18519,243.0,3.22222
188,80.3333,0.0,0.3097,cement,0.623611,0.0,9.0,64.037,22.0,80.3333
189,29.7778,0.111111,0.422223,brickface,0.651851,0.0,9.0,22.8889,96.0,29.7778
190,3.88889,0.0,0.0850168,window,0.136083,0.0,9.0,3.37037,119.0,3.88889
191,16.6667,0.0,0.352132,grass,0.385185,0.0,9.0,16.7778,86.0,20.4444
192,17.7778,0.0,0.381867,grass,4.02963,0.0,9.0,19.0741,6.0,24.3333
193,7.66667,0.0,0.562919,brickface,0.429629,0.0,9.0,6.03704,39.0,7.88889
194,7.44444,0.0,0.698445,brickface,0.418518,0.0,9.0,4.59259,23.0,7.66667
195,145.778,0.0,0.121119,sky,0.700008,0.0,9.0,134.778,248.0,145.778
196,2.77778,0.0,0.977778,foliage,0.365148,0.0,9.0,1.22222,33.0,2.77778
197,13.6667,0.0,0.431696,grass,1.14444,0.0,9.0,14.5556,103.0,19.1111
198,3.22222,0.0,0.977778,window,0.0296296,0.0,9.0,1.18519,243.0,3.22222
199,89.0,0.0,0.318191,cement,0.64693,0.0,9.0,70.4444,23.0,89.0
200,34.7778,0.0,0.429663,brickface,3.71852,0.0,9.0,25.963,75.0,34.7778
201,0.0,0.0,0.0,window,0.0,0.0,9.0,0.0,222.0,0.0
202,14.0,0.0,0.5477,window,0.389682,0.0,9.0,8.96296,240.0,14.0
203,24.8889,0.0,0.57666,window,0.962962,0.0,9.0,15.6296,212.0,24.8889
204,10.3333,0.0,0.463329,grass,0.750309,0.0,9.0,13.7407,86.0,19.2222
205,66.5556,0.0,0.298622,path,1.59745,0.0,9.0,54.037,198.0,66.5556
206,122.556,0.0,0.275467,sky,0.607409,0.0,9.0,101.037,119.0,122.556
207,15.6667,0.0,0.400756,grass,0.418518,0.0,9.0,16.5926,216.0,21.3333
208,69.7778,0.0,0.303912,path,2.48924,0.0,9.0,56.0741,24.0,69.7778
209,27.5556,0.0,0.407364,brickface,0.874074,0.0,9.0,21.7037,80.0,27.5556
210,29.8889,0.0,0.237113,path,40.0296,0.0,9.0,25.2963,13.0,30.1111
211,6.0,0.0,0.986111,foliage,0.196296,0.0,9.0,2.25926,10.0,6.0
212,11.8889,0.0,0.442456,grass,1.75185,0.0,9.0,13.4815,103.0,18.3333
213,132.556,0.0,0.23132,sky,0.344266,0.0,9.0,114.963,232.0,132.556
214,1.22222,0.0,0.777778,foliage,0.136083,0.0,9.0,0.407407,123.0,1.22222
215,1.0,0.0,0.37037,window,0.534027,0.0,9.0,0.666667,138.0,1.0
216,3.77778,0.0,0.917989,window,1.75185,0.0,9.0,1.66667,43.0,3.77778
217,6.22222,0.0,0.617063,brickface,0.0740741,0.0,9.0,5.0,238.0,6.66667
218,42.7778,0.0,0.309884,path,3.82223,0.0,9.0,34.1111,20.0,42.7778
219,26.2222,0.0,0.409226,window,0.951851,0.0,9.0,19.3333,58.0,26.2222
220,1.33333,0.0,0.777778,foliage,0.0888889,0.0,9.0,0.444444,49.0,1.33333
221,80.3333,0.0,0.3097,cement,0.623611,0.0,9.0,64.037,22.0,80.3333
222,21.1111,0.0,0.630928,window,0.062963,0.0,9.0,12.3333,235.0,21.1111
223,24.4444,0.0,0.410073,brickface,0.429631,0.0,9.0,19.4444,34.0,24.4444
224,140.444,0.0,0.175605,sky,0.488889,0.0,9.0,126.111,22.0,140.444
225,28.7778,0.0,0.451546,window,0.42963,0.0,9.0,20.2222,96.0,28.7778
226,15.4444,0.0,0.698902,foliage,3.55556,0.0,9.0,9.51852,71.0,15.4444
227,46.0,0.0,0.33971,cement,6.35555,0.0,9.0,36.1111,216.0,46.0
228,71.5556,0.111111,0.318366,path,1.23678,0.0,9.0,56.7778,251.0,71.5556
229,138.333,0.0,0.175844,sky,0.329627,0.0,9.0,123.667,172.0,138.333
230,26.4444,0.0,0.601444,foliage,0.827759,0.0,9.0,16.3704,68.0,26.4444
231,21.0,0.111111,0.376024,brickface,0.800001,0.0,9.0,17.7778,82.0,21.0
232,0.0,0.0,0.0,window,0.0,0.0,9.0,0.0,166.0,0.0
233,0.333333,0.0,0.222222,window,0.172133,0.0,9.0,0.111111,216.0,0.333333
234,51.3333,0.0,0.285523,path,9.66294,0.0,9.0,42.1852,181.0,51.3333
235,0.0,0.0,0.0,window,0.0,0.0,9.0,0.0,168.0,0.0
236,9.0,0.0,0.500966,grass,0.894427,0.0,9.0,12.7037,47.0,18.1111
237,3.0,0.0,1.0,foliage,0.0888889,0.0,9.0,1.0,98.0,3.0
238,0.111111,0.0,0.111111,window,0.136083,0.0,9.0,0.037037,180.0,0.111111
239,72.6667,0.0,0.300181,path,4.32777,0.0,9.0,58.5926,85.0,72.6667
240,9.66667,0.0,0.428363,grass,1.04074,0.0,9.0,11.6296,151.0,15.8889
241,37.0,0.0,0.327385,window,0.421636,0.0,9.0,29.3333,139.0,37.0
242,140.222,0.111111,0.165549,sky,1.94444,0.0,9.0,126.333,147.0,140.222
243,15.6667,0.111111,0.487864,cement,0.740741,0.0,9.0,10.5926,14.0,15.6667
244,3.0,0.0,1.0,foliage,0.0777778,0.0,9.0,1.14815,6.0,3.0
245,34.8889,0.111111,0.449747,cement,3.15556,0.0,9.0,24.7037,136.0,34.8889
246,5.77778,0.0,0.84709,window,0.0296296,0.0,9.0,2.55556,94.0,5.77778
247,13.6667,0.0,0.634921,window,0.327731,0.0,9.0,7.92593,225.0,13.6667
248,50.6667,0.0,0.278387,path,2.48924,0.0,9.0,41.7037,202.0,50.6667
249,61.4444,0.0,0.289997,path,2.2771,0.0,9.0,49.8889,64.0,61.4444
250,21.8889,0.0,0.399751,brickface,0.962963,0.0,9.0,17.963,23.0,21.8889
251,23.7778,0.0,0.351487,grass,0.888194,0.0,9.0,23.7407,47.0,28.7778
252,51.8889,0.0,0.258916,cement,2.87407,0.0,9.0,43.8148,37.0,51.8889
253,17.5556,0.0,0.747294,window,121.396,0.111111,9.0,11.2963,145.0,17.5556
254,9.77778,0.0,0.435185,grass,1.04704,0.0,9.0,10.7407,170.0,14.3333
255,11.6667,0.0,0.613718,window,2.79682,0.111111,9.0,7.03704,231.0,11.6667
256,149.111,0.0,0.0990602,sky,0.162961,0.0,9.0,140.259,18.0,149.111
257,71.5556,0.0,0.302514,path,2.51219,0.0,9.0,57.3333,38.0,71.5556
258,9.22222,0.111111,0.89084,foliage,1.31852,0.0,9.0,4.66667,70.0,9.22222
259,12.6667,0.0,0.300624,window,71.5741,0.0,9.0,8.25926,66.0,12.6667
260,145.556,0.0,0.110653,sky,0.862948,0.0,9.0,135.519,186.0,145.556
261,1.0,0.0,1.0,foliage,0.0,0.0,9.0,0.333333,63.0,1.0
262,7.22222,0.0,0.81358,foliage,1.40897,0.0,9.0,3.85185,33.0,7.22222
263,62.3333,0.0,0.300945,path,2.00739,0.111111,9.0,50.5926,189.0,62.3333
264,51.1111,0.0,0.176156,cement,1.0037,0.0,9.0,46.2963,140.0,51.1111
265,5.44444,0.0,0.878395,window,0.0333333,0.0,9.0,2.44444,222.0,5.44444
266,15.6667,0.111111,0.487864,cement,0.740741,0.0,9.0,10.5926,14.0,15.6667
267,78.4444,0.0,0.271659,cement,1.06805,0.0,9.0,64.6296,112.0,78.4444
268,13.0,0.0,0.730592,foliage,23.1852,0.111111,9.0,7.96296,56.0,13.0
269,67.6667,0.0,0.318137,path,1.69531,0.111111,9.0,53.6667,250.0,67.6667
270,72.0,0.0,0.302525,path,1.14827,0.0,9.0,57.8889,18.0,72.0
271,142.556,0.0,0.176083,sky,0.829631,0.0,9.0,127.556,112.0,142.556
272,25.2222,0.0,0.457681,brickface,1.52963,0.0,9.0,18.7407,2.0,25.2222
273,59.5556,0.111111,0.260605,cement,3.11111,0.0,9.0,49.8519,83.0,59.5556
274,52.5556,0.0,0.280764,path,1.77221,0.0,9.0,43.5185,132.0,52.5556
275,78.7778,0.0,0.27569,cement,0.596294,0.0,9.0,64.6667,144.0,78.7778
276,135.778,0.0,0.215088,sky,1.05409,0.0,9.0,118.667,231.0,135.778
277,76.6667,0.0,0.305593,path,2.12307,0.0,9.0,61.5926,93.0,76.6667
278,69.2222,0.0,0.29685,path,2.08344,0.0,9.0,55.8889,28.0,69.2222
279,62.8889,0.0,0.325138,cement,0.655462,0.0,9.0,49.4074,148.0,62.8889
280,9.0,0.0,0.630471,window,0.344444,0.0,9.0,5.37037,54.0,9.0
281,5.66667,0.0,0.917989,foliage,0.685185,0.0,9.0,2.7037,51.0,5.66667
282,12.7778,0.0,0.401151,grass,1.28956,0.0,9.0,16.1852,85.0,21.3333
283,5.77778,0.0,0.574603,brickface,0.32963,0.0,9.0,4.81482,62.0,6.22222
284,132.889,0.0,0.240722,sky,0.596282,0.0,9.0,114.63,235.0,132.889
285,72.4444,0.0,0.295523,path,1.54441,0.0,9.0,58.4074,167.0,72.4444
286,14.1111,0.0,0.41042,grass,1.19257,0.0,9.0,17.2963,222.0,23.2222
287,15.2222,0.0,0.619713,window,0.490653,0.0,9.0,9.11111,209.0,15.2222
288,140.222,0.0,0.174948,sky,0.740737,0.0,9.0,125.259,178.0,140.222
289,86.5556,0.0,0.286238,cement,1.10889,0.0,9.0,70.5185,40.0,86.5556
290,44.1111,0.0,0.221187,cement,0.544332,0.0,9.0,38.037,156.0,44.1111
291,129.556,0.0,0.240108,sky,0.327729,0.0,9.0,111.704,155.0,129.556
292,147.333,0.0,0.127385,sky,1.35184,0.0,9.0,135.926,174.0,147.333
293,79.5556,0.0,0.317523,path,2.89636,0.0,9.0,63.0,106.0,79.5556
294,30.4444,0.0,0.365332,window,0.827759,0.0,9.0,23.7037,244.0,30.4444
295,18.2222,0.0,0.38821,grass,0.844445,0.0,9.0,19.4444,157.0,24.8889
296,40.7778,0.111111,0.400536,window,0.408248,0.0,9.0,30.4815,22.0,40.7778
297,8.0,0.0,0.482192,grass,0.490653,0.0,9.0,9.18519,215.0,12.7778
298,11.8889,0.0,0.478222,grass,0.344444,0.0,9.0,12.5926,231.0,17.0
299,57.1111,0.0,0.294045,path,4.18817,0.0,9.0,46.0741,52.0,57.1111
300,62.2222,0.0,0.296328,path,3.12279,0.0,9.0,50.3333,112.0,62.2222
301,16.7778,0.0,0.314507,grass,4.60741,0.0,9.0,14.0741,37.0,17.6667
302,6.44444,0.0,0.829233,window,0.240741,0.0,9.0,2.96296,20.0,6.44444
303,5.88889,0.0,0.563467,grass,3.55556,0.0,9.0,8.11111,140.0,12.4444
