2 1:1 2:11 3:158 4:0.293692 5:0.423498 6:0.329803 7:0.457838 8:0.829782 9:0.497767 10:0.15944 11:0.971122 12:0.492343 13:0.084269 14:0.974334 15:0.926424 16:0.295426 17:0.804212 18:0.87084 19:0.546295 20:0.884871
2 1:1 2:12 3:229 4:0.424916 5:0.903222 6:0.173306 7:0.791005 8:0.476184 9:0.681176 10:0.905844 11:0.828415 12:0.083717 13:0.520567 14:0.072915 15:0.948095 16:0.999616 17:0.728459 18:0.285888 19:0.21089 20:0.83359
1 1:1 2:13 3:527 4:0.976907 5:0.857929 6:0.614971 7:0.615516 8:0.352769 9:0.83396 10:0.095092 11:0.230893 12:0.954833 13:0.577182 14:0.783511 15:0.530425 16:0.17517 17:0.544458 18:0.081392 19:0.733015 20:0.531369
2 1:1 2:14 3:8 4:0.013556 5:0.623447 6:0.519136 7:0.254456 8:0.366947 9:0.055696 10:0.518501 11:0.371257 12:0.853784 13:0.34704 14:0.947347 15:0.597281 16:0.428806 17:0.40137 18:0.820446 19:0.599584 20:0.135681
2 1:1 2:15 3:109 4:0.201241 5:0.968108 6:0.83644 7:0.609977 8:0.244682 9:0.788271 10:0.356017 11:0.125054 12:0.510103 13:0.403966 14:0.865612 15:0.499516 16:0.589648 17:0.014998 18:0.893355 19:0.562122 20:0.028449
2 1:1 2:16 3:168 4:0.310913 5:0.909293 6:0.719117 7:0.433167 8:0.997142 9:0.231382 10:0.771589 11:0.593069 12:0.109139 13:0.215117 14:0.051819 15:0.293526 16:0.751845 17:0.922481 18:0.606573 19:0.318209 20:0.718854
2 1:1 2:17 3:376 4:0.696774 5:0.702883 6:0.975636 7:0.983485 8:0.031137 9:0.938889 10:0.744846 11:0.752254 12:0.412524 13:0.586656 14:0.941653 15:0.247466 16:0.550211 17:0.229891 18:0.691478 19:0.999306 20:0.647063
2 1:1 2:18 3:428 4:0.791531 5:0.794123 6:0.430667 7:0.916778 8:0.897785 9:0.729779 10:0.560204 11:0.658953 12:0.835252 13:0.644759 14:0.444219 15:0.820039 16:0.878055 17:0.238453 18:0.413538 19:0.378726 20:0.973049
2 1:1 2:19 3:124 4:0.227814 5:0.868964 6:0.839547 7:0.133349 8:0.95134 9:0.179081 10:0.023152 11:0.144847 12:0.674269 13:0.083273 14:0.437239 15:0.231382 16:0.424553 17:0.578621 18:0.140284 19:0.538909 20:0.620392
2 1:1 2:20 3:292 4:0.539764 5:0.408204 6:0.391342 7:0.660984 8:0.730277 9:0.415557 10:0.67797 11:0.092243 12:0.457695 13:0.97105 14:0.116669 15:0.893424 16:0.89528 17:0.41211 18:0.06749 19:0.254949 20:0.146701
2 1:1 2:21 3:70 4:0.129787 5:0.881825 6:0.531266 7:0.546997 8:0.626596 9:0.689773 10:0.941651 11:0.466419 12:0.098313 13:0.435143 14:0.730366 15:0.868268 16:0.85282 17:0.525977 18:0.785421 19:0.630603 20:0.740923
2 1:1 2:22 3:194 4:0.360447 5:0.93911 6:0.149995 7:0.57904 8:0.29749 9:0.905608 10:0.765232 11:0.026879 12:0.608748 13:0.316249 14:0.842603 15:0.384432 16:0.601 17:0.941488 18:0.981675 19:0.225053 20:0.692644
2 1:1 2:23 3:366 4:0.675725 5:0.02493 6:0.113832 7:0.833686 8:0.268191 9:0.936407 10:0.577269 11:0.728363 12:0.846494 13:0.419848 14:0.286228 15:0.782014 16:0.455999 17:0.450857 18:0.909224 19:0.827098 20:0.125961
2 1:1 2:24 3:442 4:0.81787 5:0.54848 6:0.98325 7:0.475169 8:0.672255 9:0.198055 10:0.27025 11:0.453985 12:0.725451 13:0.653351 14:0.099092 15:0.369056 16:0.252057 17:0.426083 18:0.381708 19:0.775821 20:0.561838
2 1:1 2:25 3:148 4:0.272825 5:0.288014 6:0.424075 7:0.825867 8:0.686728 9:0.317001 10:0.107176 11:0.761054 12:0.720973 13:0.984839 14:0.345239 15:0.145047 16:0.961694 17:0.021561 18:0.127715 19:0.978176 20:0.877524
2 1:1 2:26 3:17 4:0.029995 5:0.500945 6:0.18144 7:0.501907 8:0.017165 9:0.683837 10:0.239436 11:0.694846 12:0.762668 13:0.11862 14:0.694098 15:0.489323 16:0.354129 17:0.527806 18:0.777713 19:0.309117 20:0.262728
2 1:1 2:27 3:201 4:0.371872 5:0.742212 6:0.063045 7:0.18916 8:0.846139 9:0.874233 10:0.143819 11:0.156296 12:0.353835 13:0.393121 14:0.633843 15:0.788371 16:0.856284 17:0.602019 18:0.168631 19:0.534522 20:0.987513
2 1:1 2:28 3:80 4:0.148787 5:0.34509 6:0.085157 7:0.737007 8:0.345312 9:0.172234 10:0.69067 11:0.097401 12:0.183404 13:0.371574 14:0.480701 15:0.506994 16:0.823968 17:0.146708 18:0.59553 19:0.371591 20:0.199846
2 1:1 2:29 3:131 4:0.24067 5:0.830739 6:0.021991 7:0.99855 8:0.294418 9:0.71617 10:0.41555 11:0.921415 12:0.139468 13:0.069256 14:0.981448 15:0.205876 16:0.194218 17:0.501133 18:0.181758 19:0.691084 20:0.615791
2 1:1 2:30 3:397 4:0.734772 5:0.937693 6:0.89297 7:0.235562 8:0.98242 9:0.532903 10:0.398452 11:0.19563 12:0.898278 13:0.736031 14:0.889063 15:0.978484 16:0.828647 17:0.442606 18:0.452043 19:0.769883 20:0.435866
2 1:1 2:31 3:477 4:0.883149 5:0.02928 6:0.359467 7:0.357382 8:0.526268 9:0.036278 10:0.590755 11:0.137506 12:0.048151 13:0.662521 14:0.338002 15:0.305894 16:0.026762 17:0.030902 18:0.339045 19:0.576479 20:0.759567
2 1:1 2:32 3:180 4:0.329158 5:0.576085 6:0.022301 7:0.384342 8:0.822694 9:0.71693 10:0.325197 11:0.854684 12:0.398639 13:0.835673 14:0.467984 15:0.004825 16:0.682274 17:0.114236 18:0.566028 19:0.559204 20:0.802771
2 1:1 2:33 3:62 4:0.115738 5:0.529137 6:0.188375 7:0.418222 8:0.333328 9:0.13833 10:0.1202 11:0.53258 12:0.96735 13:0.158751 14:0.474754 15:0.142948 16:0.164271 17:0.809068 18:0.76881 19:0.936033 20:0.402335
2 1:1 2:34 3:227 4:0.420645 5:0.431975 6:0.686291 7:0.043078 8:0.041824 9:0.986828 10:0.86841 11:0.414101 12:0.530654 13:0.42267 14:0.182383 15:0.89742 16:0.729727 17:0.158203 18:0.87517 19:0.618953 20:0.218368
2 1:1 2:35 3:511 4:0.944566 5:0.245755 6:0.680601 7:0.967 8:0.449789 9:0.593078 10:0.272489 11:0.676484 12:0.756458 13:0.619869 14:0.90925 15:0.702106 16:0.763603 17:0.376942 18:0.477158 19:0.352573 20:0.328102
2 1:1 2:36 3:235 4:0.436049 5:0.668261 6:0.995955 7:0.109089 8:0.034916 9:0.264479 10:0.992529 11:0.700669 12:0.410696 13:0.000419 14:0.309555 15:0.73163 16:0.699517 17:0.143323 18:0.24972 19:0.129111 20:0.82339
2 1:1 2:37 3:129 4:0.236896 5:0.636875 6:0.5418 7:0.068864 8:0.860347 9:0.45734 10:0.059165 11:0.382444 12:0.349006 13:0.333493 14:0.298011 15:0.763593 16:0.064541 17:0.000732 18:0.745185 19:0.671101 20:0.005699
2 1:1 2:38 3:410 4:0.758718 5:0.475841 6:0.833073 7:0.09325 8:0.161021 9:0.828598 10:0.215001 11:0.392582 12:0.650206 13:0.81806 14:0.016791 15:0.393927 16:0.622843 17:0.068229 18:0.592253 19:0.555532 20:0.102812
2 1:1 2:39 3:338 4:0.624181 5:0.352267 6:0.691971 7:0.214774 8:0.814584 9:0.437888 10:0.220245 11:0.574827 12:0.25685 13:0.545555 14:0.360006 15:0.052521 16:0.920706 17:0.67687 18:0.828809 19:0.299336 20:0.12172
2 1:1 2:40 3:327 4:0.604438 5:0.491999 6:0.117148 7:0.403814 8:0.591458 9:0.657343 10:0.18231 11:0.654878 12:0.558982 13:0.600618 14:0.03493 15:0.745948 16:0.055228 17:0.951103 18:0.742371 19:0.386519 20:0.784526
2 1:1 2:41 3:136 4:0.252251 5:0.554051 6:0.056499 7:0.569249 8:0.053864 9:0.476066 10:0.044143 11:0.154594 12:0.218628 13:0.35699 14:0.382903 15:0.215717 16:0.717705 17:0.32464 18:0.713245 19:0.461035 20:0.522124
2 1:1 2:42 3:289 4:0.534487 5:0.07235 6:0.508044 7:0.797351 8:0.854942 9:0.534399 10:0.499421 11:0.865816 12:0.514791 13:0.500726 14:0.41041 15:0.549086 16:0.117909 17:0.901309 18:0.274064 19:0.644323 20:0.038789
2 1:1 2:43 3:271 4:0.500186 5:0.542542 6:0.578932 7:0.939127 8:0.187564 9:0.643975 10:0.101768 11:0.610326 12:0.38091 13:0.878105 14:0.68167 15:0.929239 16:0.988242 17:0.136341 18:0.128086 19:0.648093 20:0.384532
1 1:1 2:44 3:488 4:0.904871 5:0.965467 6:0.763904 7:0.633559 8:0.759305 9:0.21683 10:0.255341 11:0.665203 12:0.368365 13:0.747902 14:0.934944 15:0.956876 16:0.420295 17:0.986997 18:0.955677 19:0.485108 20:0.206474
2 1:1 2:45 3:520 4:0.961589 5:0.514783 6:0.819531 7:0.288644 8:0.528931 9:0.796684 10:0.843942 11:0.037139 12:0.464197 13:0.776285 14:0.775232 15:0.124202 16:0.740232 17:0.883947 18:0.20302 19:0.032278 20:0.688734
2 1:1 2:46 3:89 4:0.162145 5:0.55923 6:0.888008 7:0.334936 8:0.089916 9:0.466295 10:0.652753 11:0.541212 12:0.475614 13:0.373546 14:0.709623 15:0.613065 16:0.88466 17:0.875652 18:0.549356 19:0.166465 20:0.537765
2 1:1 2:47 3:412 4:0.761214 5:0.344103 6:0.777036 7:0.158458 8:0.664699 9:0.576139 10:0.044687 11:0.774181 12:0.497616 13:0.394575 14:0.067845 15:0.057784 16:0.153044 17:0.61385 18:0.271658 19:0.05997 20:0.595262
2 1:1 2:48 3:212 4:0.390891 5:0.59926 6:0.854089 7:0.77146 8:0.060718 9:0.305602 10:0.719193 11:0.490189 12:0.604712 13:0.530933 14:0.059818 15:0.606469 16:0.209066 17:0.96128 18:0.791848 19:0.190488 20:0.843583
1 1:1 2:49 3:423 4:0.783255 5:0.959955 6:0.054978 7:0.422302 8:0.189559 9:0.768513 10:0.898006 11:0.940133 12:0.696245 13:0.014254 14:0.848723 15:0.269197 16:0.317335 17:0.365386 18:0.732467 19:0.445872 20:0.003184
2 1:1 2:50 3:451 4:0.834265 5:0.732401 6:0.375062 7:0.720275 8:0.939297 9:0.224491 10:0.860446 11:0.866764 12:0.830676 13:0.989771 14:0.575232 15:0.441944 16:0.32576 17:0.009097 18:0.947493 19:0.845073 20:0.639294
2 1:1 2:51 3:13 4:0.023074 5:0.665626 6:0.967062 7:0.378128 8:0.336371 9:0.821557 10:0.911618 11:0.788944 12:0.827207 13:0.492424 14:0.566999 15:0.634461 16:0.069407 17:0.514058 18:0.3193 19:0.430015 20:0.304843
2 1:1 2:52 3:499 4:0.92563 5:0.604524 6:0.30406 7:0.585937 8:0.54166 9:0.894944 10:0.973058 11:0.24959 12:0.776806 13:0.487479 14:0.366694 15:0.094332 16:0.441679 17:0.356113 18:0.694971 19:0.889775 20:0.180346
2 1:1 2:53 3:445 4:0.822252 5:0.914549 6:0.26441 7:0.027094 8:0.691121 9:0.971818 10:0.672251 11:0.724063 12:0.738698 13:0.514835 14:0.244434 15:0.038655 16:0.258082 17:0.817547 18:0.667178 19:0.074185 20:0.467084
2 1:1 2:54 3:314 4:0.581644 5:0.053602 6:0.293927 7:0.299382 8:0.534213 9:0.156428 10:0.638372 11:0.557336 12:0.535018 13:0.270267 14:0.754844 15:0.933518 16:0.709916 17:0.589109 18:0.802358 19:0.423921 20:0.256744
2 1:1 2:55 3:253 4:0.468096 5:0.709534 6:0.964369 7:0.673798 8:0.131002 9:0.708804 10:0.619074 11:0.524285 12:0.225811 13:0.01687 14:0.237431 15:0.683611 16:0.315722 17:0.250015 18:0.046623 19:0.744735 20:0.763153
2 1:1 2:56 3:106 4:0.19554 5:0.461462 6:0.709034 7:0.880216 8:0.323156 9:0.299818 10:0.947649 11:0.985767 12:0.165824 13:0.677366 14:0.199911 15:0.077449 16:0.124203 17:0.75614 18:0.220593 19:0.327888 20:0.556321
2 1:1 2:57 3:244 4:0.451536 5:0.629058 6:0.239815 7:0.99016 8:0.356758 9:0.313227 10:0.594777 11:0.21572 12:0.686377 13:0.68995 14:0.719657 15:0.173151 16:0.364855 17:0.428455 18:0.916978 19:0.750696 20:0.1577
1 1:1 2:58 3:469 4:0.867315 5:0.436953 6:0.070029 7:0.144875 8:0.199279 9:0.701177 10:0.366411 11:0.96465 12:0.127939 13:0.687026 14:0.971489 15:0.025957 16:0.344136 17:0.099746 18:0.20724 19:0.000465 20:0.949122
2 1:1 2:59 3:154 4:0.28669 5:0.750674 6:0.8819 7:0.92471 8:0.777145 9:0.977849 10:0.304483 11:0.206219 12:0.712283 13:0.007772 14:0.201377 15:0.086849 16:0.489029 17:0.932232 18:0.725313 19:0.855202 20:0.071784
2 1:1 2:60 3:540 4:0.998815 5:0.66095 6:0.795794 7:0.20166 8:0.645861 9:0.558637 10:0.47362 11:0.017065 12:0.060002 13:0.167684 14:0.553579 15:0.265857 16:0.183513 17:0.277597 18:0.654309 19:0.529666 20:0.294342
2 1:1 2:61 3:388 4:0.718118 5:0.237976 6:0.256837 7:0.290491 8:0.279041 9:0.386212 10:0.065132 11:0.884029 12:0.43073 13:0.723415 14:0.52296 15:0.692042 16:0.57857 17:0.750851 18:0.809193 19:0.930044 20:0.054707
2 1:1 2:62 3:303 4:0.560968 5:0.048323 6:0.809189 7:0.93097 8:0.786757 9:0.06894 10:0.73003 11:0.78207 12:0.202449 13:0.279106 14:0.372409 15:0.412649 16:0.647268 17:0.679132 18:0.899989 19:0.803917 20:0.025171
1 1:1 2:63 3:401 4:0.741596 5:0.781656 6:0.03342 7:0.239747 8:0.149745 9:0.405233 10:0.937797 11:0.063071 12:0.034082 13:0.633758 14:0.31937 15:0.992912 16:0.408746 17:0.385854 18:0.55443 19:0.455547 20:0.250476
2 1:1 2:64 3:435 4:0.805422 5:0.388095 6:0.251939 7:0.392807 8:0.088559 9:0.339881 10:0.017619 11:0.600453 12:0.539978 13:0.076222 14:0.350706 15:0.901758 16:0.135816 17:0.256838 18:0.430275 19:0.886183 20:0.943308
2 1:1 2:65 3:242 4:0.447649 5:0.565571 6:0.361594 7:0.652016 8:0.80163 9:0.750647 10:0.955125 11:0.534233 12:0.875553 13:0.444225 14:0.128868 15:0.907614 16:0.358759 17:0.895476 18:0.755525 19:0.764245 20:0.778632
2 1:1 2:66 3:144 4:0.266649 5:0.105046 6:0.92215 7:0.232658 8:0.120187 9:0.022208 10:0.367209 11:0.936907 12:0.595062 13:0.593229 14:0.418347 15:0.331339 16:0.48161 17:0.194637 18:0.763 19:0.219925 20:0.233415
2 1:1 2:67 3:151 4:0.280268 5:0.068818 6:0.734332 7:0.534126 8:0.013868 9:0.145605 10:0.578665 11:0.895257 12:0.865406 13:0.550564 14:0.50538 15:0.751908 16:0.334615 17:0.767593 18:0.108097 19:0.602484 20:0.903097
2 1:1 2:68 3:118 4:0.217061 5:0.270333 6:0.610046 7:0.321921 8:0.571763 9:0.212128 10:0.147203 11:0.949518 12:0.020036 13:0.365211 14:0.213456 15:0.3261 16:0.382851 17:0.125316 18:0.997265 19:0.726788 20:0.814627
2 1:1 2:69 3:299 4:0.551353 5:0.330233 6:0.699999 7:0.451201 8:0.001215 9:0.515302 10:0.247204 11:0.086283 12:0.294501 13:0.981731 14:0.855554 15:0.221855 16:0.573423 17:0.217769 18:0.50241 19:0.336716 20:0.550297
2 1:1 2:70 3:346 4:0.640317 5:0.179199 6:0.943816 7:0.965435 8:0.907978 9:0.288347 10:0.137221 11:0.931199 12:0.450723 13:0.931248 14:0.268674 15:0.716456 16:0.769175 17:0.776214 18:0.969363 19:0.591593 20:0.852321
2 1:1 2:71 3:19 4:0.033473 5:0.274572 6:0.336015 7:0.059398 8:0.875912 9:0.699808 10:0.404413 11:0.860247 12:0.156562 13:0.888766 14:0.210468 15:0.57522 16:0.652341 17:0.210176 18:0.576552 19:0.652819 20:0.19131
2 1:1 2:72 3:189 4:0.349209 5:0.139125 6:0.910652 7:0.723873 8:0.436198 9:0.444314 10:0.89227 11:0.275855 12:0.572987 13:0.569574 14:0.59327 15:0.680707 16:0.520422 17:0.073067 18:0.120636 19:0.516308 20:0.660015
2 1:1 2:73 3:353 4:0.653109 5:0.9928 6:0.779837 7:0.462741 8:0.225662 9:0.570829 10:0.52345 11:0.223129 12:0.151926 13:0.459889 14:0.189588 15:0.673339 16:0.109551 17:0.534734 18:0.710132 19:0.83146 20:0.898194
2 1:1 2:74 3:425 4:0.7885 5:0.392745 6:0.862112 7:0.815376 8:0.631075 9:0.470086 10:0.528564 11:0.979535 12:0.649464 13:0.384347 14:0.175653 15:0.344239 16:0.701359 17:0.301936 18:0.939268 19:0.316415 20:0.701766
2 1:1 2:75 3:328 4:0.608293 5:0.168283 6:0.676352 7:0.013716 8:0.81918 9:0.541494 10:0.493468 11:0.180408 12:0.612112 13:0.465531 14:0.90226 15:0.631584 16:0.099089 17:0.542684 18:0.163613 19:0.816358 20:0.711909
2 1:1 2:76 3:281 4:0.51829 5:0.015844 6:0.039334 7:0.803373 8:0.741796 9:0.904929 10:0.038076 11:0.270916 12:0.661655 13:0.141962 14:0.804406 15:0.478241 16:0.979943 17:0.727646 18:0.347659 19:0.988853 20:0.447937
2 1:1 2:77 3:510 4:0.943532 5:0.797574 6:0.803857 7:0.632701 8:0.220555 9:0.426066 10:0.563585 11:0.797355 12:0.103695 13:0.853752 14:0.984103 15:0.066713 16:0.39641 17:0.692716 18:0.188351 19:0.90561 20:0.350074
1 1:1 2:78 3:457 4:0.845611 5:0.03389 6:0.382948 7:0.645635 8:0.932791 9:0.040095 10:0.549632 11:0.217779 12:0.923008 13:0.353318 14:0.828581 15:0.865206 16:0.084083 17:0.367433 18:0.537126 19:0.087576 20:0.272303
2 1:1 2:79 3:52 4:0.096439 5:0.376166 6:0.323435 7:0.271645 8:0.915758 9:0.096577 10:0.672209 11:0.9112 12:0.321788 13:0.236771 14:0.40301 15:0.619776 16:0.502065 17:0.998483 18:0.160839 19:0.26485 20:0.478664
2 1:1 2:80 3:524 4:0.969022 5:0.815632 6:0.56121 7:0.778106 8:0.454347 9:0.918361 10:0.809918 11:0.254702 12:0.419313 13:0.780902 14:0.015305 15:0.432229 16:0.772509 17:0.522024 18:0.077207 19:0.172865 20:0.847359
2 1:1 2:81 3:95 4:0.177209 5:0.29181 6:0.397574 7:0.493667 8:0.313844 9:0.853588 10:0.504978 11:0.769069 12:0.869796 13:0.955375 14:0.814388 15:0.334516 16:0.505604 17:0.380875 18:0.700991 19:0.342793 20:0.709022
2 1:1 2:82 3:37 4:0.069965 5:0.314034 6:0.13725 7:0.029913 8:0.37776 9:0.887132 10:0.164777 11:0.43248 12:0.069008 13:0.891443 14:0.43157 15:0.078651 16:0.733349 17:0.493008 18:0.566696 19:0.047051 20:0.320188
2 1:1 2:83 3:395 4:0.730205 5:0.949889 6:0.274113 7:0.821364 8:0.99045 9:0.045889 10:0.115101 11:0.168343 12:0.00952 13:0.823803 14:0.53283 15:0.603478 16:0.076425 17:0.240845 18:0.438138 19:0.866115 20:0.109019
2 1:1 2:84 3:276 4:0.510161 5:0.221875 6:0.555486 7:0.689032 8:0.07646 9:0.249088 10:0.265131 11:0.893472 12:0.544539 13:0.510709 14:0.127523 15:0.666518 16:0.943891 17:0.606818 18:0.989129 19:0.188199 20:0.907212
1 1:1 2:85 3:322 4:0.597218 5:0.309078 6:0.983514 7:0.2795 8:0.900335 9:0.760158 10:0.20495 11:0.564339 12:0.755481 13:0.862397 14:0.703169 15:0.554544 16:0.327932 17:0.829222 18:0.054988 19:0.977709 20:0.504756
1 1:1 2:86 3:530 4:0.979196 5:0.256344 6:0.011956 7:0.553195 8:0.554762 9:0.583126 10:0.922551 11:0.468278 12:0.768534 13:0.913489 14:0.183761 15:0.83934 16:0.285804 17:0.90702 18:0.461765 19:0.635196 20:0.021074
2 1:1 2:87 3:307 4:0.568952 5:0.010988 6:0.351662 7:0.895745 8:0.682488 9:0.998459 10:0.438383 11:0.300405 12:0.338091 13:0.179809 14:0.229032 15:0.18871 16:0.844193 17:0.390763 18:0.283139 19:0.500086 20:0.307007
2 1:1 2:88 3:496 4:0.917951 5:0.570038 6:0.466117 7:0.112735 8:0.926429 9:0.257335 10:0.125265 11:0.426803 12:0.995409 13:0.028072 14:0.300612 15:0.011346 16:0.606609 17:0.69664 18:0.444892 19:0.521262 20:0.732127
2 1:1 2:89 3:534 4:0.988604 5:0.381534 6:0.601424 7:0.131196 8:0.208842 9:0.809848 10:0.928802 11:0.689969 12:0.667966 13:0.204841 14:0.625113 15:0.046851 16:0.543082 17:0.103849 18:0.611193 19:0.703175 20:0.372335
2 1:1 2:90 3:5 4:0.008994 5:0.579833 6:0.75404 7:0.32492 8:0.36482 9:0.093782 10:0.696464 11:0.074278 12:0.816184 13:0.844058 14:0.578837 15:0.099853 16:0.812297 17:0.85828 18:0.604816 19:0.527396 20:0.38039
2 1:1 2:91 3:32 4:0.058344 5:0.696438 6:0.474131 7:0.868195 8:0.809991 9:0.890317 10:0.984934 11:0.351078 12:0.434944 13:0.131496 14:0.140274 15:0.710461 16:0.112605 17:0.633321 18:0.44233 19:0.965443 20:0.950673
2 1:1 2:92 3:169 4:0.312822 5:0.620249 6:0.387047 7:0.443384 8:0.893702 9:0.500372 10:0.554763 11:0.166015 12:0.911935 13:0.409331 14:0.563012 15:0.32153 16:0.476439 17:0.084984 18:0.486195 19:0.067262 20:0.86361
1 1:1 2:93 3:373 4:0.691416 5:0.526029 6:0.082364 7:0.104676 8:0.789402 9:0.805434 10:0.63111 11:0.597129 12:0.291983 13:0.413248 14:0.654471 15:0.873086 16:0.078749 17:0.570525 18:0.63943 19:0.678007 20:0.991041
2 1:1 2:94 3:505 4:0.935895 5:0.769611 6:0.792617 7:0.353193 8:0.667448 9:0.81614 10:0.96418 11:0.711245 12:0.584092 13:0.165295 14:0.80935 15:0.287608 16:0.991867 17:0.889927 18:0.530099 19:0.89823 20:0.880278
1 1:1 2:95 3:468 4:0.862666 5:0.095828 6:0.095428 7:0.510833 8:0.203756 9:0.789735 10:0.794024 11:0.119817 12:0.944159 13:0.259582 14:0.275318 15:0.771615 16:0.746867 17:0.408134 18:0.937859 19:0.179099 20:0.775296
2 1:1 2:96 3:69 4:0.126199 5:0.589327 6:0.64359 7:0.711936 8:0.545565 9:0.362442 10:0.37502 11:0.627092 12:0.261219 13:0.145991 14:0.293003 15:0.194387 16:0.95639 17:0.066554 18:0.387424 19:0.358485 20:0.203458
2 1:1 2:97 3:515 4:0.951735 5:0.092209 6:0.924031 7:0.198791 8:0.641233 9:0.117315 10:0.875836 11:0.632273 12:0.447458 13:0.753678 14:0.260018 15:0.563017 16:0.619829 17:0.037426 18:0.720133 19:0.75784 20:0.431846
2 1:1 2:98 3:76 4:0.141387 5:0.951547 6:0.090105 7:0.016874 8:0.256741 9:0.007821 10:0.296604 11:0.738943 12:0.975425 13:0.472226 14:0.133557 15:0.469097 16:0.091389 17:0.487927 18:0.404388 19:0.833787 20:0.858435
2 1:1 2:99 3:145 4:0.269055 5:0.278555 6:0.62627 7:0.859663 8:0.712693 9:0.238748 10:0.847079 11:0.005326 12:0.35953 13:0.273377 14:0.64999 15:0.108389 16:0.901332 17:0.166454 18:0.585272 19:0.624297 20:0.441298
2 1:1 2:100 3:115 4:0.211979 5:0.694074 6:0.150718 7:0.126538 8:0.162545 9:0.254231 10:0.812882 11:0.925625 12:0.901439 13:0.613846 14:0.265809 15:0.407308 16:0.727184 17:0.870513 18:0.230888 19:0.66224 20:0.176694
2 1:1 2:101 3:42 4:0.077761 5:0.058896 6:0.436346 7:0.33151 8:0.771729 9:0.67225 10:0.293345 11:0.051208 12:0.643213 13:0.174858 14:0.836967 15:0.395564 16:0.561437 17:0.279825 18:0.631974 19:0.195663 20:0.99882
2 1:1 2:102 3:288 4:0.532938 5:0.744665 6:0.945812 7:0.410767 8:0.655021 9:0.519346 10:0.052596 11:0.203453 12:0.134272 13:0.868658 14:0.52016 15:0.971357 16:0.462182 17:0.355327 18:0.41093 19:0.080404 20:0.398084
2 1:1 2:103 3:233 4:0.432523 5:0.998263 6:0.11017 7:0.671009 8:0.170808 9:0.207669 10:0.703076 11:0.61118 12:0.632672 13:0.948308 14:0.669069 15:0.920149 16:0.270859 17:0.048259 18:0.826194 19:0.737805 20:0.733419
2 1:1 2:104 3:27 4:0.04927 5:0.759216 6:0.66452 7:0.774061 8:0.863979 9:0.596792 10:0.87942 11:0.587873 12:0.212854 13:0.309701 14:0.588191 15:0.671851 16:0.437921 17:0.083007 18:0.878178 19:0.106693 20:0.085559
2 1:1 2:105 3:384 4:0.710956 5:0.883788 6:0.122997 7:0.905278 8:0.236193 9:0.367033 10:0.781591 11:0.344565 12:0.817351 13:0.712681 14:0.549026 15:0.851187 16:0.306865 17:0.205398 18:0.645744 19:0.883286 20:0.752249
