,binaryClass_cat,Age_num,Civil_num,Can/US_num
120,P,42.1688,21.48458,17.471127
121,N,55.3512,12.377082,9.109013
122,N,30.60091,15.007547,11.457449
123,N,60.88695,17.859766,16.815912
124,N,36.29126,19.428858,7.082709
125,N,68.82696,22.461753,15.021384
126,P,43.89838,17.414551,9.249423
127,N,30.80643,19.919702,11.187533
128,N,42.90932,17.627355,10.170691
129,N,33.03918,11.400503,6.404351
130,P,54.58098,27.654524,10.258914
131,P,41.29086,17.79053,12.072433
132,N,49.88762,30.529624,9.423292
133,P,55.23307,17.773395,5.016054
134,N,57.09559,9.726063,12.27063
135,P,59.86246,18.180797,11.095749
136,P,24.46155,18.242142,7.086545
137,N,54.98171,21.274295,8.780093
138,P,55.61813,16.746416,10.894854
139,N,57.69144,22.466682,14.11415
140,N,33.425,9.858587,11.561
141,P,43.34206,22.688619,9.835175
142,N,36.48562,20.910889,6.617271
143,N,38.76935,21.933416,10.116841
144,N,38.16749,18.797032,7.077623
145,N,41.34369,13.519761,6.231202
146,P,49.17934,23.330185,3.628963
147,N,35.70558,22.617787,5.605206
148,N,45.12984,18.996999,7.167319
149,N,46.56104,6.65812,11.099651
150,N,40.27925,17.691111,5.570295
151,N,61.63084,19.977704,8.538952
152,N,35.1276,16.813331,11.137175
153,N,29.14377,12.271096,9.038587
154,P,39.1668,21.347435,7.0454
155,N,29.62863,14.875395,9.950431
156,N,34.20681,17.661148,8.68912
157,P,46.66138,12.902335,13.130124
158,P,35.19904,22.229739,2.556927
159,P,35.78227,20.435266,8.507245
160,P,53.31686,18.036062,13.330184
161,P,35.06906,8.709831,9.465636
162,N,37.13511,23.812197,10.68145
163,N,14.37154,18.770591,7.405816
164,N,41.7808,15.801459,13.842197
165,N,57.22514,19.712963,7.918347
166,P,53.65893,19.433449,12.638032
167,N,30.95053,18.961879,8.706693
168,N,49.2282,18.87763,5.693897
169,N,54.09913,11.926927,13.698176
170,N,33.81192,14.61923,4.701334
171,N,57.54606,17.33392,13.647675
172,N,61.79682,12.790605,7.545257
173,P,39.05817,23.198735,10.64464
174,P,23.26574,14.75468,7.074944
175,P,46.60449,23.442024,9.883852
176,P,38.94647,19.126452,11.535457
177,N,24.81329,15.740611,6.995572
178,P,46.23423,24.792988,6.147864
179,N,70.29629,12.006633,10.939566
180,P,56.20188,9.823993,5.172895
181,N,41.84103,16.692216,7.696428
182,N,47.37795,15.37268,9.916922
183,P,59.88674,20.321144,12.390783
184,P,36.37065,14.117194,6.615176
185,P,47.16227,16.765661,8.526417
186,N,41.59091,21.145058,11.290545
187,N,58.10445,10.391472,8.797247
188,N,23.10132,13.331694,7.797748
189,P,42.41766,19.863965,8.278627
190,P,54.98083,14.711447,9.25665
191,P,16.96162,9.443276,12.299489
192,N,24.55376,17.227336,11.72417
193,N,26.33586,21.311578,11.364397
194,P,60.46877,18.99506,11.076342
195,N,71.17361,17.724629,9.673689
196,P,52.03409,22.92203,9.673463
197,P,54.57599,14.074689,11.509513
198,N,34.0869,27.941119,8.114843
199,P,28.93464,15.151774,8.198336
200,P,29.55655,17.148503,6.944246
201,N,56.18342,19.764625,9.655405
202,P,42.23851,18.262393,6.860709
203,N,52.84455,19.3502,8.871596
204,P,47.91213,15.538677,8.351936
205,P,36.0419,11.216219,11.807213
206,N,30.47829,23.393447,12.673605
207,N,65.54899,12.05584,11.265896
208,P,48.33793,16.846848,7.788146
209,N,56.71327,21.515914,9.121818
210,N,43.58911,6.419895,10.078188
211,N,14.79888,11.516309,8.457625
212,P,58.19262,22.645483,6.172131
213,P,39.5164,16.291101,7.389027
214,N,53.60874,21.199402,5.329041
215,P,69.09475,14.534605,12.274006
216,P,56.20882,15.296017,7.461629
217,N,45.82362,24.153173,14.310264
218,N,41.57724,23.944098,11.222187
219,P,29.6466,21.842308,12.342195
220,N,33.63723,14.7186,13.514638
221,N,40.41466,15.349022,6.369101
222,N,47.8814,21.949343,11.515462
223,N,22.74127,14.627164,8.479685
224,P,26.13136,20.462911,12.679117
225,N,55.73829,22.162889,11.273514
226,P,48.78034,11.767219,6.061764
227,N,46.80493,14.563201,8.064897
228,N,38.79711,19.180337,6.212635
229,P,43.17981,16.219139,7.874239
230,N,52.22239,17.289051,8.011162
231,P,40.54111,15.563346,9.259186
232,P,53.2794,19.124688,5.543775
233,P,63.89846,20.45024,6.861956
234,P,44.82385,19.974279,11.221296
235,P,51.91839,17.062731,11.967294
236,N,53.20617,17.752217,13.321251
237,N,54.95166,15.104534,9.381776
238,P,51.62719,15.047487,12.487891
239,P,91.94459,19.588072,13.678752
240,N,43.51311,23.198537,8.001716
241,P,70.12461,14.423045,14.169959
242,P,37.46485,15.54808,8.493279
243,N,56.63624,19.480145,10.009363
244,P,61.03989,22.615826,11.404817
245,N,45.54119,17.43247,16.94234
246,N,37.18458,19.633485,9.266108
247,N,62.52043,26.458374,8.196291
248,N,57.80513,21.729942,9.455248
249,N,56.08272,9.117295,9.54956
250,P,39.22445,27.625101,12.404199
251,N,32.42597,15.384853,8.413819
252,P,60.82567,22.273202,9.977028
253,P,45.40749,13.339865,8.009123
254,N,23.29609,16.060549,6.579686
255,N,44.6705,13.013095,11.083303
256,N,53.78453,6.052379,13.015147
257,P,25.37142,9.34583,7.320648
258,N,68.25812,15.937353,16.454549
259,P,61.42267,16.935752,12.247836
260,N,41.53368,12.195325,11.816814
261,N,40.2063,15.436814,10.813097
262,N,53.4671,12.377111,12.061945
263,N,65.61153,18.597391,10.01307
264,P,53.37299,26.434646,10.273378
265,P,46.4507,19.3341,7.110023
266,N,29.0559,20.507399,13.104157
267,P,52.99711,19.309392,12.070356
268,N,36.84536,22.482558,10.151361
269,P,30.70343,15.406966,12.692309
270,N,45.94253,14.706637,4.718794
271,N,55.86264,15.431608,7.137593
272,P,69.9651,22.382061,10.800928
273,N,56.34068,18.495879,10.239097
274,P,38.36676,18.280234,16.752202
275,P,49.56986,23.419962,8.97405
276,P,68.74405,12.436139,8.219016
277,P,44.62145,21.201032,10.637473
278,N,33.34112,24.880353,9.491382
279,P,19.77634,12.156923,11.131433
280,P,27.22417,20.468225,7.037702
281,N,36.19063,22.686109,10.542895
282,N,53.79924,17.374673,11.032784
283,P,13.59649,15.039345,11.407595
284,P,14.7543,17.694784,12.241643
285,P,27.33502,22.780978,9.451763
286,N,55.25422,22.256701,12.493911
287,P,36.55557,15.541889,8.662405
288,N,29.64146,25.258861,6.702272
289,N,34.83502,21.971171,12.085118
290,P,57.2056,24.720617,11.888648
291,N,55.83575,17.593661,8.800183
292,N,51.52365,16.488702,8.866583
293,N,60.53169,20.297668,6.559844
294,P,59.29629,23.000065,11.894792
295,N,46.40014,15.871355,13.217841
296,P,64.96523,17.465204,10.280937
297,P,35.63511,10.577788,3.615873
298,N,53.65412,22.340214,9.342364
299,N,14.76188,19.999678,13.248253
300,N,35.24474,12.642164,13.640046
301,P,26.43518,16.053349,7.858698
302,P,37.44892,21.012571,9.340258
303,N,46.60059,23.367544,8.18216
304,N,78.21658,17.493271,10.778804
305,N,33.21391,22.908103,8.570925
306,N,39.88428,21.290869,8.125732
307,P,14.61102,9.710113,11.992576
308,N,34.30317,6.890524,9.875692
309,N,16.77547,15.077033,9.801464
310,P,28.08265,14.427995,8.069751
311,N,27.6012,16.828333,7.556235
312,N,59.54406,24.950137,10.180288
313,P,24.5961,27.212773,11.683876
314,N,53.41126,17.664985,10.078392
315,N,47.56726,21.31978,9.73627
316,P,54.33082,21.944831,9.18143
317,P,63.74151,22.16432,13.850695
318,N,27.2174,18.047171,8.525893
319,N,41.84361,19.288455,9.497381
320,N,26.04513,21.551368,9.212071
321,N,44.57237,24.121143,15.057086
322,N,37.3878,23.17131,11.64671
323,P,38.28696,12.825075,10.941141
324,N,22.12108,24.133579,12.615256
325,P,30.30861,18.133094,6.95887
326,N,19.33831,20.906443,12.330411
327,P,28.31919,20.562393,10.749802
328,P,26.31214,18.513534,13.173749
329,P,35.897613,14.365131,8.753803
330,N,51.668536,19.338263,13.033627
331,N,44.149149,18.697752,11.892224
332,N,34.650692,18.848848,9.524935
333,N,32.060495,19.597542,6.603394
334,P,33.74492,12.447207,10.720647
335,N,25.45733,19.532522,9.785742
336,N,13.351258,20.846035,10.839996
337,P,36.859204,19.695427,10.726029
338,N,34.12618,18.26971,7.733952
339,N,61.537254,18.123506,13.600122
340,N,44.402586,17.103921,11.272765
341,P,28.594007,16.089747,13.144303
342,P,44.575691,18.59042,14.474273
343,P,36.617377,22.197914,15.543708
344,P,69.358881,11.306848,9.504275
345,N,35.770033,15.31019,7.269958
346,N,28.237745,14.017516,10.671207
347,N,26.344159,20.405856,12.134417
348,P,44.42449,24.706306,8.769124
349,N,37.702111,21.815332,7.948505
350,N,34.522211,17.550902,13.942453
351,N,30.087291,24.255148,11.614764
352,P,36.84046,18.088481,7.547867
353,P,8.298575,19.093052,6.019185
354,N,54.833779,24.631784,8.85007
355,N,51.602999,16.270297,11.25498
356,P,20.494516,19.481059,14.845255
357,N,35.369382,15.321262,11.044151
358,P,41.135187,15.766446,6.889815
359,N,33.344598,9.735197,5.487614
360,N,38.34872,20.115872,6.357838
361,P,15.675535,17.464701,7.321212
362,N,38.776982,20.935976,7.308879
363,N,18.21662,14.331752,6.458648
364,P,15.358114,13.173816,8.850418
365,P,16.215195,19.380893,11.160728
366,N,43.953079,17.942959,9.938799
367,N,38.304936,13.330744,11.006584
368,P,41.261675,15.82084,6.188173
369,N,49.060523,24.312413,11.348139
370,P,45.344062,13.360376,5.195292
371,P,23.183892,4.557017,6.669782
372,N,32.249667,19.268983,6.940457
373,N,29.310326,24.268888,10.334747
374,N,36.099261,24.154498,8.522466
375,N,34.582052,24.845964,7.988592
376,N,31.210795,10.52223,9.085795
377,N,20.994177,13.4095,9.348687
378,P,22.210778,16.08816,8.987521
379,P,12.583828,18.01563,7.820505
380,N,28.936021,19.73811,5.330771
381,N,20.81289,14.61795,13.026739
382,P,29.757647,13.64753,9.817934
383,P,28.660315,17.93839,10.599387
384,N,21.921078,22.18827,8.398933
385,N,50.132516,22.2314,6.113176
386,P,28.474411,19.94129,6.819776
387,P,36.040008,16.99114,10.705824
388,P,20.866193,21.28182,8.035223
389,N,76.232505,15.6421,5.311985
390,P,18.580605,18.77649,9.997123
391,N,44.907433,18.42315,8.886062
392,N,46.784328,16.46988,5.681144
393,P,67.571894,17.55808,5.103298
394,N,8.704497,17.44154,6.202408
395,N,44.649829,15.6053,5.831302
396,N,39.719283,21.30711,3.514181
397,P,37.330994,15.06356,8.725045
398,P,17.866824,17.27154,8.484355
399,N,39.548062,17.68086,6.422131
400,N,53.882763,19.06468,7.153278
401,P,48.469359,21.15116,5.193397
402,N,25.766973,13.42207,7.76539
403,P,21.710604,18.51526,6.5534
404,N,24.023988,13.54615,7.137236
405,N,33.435221,22.9502,6.141633
406,N,40.651805,17.33598,7.536756
407,N,32.743294,15.74554,8.073536
408,N,32.043451,22.00321,8.13338
409,P,21.558333,16.71315,7.214614
410,N,16.000949,18.64275,7.425348
411,N,47.144489,19.62611,8.643948
412,P,19.598941,20.80357,9.238124
413,P,26.931341,13.48916,6.394956
414,P,26.303557,21.58301,16.612649
415,N,27.806433,18.67415,14.759659
416,P,26.724723,16.63084,10.89221
417,P,23.083084,16.53434,7.839444
418,P,15.659776,21.13992,11.336015
419,P,57.215942,19.44594,18.168903
420,N,31.207326,13.06569,13.17724
421,P,35.290038,18.6837,12.222727
422,P,37.647774,20.88393,13.08259
423,P,26.73864,22.48441,16.068017
424,P,44.03865,16.9239,6.441587
425,P,26.47049,20.30755,14.077052
426,P,14.95756,15.08539,8.628354
427,P,40.47998,18.19815,14.483848
428,N,26.249,17.24918,16.195776
429,P,21.63563,15.08279,18.707518
430,P,48.05998,24.5897,16.288108
431,P,39.6692,15.80799,16.528961
432,N,31.39014,15.92092,9.586967
433,N,18.27521,27.34873,18.561808
434,P,56.10197,25.24742,13.684678
435,P,30.10235,24.01198,15.647353
436,P,27.58703,15.89488,15.042252
437,P,34.99669,17.48383,14.375103
438,N,49.04764,22.65549,17.097493
439,P,26.04481,13.64981,11.628624
440,P,28.94017,5.08754,10.513789
441,P,27.31692,21.22818,12.043276
442,N,17.09089,21.72269,14.60494
443,P,48.89466,17.54515,13.181473
444,P,57.55454,22.93708,14.332367
445,N,32.1545,20.69193,15.137548
446,P,47.51883,20.7884,13.55225
447,P,66.65787,18.85815,8.831561
448,P,19.05106,24.58889,13.268216
449,P,47.04118,16.12172,12.663076
450,P,61.99243,24.4621,13.609738
451,P,86.34853,20.73533,12.925048
452,P,27.29062,16.04529,15.176352
453,P,50.84285,15.50417,15.476063
454,P,45.71808,19.69734,18.947167
455,P,48.34819,21.34822,15.416628
456,P,29.23575,20.21957,11.875615
457,P,43.44648,17.74901,11.017209
458,N,67.43259,23.7543,16.973288
459,P,40.95911,20.70222,12.657042
460,P,42.9134,25.17931,10.114287
461,N,61.86951,19.48501,14.57212
462,N,20.45784,18.06936,16.040935
463,N,40.38891,19.49315,13.478068
464,P,23.95267,15.09525,14.38896
465,N,25.35936,22.06534,13.687167
466,N,30.57606,19.80795,8.042242
467,P,37.05833,21.17084,9.659983
468,P,29.25999,21.56296,11.896937
469,N,26.23119,23.18444,16.589092
470,P,13.297243,20.78253,12.43741
471,N,22.337966,21.486735,11.688409
472,N,49.530853,17.136397,13.048287
473,N,36.300523,15.52495,12.242178
474,P,55.275693,12.937596,16.314958
475,N,49.455512,16.831451,13.345296
476,N,17.011812,17.210302,6.947309
477,N,22.056709,17.969874,12.631835
478,P,17.038423,24.457702,12.412916
479,N,44.921779,20.424878,6.527348
480,N,30.42713,23.110532,14.39674
481,N,37.450803,17.135013,13.591915
482,P,41.281172,8.621967,9.039859
483,N,27.761614,17.972974,9.729476
484,N,33.482779,15.670129,10.167232
485,P,41.166588,18.266383,12.551181
486,P,31.712202,20.723776,12.305515
487,P,38.059759,26.330296,11.280215
488,P,39.572529,18.33369,10.382107
489,P,52.992523,21.891797,11.862571
490,N,31.258026,19.883025,10.243847
491,P,40.205231,23.834766,14.476187
492,N,24.427702,22.454588,11.873602
493,N,44.535781,19.933738,9.269058
494,N,5.157271,26.285801,8.781973
495,P,45.489666,13.37087,9.201595
496,P,68.596109,22.060112,9.833374
497,P,21.734866,15.477264,12.002467
498,P,37.454074,15.736867,6.997171
499,P,48.270486,18.65199,9.377552
500,P,39.196615,23.16866,10.593797
501,N,44.3598,12.205302,10.141978
502,P,45.097208,19.530274,12.321717
503,P,86.15606,18.303634,7.499937
504,N,58.909863,21.255619,7.006562
505,P,50.588751,19.152026,14.060567
506,P,60.722673,20.239711,11.638991
507,P,48.699192,14.719281,11.464069
508,P,48.966961,19.403438,9.096143
509,N,46.376506,18.112076,9.090305
510,P,34.548407,18.10073,13.169938
511,P,25.860187,14.218694,10.130497
512,N,30.430737,22.638182,5.663128
513,N,26.042544,20.694224,8.868604
514,N,37.268946,18.540374,7.901016
515,N,34.252523,17.385999,8.555551
516,P,10.253819,22.721846,6.816753
517,N,20.99411,17.007057,8.010941
518,N,51.50421,15.605598,6.643831
519,P,23.29286,14.217774,4.934948
520,N,47.71692,20.429739,9.050897
521,N,67.51822,20.549761,11.681895
522,N,45.42082,6.125765,10.059463
523,P,49.22669,19.413213,15.438226
524,P,38.14652,20.968269,3.929433
525,P,14.67662,15.741526,3.624598
526,N,24.58886,17.257963,4.763597
527,N,51.07698,25.890407,8.246586
528,N,16.87198,20.340652,4.650337
529,P,22.35162,25.533541,8.374491
530,P,43.17396,20.935755,7.650895
531,N,49.37667,27.691001,7.417728
532,P,46.55165,13.875358,7.084541
533,P,75.68029,14.826716,6.748968
534,P,53.34956,15.350263,10.582884
535,N,55.68577,14.655886,9.599982
536,P,54.17727,11.271969,9.202201
537,P,45.05247,14.515676,9.863002
538,P,36.25057,6.786616,10.811434
539,P,43.2936,8.899102,10.662554
540,P,79.78133,6.345042,8.888329
541,P,43.3847,12.346613,10.055146
542,P,38.9539,8.732718,9.207038
543,N,38.1985,8.444266,7.608364
544,P,53.58814,6.039156,8.444729
545,P,49.89578,24.674631,12.631449
546,P,46.91539,11.378477,5.983241
547,N,57.65047,10.171183,9.313752
548,P,28.28778,19.070934,8.168677
549,P,68.15006,17.55513,16.56328
550,P,41.51641,10.432377,6.311687
551,P,35.05222,11.50035,11.324046
552,P,52.6591,21.526575,6.733218
553,P,48.51887,14.134222,7.701408
554,P,61.18175,23.678039,11.936849
555,P,66.88859,11.85311,9.378133
556,P,66.49071,13.768118,15.073683
557,P,56.72969,9.533373,8.608737
558,P,67.48396,23.256162,11.878423
559,P,87.30077,27.327671,8.787278
560,P,71.78506,6.887334,10.294906
561,P,51.79159,14.56799,11.234487
562,P,63.64527,19.252359,8.2347
563,N,37.4203,17.930142,9.450862
564,P,77.10145,14.647454,6.467892
565,P,27.13272,7.078137,11.054741
566,P,26.82964,17.891257,10.240115
567,N,38.21875,17.328794,10.56574
568,P,44.44302,11.716268,12.153175
569,P,55.45748,16.583666,3.822964
570,P,68.57693,14.643576,7.573378
571,P,70.77545,8.215533,13.014959
572,P,51.6645,6.62,9.982781
573,N,35.42258,22.714996,14.246619
574,P,41.81185,14.342547,3.926095
575,N,31.81587,5.570878,10.464805
576,P,21.03045,16.860356,7.744827
577,N,32.13934,12.457934,16.477936
578,P,57.38154,12.804321,14.313667
579,N,51.50473,16.574656,8.40091
580,P,42.42457,18.353914,13.576176
581,N,40.75584,14.128138,5.059825
582,P,26.79906,20.96015,10.348917
583,P,37.1045,6.228705,7.243863
584,N,28.58244,9.209814,5.58556
585,P,74.9754,22.368747,12.337377
586,N,25.02718,17.850375,8.595224
587,P,53.61311,15.379106,7.606829
588,P,40.05817,13.212524,11.352816
589,P,42.40518,13.207921,7.741245
590,P,42.71626,9.549119,11.545357
591,P,44.9762,9.489576,17.246691
592,P,22.78557,22.571975,11.98118
593,P,43.73017,12.011049,6.969785
594,P,39.7746,25.032323,8.126344
595,P,28.86642,19.513782,15.885134
596,P,44.3783,19.436617,10.349992
597,P,48.84622,15.997626,8.738965
598,P,37.77111,13.06962,8.502495
599,P,59.76931,11.817409,9.189564
600,P,81.24273,9.956637,9.906852
601,P,39.12111,18.795391,5.868923
602,P,34.25624,18.991364,12.711909
603,N,55.0355,21.676888,14.042663
604,P,31.80189,15.593863,10.879523
605,P,31.13889,12.537516,19.704967
606,P,75.03164,10.741635,8.18544
607,P,30.06054,20.066516,10.442096
608,N,33.27955,11.045435,9.689306
609,P,64.20569,12.161562,9.204829
610,P,41.31913,14.560575,10.641538
611,N,32.7857,10.37744,10.307301
612,P,31.18128,22.267697,6.582828
613,P,49.78253,16.069183,12.71127
614,P,58.38708,16.51151,7.821091
615,N,48.50531,19.365829,11.877841
616,P,59.17493,14.131185,10.243287
617,P,47.83331,20.313452,7.41991
618,N,49.13016,10.611498,12.358422
619,P,57.83596,16.314343,9.968451
620,P,53.38604,8.530212,8.174241
621,N,54.02257,9.569278,9.544593
622,N,52.4389,23.689634,9.873606
623,P,85.60081,16.035598,13.969582
624,P,52.02766,20.387154,13.257636
625,P,54.37317,24.896454,13.728958
626,P,48.55079,9.40014,9.254396
627,P,33.66517,14.061862,11.124491
628,P,61.69319,18.677479,9.242964
629,P,34.92234,18.951826,16.320063
630,N,35.3001,9.992233,11.190085
631,P,69.08822,13.728346,9.731159
632,P,12.30815,15.013753,12.930988
633,P,93.99088,17.748609,7.658539
634,P,43.84731,14.117052,11.936831
635,P,57.83679,9.985611,10.537891
636,P,38.23766,16.438464,10.395084
637,P,34.11756,12.142494,9.680467
638,N,33.14464,20.660905,7.8957
639,N,35.39177,16.140709,11.041448
640,P,39.99518,16.703584,8.1633
641,N,68.08147,19.04463,8.047868
642,P,46.1365,6.187768,10.065113
643,P,65.04837,13.974927,10.47145
644,P,51.5556,11.401461,6.831264
645,P,59.88922,17.886024,18.943859
646,P,58.77503,19.508409,10.812176
647,P,30.23897,25.419706,2.182963
648,P,64.77486,16.374177,7.301397
649,P,37.45922,10.38496,5.598704
650,P,43.51985,21.42088,7.031803
651,P,55.96206,16.219207,8.72461
652,P,24.6604,15.177828,8.172126
653,P,31.11619,16.33586,9.948593
654,P,51.23527,15.119345,9.142088
655,P,54.01389,23.02809,7.998225
656,P,46.00692,22.604297,6.029858
657,N,74.06681,19.778401,5.228373
658,N,57.16693,12.51609,7.117733
659,P,37.22166,11.14363,9.368991
660,N,52.94066,23.15644,9.315394
661,N,56.36546,26.19698,8.945167
