,col_3_num,col_1_num,col_2_num
281,250.498,1988,22
282,194.832,1988,23
283,222.665,1988,24
284,222.665,1988,25
285,222.665,1988,26
286,222.665,1988,27
287,222.665,1988,28
288,194.832,1988,29
289,194.832,1988,30
290,278.331,1988,31
291,222.665,1988,32
292,194.832,1988,33
293,194.832,1988,34
294,306.164,1988,35
295,306.164,1988,36
296,333.997,1988,37
297,278.331,1988,38
298,306.164,1988,39
299,306.164,1988,40
300,306.164,1988,41
301,236.582,1988,42
302,278.331,1988,43
303,250.498,1988,44
304,306.164,1988,45
305,194.832,1988,46
306,139.166,1988,47
307,83.499,1988,48
308,83.499,1988,49
309,41.75,1988,50
310,27.833,1988,51
311,0.0,1988,52
312,27.085,1989,1
313,81.255,1989,2
314,81.255,1989,3
315,81.255,1989,4
316,135.425,1989,5
317,94.798,1989,6
318,81.255,1989,7
319,121.883,1989,8
320,135.425,1989,9
321,135.425,1989,10
322,162.51,1989,11
323,135.425,1989,12
324,108.34,1989,13
325,162.51,1989,14
326,135.425,1989,15
327,176.053,1989,16
328,108.34,1989,17
329,162.51,1989,18
330,81.255,1989,19
331,162.51,1989,20
332,135.425,1989,21
333,216.68,1989,22
334,121.883,1989,23
335,108.34,1989,24
336,108.34,1989,25
337,176.053,1989,26
338,108.34,1989,27
339,135.425,1989,28
340,81.255,1989,29
341,148.968,1989,30
342,81.255,1989,31
343,54.17,1989,32
344,54.17,1989,33
345,54.17,1989,34
346,54.17,1989,35
347,81.255,1989,36
348,54.17,1989,37
349,54.17,1989,38
350,54.17,1989,39
351,54.17,1989,40
352,54.17,1989,41
353,40.628,1989,42
354,40.628,1989,43
355,40.628,1989,44
356,27.085,1989,45
357,27.085,1989,46
358,27.085,1989,47
359,27.085,1989,48
360,13.543,1989,49
361,13.543,1989,50
362,0.0,1989,51
363,0.0,1989,52
364,149.153,1990,1
365,238.645,1990,2
366,328.137,1990,3
367,268.476,1990,4
368,283.391,1990,5
369,298.307,1990,6
370,357.968,1990,7
371,298.307,1990,8
372,343.053,1990,9
373,298.307,1990,10
374,328.137,1990,11
375,298.307,1990,12
376,313.222,1990,13
377,298.307,1990,14
378,328.137,1990,15
379,328.137,1990,16
380,343.053,1990,17
381,357.968,1990,18
382,372.883,1990,19
383,387.799,1990,20
384,328.137,1990,21
385,328.137,1990,22
386,328.137,1990,23
387,387.799,1990,24
388,328.137,1990,25
389,387.799,1990,26
390,357.968,1990,27
391,417.63,1990,28
392,298.307,1990,29
393,387.799,1990,30
394,238.645,1990,31
395,223.73,1990,32
396,238.645,1990,33
397,238.645,1990,34
398,208.815,1990,35
399,298.307,1990,36
400,208.815,1990,37
401,298.307,1990,38
402,238.645,1990,39
403,298.307,1990,40
404,268.476,1990,41
405,298.307,1990,42
406,238.645,1990,43
407,328.137,1990,44
408,298.307,1990,45
409,208.815,1990,46
410,149.153,1990,47
411,208.815,1990,48
412,238.645,1990,49
413,178.984,1990,50
414,223.73,1990,51
415,74.577,1990,52
416,308.293,1991,1
417,567.908,1991,2
418,584.134,1991,3
419,649.038,1991,4
420,665.264,1991,5
421,649.038,1991,6
422,616.586,1991,7
423,681.49,1991,8
424,616.586,1991,9
425,843.749,1991,10
426,649.038,1991,11
427,746.393,1991,12
428,713.941,1991,13
429,649.038,1991,14
430,649.038,1991,15
431,778.845,1991,16
432,746.393,1991,17
433,746.393,1991,18
434,649.038,1991,19
435,681.49,1991,20
436,746.393,1991,21
437,746.393,1991,22
438,713.941,1991,23
439,713.941,1991,24
440,681.49,1991,25
441,649.038,1991,26
442,584.134,1991,27
443,681.49,1991,28
444,519.23,1991,29
445,519.23,1991,30
446,486.778,1991,31
447,519.23,1991,32
448,486.778,1991,33
449,486.778,1991,34
450,551.682,1991,35
451,551.682,1991,36
452,681.49,1991,37
453,551.682,1991,38
454,649.038,1991,39
455,519.23,1991,40
456,649.038,1991,41
457,486.778,1991,42
458,551.682,1991,43
459,551.682,1991,44
460,649.038,1991,45
461,486.778,1991,46
462,454.326,1991,47
463,389.423,1991,48
464,356.971,1991,49
465,356.971,1991,50
466,275.841,1991,51
467,81.13,1991,52
