,Overtime_cat,Home/Away_cat,Favorite_Points_num,Underdog_Points_num,Pointspread_num,Favorite_Name_cat,Underdog_name_cat,Year_num,Week_num,Weekday_cat
104,yes,at_home,20,23,6.0,IND,NE,89,8,
105,,at_home,24,28,3.0,DEN,PHA,89,8,
106,,away,19,10,4.0,PHX,DAL,89,8,
107,,at_home,10,7,6.0,SEA,SD,89,8,
108,,away,23,10,8.5,SF,NYJ,89,8,
109,,at_home,56,23,6.5,CIN,TB,89,8,
110,,away,24,37,2.0,WAS,LAA,89,8,
111,,at_home,24,14,2.0,NYG,MIN,89,8,Monday_Night
112,,away,28,30,3.0,BUF,ATL,89,9,
113,,away,13,14,3.0,CHI,GB,89,9,
114,,away,7,28,1.5,CIN,LAA,89,9,
115,,away,42,31,3.0,CLE,TB,89,9,
116,,at_home,35,31,10.0,HOU,DET,89,9,
117,,at_home,19,13,3.0,MIA,IND,89,9,
118,yes,at_home,23,21,4.5,MIN,LAN,89,9,
119,,away,20,13,3.0,NYG,PHX,89,9,
120,,at_home,26,27,7.5,NE,NYJ,89,9,
121,,away,17,20,4.0,PHA,SD,89,9,
122,,at_home,34,7,7.5,DEN,PIT,89,9,
123,,at_home,20,10,2.5,KC,SEA,89,9,
124,,at_home,3,13,14.0,WAS,DAL,89,9,Sunday_Night
125,,at_home,31,13,6.0,SF,NO,89,9,Monday_Night
126,,at_home,45,3,10.5,SF,ATL,89,10,
127,,away,20,0,3.5,CHI,PIT,89,10,
128,,away,17,7,2.5,CLE,SEA,89,10,
129,,at_home,24,20,7.0,PHX,DAL,89,10,
130,,at_home,13,16,0.0,KC,DEN,89,10,
131,,away,22,31,1.5,GB,DET,89,10,
132,,at_home,30,7,6.5,BUF,IND,89,10,
133,,away,31,23,3.0,MIA,NYJ,89,10,
134,,away,24,10,5.5,MIN,TB,89,10,
135,,away,28,24,2.5,NO,NE,89,10,
136,,at_home,31,10,2.5,LAN,NYG,89,10,
137,,at_home,3,10,5.0,PHA,WAS,89,10,
138,,away,12,14,2.5,LAA,SD,89,10,Sunday_Night
139,,at_home,26,24,6.0,HOU,CIN,89,10,Monday_Night
140,,away,24,33,6.0,BUF,NE,89,11,
141,,at_home,42,7,7.0,CIN,DET,89,11,
142,,at_home,17,21,10.0,SF,GB,89,11,
143,yes,at_home,10,10,7.0,CLE,KC,89,11,
144,,at_home,23,7,5.0,HOU,LAA,89,11,
145,,away,17,14,6.5,MIA,DAL,89,11,
146,,away,9,10,1.0,MIN,PHA,89,11,
147,,away,26,17,3.0,NO,ATL,89,11,
148,,at_home,37,14,10.5,LAN,PHX,89,11,
149,,at_home,20,17,2.5,PIT,SD,89,11,
150,,at_home,15,3,9.0,NYG,SEA,89,11,
151,,at_home,31,32,10.0,CHI,TB,89,11,
152,,at_home,27,10,6.0,IND,NYJ,89,11,Sunday_Night
153,,at_home,10,14,2.5,WAS,DEN,89,11,Monday_Night
154,,away,10,13,6.0,CLE,DET,89,12,Thursday
155,,away,27,0,6.0,PHA,DAL,89,12,Thursday
156,,at_home,27,7,2.0,NYJ,ATL,89,12,
157,,away,14,38,0.0,CHI,WAS,89,12,
158,,at_home,24,7,3.0,BUF,CIN,89,12,
159,,away,0,34,1.5,HOU,KC,89,12,
160,,away,19,20,3.0,MIN,GB,89,12,
161,,at_home,24,21,6.5,LAA,NE,89,12,
162,,at_home,14,34,7.5,MIA,PIT,89,12,
163,,at_home,10,6,4.5,IND,SD,89,12,
164,,at_home,41,14,9.5,DEN,SEA,89,12,
165,,at_home,13,14,1.5,PHX,TB,89,12,
166,yes,away,20,17,0.0,LAN,NO,89,12,Sunday_Night
167,,at_home,34,24,5.0,SF,NYG,89,12,Monday_Night
168,,at_home,0,21,4.0,CLE,CIN,89,13,
169,yes,at_home,16,13,1.5,LAA,DEN,89,13,
170,,away,17,16,2.5,GB,TB,89,13,
171,,away,23,16,3.0,HOU,PIT,89,13,
172,,at_home,22,16,1.5,NE,IND,89,13,
173,,away,35,31,9.5,LAN,DAL,89,13,
174,,at_home,26,21,3.5,KC,MIA,89,13,
175,,away,14,21,4.0,NO,DET,89,13,
176,,at_home,17,20,4.5,SD,NYJ,89,13,
177,,at_home,17,24,3.0,NYG,PHA,89,13,
178,,away,23,10,9.5,SF,ATL,89,13,
179,,away,29,10,4.0,WAS,PHX,89,13,
180,,at_home,27,16,6.0,MIN,CHI,89,13,Sunday_Night
181,,away,16,17,5.5,BUF,SEA,89,13,Monday_Night
182,,at_home,43,17,12.0,MIN,ATL,89,14,
183,yes,away,17,23,1.0,CLE,IND,89,14,
184,,at_home,20,10,12.0,PHA,DAL,89,14,
185,,at_home,17,27,6.5,CHI,DET,89,14,
186,,at_home,3,21,3.0,GB,KC,89,14,
187,,at_home,19,22,6.0,BUF,NO,89,14,
188,,at_home,7,14,3.0,DEN,NYG,89,14,
189,,at_home,16,14,9.0,LAA,PHX,89,14,
190,,at_home,0,13,1.5,NYJ,PIT,89,14,
191,,at_home,26,21,9.5,WAS,SD,89,14,
192,,at_home,17,24,10.0,CIN,SEA,89,14,
193,,at_home,20,17,8.0,HOU,TB,89,14,
194,,at_home,31,10,5.0,MIA,NE,89,14,Sunday_Night
195,,at_home,27,30,0.0,LAN,SF,89,14,Monday_Night
196,,at_home,15,0,12.0,NYG,DAL,89,15,Saturday
197,,away,37,0,7.0,DEN,PHX,89,15,Saturday
198,,at_home,21,10,6.5,SF,BUF,89,15,
199,,at_home,28,40,1.5,CHI,GB,89,15,
200,,at_home,61,7,3.5,CIN,HOU,89,15,
201,,at_home,42,13,0.0,IND,MIA,89,15,
202,yes,away,17,23,1.5,MIN,CLE,89,15,
203,,at_home,28,10,3.0,PIT,NE,89,15,
204,,at_home,38,14,11.0,LAN,NYJ,89,15,
205,,at_home,13,20,7.5,KC,SD,89,15,
206,,at_home,33,7,2.5,DET,TB,89,15,
207,,away,31,30,6.5,WAS,ATL,89,15,
208,,at_home,23,17,0.0,SEA,LAA,89,15,Sunday_Night
209,,away,20,30,1.0,PHA,NO,89,15,Monday_Night
210,,away,37,0,7.0,BUF,NYJ,89,16,Saturday
211,,at_home,0,29,2.0,SEA,WAS,89,16,Saturday
212,,at_home,20,24,3.5,HOU,CLE,89,16,Saturday
213,,at_home,26,0,9.0,SF,CHI,89,16,
214,,away,16,19,2.5,DEN,SD,89,16,
215,,away,31,24,3.0,DET,ATL,89,16,
216,,away,20,10,7.0,GB,DAL,89,16,
217,,at_home,41,6,2.5,NO,IND,89,16,
218,,at_home,24,27,3.5,MIA,KC,89,16,
219,,at_home,34,17,6.5,NYG,LAA,89,16,
220,,away,24,20,7.0,LAN,NE,89,16,
221,,at_home,31,14,12.0,PHA,PHX,89,16,
222,,away,31,22,2.0,PIT,TB,89,16,
223,,at_home,29,21,6.0,MIN,CIN,89,16,Monday_Night
224,,away,27,24,1.0,MIA,NE,90,1,
225,,at_home,21,38,6.5,DET,TB,90,1,
226,,at_home,17,0,6.0,CHI,SEA,90,1,
227,,away,24,36,3.0,LAN,GB,90,1,
228,,at_home,31,0,11.5,WAS,PHX,90,1,
229,,away,21,24,1.5,MIN,KC,90,1,
230,,at_home,26,10,8.0,BUF,IND,90,1,
231,,away,14,17,3.0,SD,DAL,90,1,
232,,away,9,14,1.0,DEN,LAA,90,1,
233,,at_home,47,27,1.0,ATL,HOU,90,1,
234,,at_home,25,20,9.0,CIN,NYJ,90,1,
235,,at_home,13,3,3.0,CLE,PIT,90,1,
236,,at_home,27,20,4.5,NYG,PHA,90,1,Sunday_Night
237,,away,13,12,4.5,SF,NO,90,1,Monday_Night
238,,at_home,14,16,2.5,IND,NE,90,2,
239,,away,7,30,2.0,BUF,MIA,90,2,
240,,away,21,16,3.0,CIN,SD,90,2,
241,,away,21,24,2.0,CLE,NYJ,90,2,
242,,at_home,21,14,3.0,DET,ATL,90,2,
243,,at_home,13,31,3.0,GB,CHI,90,2,
244,,away,35,14,3.0,LAN,TB,90,2,
245,,at_home,32,3,6.0,MIN,NO,90,2,
246,,away,28,7,8.0,NYG,DAL,90,2,
247,,at_home,21,23,13.5,PHA,PHX,90,2,
248,,at_home,20,9,2.5,PIT,HOU,90,2,
249,,at_home,26,13,6.5,SF,WAS,90,2,
250,,away,17,13,0.0,LAA,SEA,90,2,Sunday_Night
251,,at_home,24,23,5.0,DEN,KC,90,2,Monday_Night
252,,at_home,41,7,9.5,CIN,NE,90,3,
253,,at_home,19,16,2.0,CHI,MIN,90,3,
254,,at_home,14,24,5.5,CLE,SD,90,3,
255,yes,at_home,34,31,9.0,DEN,SEA,90,3,
256,,at_home,3,17,3.0,GB,KC,90,3,
257,,at_home,24,10,9.0,HOU,IND,90,3,
258,,at_home,20,3,3.5,LAA,PIT,90,3,
259,,at_home,21,27,5.5,LAN,PHA,90,3,
260,,at_home,28,7,9.0,NO,PHX,90,3,
261,,at_home,20,3,7.0,NYG,MIA,90,3,
262,,at_home,19,13,10.5,SF,ATL,90,3,
263,,at_home,23,20,2.0,TB,DET,90,3,
264,,at_home,19,15,14.0,WAS,DAL,90,3,Sunday_Night
265,,away,30,7,2.0,BUF,NYJ,90,3,Monday_Night
266,,away,37,13,1.0,NYJ,NE,90,4,
267,,at_home,29,28,3.0,BUF,DEN,90,4,
268,,at_home,21,24,2.5,DET,GB,90,4,
269,,at_home,34,0,6.5,KC,CLE,90,4,
270,,at_home,24,10,1.0,LAA,CHI,90,4,
271,,away,28,6,2.0,MIA,PIT,90,4,
272,yes,at_home,20,23,8.0,MIN,TB,90,4,
273,,at_home,31,17,13.5,NYG,DAL,90,4,
274,,at_home,23,24,13.0,PHA,IND,90,4,
275,,at_home,7,17,2.0,SD,HOU,90,4,
276,,away,38,10,7.0,WAS,PHX,90,4,Sunday_Night
277,,away,16,31,2.5,CIN,SEA,90,4,Monday_Night
278,,away,33,20,2.5,SEA,NE,90,5,
279,,at_home,28,27,2.0,ATL,NO,90,5,
280,,away,10,14,3.0,TB,DAL,90,5,
281,,at_home,27,13,4.0,CHI,GB,90,5,
282,,away,19,23,6.0,KC,IND,90,5,
283,yes,at_home,31,34,4.5,LAN,CIN,90,5,
284,,at_home,20,16,6.0,MIA,NYJ,90,5,
285,,at_home,27,34,7.0,MIN,DET,90,5,
286,,away,14,36,1.5,SD,PIT,90,5,
287,,away,24,21,5.5,SF,HOU,90,5,
288,,at_home,38,24,3.0,BUF,LAA,90,5,Sunday_Night
289,,at_home,29,30,9.0,DEN,CLE,90,5,Monday_Night
290,,at_home,17,34,8.5,DEN,PIT,90,6,
291,,at_home,48,17,3.5,HOU,CIN,90,6,
292,,at_home,43,24,6.5,KC,DET,90,6,
293,,at_home,24,17,5.5,LAA,SEA,90,6,
294,,at_home,25,20,6.0,NO,CLE,90,6,
295,,at_home,3,39,5.0,NYJ,SD,90,6,
296,,at_home,20,3,2.0,PHX,DAL,90,6,
297,,away,45,35,6.0,SF,ATL,90,6,
298,,at_home,26,14,2.0,TB,GB,90,6,
299,,at_home,20,24,0.0,WAS,NYG,90,6,
300,,at_home,38,9,2.0,CHI,LAN,90,6,Sunday_Night
301,,at_home,32,24,4.5,PHA,MIN,90,6,Monday_Night
302,,at_home,17,10,10.0,MIA,NE,90,7,Thursday
303,,at_home,30,27,9.0,BUF,NYJ,90,7,
304,,away,27,17,0.0,DEN,IND,90,7,
305,,away,24,9,2.5,LAA,SD,90,7,
306,,at_home,44,24,7.0,LAN,ATL,90,7,
307,,at_home,20,19,13.5,NYG,PHX,90,7,
308,,at_home,27,7,10.0,SF,PIT,90,7,
309,,at_home,19,7,1.5,SEA,KC,90,7,
310,,at_home,13,17,8.5,TB,DAL,90,7,
311,,at_home,13,7,4.0,WAS,PHA,90,7,
312,,at_home,23,10,6.0,HOU,NO,90,7,
313,,at_home,13,34,2.5,CLE,CIN,90,7,Monday_Night
314,,away,27,10,6.5,BUF,NE,90,8,
315,,at_home,10,27,5.5,NO,DET,90,8,
316,,away,27,7,2.5,MIA,IND,90,8,
317,,at_home,24,10,2.5,GB,MIN,90,8,
318,,at_home,12,17,9.0,HOU,NYJ,90,8,
319,,away,21,20,3.5,PHA,DAL,90,8,
320,,away,31,21,6.0,CHI,PHX,90,8,
321,,at_home,20,17,13.0,SF,CLE,90,8,
322,,at_home,41,10,4.0,SD,TB,90,8,
323,,at_home,21,10,3.5,NYG,WAS,90,8,
324,,away,17,38,0.0,CIN,ATL,90,8,Sunday_Night
325,,away,10,41,0.0,LAN,PIT,90,8,Monday_Night
326,,at_home,48,20,9.5,PHA,NE,90,9,
327,,away,42,0,3.0,BUF,CLE,90,9,
328,,away,26,6,5.0,CHI,TB,90,9,
329,,at_home,7,21,7.5,CIN,NO,90,9,
330,,at_home,9,7,2.0,KC,LAA,90,9,
331,,at_home,17,13,3.0,LAN,HOU,90,9,
332,,at_home,23,3,9.5,MIA,PHX,90,9,
333,,at_home,24,9,4.5,NYJ,DAL,90,9,
334,,at_home,21,9,4.0,PIT,ATL,90,9,
335,,away,24,20,6.5,SF,GB,90,9,
336,,at_home,14,31,5.0,SEA,SD,90,9,
337,yes,away,41,38,2.5,WAS,DET,90,9,
338,,away,22,27,1.0,DEN,MIN,90,9,Sunday_Night
339,,away,24,7,9.0,NYG,IND,90,9,Monday_Night
340,,at_home,10,13,1.0,NE,IND,90,10,
341,,away,17,3,3.0,MIA,NYJ,90,10,
342,,at_home,7,17,3.5,DET,MIN,90,10,
343,,at_home,16,17,6.5,KC,SEA,90,10,
344,,at_home,35,7,7.0,NO,TB,90,10,
345,,at_home,30,24,9.0,CHI,ATL,90,10,
346,,at_home,45,14,12.5,BUF,PHX,90,10,
347,,away,31,7,3.0,NYG,LAN,90,10,
348,,at_home,19,7,3.0,SD,DEN,90,10,
349,,at_home,16,29,7.0,LAA,GB,90,10,
350,,away,24,6,10.0,SF,DAL,90,10,Sunday_Night
351,,at_home,28,14,3.0,PHA,WAS,90,10,Monday_Night
352,,at_home,14,0,14.5,BUF,NE,90,11,
353,yes,away,16,13,2.5,CHI,DEN,90,11,
354,,away,24,21,5.0,GB,PHX,90,11,
355,,away,35,23,3.0,HOU,CLE,90,11,
356,,at_home,27,10,4.0,KC,SD,90,11,
357,,at_home,21,24,9.0,LAN,DAL,90,11,
358,,at_home,20,0,13.0,NYG,DET,90,11,
359,,away,14,17,2.0,NYJ,IND,90,11,
360,,away,24,23,1.0,PHA,ATL,90,11,
361,,at_home,31,7,14.0,SF,TB,90,11,
362,,at_home,21,24,3.5,SEA,MIN,90,11,
363,,at_home,31,17,5.0,WAS,NO,90,11,
364,,at_home,27,3,2.5,CIN,PIT,90,11,Sunday_Night
365,,at_home,10,13,3.5,MIA,LAA,90,11,Monday_Night
366,,away,27,40,0.0,DEN,DET,90,12,Thursday
367,,away,17,27,6.0,WAS,DAL,90,12,Thursday
368,,at_home,34,14,5.0,PHX,NE,90,12,
369,,away,13,41,2.5,CHI,MIN,90,12,
370,,at_home,20,34,11.5,CIN,IND,90,12,
371,,at_home,20,10,7.5,GB,TB,90,12,
372,,at_home,24,27,4.0,LAA,KC,90,12,
373,,away,30,13,5.5,MIA,CLE,90,12,
374,,at_home,10,7,6.0,NO,ATL,90,12,
375,,away,13,31,3.0,NYG,PHA,90,12,
376,,away,24,7,3.0,PIT,NYJ,90,12,
377,,at_home,17,28,11.0,SF,LAN,90,12,
378,yes,at_home,10,13,4.0,SD,SEA,90,12,Sunday_Night
379,,at_home,27,24,3.0,HOU,BUF,90,12,Monday_Night
380,,away,37,7,7.0,KC,NE,90,13,
381,,away,17,23,2.5,ATL,TB,90,13,
382,,at_home,30,23,3.0,BUF,PHA,90,13,
383,yes,at_home,23,17,8.5,CHI,DET,90,13,
384,,away,23,20,2.5,LAA,DEN,90,13,
385,,away,38,23,3.5,LAN,CLE,90,13,
386,,at_home,23,7,5.0,MIN,GB,90,13,Sunday_Night
387,,away,13,17,1.0,NO,DAL,90,13,
388,,at_home,12,16,4.0,PIT,CIN,90,13,
389,,at_home,20,17,2.5,PHX,IND,90,13,
390,,at_home,38,17,6.5,SD,NYJ,90,13,
391,,at_home,13,10,0.0,SEA,HOU,90,13,
392,yes,at_home,42,20,3.0,WAS,MIA,90,13,
393,,at_home,7,3,3.5,SF,NYG,90,13,Monday_Night
394,,at_home,24,3,13.5,PIT,NE,90,14,
395,,at_home,13,24,4.5,ATL,PHX,90,14,
396,,away,31,7,5.5,BUF,IND,90,14,
397,,at_home,14,20,3.5,GB,SEA,90,14,
398,,at_home,58,14,13.0,HOU,CLE,90,14,
399,,at_home,31,20,7.5,KC,DEN,90,14,
400,,at_home,20,24,5.0,LAN,NO,90,14,
401,yes,at_home,23,20,2.0,MIA,PHA,90,14,Sunday_Night
402,,at_home,23,15,6.5,NYG,MIN,90,14,
403,yes,away,20,17,4.0,SF,CIN,90,14,
404,,at_home,10,9,4.0,WAS,CHI,90,14,
405,,away,38,31,3.0,LAA,DET,90,14,Monday_Night
406,,at_home,13,17,3.5,NYG,BUF,90,15,Saturday
407,,away,25,10,13.0,WAS,NE,90,15,Saturday
408,,away,10,13,1.0,ATL,CLE,90,15,
409,,away,21,38,3.0,CHI,DET,90,15,Sunday_Night
410,,at_home,41,10,5.5,DAL,PHX,90,15,
411,,at_home,20,10,0.0,DEN,SD,90,15,
412,,at_home,10,27,3.5,KC,HOU,90,15,
413,,at_home,24,7,5.5,LAA,CIN,90,15,
414,,at_home,24,17,5.5,MIA,SEA,90,15,
415,,away,13,26,6.0,MIN,TB,90,15,
416,,at_home,6,9,2.5,NO,PIT,90,15,
417,,at_home,21,29,3.5,NYJ,IND,90,15,
418,,at_home,31,0,10.0,PHA,GB,90,15,
419,,away,26,10,6.0,SF,LAN,90,15,Monday_Night
420,,away,24,17,3.5,DET,GB,90,16,Saturday
421,,away,28,24,0.0,LAA,MIN,90,16,Saturday
422,,away,28,35,6.0,WAS,IND,90,16,Saturday
423,,at_home,42,7,7.0,NYJ,NE,90,16,
424,,at_home,24,14,3.5,BUF,MIA,90,16,
425,,at_home,27,14,7.0,CHI,TB,90,16,
426,,away,20,40,2.5,HOU,CIN,90,16,
427,,away,24,21,2.0,KC,SD,90,16,
428,,away,13,20,3.5,LAN,ATL,90,16,
429,,at_home,17,3,7.0,PHA,DAL,90,16,
430,,at_home,35,0,10.5,PIT,CLE,90,16,
431,,away,24,21,6.5,NYG,PHX,90,16,
432,,at_home,10,13,9.0,SF,NO,90,16,
433,,at_home,17,12,5.0,SEA,DEN,90,16,Sunday_Night
434,,away,21,10,1.0,KC,CHI,90,17,Saturday
435,,away,23,21,7.5,PHA,PHX,90,17,Saturday
436,,at_home,23,17,7.5,MIA,IND,90,17,
437,,at_home,29,14,5.0,WAS,BUF,90,17,
438,,at_home,21,14,16.5,CIN,CLE,90,17,
439,,at_home,26,7,1.0,ATL,DAL,90,17,
440,,away,13,10,14.0,NYG,NE,90,17,
441,,away,20,17,3.0,SF,MIN,90,17,
442,,at_home,30,10,3.0,SEA,DET,90,17,
443,,at_home,22,13,7.5,DEN,GB,90,17,
444,,at_home,14,16,3.5,TB,NYJ,90,17,
445,,at_home,17,12,9.5,LAA,SD,90,17,
446,,away,14,34,1.5,PIT,HOU,90,17,Sunday_Night
447,,at_home,20,17,6.0,NO,LAN,90,17,Monday_Night
448,,at_home,7,16,9.0,IND,NE,91,1,
449,,at_home,16,13,2.5,NYJ,TB,91,1,
450,,away,26,14,2.0,DAL,CLE,91,1,
451,,at_home,27,24,3.5,NO,SEA,91,1,
452,,at_home,14,3,7.0,KC,ATL,91,1,
453,,away,20,3,1.5,PHA,GB,91,1,
454,,at_home,10,6,2.0,CHI,MIN,91,1,
455,,at_home,26,20,5.0,PIT,SD,91,1,
456,,at_home,45,14,2.0,DEN,CIN,91,1,
457,,at_home,14,24,7.0,LAN,PHX,91,1,
458,,at_home,47,17,2.5,HOU,LAA,91,1,
459,,at_home,35,31,7.0,BUF,MIA,91,1,
460,,at_home,45,0,7.5,WAS,DET,91,1,Sunday_Night
461,,at_home,16,14,2.0,NYG,SF,91,1,Monday_Night
462,,at_home,0,20,1.0,NE,CLE,91,2,
463,,at_home,10,17,6.0,KC,NO,91,2,
464,,at_home,10,26,6.0,PHA,PHX,91,2,
465,,at_home,19,20,1.0,ATL,MIN,91,2,
466,,at_home,17,6,8.0,MIA,IND,91,2,
467,,at_home,52,34,7.0,BUF,PIT,91,2,
468,,at_home,23,14,2.0,DET,GB,91,2,
469,,at_home,13,19,7.0,NYG,LAN,91,2,
470,,away,21,20,3.0,CHI,TB,91,2,
471,,at_home,16,13,4.0,LAA,DEN,91,2,
472,,at_home,34,14,12.0,SF,SD,91,2,
473,,at_home,20,13,5.0,SEA,NYJ,91,2,
474,,at_home,7,30,2.0,CIN,HOU,91,2,Sunday_Night
475,,away,33,31,2.0,WAS,DAL,91,2,Monday_Night
476,,at_home,20,6,14.0,PIT,NE,91,3,
477,,away,13,14,3.5,CIN,CLE,91,3,
478,,at_home,34,0,9.0,WAS,PHX,91,3,
479,,away,13,17,2.0,MIA,DET,91,3,
480,,away,14,17,3.0,SF,MIN,91,3,
481,,at_home,0,24,3.0,DAL,PHA,91,3,
482,,away,17,20,1.5,NYG,CHI,91,3,
483,,at_home,15,13,3.5,GB,TB,91,3,
484,,at_home,10,13,2.0,SD,ATL,91,3,
485,,at_home,16,0,7.5,LAA,IND,91,3,
486,,at_home,16,10,6.0,DEN,SEA,91,3,
487,,away,23,20,8.0,BUF,NYJ,91,3,
488,,at_home,24,7,3.0,NO,LAN,91,3,Sunday_Night
489,,at_home,17,7,4.0,HOU,KC,91,3,Monday_Night
490,,away,20,24,12.5,HOU,NE,91,4,
491,,away,17,10,8.0,BUF,TB,91,4,
492,,at_home,27,19,9.0,DEN,SD,91,4,
493,,away,33,24,1.5,DET,IND,91,4,
494,,at_home,20,13,8.0,KC,SEA,91,4,
495,,away,17,21,2.0,LAA,ATL,91,4,
496,,at_home,16,13,7.5,MIA,GB,91,4,
