,binaryClass_cat,Age_num,Civil_num,Can/US_num
167,N,29.507029,27.044353,3.647606
168,N,52.391174,15.628642,7.212599
169,P,52.931517,11.389055,15.985239
170,N,34.270632,3.602504,2.746411
171,N,59.167506,20.153196,17.358192
172,N,60.261205,16.406237,4.964685
173,P,41.087163,19.725986,10.423953
174,P,23.787923,16.148963,5.666108
175,P,36.289101,31.44854,7.741319
176,P,36.309777,26.166475,14.062613
177,N,20.99881,18.132575,5.64002
178,P,41.175995,26.285403,7.288877
179,N,65.30109,6.613621,14.093183
180,P,60.491685,15.555218,4.271268
181,P,44.244803,16.942483,5.777045
182,N,51.837417,22.092358,7.555865
183,P,57.73007,30.598956,10.266301
184,N,37.287835,12.155175,6.434396
185,P,42.831043,25.746921,7.876315
186,P,40.13141,13.568794,9.669467
187,P,57.171095,16.88684,4.673702
188,N,22.046724,18.023394,5.664223
189,N,42.265811,21.116726,2.868419
190,P,55.303876,23.578742,7.790484
191,P,21.193924,14.998202,10.99801
192,N,26.990121,14.828261,19.11279
193,P,30.571691,20.109419,17.965897
194,P,54.138791,22.618513,9.945175
195,P,64.568199,15.367627,12.677979
196,P,52.361402,14.842489,5.444365
197,N,51.771224,27.124716,16.998803
198,N,35.153331,24.733548,2.928197
199,P,24.041597,6.740195,5.226276
200,P,25.281643,20.957642,7.900526
201,N,43.622711,25.84604,10.254428
202,N,45.165184,18.627521,2.70652
203,N,53.903366,12.337672,10.769849
204,P,44.55546,16.906082,12.85237
205,N,32.053582,10.054337,15.825318
206,N,32.030703,18.391028,13.218115
207,N,62.858132,10.643816,7.810853
208,P,59.621581,24.731146,12.58229
209,N,58.850007,26.266857,9.426301
210,N,50.051524,2.624582,10.657826
211,N,9.290921,10.994427,6.706242
212,P,63.6353,31.703272,2.937937
213,P,41.373354,16.683774,6.327664
214,N,55.561004,23.099831,1.04216
215,P,66.92442,18.301034,8.547163
216,N,65.933894,12.612001,9.509697
217,P,40.60523,34.038447,14.861367
218,N,43.394444,25.266422,14.206014
219,N,17.215844,17.640818,10.460596
220,N,39.212077,13.288245,13.442788
221,N,40.715623,20.502749,4.582121
222,N,52.326252,18.838239,5.106472
223,P,23.293242,18.935717,5.509807
224,P,28.519258,16.096048,13.401652
225,N,61.975059,23.195082,13.776259
226,P,44.394241,25.682785,7.893578
227,N,43.243469,18.328489,12.563197
228,N,39.365828,20.304451,5.292788
229,P,48.406523,13.913013,6.589713
230,N,54.634202,20.435876,12.357006
231,P,36.522161,26.925434,8.735524
232,P,55.957455,24.91678,6.625211
233,N,64.109683,22.42771,6.752813
234,P,47.507213,21.608776,11.909801
235,N,60.39858,9.783596,9.758818
236,N,64.31255,18.710859,14.557022
237,N,47.41482,18.385581,8.299779
238,P,56.44612,16.118454,12.347647
239,P,82.12199,22.061165,13.118482
240,N,38.7885,22.238799,10.093127
241,N,72.18863,14.126025,14.713053
242,P,37.70818,12.235652,7.820933
243,N,53.5532,20.256182,10.055105
244,N,65.13711,28.645402,13.378971
245,N,53.03445,26.586331,16.421119
246,N,36.8708,22.136208,4.342042
247,N,59.00584,26.860075,9.335758
248,N,57.40429,19.796997,9.789045
249,N,58.26766,9.38932,10.554342
250,P,37.36888,20.15233,13.090059
251,N,33.64286,13.737086,9.085999
252,P,57.58443,34.246469,13.149632
253,N,49.36988,20.438192,4.366746
254,P,26.60781,3.304825,9.332782
255,N,39.13576,4.410341,9.979156
256,P,56.58813,0.033627,12.431443
257,N,22.71495,15.053285,6.962029
258,P,72.01945,18.244503,12.795613
259,P,55.09303,18.24029,10.807555
260,N,40.4344,15.852483,9.039247
261,P,39.47132,13.179924,8.206098
262,N,56.97327,2.213729,12.060542
263,P,73.59171,19.029592,14.631794
264,P,53.42725,19.764231,9.301208
265,N,57.73882,24.326973,5.179887
266,N,31.27193,17.183513,13.953832
267,N,52.0585,25.095987,12.020232
268,N,36.06383,29.076354,8.447875
269,P,20.94208,13.516679,8.350689
270,P,58.52223,5.572546,-0.198571
271,N,57.45603,15.965171,10.067832
272,P,68.67816,13.322753,11.173697
273,P,66.86017,21.102527,5.117969
274,N,37.49043,22.356733,19.043694
275,N,51.92139,26.058707,8.400365
276,P,64.56905,14.427736,12.468515
277,N,38.54049,18.607198,8.7602
278,N,32.70213,25.805397,5.956098
279,N,25.99852,13.633255,14.332349
280,P,30.20206,18.744408,2.598903
281,N,44.88823,33.233419,11.440291
282,N,57.06109,17.350516,13.773524
283,P,15.86054,24.74145,10.253713
284,P,14.59378,19.606582,13.508321
285,N,24.97145,27.16306,8.796217
286,N,54.75207,19.965172,12.34767
287,N,40.63655,21.438715,6.075578
288,N,33.47988,24.747309,8.702077
289,P,36.84898,24.451818,15.743256
290,P,68.45495,23.698838,11.70078
291,N,43.99802,14.741875,9.813144
292,N,48.33349,18.296032,4.014252
293,P,73.46975,16.451233,0.063626
294,P,61.18388,25.490215,13.719894
295,N,42.74048,13.944484,16.735732
296,P,69.81591,9.191799,8.071391
297,P,35.02095,10.4272,4.162089
298,N,54.96703,27.870696,14.199501
299,N,17.03166,17.764952,13.457103
300,N,35.15934,10.339047,15.783033
301,P,29.86491,17.612745,6.542536
302,P,42.79072,13.757435,12.76602
303,N,39.19161,25.278125,14.176529
304,N,67.73278,9.137966,12.63402
305,N,26.82306,18.979148,7.379027
306,N,39.63947,25.514183,7.202769
307,N,10.62196,10.855212,15.374572
308,N,35.26001,13.273672,12.506094
309,P,14.71085,15.622557,6.427325
310,P,30.57894,11.933507,15.811515
311,N,21.75969,24.994304,10.265723
312,N,63.78023,30.097235,7.823214
313,P,29.49357,22.671008,19.52048
314,P,59.30752,23.122277,14.869448
315,N,47.95069,18.56074,9.493977
316,P,53.60632,23.383557,7.122896
317,P,64.2977,21.679677,23.607478
318,N,21.9379,10.068401,4.485049
319,N,41.47729,25.851733,5.045279
320,P,22.07041,25.864494,6.952102
321,N,45.2888,28.256272,14.395323
322,N,33.41504,28.467498,11.32284
323,P,35.20143,15.798075,8.108137
324,N,25.13427,24.758504,16.836195
325,P,33.66937,15.672263,7.693838
326,N,18.19288,22.552004,12.168058
327,N,23.23419,17.09841,6.87422
328,P,26.11372,19.21571,12.709115
329,P,37.271914,12.355196,10.343516
330,N,48.833675,20.179071,14.998396
331,N,45.178605,23.722278,11.215416
332,N,30.879824,18.360295,7.230971
333,N,31.883632,11.048569,0.106179
334,P,20.031321,14.665571,4.75855
335,P,28.516034,6.67067,12.382936
336,N,7.849356,16.575231,7.099829
337,P,48.635137,18.86398,8.713603
338,N,35.058208,7.472499,11.458139
339,N,52.903297,13.926716,15.564828
340,N,40.187666,24.50923,9.85655
341,P,34.462513,17.324494,13.514628
342,P,45.682097,13.048255,14.50915
343,P,36.776668,28.071103,17.544662
344,P,81.738612,15.159034,11.164096
345,N,32.408897,5.503885,6.758041
346,P,23.927552,19.756329,9.813748
347,P,24.24431,20.976456,14.0232
348,N,37.740391,15.283989,10.508848
349,N,46.471396,24.022468,9.260282
350,N,38.786975,21.597617,11.849264
351,N,32.375234,24.733146,7.436041
352,P,36.402065,9.601467,1.024006
353,P,2.781559,27.342671,8.664592
354,N,53.389737,29.7901,7.397084
355,P,51.508204,23.144729,10.651702
356,N,19.73633,25.375996,12.412215
357,N,32.048398,18.141338,18.387271
358,P,42.330821,13.811913,10.011058
359,N,26.181562,8.322321,10.270813
360,N,33.106243,24.344263,3.519542
361,P,17.166777,12.561704,7.154339
362,N,41.136183,21.496613,6.437047
363,N,22.617797,14.00273,2.289697
364,N,10.453229,25.00543,6.968811
365,P,14.359596,14.137373,8.805084
366,N,47.207012,21.846175,9.8631
367,N,36.421533,12.591415,9.547345
368,P,40.273931,11.574193,1.898186
369,N,50.434807,31.77961,10.554735
370,N,57.012696,14.810329,5.437193
371,P,20.729114,-6.551535,10.343731
372,N,25.254243,9.619071,6.215144
373,N,19.220494,31.119313,8.978492
374,N,37.180585,16.692131,9.894955
375,N,29.661322,29.022392,11.509291
376,N,28.989369,10.845743,9.910324
377,N,26.342052,22.865827,6.389575
378,P,17.421113,21.342701,4.898223
379,N,15.141715,15.792802,5.798444
380,N,31.327845,15.040897,0.82083
381,N,15.612039,24.40004,15.850666
382,P,20.718445,17.011343,10.46247
383,N,30.781251,14.905357,9.783577
384,N,26.288553,17.112599,9.942269
385,N,55.244312,32.470686,4.624202
386,P,32.523192,15.495526,9.259121
387,P,41.937184,17.477839,10.996501
388,P,14.778219,26.812397,10.853618
389,N,81.143751,10.450827,4.107457
390,N,16.99602,15.589906,14.677636
391,N,44.010807,18.369352,7.786181
392,P,48.068279,17.554233,1.852222
393,N,65.168531,14.108963,4.604181
394,P,8.230096,19.555951,6.577678
395,N,53.264162,19.588913,4.900669
396,N,43.343457,21.70747,-1.10768
397,N,26.872634,7.522986,3.388838
398,P,8.008613,18.52744,6.463531
399,N,41.131608,13.973369,7.421838
400,N,56.196323,19.037359,7.433252
401,P,46.34432,19.75826,6.595304
402,N,20.495674,6.606379,13.499728
403,P,12.6059,21.032517,3.828799
404,N,23.40176,14.796369,5.652578
405,N,28.406811,28.162726,10.034409
406,N,32.234472,20.514183,9.324441
407,N,27.53619,15.781687,10.010704
408,P,33.795622,19.325039,5.725131
409,P,20.401026,15.484136,1.765707
410,P,13.52761,11.205113,7.319614
411,N,48.705918,30.597572,7.007359
412,N,21.729074,17.123554,6.809877
413,P,30.316624,19.014392,12.682716
414,P,23.143805,19.886002,14.478161
415,P,28.552691,17.055043,15.053004
416,P,28.857855,17.737749,15.577062
417,P,23.05872,17.502759,5.832725
418,P,24.321958,25.347351,11.824276
419,P,50.760444,23.973703,21.560941
420,N,31.68107,11.848732,14.205821
421,P,38.549963,15.482329,8.321126
422,P,40.878665,25.320995,12.895557
423,P,21.227552,18.19259,15.04966
424,P,47.981402,19.835974,4.244095
425,P,20.534597,18.82023,15.156358
426,P,18.13491,10.038235,11.50956
427,P,38.805142,10.549171,11.522181
428,N,24.293428,11.449931,15.89608
429,P,21.756119,21.631005,16.071068
430,P,46.558183,22.967455,14.298348
431,N,40.518734,12.872973,17.759177
432,N,40.291096,13.832619,8.000045
433,N,15.369621,15.334091,20.003747
434,N,50.749284,36.496007,13.505288
435,P,21.479978,25.571902,23.073046
436,P,28.77201,12.208064,15.949062
437,P,37.992419,20.847299,13.214513
438,N,48.35754,16.942116,16.806236
439,P,36.907837,11.025611,15.890804
440,P,29.617061,4.260893,12.859119
441,N,24.90292,25.319178,12.806143
442,P,6.252184,15.664006,15.26298
443,P,43.747596,14.539309,8.12045
444,P,62.957054,23.078198,10.03103
445,N,32.692446,24.342431,14.672925
446,P,43.176147,23.694367,16.468207
447,P,69.943628,23.341769,9.175215
448,P,11.79551,25.946271,5.75131
449,P,57.309865,18.769029,13.991402
450,P,62.088476,19.291739,6.76986
451,P,80.077646,19.041198,15.561973
452,P,24.729346,21.632916,15.814632
453,P,46.947745,18.964122,14.458243
454,P,47.993623,14.692909,21.830163
455,P,46.916394,10.871288,11.975587
456,P,36.770863,24.293276,10.623135
457,P,50.362341,24.173824,6.678722
458,P,72.508364,20.007647,23.24216
459,P,46.691856,24.385696,10.186821
460,P,34.329871,25.888281,11.078251
461,N,60.092787,22.69608,16.399653
462,N,18.066905,28.320692,19.410416
463,N,36.098346,25.707341,13.092849
464,N,19.619636,20.306463,11.389328
465,P,31.575907,24.852094,7.130406
466,P,33.398342,24.405557,9.096021
467,P,42.503126,18.440356,9.648396
468,N,27.601011,16.260844,10.71769
469,N,31.184786,27.675174,14.113613
470,P,9.907924,19.122332,11.377942
471,N,21.438857,21.105285,15.635361
472,N,45.162948,16.416593,14.196676
473,N,43.561976,10.625169,10.888432
474,P,53.100296,7.163495,17.139858
475,N,47.005648,15.085602,14.060357
476,N,14.849125,18.178846,7.602255
477,N,24.444623,14.996108,12.642118
478,P,23.210208,23.226779,8.095509
479,N,51.004725,22.635624,4.38777
480,N,32.292777,19.818012,8.630929
481,P,30.1875,8.634728,14.155959
482,P,43.55794,13.824842,14.534912
483,P,26.141448,32.349267,6.193938
484,N,44.374481,13.296671,6.556193
485,P,48.708412,18.425837,13.015749
486,P,22.404937,19.074666,12.47324
487,N,37.749565,22.556296,10.638342
488,P,42.408852,22.945002,7.364225
489,N,49.892642,21.521909,9.938717
490,N,31.554059,17.09141,13.084837
491,N,33.792503,32.813145,16.835688
492,N,26.850183,30.307467,7.264329
493,N,46.870051,12.837726,7.473764
494,N,4.080213,19.219015,12.069004
495,P,51.142455,15.490255,7.904769
496,P,77.678125,28.879414,7.770605
497,P,20.636625,24.316419,10.339823
498,P,42.143627,14.730411,4.811344
499,N,46.47834,15.551891,14.674734
500,P,37.030703,22.512995,8.135019
501,N,35.707447,10.063827,7.429023
502,P,46.437924,20.449286,13.850523
503,P,85.858322,20.623782,7.315509
504,N,50.511928,22.274727,6.838884
505,P,52.22681,25.353452,13.820941
506,N,57.980871,20.854131,13.14621
507,P,57.566546,11.162565,11.590449
508,P,50.894983,26.797868,7.454761
509,N,46.885674,19.974472,13.081607
510,P,28.840216,13.564701,11.254616
511,P,26.116515,13.778621,6.549975
512,N,28.277065,29.069923,9.856071
513,N,26.007535,23.172163,9.120079
514,P,39.472298,20.95634,6.851083
515,N,33.290192,23.259386,3.975237
516,P,15.395624,16.710892,6.299806
517,N,19.803397,12.344583,5.344725
518,N,53.978993,21.401491,3.70582
519,P,28.676788,13.93993,3.366199
520,P,46.576452,28.025206,5.190497
521,N,69.092183,16.84203,7.742592
522,N,47.894652,4.237258,9.133009
523,P,49.480418,27.526577,15.746112
524,N,43.077964,19.534696,6.377133
525,P,8.643756,25.90722,2.630461
526,N,21.826875,13.059668,3.616454
527,P,57.804752,23.545725,1.431843
528,N,16.718029,26.043818,6.644073
529,P,22.761078,22.615349,11.205382
530,P,45.368895,21.944914,8.526349
531,N,48.25427,40.564547,10.360453
532,P,47.33238,31.249938,3.860171
533,P,84.703525,17.194439,4.936998
534,P,60.223531,16.758987,7.540357
535,N,55.691973,13.829559,10.374818
536,P,51.342158,10.758385,8.767295
537,P,36.772588,19.52999,11.279081
538,P,34.465702,2.600282,10.32145
539,N,48.107498,10.345289,5.286764
540,P,76.430567,4.751266,8.918034
541,N,47.017841,6.435701,11.349636
542,P,40.211437,9.431995,10.355085
543,N,44.673874,10.791084,5.531418
544,P,54.367829,13.312465,11.256288
545,P,49.815763,22.736599,14.599678
546,P,46.881953,11.163884,3.240702
547,P,63.63693,11.455894,13.272912
548,P,39.103681,22.357067,10.812261
549,P,65.001092,18.634887,14.82796
550,P,45.015202,0.974568,8.413189
551,N,27.367794,22.477701,8.594026
552,P,48.750773,26.41337,6.519385
553,P,51.140456,14.790747,5.036542
554,P,59.925224,30.281328,12.96035
555,P,54.827582,14.568148,8.597255
556,P,66.832036,11.10746,13.143178
557,P,57.267611,13.51344,10.35707
558,P,63.916617,26.512315,13.04651
559,P,91.01529,16.372061,6.205781
560,P,71.783014,13.086625,9.871548
561,P,47.339579,16.668385,10.998525
562,P,55.944451,13.003054,9.635616
563,P,41.417476,28.432871,10.053573
564,P,79.50669,16.091017,5.222367
565,P,25.40474,-1.332479,11.026121
566,P,25.51068,17.781092,14.487546
567,P,34.16835,18.35343,15.381863
568,P,42.06627,3.7989,10.921659
569,P,56.33179,17.207326,11.320701
570,N,64.17577,22.707736,4.672623
571,P,63.98087,8.980098,14.068875
572,N,49.80639,7.070837,8.886838
573,N,41.29305,8.620027,13.805288
574,P,46.51127,4.737972,6.190601
575,N,39.30127,5.332437,7.919877
576,P,24.12284,23.361139,12.426254
577,N,32.15423,8.235641,13.268862
578,P,54.74988,12.295344,16.816519
579,P,46.05613,18.955627,5.399262
580,N,38.02341,21.05496,16.008406
581,P,30.33356,10.820886,6.325553
582,P,27.56057,15.727948,13.340965
583,N,39.29874,16.90829,6.145492
584,N,27.50531,15.261406,5.595743
585,P,80.0396,24.008048,11.269732
586,P,27.52593,25.755266,13.221741
587,P,53.11073,14.787385,8.404519
588,N,36.11711,18.412659,11.622124
589,P,45.26459,15.837125,6.684416
590,P,44.29299,3.890028,8.952935
591,N,45.60924,-1.090432,13.676153
592,P,19.64701,28.867608,11.107642
593,P,47.72814,14.166063,7.619168
594,P,39.77571,26.590985,7.636194
595,N,25.86439,16.186528,16.567646
596,P,40.42724,23.915186,12.960343
597,P,47.56885,13.624067,11.394157
598,P,38.20156,4.876962,8.20906
599,N,59.35678,8.604712,10.620136
600,P,84.42646,5.537781,9.649232
601,P,43.80116,20.658433,4.656621
602,P,30.69227,17.268557,15.133448
603,N,55.31142,24.960274,20.20534
604,P,28.65584,18.123056,8.150225
605,P,32.22153,9.358349,24.965124
606,P,75.80774,11.024734,11.718487
607,P,30.24669,22.416147,7.383406
608,N,30.489,11.595016,9.704635
609,P,53.62358,17.108696,4.182172
610,P,46.32198,20.238458,11.05083
611,P,38.00453,13.870479,8.69096
612,N,20.20624,22.672665,8.86959
613,P,47.4416,16.461573,11.225526
614,P,68.4897,19.448756,12.265374
615,N,54.27084,21.470372,7.780392
616,P,58.81157,7.878976,14.137342
617,N,45.95021,24.854784,8.44017
618,N,49.82432,6.511613,16.441905
619,P,61.0352,15.802016,10.683384
620,P,41.12933,11.09176,13.102517
621,P,56.47791,17.790883,11.497933
622,P,57.87399,26.87967,11.841538
623,P,84.01062,7.67791,11.525486
624,P,52.27296,16.866282,10.395334
625,P,43.6455,23.678892,13.10352
626,P,49.68896,6.727979,9.308858
627,P,32.30642,25.184073,9.402375
628,P,55.49794,20.168085,10.792817
629,P,37.35072,14.405416,17.31055
630,N,34.84871,19.448015,14.956647
631,P,73.997,20.968776,7.981257
632,P,18.6086,6.625587,13.851268
633,P,91.96176,19.533706,10.960349
634,N,48.03332,17.39569,6.809072
635,N,53.20232,10.940897,10.906475
636,P,25.96213,5.649833,14.775159
637,P,38.67069,6.134217,3.74418
638,N,35.78327,11.526934,6.598072
639,N,34.9384,20.770346,7.823761
640,P,37.44317,15.425502,13.375052
641,N,69.60108,21.074965,4.605309
642,P,52.90733,9.774969,6.460077
643,N,68.69011,7.497454,9.563415
644,P,55.09481,3.864962,9.945585
645,P,67.07683,10.914839,22.025543
646,P,64.60436,19.969418,3.712579
647,P,27.63458,27.850504,2.089751
648,P,66.8052,16.58827,7.368538
649,P,35.29128,13.443504,1.644822
650,P,49.67055,18.558896,3.633789
651,P,55.29035,12.39914,6.822689
652,N,18.28464,19.716937,9.672767
653,P,30.74036,10.434613,14.217034
654,P,48.80313,11.77773,11.870801
655,N,52.77725,20.861346,10.920631
656,N,51.22154,26.226847,8.775374
657,N,77.0692,18.212444,5.154341
658,N,60.733,12.15695,3.905253
659,P,38.08039,19.63335,9.301569
660,P,46.27902,16.4628,5.898183
661,P,57.39433,25.39589,11.212312
