,climbRate_num,Altitude_num,RollRate_num,curRoll_num,diffClb_num,diffDiffClb_num,Se_num
219,7.5,-20.0,0.0016,0.001,0.2,0.0,0.004
220,-3.6,10.0,-0.0005,0.006,-0.2,0.0,-0.002
221,4.4,10.0,0.0002,0.005,0.0,0.0,0.001
222,0.2,-10.0,-0.0076,-0.014,0.0,0.0,0.001
223,-3.5,-20.0,0.0044,-0.004,-0.1,0.0,-0.001
224,-4.3,-30.0,-0.0003,0.002,0.0,0.0,-0.002
225,4.7,-30.0,-0.0001,-0.009,0.3,0.0,0.004
226,-1.2,-10.0,-0.006,0.004,0.0,0.0,0.001
227,-2.6,-20.0,-0.0052,-0.012,-0.1,0.0,-0.002
228,4.4,-20.0,0.0037,0.0,0.1,0.0,0.002
229,-3.0,-10.0,-0.0029,-0.002,-0.1,0.0,-0.002
230,4.0,-10.0,0.0014,-0.005,0.1,0.0,0.002
231,-3.8,0.0,0.0002,0.007,-0.1,0.0,-0.002
232,2.9,-10.0,-0.0001,0.007,0.1,0.0,0.001
233,4.0,0.0,-0.0004,0.006,0.0,0.0,0.001
234,-2.3,0.0,0.0,0.007,-0.1,0.0,-0.001
235,5.6,-20.0,0.0007,0.003,0.1,0.0,0.002
236,-3.0,0.0,-0.0003,0.003,-0.1,0.0,-0.001
237,-3.6,-10.0,-0.0003,0.002,0.0,0.0,-0.002
238,5.1,-10.0,0.0007,0.003,0.2,0.0,0.002
239,6.2,20.0,0.0008,0.006,0.0,0.0,0.001
240,-6.5,20.0,-0.0011,0.001,-0.1,0.0,-0.001
241,-7.1,0.0,-0.0005,-0.002,0.0,0.0,-0.002
242,5.7,-10.0,0.0016,0.002,0.2,0.0,0.002
243,2.2,20.0,-0.0024,0.0,0.1,0.0,0.001
244,2.6,20.0,-0.0016,-0.005,0.0,0.0,0.002
245,-5.7,20.0,-0.0003,-0.01,-0.2,0.0,-0.001
246,-10.0,-20.0,0.0048,0.003,-0.1,0.0,-0.003
247,-3.7,-50.0,0.0043,0.023,0.2,0.0,-0.001
248,4.6,-50.0,-0.0011,0.031,0.2,0.0,0.001
249,7.9,-20.0,-0.0083,0.013,0.0,0.0,0.001
250,7.1,0.0,-0.011,-0.012,-0.1,0.0,0.001
251,2.3,30.0,0.0093,-0.038,0.0,0.0,0.001
252,-5.9,0.0,-0.0089,-0.015,-0.1,0.0,-0.005
253,-2.3,-20.0,0.006,-0.019,0.1,0.0,0.001
254,-1.3,-20.0,0.008,-0.003,0.0,0.0,-0.002
255,-0.2,-20.0,0.0088,0.012,0.1,-0.01,0.002
256,-1.5,-20.0,0.0025,0.033,-0.1,0.0,-0.004
257,2.4,-20.0,-0.0055,0.026,0.1,0.0,0.003
258,0.5,-20.0,-0.0068,0.003,-0.1,0.0,-0.002
259,-3.7,-30.0,0.002,-0.015,-0.1,0.0,-0.002
260,-3.4,-40.0,0.0002,-0.009,0.0,0.0,-0.002
261,6.4,0.0,0.0011,-0.01,0.0,0.0,0.002
262,-4.4,10.0,-0.0023,-0.009,-0.2,0.0,-0.001
263,-6.9,0.0,-0.002,-0.016,-0.1,0.0,-0.004
264,-2.7,-20.0,0.0022,-0.016,0.2,0.01,0.001
265,-2.4,-10.0,-0.0004,-0.007,-0.1,0.0,-0.002
266,-2.1,-10.0,0.0029,-0.004,-0.1,0.0,-0.001
267,2.1,-30.0,0.0053,0.019,0.0,-0.01,0.003
268,5.2,-20.0,-0.0065,0.006,0.2,0.0,0.004
269,4.5,0.0,-0.0061,-0.01,-0.1,0.0,-0.001
270,-4.2,0.0,0.0019,-0.021,-0.2,0.0,-0.001
271,-7.3,-10.0,0.0055,-0.013,-0.1,0.0,-0.002
272,-6.8,-40.0,0.0068,0.005,0.1,0.0,-0.003
273,7.4,-40.0,-0.0007,0.022,0.2,0.0,0.003
274,-3.3,10.0,-0.0037,0.017,-0.3,0.0,-0.004
275,-4.3,0.0,-0.0033,0.009,0.1,-0.02,-0.002
276,1.7,-10.0,-0.0032,-0.001,0.2,0.0,0.001
277,5.5,0.0,-0.001,-0.005,0.2,0.0,0.002
278,6.0,10.0,0.0014,-0.005,0.0,-0.01,0.002
279,-5.9,20.0,0.0049,0.012,-0.3,0.0,-0.002
280,-8.8,0.0,0.0054,0.024,-0.1,0.0,-0.002
281,-6.8,-30.0,-0.0038,0.032,0.1,0.0,-0.002
282,-3.5,-50.0,-0.0099,0.013,0.2,0.0,0.003
283,-3.3,-50.0,-0.0094,-0.01,-0.1,0.02,-0.002
284,6.6,-50.0,0.0041,-0.022,0.3,0.0,0.004
285,-0.4,-10.0,0.002,0.023,-0.2,0.0,-0.001
286,-2.1,-10.0,-0.0003,0.024,-0.1,-0.01,-0.002
287,6.4,-10.0,-0.0012,0.006,0.2,0.0,0.004
288,-8.3,0.0,0.0004,0.01,-0.3,0.0,-0.003
289,-8.6,-30.0,-0.0015,0.008,0.1,-0.01,-0.004
290,9.1,-30.0,0.0041,0.01,0.4,0.0,0.006
291,-2.8,10.0,-0.0007,0.033,-0.4,0.0,-0.004
292,-5.2,-20.0,-0.0013,0.012,0.0,0.0,-0.002
293,7.3,-10.0,-0.0033,-0.011,0.1,0.0,0.001
294,8.9,0.0,-0.0012,-0.015,0.1,0.01,0.002
295,8.4,20.0,0.0016,-0.015,-0.2,0.02,0.001
296,-7.0,20.0,0.0032,0.008,-0.3,0.0,-0.003
297,3.3,-20.0,-0.0035,0.001,0.2,0.0,0.003
298,-4.1,-10.0,0.0017,0.004,-0.2,0.0,-0.002
299,-3.5,-30.0,0.0022,0.01,0.1,0.0,-0.001
300,5.3,-20.0,-0.0031,0.006,0.1,0.0,0.001
301,7.5,0.0,-0.0016,-0.002,0.1,0.0,0.002
302,-2.0,20.0,-0.0007,-0.009,-0.2,0.0,-0.002
303,-3.4,10.0,-0.004,-0.006,-0.1,0.0,-0.001
304,-3.6,0.0,-0.0044,-0.012,0.1,-0.01,0.001
305,-3.9,0.0,-0.0031,0.01,-0.1,0.0,-0.003
306,2.9,-10.0,-0.0041,-0.006,0.2,0.0,0.003
307,1.1,20.0,0.0055,-0.002,0.0,0.0,0.001
308,-5.0,10.0,0.0022,0.013,-0.2,0.0,-0.002
309,-6.3,0.0,-0.0012,0.014,0.0,0.0,-0.002
310,4.2,-10.0,0.003,0.003,0.2,0.0,0.003
311,3.8,0.0,0.0062,0.012,-0.1,0.02,0.003
312,2.0,0.0,-0.0008,0.031,0.1,0.0,0.003
313,-5.9,0.0,-0.0089,0.005,-0.2,0.0,-0.004
314,9.3,-10.0,0.0055,-0.013,0.3,0.01,0.003
315,9.7,50.0,0.0087,0.029,-0.1,0.0,0.001
316,4.9,60.0,0.004,0.046,-0.2,0.0,0.001
317,-2.0,70.0,-0.0029,0.048,-0.4,0.0,-0.001
318,-7.7,60.0,-0.0045,0.04,-0.3,-0.01,-0.003
319,-10.2,30.0,-0.0004,0.031,0.0,0.0,-0.002
320,-4.4,-10.0,-0.0037,0.028,-0.2,0.0,-0.005
321,5.3,-10.0,-0.0003,0.014,0.4,0.0,0.003
322,5.5,10.0,0.0024,0.02,-0.1,0.0,0.002
323,-3.5,20.0,0.002,0.029,-0.3,0.0,-0.003
324,-5.6,0.0,-0.0035,0.026,0.0,0.0,-0.003
325,3.6,-10.0,-0.0042,0.011,0.3,0.0,0.004
326,-5.9,0.0,0.0021,-0.001,-0.2,0.0,-0.002
327,4.7,-20.0,-0.0078,-0.012,0.1,0.0,0.002
328,-2.4,0.0,0.0088,-0.018,-0.1,-0.01,-0.001
329,6.3,-10.0,-0.0053,-0.026,0.3,-0.01,0.004
330,-3.6,10.0,0.0063,0.004,-0.2,-0.01,-0.004
331,0.2,0.0,-0.0069,0.005,0.0,0.0,0.002
332,-3.5,0.0,-0.0088,-0.034,-0.1,0.0,-0.002
333,0.1,-10.0,0.0077,-0.041,0.1,0.0,0.001
334,1.8,-10.0,0.0119,-0.006,0.0,0.0,0.004
335,-8.6,-20.0,-0.0007,0.019,-0.4,0.01,-0.005
336,-6.7,-60.0,0.0006,0.01,0.3,-0.01,0.001
337,5.9,-60.0,-0.0016,0.011,0.4,0.0,0.004
338,8.3,-40.0,-0.0041,0.005,0.0,0.0,0.001
339,7.0,-30.0,-0.0042,-0.004,-0.1,0.0,0.001
340,-2.7,-10.0,0.0019,-0.013,-0.2,0.0,-0.003
341,2.6,-20.0,0.0084,0.014,0.1,0.0,0.002
342,-2.4,-10.0,-0.001,0.043,-0.1,0.0,-0.002
343,1.1,-20.0,-0.0086,0.001,0.1,0.0,0.001
344,2.5,-20.0,-0.0049,-0.013,0.1,0.0,0.003
345,-0.3,-20.0,0.0059,-0.011,0.1,0.01,0.001
346,0.8,-10.0,0.0071,0.013,0.0,0.0,0.002
347,3.4,-20.0,-0.0076,0.021,0.2,0.0,0.004
348,1.2,-10.0,-0.0098,-0.002,-0.2,-0.01,-0.001
349,-2.2,-10.0,-0.0052,-0.029,-0.1,0.0,-0.001
350,0.7,-20.0,-0.0055,0.013,0.1,0.0,0.001
351,0.7,0.0,0.0052,-0.008,0.0,0.0,0.001
352,-2.7,-10.0,0.0047,0.012,-0.1,0.0,-0.001
353,5.8,-10.0,-0.0011,-0.005,0.1,0.0,0.001
354,6.5,10.0,-0.0001,-0.006,0.0,0.0,0.002
355,-4.0,20.0,-0.0022,-0.009,-0.2,0.0,-0.003
356,-1.3,0.0,0.0039,-0.009,0.1,0.0,0.001
357,-2.9,0.0,-0.0054,-0.007,-0.1,0.0,0.001
358,-4.2,-10.0,-0.0052,-0.016,-0.1,0.01,-0.001
359,-5.4,-20.0,0.0008,-0.021,0.0,0.0,-0.002
360,-3.1,-30.0,0.0062,-0.014,0.1,0.01,-0.001
361,-0.1,-30.0,0.0089,-0.003,0.3,-0.01,0.001
362,2.6,-30.0,0.0091,0.013,0.1,0.01,0.001
363,2.6,-30.0,0.0054,0.025,-0.1,0.01,0.001
364,4.4,-20.0,-0.0034,0.0,0.1,0.0,0.001
365,5.8,10.0,0.0015,-0.003,0.0,0.0,0.001
366,-3.7,20.0,0.0001,0.005,-0.1,0.0,-0.002
367,5.8,20.0,-0.0001,0.003,0.1,0.0,0.002
368,-4.6,40.0,-0.001,0.0,-0.2,0.0,-0.003
369,7.6,60.0,-0.0013,0.023,0.1,0.0,0.002
370,6.2,70.0,-0.0047,0.018,-0.2,0.02,0.003
371,-0.5,80.0,-0.0088,0.004,-0.4,0.0,-0.001
372,-7.7,70.0,-0.0088,-0.014,-0.3,0.0,-0.004
373,-9.3,50.0,-0.004,-0.028,0.0,-0.01,-0.001
374,-4.8,30.0,0.0075,-0.024,0.2,0.0,0.001
375,-1.3,20.0,0.01,0.002,0.1,0.0,0.002
376,-6.9,10.0,0.0038,0.029,-0.3,0.0,-0.002
377,-5.5,-20.0,-0.005,0.024,0.1,0.0,0.001
378,11.6,-10.0,0.0041,0.016,0.3,0.0,0.003
379,12.8,40.0,0.0029,0.032,0.0,0.0,0.003
380,-0.9,70.0,-0.0036,0.033,-0.5,0.0,-0.002
381,-8.9,60.0,-0.008,0.02,-0.3,0.0,-0.003
382,-9.1,10.0,-0.0042,-0.015,0.0,0.0,-0.002
383,-1.8,-10.0,0.0069,-0.011,0.3,0.0,0.002
384,1.8,0.0,-0.0001,-0.013,0.1,0.0,0.003
385,-7.7,-10.0,0.0028,0.004,-0.3,0.0,-0.002
386,-9.8,-30.0,0.001,0.007,0.0,0.01,-0.001
387,5.3,-40.0,-0.0073,-0.017,0.0,0.0,0.003
388,2.7,-30.0,-0.0057,-0.031,-0.2,0.01,0.001
389,-1.1,-30.0,-0.0032,-0.037,-0.3,0.01,-0.002
390,-5.2,-40.0,0.006,-0.032,-0.1,0.0,-0.003
391,-3.3,-50.0,0.0105,-0.016,0.2,0.02,0.001
392,-0.5,-50.0,0.0102,-0.001,0.1,0.0,-0.001
393,6.8,-40.0,-0.0027,0.014,0.2,0.0,0.002
394,7.9,-30.0,-0.0069,0.007,-0.1,0.01,0.001
395,6.1,-10.0,-0.0053,-0.014,-0.1,0.01,0.001
396,-1.3,0.0,0.001,-0.022,-0.2,0.0,-0.003
397,4.2,0.0,0.0047,-0.005,0.2,0.0,0.002
398,-2.4,20.0,-0.0054,0.005,0.0,-0.01,0.001
399,-4.7,10.0,-0.0026,-0.007,-0.1,0.0,-0.001
400,-5.6,0.0,-0.0016,-0.01,-0.1,0.0,-0.002
401,-3.0,-20.0,0.0053,-0.007,0.1,0.0,0.002
402,-3.2,-20.0,0.0039,0.012,-0.1,0.0,-0.003
403,5.0,-20.0,-0.0026,0.017,0.2,0.0,0.004
404,-4.7,-10.0,-0.0071,-0.015,-0.3,0.0,-0.003
405,-6.1,-40.0,-0.0029,-0.034,0.1,0.0,0.001
406,-5.3,-50.0,0.0021,-0.035,0.0,0.0,-0.002
407,-1.7,-60.0,0.0055,-0.02,0.0,0.01,0.001
408,-1.4,-60.0,0.0004,-0.014,0.0,0.0,-0.002
