,class_cat,attr1_cat,attr2_cat,attr3_cat,attr4_cat,attr5_cat,attr6_cat
93,0,3,1,2,1,2,2
94,0,3,1,2,2,2,2
95,0,3,1,2,2,3,2
96,0,3,1,2,3,2,2
97,1,3,2,1,1,1,1
98,0,3,2,1,1,4,2
99,1,3,2,1,2,1,2
100,0,3,2,1,2,4,2
101,1,3,2,2,1,1,1
102,1,3,2,2,1,1,2
103,0,3,2,2,1,3,2
104,1,3,2,2,3,1,1
105,0,3,2,2,3,2,1
106,0,3,2,2,3,4,1
107,1,3,3,1,1,1,1
108,1,3,3,1,1,2,1
109,1,3,3,1,1,4,2
110,1,3,3,1,2,3,2
111,1,3,3,1,2,4,2
112,1,3,3,1,3,1,2
113,1,3,3,1,3,2,1
114,1,3,3,1,3,2,2
115,1,3,3,1,3,4,2
116,1,3,3,2,1,1,1
117,1,3,3,2,1,3,2
118,1,3,3,2,1,4,1
119,1,3,3,2,1,4,2
120,1,3,3,2,3,1,2
121,1,3,3,2,3,2,2
122,1,3,3,2,3,3,2
123,1,3,3,2,3,4,2
124,1,1,1,1,1,1,1
125,1,1,1,1,1,1,2
126,1,1,1,1,1,2,1
127,1,1,1,1,1,2,2
128,1,1,1,1,1,3,1
129,1,1,1,1,1,3,2
130,1,1,1,1,1,4,1
131,1,1,1,1,1,4,2
132,1,1,1,1,2,1,1
133,1,1,1,1,2,1,2
134,1,1,1,1,2,2,1
135,1,1,1,1,2,2,2
136,1,1,1,1,2,3,1
137,1,1,1,1,2,3,2
138,1,1,1,1,2,4,1
139,1,1,1,1,2,4,2
140,1,1,1,1,3,1,1
141,1,1,1,1,3,1,2
142,1,1,1,1,3,2,1
143,1,1,1,1,3,2,2
144,1,1,1,1,3,3,1
145,1,1,1,1,3,3,2
146,1,1,1,1,3,4,1
147,1,1,1,1,3,4,2
148,1,1,1,2,1,1,1
149,1,1,1,2,1,1,2
150,1,1,1,2,1,2,1
151,1,1,1,2,1,2,2
152,1,1,1,2,1,3,1
153,1,1,1,2,1,3,2
154,1,1,1,2,1,4,1
155,1,1,1,2,1,4,2
156,1,1,1,2,2,1,1
157,1,1,1,2,2,1,2
158,1,1,1,2,2,2,1
159,1,1,1,2,2,2,2
160,1,1,1,2,2,3,1
161,1,1,1,2,2,3,2
162,1,1,1,2,2,4,1
163,1,1,1,2,2,4,2
164,1,1,1,2,3,1,1
165,1,1,1,2,3,1,2
166,1,1,1,2,3,2,1
167,1,1,1,2,3,2,2
168,1,1,1,2,3,3,1
169,1,1,1,2,3,3,2
170,1,1,1,2,3,4,1
171,1,1,1,2,3,4,2
172,1,1,2,1,1,1,1
173,1,1,2,1,1,1,2
174,0,1,2,1,1,2,1
175,0,1,2,1,1,2,2
176,0,1,2,1,1,3,1
177,0,1,2,1,1,3,2
178,0,1,2,1,1,4,1
179,0,1,2,1,1,4,2
180,1,1,2,1,2,1,1
181,1,1,2,1,2,1,2
182,0,1,2,1,2,2,1
183,0,1,2,1,2,2,2
184,0,1,2,1,2,3,1
185,0,1,2,1,2,3,2
186,0,1,2,1,2,4,1
187,0,1,2,1,2,4,2
188,1,1,2,1,3,1,1
189,1,1,2,1,3,1,2
190,0,1,2,1,3,2,1
191,0,1,2,1,3,2,2
192,0,1,2,1,3,3,1
193,0,1,2,1,3,3,2
194,0,1,2,1,3,4,1
195,0,1,2,1,3,4,2
196,1,1,2,2,1,1,1
197,1,1,2,2,1,1,2
198,0,1,2,2,1,2,1
199,0,1,2,2,1,2,2
200,0,1,2,2,1,3,1
201,0,1,2,2,1,3,2
202,0,1,2,2,1,4,1
203,0,1,2,2,1,4,2
204,1,1,2,2,2,1,1
205,1,1,2,2,2,1,2
206,0,1,2,2,2,2,1
207,0,1,2,2,2,2,2
208,0,1,2,2,2,3,1
209,0,1,2,2,2,3,2
210,0,1,2,2,2,4,1
211,0,1,2,2,2,4,2
212,1,1,2,2,3,1,1
213,1,1,2,2,3,1,2
214,0,1,2,2,3,2,1
215,0,1,2,2,3,2,2
216,0,1,2,2,3,3,1
217,0,1,2,2,3,3,2
218,0,1,2,2,3,4,1
219,0,1,2,2,3,4,2
220,1,1,3,1,1,1,1
221,1,1,3,1,1,1,2
222,0,1,3,1,1,2,1
223,0,1,3,1,1,2,2
224,0,1,3,1,1,3,1
225,0,1,3,1,1,3,2
226,0,1,3,1,1,4,1
227,0,1,3,1,1,4,2
228,1,1,3,1,2,1,1
229,1,1,3,1,2,1,2
230,0,1,3,1,2,2,1
231,0,1,3,1,2,2,2
232,0,1,3,1,2,3,1
233,0,1,3,1,2,3,2
234,0,1,3,1,2,4,1
235,0,1,3,1,2,4,2
236,1,1,3,1,3,1,1
237,1,1,3,1,3,1,2
238,0,1,3,1,3,2,1
239,0,1,3,1,3,2,2
240,0,1,3,1,3,3,1
241,0,1,3,1,3,3,2
242,0,1,3,1,3,4,1
243,0,1,3,1,3,4,2
244,1,1,3,2,1,1,1
245,1,1,3,2,1,1,2
246,0,1,3,2,1,2,1
247,0,1,3,2,1,2,2
248,0,1,3,2,1,3,1
249,0,1,3,2,1,3,2
250,0,1,3,2,1,4,1
251,0,1,3,2,1,4,2
252,1,1,3,2,2,1,1
253,1,1,3,2,2,1,2
254,0,1,3,2,2,2,1
255,0,1,3,2,2,2,2
256,0,1,3,2,2,3,1
257,0,1,3,2,2,3,2
258,0,1,3,2,2,4,1
259,0,1,3,2,2,4,2
260,1,1,3,2,3,1,1
261,1,1,3,2,3,1,2
262,0,1,3,2,3,2,1
263,0,1,3,2,3,2,2
264,0,1,3,2,3,3,1
265,0,1,3,2,3,3,2
266,0,1,3,2,3,4,1
267,0,1,3,2,3,4,2
268,1,2,1,1,1,1,1
269,1,2,1,1,1,1,2
270,0,2,1,1,1,2,1
271,0,2,1,1,1,2,2
272,0,2,1,1,1,3,1
273,0,2,1,1,1,3,2
274,0,2,1,1,1,4,1
275,0,2,1,1,1,4,2
276,1,2,1,1,2,1,1
277,1,2,1,1,2,1,2
278,0,2,1,1,2,2,1
279,0,2,1,1,2,2,2
280,0,2,1,1,2,3,1
281,0,2,1,1,2,3,2
282,0,2,1,1,2,4,1
283,0,2,1,1,2,4,2
284,1,2,1,1,3,1,1
285,1,2,1,1,3,1,2
286,0,2,1,1,3,2,1
287,0,2,1,1,3,2,2
288,0,2,1,1,3,3,1
289,0,2,1,1,3,3,2
290,0,2,1,1,3,4,1
291,0,2,1,1,3,4,2
292,1,2,1,2,1,1,1
293,1,2,1,2,1,1,2
294,0,2,1,2,1,2,1
295,0,2,1,2,1,2,2
296,0,2,1,2,1,3,1
297,0,2,1,2,1,3,2
298,0,2,1,2,1,4,1
299,0,2,1,2,1,4,2
300,1,2,1,2,2,1,1
301,1,2,1,2,2,1,2
302,0,2,1,2,2,2,1
303,0,2,1,2,2,2,2
304,0,2,1,2,2,3,1
305,0,2,1,2,2,3,2
306,0,2,1,2,2,4,1
307,0,2,1,2,2,4,2
308,1,2,1,2,3,1,1
309,1,2,1,2,3,1,2
310,0,2,1,2,3,2,1
311,0,2,1,2,3,2,2
312,0,2,1,2,3,3,1
313,0,2,1,2,3,3,2
314,0,2,1,2,3,4,1
315,0,2,1,2,3,4,2
316,1,2,2,1,1,1,1
317,1,2,2,1,1,1,2
318,1,2,2,1,1,2,1
319,1,2,2,1,1,2,2
320,1,2,2,1,1,3,1
321,1,2,2,1,1,3,2
322,1,2,2,1,1,4,1
323,1,2,2,1,1,4,2
324,1,2,2,1,2,1,1
325,1,2,2,1,2,1,2
326,1,2,2,1,2,2,1
327,1,2,2,1,2,2,2
328,1,2,2,1,2,3,1
329,1,2,2,1,2,3,2
330,1,2,2,1,2,4,1
331,1,2,2,1,2,4,2
332,1,2,2,1,3,1,1
333,1,2,2,1,3,1,2
334,1,2,2,1,3,2,1
335,1,2,2,1,3,2,2
336,1,2,2,1,3,3,1
337,1,2,2,1,3,3,2
338,1,2,2,1,3,4,1
339,1,2,2,1,3,4,2
340,1,2,2,2,1,1,1
341,1,2,2,2,1,1,2
342,1,2,2,2,1,2,1
343,1,2,2,2,1,2,2
344,1,2,2,2,1,3,1
345,1,2,2,2,1,3,2
346,1,2,2,2,1,4,1
347,1,2,2,2,1,4,2
348,1,2,2,2,2,1,1
349,1,2,2,2,2,1,2
350,1,2,2,2,2,2,1
351,1,2,2,2,2,2,2
352,1,2,2,2,2,3,1
353,1,2,2,2,2,3,2
354,1,2,2,2,2,4,1
355,1,2,2,2,2,4,2
356,1,2,2,2,3,1,1
357,1,2,2,2,3,1,2
358,1,2,2,2,3,2,1
359,1,2,2,2,3,2,2
360,1,2,2,2,3,3,1
361,1,2,2,2,3,3,2
362,1,2,2,2,3,4,1
363,1,2,2,2,3,4,2
364,1,2,3,1,1,1,1
365,1,2,3,1,1,1,2
366,0,2,3,1,1,2,1
367,0,2,3,1,1,2,2
368,0,2,3,1,1,3,1
369,0,2,3,1,1,3,2
370,0,2,3,1,1,4,1
371,0,2,3,1,1,4,2
372,1,2,3,1,2,1,1
373,1,2,3,1,2,1,2
374,0,2,3,1,2,2,1
375,0,2,3,1,2,2,2
376,0,2,3,1,2,3,1
377,0,2,3,1,2,3,2
378,0,2,3,1,2,4,1
379,0,2,3,1,2,4,2
380,1,2,3,1,3,1,1
381,1,2,3,1,3,1,2
382,0,2,3,1,3,2,1
383,0,2,3,1,3,2,2
384,0,2,3,1,3,3,1
385,0,2,3,1,3,3,2
386,0,2,3,1,3,4,1
387,0,2,3,1,3,4,2
388,1,2,3,2,1,1,1
389,1,2,3,2,1,1,2
390,0,2,3,2,1,2,1
391,0,2,3,2,1,2,2
392,0,2,3,2,1,3,1
393,0,2,3,2,1,3,2
394,0,2,3,2,1,4,1
395,0,2,3,2,1,4,2
396,1,2,3,2,2,1,1
397,1,2,3,2,2,1,2
398,0,2,3,2,2,2,1
399,0,2,3,2,2,2,2
400,0,2,3,2,2,3,1
401,0,2,3,2,2,3,2
402,0,2,3,2,2,4,1
403,0,2,3,2,2,4,2
404,1,2,3,2,3,1,1
405,1,2,3,2,3,1,2
406,0,2,3,2,3,2,1
407,0,2,3,2,3,2,2
408,0,2,3,2,3,3,1
409,0,2,3,2,3,3,2
410,0,2,3,2,3,4,1
411,0,2,3,2,3,4,2
412,1,3,1,1,1,1,1
413,1,3,1,1,1,1,2
414,0,3,1,1,1,2,1
415,0,3,1,1,1,2,2
416,0,3,1,1,1,3,1
417,0,3,1,1,1,3,2
418,0,3,1,1,1,4,1
419,0,3,1,1,1,4,2
420,1,3,1,1,2,1,1
421,1,3,1,1,2,1,2
422,0,3,1,1,2,2,1
423,0,3,1,1,2,2,2
424,0,3,1,1,2,3,1
425,0,3,1,1,2,3,2
426,0,3,1,1,2,4,1
427,0,3,1,1,2,4,2
428,1,3,1,1,3,1,1
429,1,3,1,1,3,1,2
430,0,3,1,1,3,2,1
431,0,3,1,1,3,2,2
432,0,3,1,1,3,3,1
433,0,3,1,1,3,3,2
434,0,3,1,1,3,4,1
435,0,3,1,1,3,4,2
436,1,3,1,2,1,1,1
437,1,3,1,2,1,1,2
438,0,3,1,2,1,2,1
439,0,3,1,2,1,2,2
440,0,3,1,2,1,3,1
441,0,3,1,2,1,3,2
442,0,3,1,2,1,4,1
443,0,3,1,2,1,4,2
444,1,3,1,2,2,1,1
445,1,3,1,2,2,1,2
446,0,3,1,2,2,2,1
447,0,3,1,2,2,2,2
448,0,3,1,2,2,3,1
449,0,3,1,2,2,3,2
450,0,3,1,2,2,4,1
451,0,3,1,2,2,4,2
452,1,3,1,2,3,1,1
453,1,3,1,2,3,1,2
454,0,3,1,2,3,2,1
455,0,3,1,2,3,2,2
456,0,3,1,2,3,3,1
457,0,3,1,2,3,3,2
458,0,3,1,2,3,4,1
459,0,3,1,2,3,4,2
460,1,3,2,1,1,1,1
461,1,3,2,1,1,1,2
462,0,3,2,1,1,2,1
463,0,3,2,1,1,2,2
464,0,3,2,1,1,3,1
465,0,3,2,1,1,3,2
466,0,3,2,1,1,4,1
467,0,3,2,1,1,4,2
468,1,3,2,1,2,1,1
469,1,3,2,1,2,1,2
470,0,3,2,1,2,2,1
471,0,3,2,1,2,2,2
472,0,3,2,1,2,3,1
473,0,3,2,1,2,3,2
474,0,3,2,1,2,4,1
475,0,3,2,1,2,4,2
476,1,3,2,1,3,1,1
477,1,3,2,1,3,1,2
478,0,3,2,1,3,2,1
479,0,3,2,1,3,2,2
480,0,3,2,1,3,3,1
481,0,3,2,1,3,3,2
482,0,3,2,1,3,4,1
483,0,3,2,1,3,4,2
484,1,3,2,2,1,1,1
485,1,3,2,2,1,1,2
486,0,3,2,2,1,2,1
487,0,3,2,2,1,2,2
488,0,3,2,2,1,3,1
489,0,3,2,2,1,3,2
490,0,3,2,2,1,4,1
491,0,3,2,2,1,4,2
492,1,3,2,2,2,1,1
493,1,3,2,2,2,1,2
494,0,3,2,2,2,2,1
495,0,3,2,2,2,2,2
496,0,3,2,2,2,3,1
497,0,3,2,2,2,3,2
498,0,3,2,2,2,4,1
499,0,3,2,2,2,4,2
500,1,3,2,2,3,1,1
501,1,3,2,2,3,1,2
502,0,3,2,2,3,2,1
503,0,3,2,2,3,2,2
504,0,3,2,2,3,3,1
505,0,3,2,2,3,3,2
506,0,3,2,2,3,4,1
507,0,3,2,2,3,4,2
508,1,3,3,1,1,1,1
509,1,3,3,1,1,1,2
510,1,3,3,1,1,2,1
511,1,3,3,1,1,2,2
512,1,3,3,1,1,3,1
513,1,3,3,1,1,3,2
514,1,3,3,1,1,4,1
515,1,3,3,1,1,4,2
516,1,3,3,1,2,1,1
517,1,3,3,1,2,1,2
518,1,3,3,1,2,2,1
519,1,3,3,1,2,2,2
520,1,3,3,1,2,3,1
521,1,3,3,1,2,3,2
522,1,3,3,1,2,4,1
523,1,3,3,1,2,4,2
524,1,3,3,1,3,1,1
525,1,3,3,1,3,1,2
526,1,3,3,1,3,2,1
527,1,3,3,1,3,2,2
528,1,3,3,1,3,3,1
529,1,3,3,1,3,3,2
530,1,3,3,1,3,4,1
531,1,3,3,1,3,4,2
532,1,3,3,2,1,1,1
533,1,3,3,2,1,1,2
534,1,3,3,2,1,2,1
535,1,3,3,2,1,2,2
536,1,3,3,2,1,3,1
537,1,3,3,2,1,3,2
538,1,3,3,2,1,4,1
539,1,3,3,2,1,4,2
540,1,3,3,2,2,1,1
541,1,3,3,2,2,1,2
542,1,3,3,2,2,2,1
543,1,3,3,2,2,2,2
544,1,3,3,2,2,3,1
545,1,3,3,2,2,3,2
546,1,3,3,2,2,4,1
547,1,3,3,2,2,4,2
548,1,3,3,2,3,1,1
549,1,3,3,2,3,1,2
550,1,3,3,2,3,2,1
551,1,3,3,2,3,2,2
552,1,3,3,2,3,3,1
553,1,3,3,2,3,3,2
554,1,3,3,2,3,4,1
555,1,3,3,2,3,4,2
