,year_cat,gq_cat,gqtypeg_cat,farm_cat,ownershg_cat,value_cat,rent_cat,ftotinc_cat,nfams_cat,ncouples_cat,nmothers_cat,nfathers_cat,momloc_cat,stepmom_cat,momrule_cat,poploc_cat,steppop_cat,poprule_cat,sploc_cat,sprule_cat,famsize_cat,nchild_cat,nchlt5_cat,famunit_cat,eldch_cat,yngch_cat,nsibs_cat,relateg_cat,age_cat,sex_cat,raceg_cat,marst_cat,chborn_cat,bplg_cat,school_cat,educrec_cat,schltype_cat,empstatg_cat,labforce_cat,occ1950_cat,occscore_cat,sei_cat,ind1950_cat,classwkg_cat,wkswork2_cat,hrswork2_cat,yrlastwk_cat,workedyr_cat,inctot_cat,incwage_cat,incbus_cat,incfarm_cat,incss_cat,incwelfr_cat,incother_cat,poverty_cat,migrat5g_cat,migplac5_cat,movedin_cat,vetstat_cat,tranwork_cat
12,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,115,6650,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,10,Female,Black_Negro,Never_married_single,,Pennsylvania,Yes_in_school,Grade_1-4,Public_school,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,263,Same_state_countydifferent_house,,1,,
13,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,140,8150,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,0,Male,White,Never_married_single,,California,,,,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,276,,,1,,
14,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999,0,850,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,85,Male,White,Widowed,,United_States_ns,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,,No,850,0,0,0,650,150,0,48,Same_house,,7,No_Service,
15,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,140,5450,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,69,Female,White,Married_spouse_present,1_child,Kansas,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Decorators_and_window_dressers,23,40,Retail_florists,Works_for_wages_salary,,,Worked_2_yrs_prior,No,750,0,0,0,750,0,0,246,Same_state_countydifferent_house,,4,,
16,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,10950,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,4,Female,White,Never_married_single,,California,No_not_in_school,None_or_preschool,Not_enrolled,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,223,,,1,,
17,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,9750,2,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,46,Female,Black_Negro,Married_spouse_present,5,Mississippi,No_not_in_school,Grade_10,Not_enrolled,Employed,Yes_in_labor_force,Private_household_workers_(nec),6,7,Private_households,Works_for_wages_salary,50-52_weeks,30-34_hours,,Yes,3650,3650,0,0,0,0,0,397,Same_state_countydifferent_house,,2,,Driver
18,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,60,2850,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,74,Female,White,Widowed,2__children,California,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_more_than_10_yrs_ago,No,2850,0,0,0,2850,0,0,162,Same_house,,4,,
19,97,Institution,Other_institutions,Non-Farm,,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,84,Female,White,Widowed,2__children,Iowa,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_more_than_10_yrs_ago,No,3050,0,0,0,850,0,2150,0,Same_state_countydifferent_house,,4,,
20,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,26150,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,Child,9,Male,Japanese,Never_married_single,,California,Yes_in_school,Grade_1-4,Public_school,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,440,Same_house,,5,,
21,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,80,2650,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,12,Female,White,Never_married_single,,California,Yes_in_school,Grade_5-8,Public_school,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,71,Same_state_countydifferent_house,,1,,
22,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,187,7050,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,50,Female,White,Married_spouse_present,1_child,Ohio,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_more_than_10_yrs_ago,No,0,0,0,0,0,0,0,287,Different_state,Ohio,1,,
23,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,34150,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,14,14,0,Head_Householder,41,Male,White,Divorced,,Michigan,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Electrical_machinery_equipment_and_supplies,Self-employed,50-52_weeks,40_hours,,Yes,34150,32450,1650,0,0,0,0,501,Same_state_countydifferent_house,,2,Yes,Driver
24,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750,0,950,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,17,Female,White,Never_married_single,No_children,Illinois,Yes_in_school,Grade_11,Public_school,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Never_worked,No,450,0,0,0,450,0,0,25,Same_house,,5,,
25,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,14150,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,49,Male,White,Married_spouse_present,,Michigan,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Artists_and_art_teachers,31,67,Misc_professional_and_related,Works_for_wages_salary,50-52_weeks,60+_hours,,Yes,10050,10050,0,0,0,0,0,501,Same_state_countydifferent_house,,4,Yes,Driver
26,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,11450,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,54,Male,White,Widowed,,Illinois,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,Plasterers,29,25,Construction,Self-employed,27-39_weeks,1-14_hours,,Yes,11450,0,9050,0,0,0,2350,501,Same_house,,7,No_Service,Other
27,97,Other_group_quarters,Other_non-instit_GQ_and_unknown,Non-Farm,,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Other_non-relatives,23,Female,White,Never_married_single,No_children,New_York,Yes_in_school,4+_years_of_college,Parochial_(1970),Not_in_labor_force,No_not_in_labor_force,Clerical_and_kindred_workers_(n_e_c_),25,44,Trucking_service,Works_for_wages_salary,1-13_weeks,,Worked_previous_yr,Yes,4550,4550,0,0,0,0,0,0,Same_house,,5,,
28,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,85,11850,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,3,Male,White,Never_married_single,,California,Yes_in_school,None_or_preschool,Other_private_1970,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,401,,,3,,
29,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,75,7750,1,1,2,1,0,0,0,0,0,0,2,1,5,2,0,1,38,30,0,Head_Householder,73,Male,White,Married_spouse_present,,New_Mexico,No_not_in_school,Grade_1-4,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Janitors_and_sextons,21,9,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,,,Worked_7-10_yrs_ago,No,3250,0,0,0,1550,0,1650,167,Same_house,,5,Yes,
30,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,22450,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,17,14,0,Head_Householder,44,Male,White,Married_spouse_present,,California,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Misc_manufacturing_industries,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,20850,20150,0,0,0,0,650,501,Same_house,,6,Yes,Driver
31,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),50000,0,50000,2,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,11,9,0,Head_Householder,49,Male,White,Married_spouse_present,,Poland,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Lawyers_and_judges,61,93,Legal_services,Self-employed,50-52_weeks,35-39_hours,,Yes,50000,29050,20050,0,0,0,22050,501,Same_house,,4,Yes,Driver
32,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,95,4550,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,32,Male,White,Divorced,,South_Dakota,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Machinery_equipment_and_supplies,Works_for_wages_salary,14-26_weeks,41-48_hours,,Yes,4550,4550,0,0,0,0,0,238,Same_state_countydifferent_house,,1,Yes,Driver
33,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),50000,0,50000,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,Child,13,Male,White,Never_married_single,,California,Yes_in_school,Grade_5-8,Parochial_(1970),,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,501,Same_state_countydifferent_house,,1,,
34,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,28250,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,16,10,0,Head_Householder,47,Male,White,Married_spouse_absent,,United_States_ns,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Accountants_and_auditors,37,78,Accounting_auditing_and_bookkeeping_services,Self-employed,50-52_weeks,49-59_hours,,Yes,28050,0,28050,0,0,0,0,501,Same_state_countydifferent_house,,4,Yes,Driver
35,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,165,16050,1,1,1,1,0,0,0,0,0,0,1,1,5,3,2,1,6,1,0,Spouse,30,Female,Japanese,Married_spouse_present,5,California,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Statisticians_and_actuaries,39,81,Fabricated_steel_products,Works_for_wages_salary,,,Worked_3-6_yrs_ago,No,0,0,0,0,0,0,0,367,Same_state_different_county,,4,,
36,97,Other_group_quarters,Military,Non-Farm,,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Other_non-relatives,31,Male,White,Married_spouse_absent,,Texas,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Members_of_the_armed_services,11,18,Federal_public_administration,Works_for_wages_salary,50-52_weeks,,,Yes,8050,8050,0,0,0,0,0,0,Same_house,,2,,Bus_or_streetcar
37,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,18850,1,1,2,1,6,0,1,0,0,0,1,1,6,3,0,1,25,8,0,Spouse,51,Female,White,Married_spouse_present,5,Missouri,No_not_in_school,Grade_11,Not_enrolled,Employed,Yes_in_labor_force,Bus_drivers,30,24,Street_railways_and_bus_lines,Works_for_wages_salary,50-52_weeks,15-29_hours,,Yes,2350,2350,0,0,0,0,0,365,Same_house,,6,,Driver
38,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,140,5050,1,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,16,8,0,Head_Householder,40,Female,Black_Negro,Separated,5,Louisiana,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Clerical_and_kindred_workers_(n_e_c_),25,44,Food_stores_except_dairy,Works_for_wages_salary,48-49_weeks,,Worked_current_yr,Yes,5050,5050,0,0,0,0,0,135,Same_state_countydifferent_house,,1,,
39,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,18650,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,15,Female,White,Never_married_single,No_children,California,Yes_in_school,Grade_9,Public_school,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Never_worked,No,0,0,0,0,0,0,0,426,Same_state_countydifferent_house,,3,,
40,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,115,12450,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,15,8,0,Spouse,50,Female,White,Married_spouse_present,6,Montana,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Office_machine_operators,23,45,Misc_chemicals_and_allied_products,Works_for_wages_salary,40-47_weeks,30-34_hours,,Yes,3650,3650,0,0,0,0,0,284,Different_state,Ohio,1,,Driver
41,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,61,Male,White,Never_married_single,,Pennsylvania,No_not_in_school,Grade_9,Not_enrolled,Unemployed,Yes_in_labor_force,Machinists,31,33,Fabricated_steel_products,Works_for_wages_salary,,,Worked_3-6_yrs_ago,No,0,0,0,0,0,0,0,1,Same_house,,6,No_Service,
42,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,75,4050,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,12,Female,White,Never_married_single,,Ohio,No_not_in_school,Grade_5-8,Not_enrolled,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,160,Same_state_countydifferent_house,,2,,
43,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),16250,0,11350,1,1,1,1,0,0,0,0,0,0,2,1,7,5,0,1,19,12,0,Head_Householder,45,Male,White,Married_spouse_present,,Texas,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Automobile-mechanics_and_repairmen,27,19,Motor_vehicles_and_accessories_retailing,Works_for_wages_salary,50-52_weeks,41-48_hours,,Yes,8050,8050,0,0,0,0,0,194,Same_house,,5,Yes,Driver
44,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),16250,0,13250,1,1,1,1,0,0,0,0,0,0,2,1,8,6,1,1,11,3,0,Head_Householder,36,Male,White,Married_spouse_present,,Illinois,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Carpenters,23,19,Local_public_administration,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,10050,10050,0,0,0,0,0,220,Same_state_countydifferent_house,,4,Yes,Driver
45,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42500,0,17450,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,8,Male,White,Never_married_single,,Pennsylvania,Yes_in_school,Grade_1-4,Public_school,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,469,Different_state,Massachusetts,2,,
46,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999,0,11250,2,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,21,21,0,Head_Householder,58,Male,White,Married_spouse_present,,Wisconsin,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,Laborers_(nec),20,8,Fabricated_steel_products,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,8650,8650,0,0,0,0,0,392,Same_state_countydifferent_house,,2,Yes,Driver
47,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,150,11050,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,0,Child,10,Female,Chinese,Never_married_single,,Asia_nec_ns,Yes_in_school,Grade_1-4,Parochial_(1970),,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,287,Same_state_countydifferent_house,,1,,
48,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999,0,950,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,67,Female,White,Divorced,1_child,Nebraska,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,Professional_technical_99_kindred_workers_(nec),31,65,Educational_services,Works_for_wages_salary,27-39_weeks,,Worked_previous_yr,Yes,950,150,0,0,750,0,0,54,Same_state_countydifferent_house,,3,,
49,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,130,5750,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,3,2,0,Head_Householder,25,Male,White,Married_spouse_present,,California,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Hotels_and_lodging_places,Works_for_wages_salary,50-52_weeks,60+_hours,,Yes,5750,5750,0,0,0,0,0,155,Same_state_different_county,,1,No_Service,Driver
50,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),30000,0,18550,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,12,Female,White,Never_married_single,,United_States_ns,Yes_in_school,Grade_5-8,Public_school,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,413,Same_house,,9,,
51,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,85,1250,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,0,Male,White,Never_married_single,,California,,,,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,42,,,1,,
52,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,98,350,1,1,1,1,0,0,0,0,0,0,2,1,7,5,0,1,11,5,0,Head_Householder,33,Male,Black_Negro,Married_spouse_present,,Louisiana,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Mechanics_and_repairmen_(nec),30,27,Fabricated_steel_products,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,350,350,0,0,0,0,0,6,Same_state_countydifferent_house,,2,No_Service,Driver
53,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,270,26150,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,30,Male,White,Married_spouse_present,,California,Yes_in_school,4+_years_of_college,Other_private_1970,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Cement_concrete_gypsum_and_plaster_products,Works_for_wages_salary,50-52_weeks,60+_hours,,Yes,15050,15050,0,0,0,0,0,501,Same_state_countydifferent_house,,2,Yes,Driver
54,97,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),22500,0,4650,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,1,Male,White,Never_married_single,,California,,,,,,,0,0,,,,,,,999999,999999,999999,999999,99999,99999,99999,184,,,1,,
