,binaryClass_cat,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num
64,P,-1.567221,-0.73351,-0.555718,-1.685014,1.458569
65,N,1.271436,0.230344,-1.15646,-1.477515,1.084068
66,P,0.586535,-0.832236,0.505295,-0.511377,-1.018449
67,P,-0.841579,-0.717767,0.180688,-1.220927,-0.089269
68,P,0.75919,-1.164494,1.45474,-0.12405,-0.23451
69,N,-1.063071,-1.542401,1.67681,1.376226,1.019395
70,N,1.405202,-0.588321,0.505637,1.314023,-0.094799
71,P,1.736997,-1.329424,-0.738993,-0.766653,-1.671233
72,P,-1.039673,-1.149455,1.263728,-0.289128,-1.109412
73,N,-0.459243,0.694864,-1.548442,-0.122092,-1.619259
74,P,-0.491965,-1.094596,0.295867,-0.076759,1.313698
75,P,0.77249,-1.196185,-0.656482,-1.278809,-0.014186
76,P,-0.497543,-1.800314,0.432348,1.064018,1.45065
77,N,1.437783,0.168487,0.660787,-0.254725,1.406307
78,N,-0.4141,0.574652,-0.339446,1.402818,1.175783
79,P,1.682266,-0.88836,-0.119713,0.104242,0.039332
80,P,-0.610281,-1.54364,-0.01986,-0.317144,0.875724
81,N,-0.914338,1.414739,-1.606359,1.606421,0.71429
82,N,0.923246,-0.355997,1.026055,-1.318626,0.454156
83,N,1.532433,-0.849441,0.564071,0.636844,-0.155914
84,P,-1.587292,1.263685,-1.370819,1.087283,0.44973
85,P,-1.045999,-0.927304,1.437893,-0.041434,-1.409031
86,P,-0.924296,0.096497,0.647603,-1.031773,-0.168312
87,P,-0.883355,0.889195,0.419583,-1.670112,-0.656805
88,P,-1.226815,1.269838,-0.258739,-0.26028,-1.409199
89,P,-0.349078,-1.564029,1.471309,-0.700339,0.089752
90,N,1.310993,0.760408,0.364998,1.019684,-0.853465
91,N,0.722438,-1.451303,-0.988298,1.247157,-0.076454
92,N,1.003096,-0.783835,-1.198119,-0.31395,-1.460481
93,N,-0.41765,0.666835,-0.652543,-0.193289,-0.633998
94,N,0.008252,-1.242525,-1.025848,0.561006,0.929047
95,P,0.684492,-1.144777,-1.313879,-0.199337,-1.470103
96,N,0.489732,-0.463539,-1.073052,0.958452,-1.390212
97,N,-0.018216,-1.783064,1.673138,0.763533,0.849084
98,N,-0.63522,-0.444558,-0.996883,1.489382,-0.456658
99,N,0.708034,-0.44119,1.177623,0.986193,-0.917211
100,P,1.307792,-1.729572,-0.281844,1.008437,-1.599111
101,N,0.626297,0.109328,0.226307,1.587887,1.834041
102,P,-1.506243,1.104064,-0.620393,0.143722,1.392952
103,P,-0.850215,-1.402012,-0.708903,-1.37482,-0.480361
104,P,1.511609,1.004735,0.143372,-1.34965,0.184044
105,P,-1.500707,0.469973,0.812887,0.157937,0.484296
106,N,1.196828,1.31067,1.619047,1.274383,-0.524165
107,P,1.040507,-1.397344,0.466587,0.220816,-0.783824
108,N,1.267919,0.07638,-1.303637,-1.323826,1.611553
109,N,0.856542,0.406308,0.032346,0.471895,1.285754
110,P,0.886536,-1.439317,-0.866845,-1.616532,0.163287
111,N,1.32952,1.204087,0.42068,0.036303,-0.321076
112,P,0.0051,0.217035,0.657125,-0.832067,0.762544
113,N,0.694509,-0.75284,-0.00874,1.27401,-0.419865
114,N,0.166074,-1.201442,0.751387,1.46054,-0.173874
115,N,-1.175116,1.165049,0.436418,1.192668,-0.559519
116,N,0.903872,1.520677,1.230101,1.147196,0.267533
117,P,-1.342954,0.231152,-0.390624,0.851044,-0.67983
118,P,-0.839728,0.394305,1.413643,0.139052,-1.499848
119,N,1.179378,0.140888,-0.68918,1.137767,-0.90269
120,P,-0.928814,-1.396633,0.28623,0.770034,-0.103766
121,P,-0.433664,-0.363243,0.077569,1.044158,-1.694887
122,N,1.367579,1.412209,-1.128099,1.104124,1.813555
123,P,-0.891453,-0.77767,0.535237,0.53172,-1.157366
124,N,1.664789,0.46358,1.300692,1.033303,-0.212621
125,N,-0.880971,1.421118,-0.438944,1.044303,-1.490195
126,P,1.596779,0.067204,0.636071,-1.325574,-1.547029
127,N,-0.2426,-0.064358,1.15029,0.233134,-0.384983
128,N,1.274848,0.758202,0.775007,0.403937,-0.869418
129,P,-1.417098,-0.163244,0.320899,-1.147164,1.325296
130,N,1.376617,1.431027,-0.779272,1.081961,0.360184
131,P,-1.258931,1.266382,1.104267,-0.844654,0.520537
132,N,-1.001747,-0.351542,1.162043,1.035871,0.693792
133,N,0.382443,0.522923,-1.55141,0.729877,0.584943
134,N,-1.101972,1.501067,1.677078,0.94447,-0.036769
135,N,0.274042,0.227523,0.766788,0.921165,0.190273
136,P,-0.966638,-1.394901,0.441666,-1.181806,0.384096
137,N,1.453203,1.313416,-1.673332,0.416394,-1.066074
138,P,0.189396,0.643376,0.296725,-1.240162,0.466844
139,P,-1.386191,1.459476,0.251018,-0.205326,-0.513465
140,P,-0.808986,-0.520052,0.864338,-0.878814,0.575493
141,P,-0.926895,-1.445671,-0.452268,-0.09811,-0.535227
142,P,0.16947,-1.672504,-0.084833,-0.872335,-1.25007
143,N,1.050702,-0.248389,1.17513,0.342899,0.871756
144,P,-1.289591,-0.82349,0.614765,1.546043,-0.461398
145,N,-0.268941,0.906571,-0.565513,0.501842,1.144966
146,P,-0.106899,-1.073636,-1.014009,-0.939135,-1.09907
147,N,-0.069268,0.74111,1.705772,-1.170913,-1.002012
148,N,0.616006,1.659847,-1.380855,0.01117,1.214455
149,N,1.11067,0.719792,0.830171,-0.356453,-0.413176
150,N,1.285384,1.428016,-0.305443,-0.15388,1.237226
151,P,-1.418231,-0.473173,1.408417,0.005483,0.955024
152,N,1.801183,-0.033421,-0.285339,-1.159361,0.598744
153,P,-0.410697,-0.210975,0.048091,-0.747749,-0.620006
154,N,-0.234646,0.907327,0.616124,-0.314094,0.950791
155,N,0.802747,0.600226,0.612322,0.924159,1.219801
156,P,-1.4019,-1.209819,0.107405,0.14003,0.356756
157,N,-0.185546,-0.472962,-1.183078,0.613848,1.195129
158,N,-0.916654,-0.307463,-0.643799,0.66633,1.479967
159,P,-0.830596,-1.335749,0.554675,-0.113164,1.363551
160,N,-0.209813,-1.379655,-1.585259,1.323317,-1.464438
161,P,0.169753,-1.46739,-0.337382,0.007184,0.709099
162,P,-1.30271,-1.820809,0.525073,-0.694044,-1.313373
163,P,0.293059,-1.189855,-1.689567,-0.568251,0.001601
164,N,-0.272723,0.335323,-0.872911,-1.261252,1.808052
165,N,0.366505,-0.274632,1.318658,-0.880418,0.659526
166,N,-0.169248,1.376914,1.195906,0.384817,0.249747
167,N,1.517237,-1.007712,-0.818394,1.39121,0.709416
168,P,1.412113,-1.672291,-0.160814,-1.076738,-0.911124
169,N,0.728716,-0.401984,0.391097,0.342267,0.610404
170,P,1.293503,0.873004,0.025102,-1.4614,0.501538
171,P,-1.26088,0.731067,-0.959248,-0.064712,-0.895829
172,N,1.301655,-0.608819,1.641807,-0.62283,1.766193
173,N,-0.355392,1.366443,-0.89021,-0.835847,1.087182
174,N,0.785372,-0.472056,-1.529078,-1.093066,1.032949
175,N,1.563556,-0.056973,1.012868,1.030653,1.754247
176,N,-0.272649,0.686777,-0.710759,0.739975,-1.293137
177,N,1.004178,0.308966,-0.049968,0.80265,1.185669
178,P,-0.567503,-0.81479,-1.714017,-0.945679,1.50672
179,N,1.521215,0.191567,-1.036229,-0.343989,-1.582934
180,N,-0.110354,1.240708,0.290003,1.401538,0.428567
181,N,-1.021849,0.221142,-1.663317,-0.044809,0.203618
182,N,1.614989,-0.210758,1.664185,-0.628583,-1.416659
183,P,-1.463174,0.857019,-0.56886,1.091554,1.20297
184,P,0.008579,-1.705856,-0.636776,-0.805882,1.565504
185,N,-0.648872,0.926696,0.590459,0.877406,-1.139436
186,N,1.494672,-1.299114,-1.150668,0.877275,-0.006621
187,N,0.447849,-0.434004,1.54968,0.638404,-0.327971
188,N,0.077544,0.517338,-1.501541,-0.810889,-1.226947
189,N,0.660497,1.324808,0.787521,-0.83616,1.19711
190,P,-0.14406,-1.14447,0.715246,0.324269,-0.049786
191,N,-0.532297,1.334214,0.234984,-0.399561,1.173666
192,N,1.780005,-0.546769,-1.177997,0.565937,-0.110561
193,P,0.606975,-1.694351,-1.397668,0.226864,-1.119716
194,P,-1.585426,-1.308231,-0.74948,1.023167,-0.02104
195,N,-0.811555,0.565749,-1.358799,1.254129,-0.350863
196,N,0.273932,1.615112,1.034827,0.739492,1.339466
197,N,0.326077,0.197825,-0.982236,-0.145267,0.384714
198,P,-0.238302,-0.226772,-1.562392,-0.568218,-1.342094
199,N,1.560885,0.511599,-0.39084,0.918909,0.292054
200,N,1.492875,0.292001,1.542721,-1.323438,-0.800051
201,P,-0.937219,-1.089914,0.206758,-1.125388,1.247882
202,N,-0.414446,1.675895,-1.441909,0.771877,1.659559
203,P,-0.841672,-1.287584,1.578428,-0.524018,-0.324386
204,N,0.253453,0.772015,1.443675,1.581663,-0.670544
205,N,0.388595,1.549081,-1.499346,-0.210894,1.646227
206,P,-0.05101,0.212132,-1.399067,-1.111435,-0.816176
207,N,0.238096,0.419531,-0.571212,1.51963,1.707599
208,P,0.640059,-1.509312,1.518269,-0.350983,-1.289653
209,P,-1.383868,-1.225646,0.8126,-1.442554,-0.591624
210,N,-0.319156,1.366047,1.295577,0.06762,-0.695116
211,P,-0.529408,1.670371,0.258619,-1.209105,-0.08601
212,N,0.58144,-0.560809,-0.976849,1.434735,-0.876933
213,N,0.873265,0.304312,-0.11987,-0.330166,0.667215
214,N,0.680841,-0.735591,-1.005213,0.722282,-0.59191
215,N,0.919538,-0.337609,-0.172564,1.326187,-1.080108
216,P,0.445606,-1.671227,-0.889636,-0.044261,1.080835
217,N,-1.100668,0.072893,-1.459577,0.706571,-0.692694
218,N,1.124053,0.6106,-1.068868,0.575214,0.86014
219,P,-1.438404,-0.018728,-0.902439,0.238011,-0.46377
220,P,1.37179,-1.632998,0.67416,0.085278,1.710528
221,P,-1.488629,0.319846,-0.213959,-0.198616,-1.38363
222,P,-1.180822,-0.987157,-0.239235,-1.094521,0.483183
223,P,1.203569,-1.558128,-0.945747,-0.553022,-0.676744
224,P,1.697305,0.962925,1.113761,-1.437872,0.434885
225,N,-1.021386,1.249113,-0.756967,0.637995,0.016075
226,P,0.436317,-0.579081,1.421478,-1.001331,-0.570527
227,N,0.677061,1.312146,-0.726046,1.384182,0.213253
228,P,0.5376,1.159594,0.739506,-1.265902,1.048111
229,N,1.474683,0.721757,-1.644414,0.264792,1.288903
230,P,0.145927,-0.392234,0.422671,0.66802,-0.062638
231,P,-0.815307,0.260333,-0.824483,-1.653824,-1.308075
232,N,-0.878488,-0.111327,-0.824129,1.527461,-0.549706
233,N,1.553169,-0.348831,-1.153597,-1.129823,1.57609
234,P,-0.890346,-1.196174,-1.276021,1.05606,-0.59051
235,P,0.714752,-1.713907,0.002566,1.594085,-0.520079
236,P,1.399532,0.80623,-0.670723,-1.689204,-0.841781
237,P,1.471003,1.414987,0.546071,-0.864373,-1.498652
238,N,0.718128,1.586073,-1.619222,0.424118,-1.494976
239,P,-1.493182,-1.095911,-0.826668,-0.376729,0.140008
240,P,-0.912851,0.42514,-1.137471,0.057822,0.798313
241,P,0.216546,-0.062562,0.081666,-1.605508,-1.21763
242,P,0.320179,-1.691177,-0.09344,1.166215,-0.962819
243,N,-1.029736,0.876361,-1.10845,1.051359,0.469635
244,P,-1.529017,1.582603,-0.556048,0.07739,-1.665179
245,P,-1.554799,1.32952,1.47372,-1.041716,-1.566088
246,N,-1.142659,1.612159,-1.588145,0.643957,1.690292
247,P,-0.793173,0.781653,1.145711,-1.288866,-0.457958
248,N,0.400439,0.06871,-1.151212,0.971669,-1.323169
249,N,1.025581,0.385606,-0.314337,0.586072,-1.491651
250,P,-1.393834,-0.150655,0.539494,1.448005,0.783132
251,P,-1.263946,0.039804,-0.045049,-0.925937,-1.665051
252,N,1.834353,-0.92276,0.68009,1.487872,-0.571304
253,N,-1.493959,-1.606167,1.524141,1.223119,1.724293
254,P,-0.809597,0.748003,0.725056,0.110829,-0.092758
255,N,-0.041513,1.59428,0.793432,-0.701695,-1.5474
256,P,-0.54211,-1.728962,-0.105182,-1.668969,-0.207074
257,N,-0.301506,-0.134108,-1.028514,0.783355,0.863626
258,N,1.126522,-0.037611,1.061071,0.800506,1.2258
259,N,0.779536,0.076567,-0.720238,1.381711,-1.457369
260,P,-1.175084,-1.591125,0.556877,-0.336638,-0.161159
261,N,0.55868,-0.488862,-1.407307,-0.193966,0.481346
262,P,-0.801165,-0.218066,-0.087105,0.680344,-0.302523
263,P,-0.850733,-1.74164,0.556484,-0.937179,1.380257
264,P,-1.595003,1.401116,-0.875021,0.741345,-0.392545
265,N,-0.418671,1.048626,0.352352,1.491081,0.615552
266,P,-0.865507,-0.444989,-0.077596,-0.722518,1.775657
267,P,-0.186214,-1.340624,-0.259236,1.092548,-1.44668
268,N,-0.464369,0.878199,1.480753,1.420788,-0.37516
269,N,1.499811,-0.366979,0.076635,-1.529153,1.782036
270,P,1.517884,-1.817059,-0.345282,-1.601894,-1.196521
271,N,1.276071,0.31892,-1.506232,0.953219,-1.379643
272,P,-1.404943,-0.322333,-1.602835,-0.883142,-1.025024
273,N,-0.587201,1.261654,-1.371751,1.172149,0.334162
274,N,-1.506872,-0.402015,-0.133225,1.287515,1.828087
275,N,-0.628132,0.516609,1.636397,0.123173,1.210527
276,N,-1.128116,1.695756,1.511329,1.609932,-0.129145
277,P,-0.131803,-1.591154,-1.605246,-0.095754,-1.054472
278,P,-1.321687,1.531181,-1.465144,-1.355147,0.964048
279,N,-0.274203,0.900594,-0.15151,1.027561,1.084034
280,P,-0.689916,0.450704,0.450195,-1.15219,-0.035545
281,N,-0.023465,0.185247,-1.376091,-0.696253,-0.432244
282,P,-0.210312,-1.714169,0.708536,0.412711,-1.227467
283,N,0.195714,1.256986,0.250032,1.293435,1.204164
284,P,1.510595,1.64834,1.374152,-0.84268,0.198631
285,P,-0.21355,1.10065,-0.377429,-1.391257,-1.398292
286,P,-1.181106,0.214878,1.002478,-1.639601,1.442627
287,P,-0.26728,-0.174226,0.791121,-0.777519,-0.037479
288,N,1.422377,-0.355808,0.371856,-0.740521,0.999661
289,N,-0.36646,0.654183,1.531742,0.7108,0.838568
290,N,0.907318,1.337942,-0.962357,1.481427,0.205909
291,P,-0.404208,-0.516089,-1.068387,0.438922,-0.997052
292,P,0.3447,-1.782507,0.783782,-0.08195,1.404746
293,P,-0.931276,0.530844,0.503764,-1.606051,0.44531
294,P,-1.471437,0.373457,-0.609288,0.173148,-1.473524
295,P,-1.014338,-1.286779,-1.040874,0.222997,-0.739063
296,P,-1.30441,0.538872,1.676694,-0.255989,-1.663857
297,P,0.756356,0.317541,0.12696,-1.330444,1.266892
298,P,-0.759229,-1.742824,0.542794,-0.25777,0.621117
299,P,-0.983997,-0.998382,0.782879,-0.888639,-0.999598
300,N,-0.584943,0.913891,0.511189,0.625725,0.130368
301,P,-0.799279,-0.213742,-0.615954,-1.02273,-1.667193
302,P,1.072212,-0.964794,-0.167116,-1.158336,-0.871109
303,P,-0.803622,-0.845125,-1.177336,-1.134406,1.092493
304,N,1.495227,1.168017,1.290347,1.509293,-0.560177
305,N,-1.432125,0.927561,-0.593864,1.641668,0.775566
306,P,0.705283,-1.684269,-1.580823,-1.359915,-0.031641
307,N,0.871982,0.694611,1.686346,-0.40877,0.371356
308,N,1.121793,0.698527,1.372557,-1.273037,1.541441
309,N,-0.351328,0.779973,-1.566728,-0.011288,1.130704
310,N,0.487413,-0.092899,-1.369761,0.307891,-1.411451
311,N,0.461091,-0.283226,1.045496,1.346503,0.558602
312,N,0.687135,1.473813,-0.720059,-0.494495,0.606825
313,P,-0.955719,0.205976,-0.074499,-0.852224,-1.035552
314,N,-1.123394,1.063878,0.664972,0.484603,0.724065
315,N,1.480071,0.057163,-0.355775,0.53197,-0.181447
316,P,-1.066498,-1.127011,0.12823,-1.084881,-0.02786
317,P,-0.801041,-1.157162,-0.558912,-1.653904,-0.961695
318,P,-0.267154,1.196173,1.349642,-1.301856,-0.974974
319,P,0.323973,0.41271,0.58266,-1.071964,-0.509102
320,P,1.298039,-0.991413,-0.284367,-1.545307,-1.255138
321,N,-1.021085,-1.456319,0.806553,1.015824,1.646561
322,P,-0.501058,-1.521106,0.65302,-1.157421,0.264235
323,N,-0.387492,0.736098,0.606617,-0.856129,0.783548
324,N,-0.446245,0.43504,1.377946,-0.410484,0.800252
325,P,-1.468863,0.138311,0.49369,1.225599,1.507584
326,P,-1.546119,1.074236,0.773626,0.1074,-0.630234
327,P,-0.941525,-0.596082,1.22227,-0.366648,1.634334
328,P,-1.559001,0.790988,0.093185,-1.679568,0.009236
329,P,1.592768,1.5248,0.214233,0.185252,-1.510116
330,P,-1.313996,-0.310366,1.649778,1.270888,-0.557774
331,P,-0.185433,0.136812,-0.219082,-0.757367,-1.389012
332,P,1.121208,-0.468751,1.291265,-0.959337,-1.212723
333,P,1.472454,-1.792734,0.680594,0.280979,-1.176405
334,N,1.22555,-0.500627,-0.193278,1.051441,0.916437
335,P,1.2253,-1.648554,-1.678305,-1.290985,0.418803
336,P,-1.436868,1.358594,-0.622937,0.199106,0.180357
337,P,1.337729,-1.361305,1.499456,-1.594417,-0.596249
338,P,-0.604025,-0.203473,0.556756,-1.00748,0.529133
339,N,-0.461573,1.264662,-1.423153,1.072314,-1.407606
340,N,0.211873,-0.30605,-1.541919,0.006874,-0.842507
341,P,-0.532421,-1.224901,-0.50619,1.022611,-0.006885
342,N,1.419145,-0.369211,-0.03725,0.700111,-1.56708
343,P,-1.166775,1.547986,-0.535979,-1.289615,0.803879
344,P,-0.548097,-1.301423,0.565916,-1.220316,0.892487
345,P,-0.722341,-0.993849,1.424513,-0.305329,-1.682693
346,P,1.312562,0.932351,0.673219,-0.778965,-0.26867
347,P,-1.389122,1.001494,1.435495,-1.530858,1.20428
348,N,0.33204,0.247464,1.318128,-1.188366,-0.882496
349,P,-0.956143,-0.995395,0.125403,0.596776,0.462051
350,N,0.363397,1.343104,0.343922,1.037919,-1.011257
351,N,1.758762,0.502969,1.029978,-0.812125,-0.003609
352,N,0.898524,0.852571,-0.261011,1.144758,1.202152
353,N,-0.296494,1.630907,1.657549,0.700345,1.285205
354,P,-0.174847,-1.411215,1.193825,1.378475,-0.525103
355,P,-0.983477,0.100241,1.201659,-1.466655,-0.763627
356,N,0.955481,-0.967195,0.901998,-0.192325,0.310075
357,N,-1.087246,1.399001,-1.519745,0.962793,0.847242
358,P,-0.806085,-1.429094,-1.044115,-0.942166,0.039614
359,N,-0.483896,0.92573,0.995448,1.33046,0.328729
360,N,-0.993225,1.286735,-0.160453,0.544145,0.277836
361,N,0.575569,0.145016,-0.866495,-1.033609,0.732907
362,N,-0.863256,1.404191,0.898356,0.465525,-0.603769
363,N,1.645859,-1.393714,-1.546952,0.941697,0.33097
364,P,0.0323,-0.643238,0.446968,0.599152,-0.140476
365,P,1.481262,-1.027826,0.026846,1.122772,-1.696935
366,P,-1.319364,0.862131,1.028478,0.098517,-0.605273
367,P,0.055022,-0.545189,0.263887,-0.225926,-1.335222
368,P,-0.464222,-1.783724,-1.028621,0.570859,0.198664
369,N,0.619401,-0.816641,0.411948,1.474541,1.577667
370,P,-1.468911,1.610828,0.943105,-1.304655,1.27119
371,N,0.899343,-0.633926,-0.417498,0.208916,0.241427
372,N,1.604984,-0.372678,0.184924,-0.987357,0.378246
373,N,-1.226047,0.296803,0.660573,1.248616,-0.481579
374,P,-0.855231,1.320588,-0.08669,0.254651,0.699702
375,P,-1.288813,-0.265335,-1.50836,-0.677191,0.049199
376,P,-1.350855,-0.377974,-0.252653,-1.400957,0.266227
377,P,-1.574891,0.666255,0.756695,1.046481,0.657142
378,N,-0.745522,1.11169,-1.090439,-0.431141,1.404765
379,P,-0.122674,-0.016841,-0.643979,-0.399888,-0.635517
380,N,-0.87453,-0.111126,0.757124,1.048162,0.379263
381,N,-0.004257,-0.40307,0.962812,1.355166,-1.137473
382,P,0.500796,1.057014,0.662065,-1.663296,-0.470982
383,P,-1.228474,-0.646744,1.220903,-0.308084,1.546139
384,N,0.706434,1.025985,1.667134,1.632657,-0.191094
385,N,1.295005,0.07174,-0.374082,1.315511,-0.976084
386,N,0.392971,0.671993,-0.624394,0.499655,1.472214
387,N,0.15906,0.398842,1.031388,1.344922,-0.728027
388,N,-0.148495,0.907973,-1.433103,0.75652,0.840027
389,P,1.451462,-1.437792,0.492851,0.622561,-0.5497
390,N,-0.250018,1.447042,-1.241343,1.616715,-0.240494
391,P,-0.791178,-0.338201,0.850525,-0.097918,-0.940551
392,P,-0.872376,-0.33067,1.177091,0.189148,1.27897
393,P,-0.834514,1.661042,-1.06147,-1.327964,1.099643
394,N,0.81249,-0.340327,-1.398351,1.454917,-0.844584
395,N,0.414076,-0.416201,-0.461397,1.519964,-1.029731
396,P,-1.180136,-1.683178,1.387697,-1.470715,0.684917
397,N,1.444448,-1.359639,1.205075,0.871132,1.044849
398,P,1.279182,1.247898,-1.233914,-1.118073,-0.280853
399,N,0.480769,-0.682668,-1.576135,0.358423,-0.599744
400,P,0.059461,1.259883,-0.306485,-1.370824,-0.185323
401,P,0.905031,-0.816275,-0.456026,-1.56826,0.694865
402,P,-1.012129,-1.099692,-1.558666,-1.26806,0.347202
403,P,-1.335539,0.263002,-0.313723,-1.07788,1.710578
404,P,-1.002808,0.774833,-0.919426,-1.580446,1.550485
405,P,-1.370658,-1.008341,1.382266,0.067588,0.409691
406,P,-1.238563,1.169593,0.539014,-0.458989,1.599979
407,P,1.203669,0.796979,0.225178,-1.072933,-0.774367
408,N,1.528957,0.418518,-1.540636,-1.006639,-0.161914
409,N,1.629206,-0.379932,1.117325,0.511408,-1.069362
410,N,0.318448,-1.090475,-0.778776,0.043087,0.904212
411,P,-1.075301,0.007985,-0.036663,0.913307,-0.841353
412,N,1.796661,-1.22802,-1.507396,-0.513077,-0.867637
413,P,1.178268,-0.325905,0.25688,-1.419952,0.40373
414,P,-0.434699,-0.352163,-0.259137,-0.621281,0.449367
415,P,0.34975,-1.079556,-1.117324,-0.697037,1.408803
416,P,0.100576,0.675109,-0.373328,-1.147214,-0.341635
417,P,1.753651,1.3536,1.079493,-1.376338,1.604011
418,P,1.128045,-0.908277,0.5967,-1.220706,0.299395
419,N,-0.39789,1.285637,0.430664,-0.383184,0.57377
420,N,0.991951,0.368436,0.831551,-1.188795,1.23184
421,N,-0.036127,0.142373,1.649088,0.543006,-1.613751
422,P,-1.542764,1.601577,1.405024,-1.483386,-0.448494
423,P,-1.322878,1.050258,-0.536492,1.517724,0.21334
424,N,1.371718,1.075287,1.59374,0.095783,1.055504
425,P,-1.518774,1.133954,0.17313,0.766802,1.589596
426,N,-0.388371,-1.164129,-0.910965,1.429487,-1.372244
427,P,-0.850712,-0.271592,0.155075,-0.996362,-0.579188
428,P,1.366932,-1.537739,-1.574258,-1.298639,1.212345
429,N,0.359606,0.680836,0.788888,1.458671,0.065081
430,N,0.459982,-0.722352,1.630832,1.468611,-1.523367
431,P,-1.242034,1.155322,1.627106,-0.645271,1.20025
432,P,1.733056,1.549559,0.322638,-0.764664,0.234759
433,P,-0.717626,-0.899896,1.029699,-0.349311,-0.038316
434,N,0.509008,-1.431654,-1.398346,0.139789,1.712152
435,N,-0.049947,0.48484,-0.575253,1.090218,-1.653374
436,N,0.671816,0.816199,1.060858,-0.502312,-0.433017
437,P,-0.3919,-0.046193,-0.741827,-1.414647,-1.236977
438,N,-0.60412,0.584654,0.267959,1.351729,1.431494
439,N,1.174345,-1.21992,1.269757,1.0333,-0.95276
440,P,-1.4901,1.122742,-1.436009,-1.665952,1.258229
