,col_6_num,col_1_cat,col_2_cat,col_3_num,col_4_num,col_5_num
42,89.0,WAS__NO,1,0.0,0.0,4.0
43,89.0,CHI__PHA,1,2.0,1.0,4.0
44,89.0,LAN__ATL,1,0.0,1.0,5.0
45,89.0,BUF__IND,-1,0.0,0.0,5.0
46,89.0,CHI__TB,-1,0.0,0.0,5.0
47,89.0,CIN__PIT,1,0.0,0.0,5.0
48,89.0,CLE__MIA,-1,0.0,0.0,5.0
49,89.0,MIN__DET,-1,0.0,1.0,5.0
50,89.0,HOU__NE,-1,0.0,0.0,5.0
51,89.0,SEA__KC,-1,0.0,1.0,5.0
52,89.0,PHA__NYG,-1,0.0,1.0,5.0
53,89.0,WAS__PHX,-1,0.0,1.0,5.0
54,89.0,DEN__SD,-1,0.0,1.0,5.0
55,89.0,NYJ__LAA,-1,2.0,1.0,5.0
56,89.0,MIN__GB,1,0.0,1.0,6.0
57,89.0,CHI__HOU,-1,0.0,1.0,6.0
58,89.0,DEN__IND,1,0.0,1.0,6.0
59,89.0,LAA__KC,1,0.0,1.0,6.0
60,89.0,CIN__MIA,-1,0.0,1.0,6.0
61,89.0,ATL__NE,-1,0.0,1.0,6.0
62,89.0,PHA__PHX,1,0.0,0.0,6.0
63,89.0,CLE__PIT,-1,0.0,1.0,6.0
64,89.0,NYG__WAS,0,0.0,1.0,6.0
65,89.0,LAN__BUF,-1,2.0,0.0,6.0
66,89.0,PHX__ATL,1,0.0,1.0,7.0
67,89.0,SEA__DEN,-1,0.0,1.0,7.0
68,89.0,MIA__GB,0,0.0,1.0,7.0
69,89.0,CIN__IND,-1,0.0,1.0,7.0
70,89.0,PHA__LAA,-1,0.0,1.0,7.0
71,89.0,MIN__DET,1,0.0,0.0,7.0
72,89.0,LAN__NO,-1,0.0,1.0,7.0
73,89.0,NYG__SD,1,0.0,0.0,7.0
74,89.0,BUF__NYJ,1,0.0,1.0,7.0
75,89.0,HOU__PIT,1,0.0,1.0,7.0
76,89.0,WAS__TB,-1,0.0,1.0,7.0
77,89.0,CLE__CHI,1,2.0,1.0,7.0
78,89.0,CLE__HOU,1,0.0,1.0,8.0
79,89.0,PIT__KC,1,0.0,1.0,8.0
80,89.0,CHI__LAN,1,0.0,1.0,8.0
81,89.0,BUF__MIA,1,0.0,1.0,8.0
82,89.0,IND__NE,-1,0.0,1.0,8.0
83,89.0,DEN__PHA,-1,0.0,1.0,8.0
84,89.0,PHX__DAL,1,0.0,0.0,8.0
85,89.0,SEA__SD,-1,0.0,1.0,8.0
86,89.0,CIN__TB,1,0.0,1.0,8.0
87,89.0,WAS__LAA,-1,0.0,0.0,8.0
88,89.0,NYG__MIN,1,2.0,1.0,8.0
89,89.0,BUF__ATL,-1,0.0,0.0,9.0
90,89.0,CHI__GB,-1,0.0,0.0,9.0
91,89.0,CIN__LAA,-1,0.0,0.0,9.0
92,89.0,CLE__TB,1,0.0,0.0,9.0
93,89.0,HOU__DET,-1,0.0,1.0,9.0
94,89.0,MIA__IND,1,0.0,1.0,9.0
95,89.0,MIN__LAN,-1,0.0,1.0,9.0
96,89.0,NYG__PHX,1,0.0,0.0,9.0
97,89.0,PHA__SD,-1,0.0,0.0,9.0
98,89.0,DEN__PIT,1,0.0,1.0,9.0
99,89.0,WAS__DAL,-1,1.0,1.0,9.0
100,89.0,CHI__PIT,1,0.0,0.0,10.0
101,89.0,CLE__SEA,1,0.0,0.0,10.0
102,89.0,PHX__DAL,-1,0.0,1.0,10.0
103,89.0,BUF__IND,1,0.0,1.0,10.0
104,89.0,MIA__NYJ,1,0.0,0.0,10.0
105,89.0,MIN__TB,1,0.0,0.0,10.0
106,89.0,LAN__NYG,1,0.0,1.0,10.0
107,89.0,PHA__WAS,-1,0.0,1.0,10.0
108,89.0,LAA__SD,-1,1.0,0.0,10.0
109,89.0,HOU__CIN,-1,2.0,1.0,10.0
110,89.0,BUF__NE,-1,0.0,0.0,11.0
111,89.0,CIN__DET,1,0.0,1.0,11.0
112,89.0,CLE__KC,-1,0.0,1.0,11.0
113,89.0,HOU__LAA,1,0.0,1.0,11.0
114,89.0,MIA__DAL,-1,0.0,0.0,11.0
115,89.0,MIN__PHA,-1,0.0,0.0,11.0
116,89.0,LAN__PHX,1,0.0,1.0,11.0
117,89.0,PIT__SD,1,0.0,1.0,11.0
118,89.0,NYG__SEA,1,0.0,1.0,11.0
119,89.0,CHI__TB,-1,0.0,1.0,11.0
120,89.0,IND__NYJ,1,1.0,1.0,11.0
121,89.0,WAS__DEN,-1,2.0,1.0,11.0
122,89.0,CLE__DET,-1,3.0,0.0,12.0
123,89.0,PHA__DAL,1,3.0,0.0,12.0
124,89.0,NYJ__ATL,1,0.0,1.0,12.0
125,89.0,CHI__WAS,-1,0.0,0.0,12.0
126,89.0,BUF__CIN,1,0.0,1.0,12.0
127,89.0,HOU__KC,-1,0.0,0.0,12.0
128,89.0,MIN__GB,-1,0.0,0.0,12.0
129,89.0,LAA__NE,-1,0.0,1.0,12.0
130,89.0,MIA__PIT,-1,0.0,1.0,12.0
131,89.0,IND__SD,-1,0.0,1.0,12.0
132,89.0,DEN__SEA,1,0.0,1.0,12.0
133,89.0,PHX__TB,-1,0.0,1.0,12.0
134,89.0,LAN__NO,1,1.0,0.0,12.0
135,89.0,CLE__CIN,-1,0.0,1.0,13.0
136,89.0,LAA__DEN,1,0.0,1.0,13.0
137,89.0,HOU__PIT,1,0.0,0.0,13.0
138,89.0,LAN__DAL,-1,0.0,0.0,13.0
139,89.0,NYG__PHA,-1,0.0,1.0,13.0
140,89.0,WAS__PHX,1,0.0,0.0,13.0
141,89.0,MIN__CHI,1,1.0,1.0,13.0
142,89.0,BUF__SEA,-1,2.0,0.0,13.0
143,89.0,MIN__ATL,1,0.0,1.0,14.0
144,89.0,CLE__IND,-1,0.0,0.0,14.0
145,89.0,PHA__DAL,-1,0.0,1.0,14.0
146,89.0,CHI__DET,-1,0.0,1.0,14.0
147,89.0,BUF__NO,-1,0.0,1.0,14.0
148,89.0,DEN__NYG,-1,0.0,1.0,14.0
149,89.0,LAA__PHX,-1,0.0,1.0,14.0
150,89.0,NYJ__PIT,-1,0.0,1.0,14.0
151,89.0,WAS__SD,-1,0.0,1.0,14.0
152,89.0,CIN__SEA,-1,0.0,1.0,14.0
153,89.0,HOU__TB,-1,0.0,1.0,14.0
154,89.0,MIA__NE,1,1.0,1.0,14.0
155,89.0,LAN__SF,-1,2.0,1.0,14.0
156,89.0,NYG__DAL,1,4.0,1.0,15.0
157,89.0,DEN__PHX,1,4.0,0.0,15.0
158,89.0,CHI__GB,-1,0.0,1.0,15.0
159,89.0,CIN__HOU,1,0.0,1.0,15.0
160,89.0,IND__MIA,1,0.0,1.0,15.0
161,89.0,MIN__CLE,-1,0.0,0.0,15.0
162,89.0,PIT__NE,1,0.0,1.0,15.0
163,89.0,LAN__NYJ,1,0.0,1.0,15.0
164,89.0,DET__TB,1,0.0,1.0,15.0
165,89.0,WAS__ATL,-1,0.0,0.0,15.0
166,89.0,SEA__LAA,1,1.0,1.0,15.0
167,89.0,PHA__NO,-1,2.0,0.0,15.0
168,89.0,BUF__NYJ,1,4.0,0.0,16.0
169,89.0,SEA__WAS,-1,4.0,1.0,16.0
170,89.0,HOU__CLE,-1,4.0,1.0,16.0
171,89.0,DEN__SD,-1,0.0,0.0,16.0
172,89.0,DET__ATL,1,0.0,0.0,16.0
173,89.0,MIA__KC,-1,0.0,1.0,16.0
174,89.0,NYG__LAA,1,0.0,1.0,16.0
175,89.0,LAN__NE,-1,0.0,0.0,16.0
176,89.0,PHA__PHX,1,0.0,1.0,16.0
177,89.0,PIT__TB,1,0.0,0.0,16.0
178,89.0,MIN__CIN,1,2.0,1.0,16.0
179,90.0,MIA__NE,1,0.0,0.0,1.0
180,90.0,DET__TB,-1,0.0,1.0,1.0
181,90.0,CHI__SEA,1,0.0,1.0,1.0
182,90.0,LAN__GB,-1,0.0,0.0,1.0
183,90.0,WAS__PHX,1,0.0,1.0,1.0
184,90.0,MIN__KC,-1,0.0,0.0,1.0
185,90.0,BUF__IND,1,0.0,1.0,1.0
186,90.0,DEN__LAA,-1,0.0,0.0,1.0
187,90.0,ATL__HOU,1,0.0,1.0,1.0
188,90.0,CIN__NYJ,-1,0.0,1.0,1.0
189,90.0,CLE__PIT,1,0.0,1.0,1.0
190,90.0,NYG__PHA,1,1.0,1.0,1.0
191,90.0,IND__NE,-1,0.0,1.0,2.0
192,90.0,BUF__MIA,-1,0.0,0.0,2.0
193,90.0,CIN__SD,1,0.0,0.0,2.0
194,90.0,CLE__NYJ,-1,0.0,0.0,2.0
195,90.0,DET__ATL,1,0.0,1.0,2.0
196,90.0,LAN__TB,1,0.0,0.0,2.0
197,90.0,MIN__NO,1,0.0,1.0,2.0
198,90.0,NYG__DAL,1,0.0,0.0,2.0
199,90.0,PHA__PHX,-1,0.0,1.0,2.0
200,90.0,PIT__HOU,1,0.0,1.0,2.0
201,90.0,LAA__SEA,1,1.0,0.0,2.0
202,90.0,DEN__KC,-1,2.0,1.0,2.0
203,90.0,CIN__NE,1,0.0,1.0,3.0
204,90.0,CHI__MIN,1,0.0,1.0,3.0
205,90.0,CLE__SD,-1,0.0,1.0,3.0
206,90.0,DEN__SEA,-1,0.0,1.0,3.0
207,90.0,HOU__IND,1,0.0,1.0,3.0
208,90.0,LAA__PIT,1,0.0,1.0,3.0
209,90.0,LAN__PHA,-1,0.0,1.0,3.0
210,90.0,NYG__MIA,1,0.0,1.0,3.0
211,90.0,WAS__DAL,-1,1.0,1.0,3.0
212,90.0,BUF__NYJ,1,2.0,0.0,3.0
213,90.0,NYJ__NE,1,0.0,0.0,4.0
214,90.0,BUF__DEN,-1,0.0,1.0,4.0
215,90.0,DET__GB,-1,0.0,1.0,4.0
216,90.0,LAA__CHI,1,0.0,1.0,4.0
217,90.0,MIA__PIT,1,0.0,0.0,4.0
218,90.0,MIN__TB,-1,0.0,1.0,4.0
219,90.0,NYG__DAL,1,0.0,1.0,4.0
220,90.0,PHA__IND,-1,0.0,1.0,4.0
221,90.0,WAS__PHX,1,1.0,0.0,4.0
222,90.0,CIN__SEA,-1,2.0,0.0,4.0
223,90.0,SEA__NE,1,0.0,0.0,5.0
224,90.0,ATL__NO,-1,0.0,1.0,5.0
225,90.0,CHI__GB,1,0.0,1.0,5.0
226,90.0,LAN__CIN,-1,0.0,1.0,5.0
227,90.0,MIA__NYJ,-1,0.0,1.0,5.0
228,90.0,MIN__DET,-1,0.0,1.0,5.0
229,90.0,BUF__LAA,1,1.0,1.0,5.0
230,90.0,DEN__CLE,-1,2.0,1.0,5.0
231,90.0,DEN__PIT,-1,0.0,1.0,6.0
232,90.0,HOU__CIN,1,0.0,1.0,6.0
233,90.0,LAA__SEA,1,0.0,1.0,6.0
234,90.0,NYJ__SD,-1,0.0,1.0,6.0
235,90.0,PHX__DAL,1,0.0,1.0,6.0
236,90.0,WAS__NYG,-1,0.0,1.0,6.0
237,90.0,CHI__LAN,1,1.0,1.0,6.0
238,90.0,PHA__MIN,1,2.0,1.0,6.0
239,90.0,MIA__NE,-1,3.0,1.0,7.0
240,90.0,BUF__NYJ,-1,0.0,1.0,7.0
241,90.0,DEN__IND,1,0.0,0.0,7.0
242,90.0,LAA__SD,1,0.0,0.0,7.0
243,90.0,LAN__ATL,1,0.0,1.0,7.0
244,90.0,NYG__PHX,-1,0.0,1.0,7.0
245,90.0,SEA__KC,1,0.0,1.0,7.0
246,90.0,WAS__PHA,1,0.0,1.0,7.0
247,90.0,HOU__NO,1,0.0,1.0,7.0
248,90.0,CLE__CIN,-1,2.0,1.0,7.0
249,90.0,BUF__NE,1,0.0,0.0,8.0
250,90.0,MIA__IND,1,0.0,0.0,8.0
251,90.0,HOU__NYJ,-1,0.0,1.0,8.0
252,90.0,PHA__DAL,-1,0.0,0.0,8.0
253,90.0,CHI__PHX,1,0.0,0.0,8.0
254,90.0,NYG__WAS,1,0.0,1.0,8.0
255,90.0,CIN__ATL,-1,1.0,0.0,8.0
256,90.0,LAN__PIT,-1,2.0,0.0,8.0
257,90.0,PHA__NE,1,0.0,1.0,9.0
258,90.0,BUF__CLE,1,0.0,0.0,9.0
259,90.0,CHI__TB,1,0.0,0.0,9.0
260,90.0,CIN__NO,-1,0.0,1.0,9.0
261,90.0,LAN__HOU,1,0.0,1.0,9.0
262,90.0,MIA__PHX,1,0.0,1.0,9.0
263,90.0,NYJ__DAL,1,0.0,1.0,9.0
264,90.0,PIT__ATL,1,0.0,1.0,9.0
265,90.0,SEA__SD,-1,0.0,1.0,9.0
266,90.0,WAS__DET,1,0.0,0.0,9.0
267,90.0,DEN__MIN,-1,1.0,0.0,9.0
268,90.0,NYG__IND,1,2.0,0.0,9.0
269,90.0,MIA__NYJ,1,0.0,0.0,10.0
270,90.0,DET__MIN,-1,0.0,1.0,10.0
271,90.0,CHI__ATL,-1,0.0,1.0,10.0
272,90.0,BUF__PHX,1,0.0,1.0,10.0
273,90.0,NYG__LAN,1,0.0,0.0,10.0
274,90.0,LAA__GB,-1,0.0,1.0,10.0
275,90.0,PHA__WAS,1,2.0,1.0,10.0
276,90.0,BUF__NE,-1,0.0,1.0,11.0
277,90.0,CHI__DEN,1,0.0,0.0,11.0
278,90.0,HOU__CLE,1,0.0,0.0,11.0
279,90.0,LAN__DAL,-1,0.0,1.0,11.0
280,90.0,NYG__DET,1,0.0,1.0,11.0
281,90.0,NYJ__IND,-1,0.0,0.0,11.0
282,90.0,PHA__ATL,0,0.0,0.0,11.0
283,90.0,SEA__MIN,-1,0.0,1.0,11.0
284,90.0,WAS__NO,1,0.0,1.0,11.0
285,90.0,CIN__PIT,1,1.0,1.0,11.0
286,90.0,MIA__LAA,-1,2.0,1.0,11.0
287,90.0,DEN__DET,-1,3.0,0.0,12.0
288,90.0,WAS__DAL,-1,3.0,0.0,12.0
289,90.0,PHX__NE,1,0.0,1.0,12.0
290,90.0,CHI__MIN,-1,0.0,0.0,12.0
291,90.0,CIN__IND,-1,0.0,1.0,12.0
292,90.0,LAA__KC,-1,0.0,1.0,12.0
293,90.0,MIA__CLE,1,0.0,0.0,12.0
294,90.0,NYG__PHA,-1,0.0,0.0,12.0
295,90.0,PIT__NYJ,1,0.0,0.0,12.0
296,90.0,HOU__BUF,0,2.0,1.0,12.0
297,90.0,ATL__TB,-1,0.0,0.0,13.0
298,90.0,BUF__PHA,1,0.0,1.0,13.0
299,90.0,CHI__DET,-1,0.0,1.0,13.0
300,90.0,LAA__DEN,1,0.0,0.0,13.0
301,90.0,LAN__CLE,1,0.0,0.0,13.0
302,90.0,MIN__GB,1,1.0,1.0,13.0
303,90.0,PIT__CIN,-1,0.0,1.0,13.0
304,90.0,PHX__IND,1,0.0,1.0,13.0
305,90.0,SEA__HOU,1,0.0,1.0,13.0
306,90.0,WAS__MIA,1,0.0,1.0,13.0
307,90.0,PIT__NE,1,0.0,1.0,14.0
308,90.0,ATL__PHX,-1,0.0,1.0,14.0
309,90.0,BUF__IND,1,0.0,0.0,14.0
310,90.0,HOU__CLE,1,0.0,1.0,14.0
311,90.0,LAN__NO,-1,0.0,1.0,14.0
312,90.0,MIA__PHA,1,1.0,1.0,14.0
313,90.0,NYG__MIN,1,0.0,1.0,14.0
314,90.0,WAS__CHI,-1,0.0,1.0,14.0
315,90.0,LAA__DET,1,2.0,0.0,14.0
316,90.0,NYG__BUF,-1,4.0,1.0,15.0
317,90.0,WAS__NE,1,4.0,0.0,15.0
318,90.0,ATL__CLE,-1,0.0,0.0,15.0
319,90.0,CHI__DET,-1,1.0,0.0,15.0
320,90.0,DAL__PHX,1,0.0,1.0,15.0
321,90.0,DEN__SD,1,0.0,1.0,15.0
322,90.0,LAA__CIN,1,0.0,1.0,15.0
323,90.0,MIA__SEA,1,0.0,1.0,15.0
324,90.0,MIN__TB,-1,0.0,0.0,15.0
325,90.0,NYJ__IND,-1,0.0,1.0,15.0
326,90.0,PHA__GB,1,0.0,1.0,15.0
327,90.0,DET__GB,1,4.0,0.0,16.0
328,90.0,LAA__MIN,1,4.0,0.0,16.0
329,90.0,WAS__IND,-1,4.0,0.0,16.0
330,90.0,NYJ__NE,1,0.0,1.0,16.0
331,90.0,BUF__MIA,1,0.0,1.0,16.0
332,90.0,CHI__TB,1,0.0,1.0,16.0
333,90.0,HOU__CIN,-1,0.0,0.0,16.0
334,90.0,LAN__ATL,-1,0.0,0.0,16.0
335,90.0,PHA__DAL,1,0.0,1.0,16.0
336,90.0,PIT__CLE,1,0.0,1.0,16.0
337,90.0,NYG__PHX,-1,0.0,0.0,16.0
338,90.0,SEA__DEN,0,3.0,1.0,16.0
339,90.0,PHA__PHX,-1,4.0,0.0,17.0
340,90.0,MIA__IND,-1,0.0,1.0,17.0
341,90.0,WAS__BUF,1,0.0,1.0,17.0
342,90.0,CIN__CLE,-1,0.0,1.0,17.0
343,90.0,ATL__DAL,1,0.0,1.0,17.0
344,90.0,NYG__NE,-1,0.0,0.0,17.0
345,90.0,SEA__DET,1,0.0,1.0,17.0
346,90.0,DEN__GB,1,0.0,1.0,17.0
347,90.0,LAA__SD,-1,0.0,1.0,17.0
348,90.0,PIT__HOU,-1,1.0,0.0,17.0
349,91.0,IND__NE,-1,0.0,1.0,1.0
350,91.0,NYJ__TB,1,0.0,1.0,1.0
351,91.0,DAL__CLE,1,0.0,0.0,1.0
352,91.0,PHA__GB,1,0.0,0.0,1.0
353,91.0,CHI__MIN,1,0.0,1.0,1.0
354,91.0,PIT__SD,1,0.0,1.0,1.0
355,91.0,DEN__CIN,1,0.0,1.0,1.0
356,91.0,LAN__PHX,-1,0.0,1.0,1.0
357,91.0,HOU__LAA,1,0.0,1.0,1.0
358,91.0,BUF__MIA,-1,0.0,1.0,1.0
359,91.0,WAS__DET,1,1.0,1.0,1.0
360,91.0,NYG__SF,0,2.0,1.0,1.0
361,91.0,PHA__PHX,-1,0.0,1.0,2.0
362,91.0,ATL__MIN,-1,0.0,1.0,2.0
363,91.0,MIA__IND,1,0.0,1.0,2.0
364,91.0,BUF__PIT,1,0.0,1.0,2.0
365,91.0,DET__GB,1,0.0,1.0,2.0
366,91.0,NYG__LAN,-1,0.0,1.0,2.0
367,91.0,CHI__TB,-1,0.0,0.0,2.0
368,91.0,LAA__DEN,-1,0.0,1.0,2.0
369,91.0,SEA__NYJ,1,0.0,1.0,2.0
370,91.0,CIN__HOU,-1,1.0,1.0,2.0
371,91.0,WAS__DAL,0,2.0,0.0,2.0
372,91.0,PIT__NE,0,0.0,1.0,3.0
373,91.0,CIN__CLE,-1,0.0,0.0,3.0
374,91.0,WAS__PHX,1,0.0,1.0,3.0
375,91.0,MIA__DET,-1,0.0,0.0,3.0
376,91.0,DAL__PHA,-1,0.0,1.0,3.0
377,91.0,NYG__CHI,-1,0.0,0.0,3.0
378,91.0,LAA__IND,1,0.0,1.0,3.0
379,91.0,DEN__SEA,0,0.0,1.0,3.0
380,91.0,BUF__NYJ,-1,0.0,0.0,3.0
381,91.0,HOU__KC,1,2.0,1.0,3.0
382,91.0,HOU__NE,-1,0.0,0.0,4.0
383,91.0,BUF__TB,-1,0.0,0.0,4.0
384,91.0,DEN__SD,-1,0.0,1.0,4.0
385,91.0,DET__IND,1,0.0,0.0,4.0
386,91.0,LAA__ATL,-1,0.0,0.0,4.0
387,91.0,MIA__GB,-1,0.0,1.0,4.0
388,91.0,NYG__CLE,-1,0.0,1.0,4.0
389,91.0,PHA__PIT,1,0.0,1.0,4.0
390,91.0,WAS__CIN,1,0.0,0.0,4.0
391,91.0,PHX__DAL,-1,1.0,1.0,4.0
392,91.0,CHI__NYJ,-1,2.0,1.0,4.0
393,91.0,PHX__NE,1,0.0,1.0,5.0
394,91.0,BUF__CHI,1,0.0,1.0,5.0
395,91.0,DET__TB,1,0.0,1.0,5.0
396,91.0,LAN__GB,-1,0.0,1.0,5.0
397,91.0,MIA__NYJ,-1,0.0,0.0,5.0
398,91.0,NYG__DAL,-1,0.0,0.0,5.0
399,91.0,SEA__IND,1,0.0,1.0,5.0
400,91.0,MIN__DEN,-1,1.0,1.0,5.0
401,91.0,WAS__PHA,1,2.0,1.0,5.0
402,91.0,MIA__NE,1,0.0,0.0,6.0
403,91.0,HOU__DEN,1,0.0,1.0,6.0
404,91.0,DAL__GB,1,0.0,0.0,6.0
405,91.0,DET__MIN,1,0.0,1.0,6.0
406,91.0,NYJ__CLE,1,0.0,0.0,6.0
407,91.0,PHA__TB,-1,0.0,0.0,6.0
408,91.0,CIN__SEA,-1,0.0,1.0,6.0
409,91.0,WAS__CHI,1,0.0,0.0,6.0
410,91.0,NYG__PHX,1,0.0,1.0,6.0
411,91.0,LAA__SD,-1,0.0,1.0,6.0
412,91.0,PIT__IND,1,1.0,0.0,6.0
413,91.0,BUF__KC,-1,2.0,0.0,6.0
414,91.0,BUF__IND,1,0.0,1.0,7.0
415,91.0,DAL__CIN,1,0.0,1.0,7.0
416,91.0,HOU__NYJ,0,0.0,0.0,7.0
417,91.0,LAN__SD,1,0.0,1.0,7.0
418,91.0,MIN__PHX,1,0.0,1.0,7.0
419,91.0,WAS__CLE,1,0.0,1.0,7.0
420,91.0,SEA__LAA,-1,1.0,1.0,7.0
421,91.0,NYG__PIT,-1,2.0,0.0,7.0
422,91.0,CHI__GB,1,3.0,0.0,8.0
423,91.0,MIN__NE,-1,0.0,0.0,8.0
424,91.0,NYJ__IND,-1,0.0,0.0,8.0
425,91.0,HOU__MIA,0,0.0,0.0,8.0
426,91.0,PIT__SEA,-1,0.0,1.0,8.0
427,91.0,ATL__PHX,-1,0.0,0.0,8.0
428,91.0,LAA__LAN,-1,0.0,1.0,8.0
429,91.0,BUF__CIN,1,2.0,1.0,8.0
430,91.0,DEN__NE,-1,0.0,0.0,9.0
431,91.0,HOU__CIN,1,0.0,1.0,9.0
432,91.0,ATL__LAN,1,0.0,1.0,9.0
433,91.0,CLE__PIT,1,0.0,1.0,9.0
434,91.0,DET__DAL,1,0.0,1.0,9.0
435,91.0,MIN__PHX,1,0.0,0.0,9.0
436,91.0,SEA__SD,1,0.0,1.0,9.0
437,91.0,NYG__WAS,-1,1.0,1.0,9.0
438,91.0,BUF__NE,-1,0.0,1.0,10.0
439,91.0,CLE__CIN,-1,0.0,0.0,10.0
440,91.0,CHI__DET,1,0.0,1.0,10.0
441,91.0,NYJ__GB,-1,0.0,1.0,10.0
442,91.0,WAS__HOU,-1,0.0,1.0,10.0
443,91.0,DAL__PHX,1,0.0,1.0,10.0
444,91.0,MIN__TB,1,0.0,1.0,10.0
445,91.0,MIA__IND,-1,0.0,0.0,10.0
446,91.0,DEN__PIT,1,1.0,1.0,10.0
447,91.0,NYG__PHA,-1,2.0,0.0,10.0
448,91.0,MIA__NE,1,1.0,1.0,11.0
449,91.0,BUF__GB,1,0.0,0.0,11.0
450,91.0,CIN__PIT,-1,0.0,1.0,11.0
451,91.0,CLE__PHA,-1,0.0,1.0,11.0
452,91.0,DEN__LAA,-1,0.0,1.0,11.0
453,91.0,DET__TB,-1,0.0,0.0,11.0
454,91.0,HOU__DAL,-1,0.0,1.0,11.0
455,91.0,NYG__PHX,0,0.0,0.0,11.0
456,91.0,NYJ__IND,-1,0.0,1.0,11.0
457,91.0,SEA__SD,-1,0.0,0.0,11.0
458,91.0,WAS__ATL,1,0.0,1.0,11.0
459,91.0,MIN__CHI,-1,2.0,1.0,11.0
460,91.0,NYJ__NE,1,0.0,0.0,12.0
461,91.0,ATL__TB,1,0.0,1.0,12.0
462,91.0,CHI__IND,1,0.0,0.0,12.0
463,91.0,DET__LAN,1,0.0,1.0,12.0
464,91.0,HOU__CLE,-1,1.0,1.0,12.0
465,91.0,LAA__SEA,1,0.0,1.0,12.0
466,91.0,MIN__GB,1,0.0,0.0,12.0
467,91.0,NYG__DAL,1,0.0,1.0,12.0
468,91.0,PHA__CIN,-1,0.0,1.0,12.0
469,91.0,WAS__PIT,1,0.0,0.0,12.0
470,91.0,BUF__MIA,1,2.0,0.0,12.0
471,91.0,BUF__NE,-1,0.0,0.0,13.0
472,91.0,WAS__DAL,-1,0.0,1.0,13.0
473,91.0,MIN__DET,-1,0.0,1.0,13.0
474,91.0,HOU__PIT,-1,0.0,0.0,13.0
475,91.0,LAA__CIN,1,0.0,0.0,13.0
476,91.0,CHI__MIA,-1,0.0,1.0,13.0
477,91.0,NYG__TB,-1,0.0,0.0,13.0
478,91.0,PHA__PHX,1,0.0,0.0,13.0
479,91.0,SEA__DEN,0,0.0,1.0,13.0
480,91.0,NYJ__SD,1,0.0,1.0,13.0
481,91.0,DET__CHI,1,3.0,1.0,14.0
482,91.0,DAL__PIT,1,3.0,1.0,14.0
483,91.0,DEN__NE,1,0.0,1.0,14.0
484,91.0,CLE__IND,1,0.0,0.0,14.0
485,91.0,BUF__NYJ,1,0.0,1.0,14.0
486,91.0,MIA__TB,1,0.0,1.0,14.0
487,91.0,WAS__LAN,1,0.0,0.0,14.0
488,91.0,SEA__KC,-1,0.0,1.0,14.0
489,91.0,NYG__CIN,-1,0.0,0.0,14.0
490,91.0,ATL__GB,-1,0.0,1.0,14.0
491,91.0,LAA__SD,-1,1.0,0.0,14.0
492,91.0,HOU__PHA,-1,2.0,1.0,14.0
493,91.0,CLE__DEN,-1,0.0,1.0,15.0
494,91.0,CHI__GB,1,0.0,1.0,15.0
