,Income_num,Age_num,Civil_num,Can/US_num
49,45980.27,63.39901,15.951617,4.959822
50,37935.03,47.73758,21.84078,6.276407
51,68244.32,63.3375,16.68712,15.181407
52,95923.44,64.62566,8.653961,12.348222
53,172984.98,61.12597,10.937095,9.867441
54,61954.12,28.93022,19.352744,5.639552
55,142738.87,35.02604,8.81834,1.973732
56,71943.8,33.26865,-0.617459,6.457413
57,35271.01,27.89846,16.328401,11.110817
58,77678.44,35.13197,21.067151,9.051805
59,105934.5,37.88261,19.20572,9.221414
60,86522.47,20.58881,26.395693,9.164312
61,56337.68,33.59109,4.624334,8.078751
62,152749.21,64.67773,29.22852,4.910587
63,68859.7,31.57348,19.716716,10.629851
64,55543.67,31.64919,22.161503,11.010811
65,64451.98,58.56576,18.950223,10.5104
66,71679.3,30.88615,10.997022,13.125554
67,57692.24,23.61735,17.629785,5.032891
68,75156.09,69.56984,23.347131,8.557324
69,81202.14,37.14245,21.813314,7.858374
70,106267.36,26.91929,9.045653,10.847806
71,68494.67,60.064,16.530839,12.174473
72,68540.88,52.95456,14.412254,2.110831
73,99026.78,50.55268,24.316393,8.698874
74,55537.68,34.29229,21.790887,5.57018
75,48003.78,46.32972,6.521044,15.773852
76,107101.28,49.42401,14.540583,15.942546
77,99187.0,40.99183,16.255379,5.264684
78,94635.15,21.46442,30.52722,6.778565
79,68084.91,41.86589,23.320483,19.046629
80,144731.42,54.04422,12.732965,11.522474
81,78768.46,40.24288,17.482205,8.179686
82,79866.13,29.35824,14.960191,9.601594
83,86282.73,31.23262,13.471607,14.177519
84,102961.38,43.81709,34.40176,17.66385
85,84570.96,16.87616,10.859426,9.411403
86,76423.42,45.45257,14.39691,11.654254
87,78949.26,48.30879,22.953578,16.753305
88,76575.51,51.13177,25.439056,4.76722
89,127348.52,55.8244,-1.141984,13.903507
90,68065.27,35.56688,16.790185,9.610113
91,110496.82,51.51527,12.588804,9.945439
92,74087.97,46.98138,28.537849,7.012328
93,92522.83,40.00931,17.742257,12.69119
94,86076.27,61.78803,11.985086,4.550837
95,108166.49,31.44156,24.968817,6.708154
96,119333.23,57.06691,23.428117,7.569742
97,105672.61,27.53936,16.429567,5.155034
98,132857.08,30.68619,6.95877,5.8928
99,82661.4,34.34053,29.151823,8.313547
100,25736.34,36.04658,11.519307,17.107253
101,80948.06,49.23566,24.612394,10.843007
102,79748.86,34.55327,29.135165,12.946714
103,85735.36,43.13551,12.718241,4.463657
104,114801.35,38.69533,21.094509,4.558278
105,93272.23,34.51182,23.029645,11.723037
106,97179.42,47.8474,18.684854,9.146771
107,118419.48,53.2133,25.065426,4.827062
108,56310.46,32.41175,25.688791,16.835325
109,71825.76,42.3425,26.373699,0.325633
110,70013.36,50.84267,28.967274,8.210139
111,89552.29,41.48177,27.452789,21.802222
112,75902.68,35.01518,24.874934,13.012844
113,112225.34,62.06408,31.802794,14.297915
114,114375.36,64.42893,20.471853,13.221583
115,118050.09,31.40722,19.686756,12.272225
116,24503.33,38.68294,21.962463,1.365808
117,31020.14,29.54265,27.161494,12.711666
118,16666.21,41.94063,10.823145,8.574421
119,85197.52,39.16807,18.013965,13.4472
120,98737.78,43.41535,15.918564,15.366874
121,92297.67,48.43342,11.503495,8.447168
122,91042.55,28.98547,7.223125,10.821375
123,77913.13,52.82749,26.336608,21.173159
124,58241.9,33.38632,22.445815,4.761355
125,110501.39,64.00543,18.701067,13.060758
126,58781.83,40.78202,15.493253,6.20704
127,114334.86,32.18787,14.137501,10.673733
128,60475.51,47.91388,19.007404,13.231618
129,110290.86,32.73593,10.350172,9.274058
130,12465.34,48.46117,32.439071,15.584425
131,57168.48,43.92322,18.282073,10.984225
132,82915.54,44.69215,22.096866,13.240122
133,56792.21,45.70274,16.622924,3.972251
134,120045.52,57.58898,5.407808,16.03557
135,57304.35,68.50798,16.822559,16.532507
136,55109.03,31.10504,22.962631,11.654086
137,82062.35,63.00667,21.997565,12.091514
138,56110.12,55.47159,14.511913,13.349943
139,99607.45,57.76958,18.390095,15.106271
140,94724.25,38.99409,8.693074,9.679333
141,65818.99,40.911939,35.447742,6.734288
142,80436.3,34.29467,22.006575,3.351018
143,116180.54,37.156378,17.677708,7.620967
144,90092.28,35.163763,20.348014,8.361747
145,129438.89,38.65862,21.274448,3.878784
146,87161.63,51.059922,20.856839,6.417753
147,99563.29,43.963919,23.860097,3.413389
148,127381.03,32.629388,19.194947,2.997044
149,91271.17,38.567724,7.945856,13.435713
150,93539.96,40.228616,24.441571,11.325811
151,68320.83,62.368871,17.285218,13.404031
152,85899.81,31.401246,20.177787,8.005927
153,38574.68,29.574507,19.406086,7.444266
154,59608.9,35.955069,18.104917,6.209061
155,86300.97,26.783852,16.398572,8.552474
156,96152.76,32.388095,18.777107,4.771126
157,72404.97,41.967789,15.993304,18.118434
158,76453.52,34.529375,27.449545,3.72243
159,65941.3,32.909274,19.184503,11.442367
160,50100.97,44.999605,13.984202,13.903784
161,75022.14,36.708872,12.693636,6.631475
162,95802.33,38.225624,25.264782,8.601658
163,82080.76,3.958579,6.386352,7.524628
164,85042.77,42.455563,5.904942,11.577219
165,125130.03,63.929618,16.807057,6.688885
166,51802.98,56.799339,17.893995,15.662966
167,120617.8,29.507029,27.044353,3.647606
168,90667.53,52.391174,15.628642,7.212599
169,58497.36,52.931517,11.389055,15.985239
170,94153.55,34.270632,3.602504,2.746411
171,97717.31,59.167506,20.153196,17.358192
172,90395.86,60.261205,16.406237,4.964685
173,19664.78,41.087163,19.725986,10.423953
174,58395.32,23.787923,16.148963,5.666108
175,35577.82,36.289101,31.44854,7.741319
176,66449.53,36.309777,26.166475,14.062613
177,79773.82,20.99881,18.132575,5.64002
178,48629.29,41.175995,26.285403,7.288877
179,75913.82,65.30109,6.613621,14.093183
180,53638.91,60.491685,15.555218,4.271268
181,70121.53,44.244803,16.942483,5.777045
182,89877.61,51.837417,22.092358,7.555865
183,37252.82,57.73007,30.598956,10.266301
184,109532.47,37.287835,12.155175,6.434396
185,41293.41,42.831043,25.746921,7.876315
186,42847.35,40.13141,13.568794,9.669467
187,58817.0,57.171095,16.88684,4.673702
188,80323.56,22.046724,18.023394,5.664223
189,115046.61,42.265811,21.116726,2.868419
190,53827.71,55.303876,23.578742,7.790484
191,70973.9,21.193924,14.998202,10.99801
192,92986.29,26.990121,14.828261,19.11279
193,37774.05,30.571691,20.109419,17.965897
194,31874.53,54.138791,22.618513,9.945175
195,70356.25,64.568199,15.367627,12.677979
196,57781.03,52.361402,14.842489,5.444365
197,94807.32,51.771224,27.124716,16.998803
198,91701.57,35.153331,24.733548,2.928197
199,47123.18,24.041597,6.740195,5.226276
200,64924.32,25.281643,20.957642,7.900526
201,97279.39,43.622711,25.84604,10.254428
202,76874.16,45.165184,18.627521,2.70652
203,99427.66,53.903366,12.337672,10.769849
204,39703.05,44.55546,16.906082,12.85237
205,77364.83,32.053582,10.054337,15.825318
206,79837.85,32.030703,18.391028,13.218115
207,88760.9,62.858132,10.643816,7.810853
208,49339.56,59.621581,24.731146,12.58229
209,100936.92,58.850007,26.266857,9.426301
210,99523.46,50.051524,2.624582,10.657826
211,114063.55,9.290921,10.994427,6.706242
212,55551.38,63.6353,31.703272,2.937937
213,66138.9,41.373354,16.683774,6.327664
214,131119.83,55.561004,23.099831,1.04216
215,60075.03,66.92442,18.301034,8.547163
216,74412.59,65.933894,12.612001,9.509697
217,71079.3,40.60523,34.038447,14.861367
218,74531.35,43.394444,25.266422,14.206014
219,77039.27,17.215844,17.640818,10.460596
220,124578.46,39.212077,13.288245,13.442788
221,96489.22,40.715623,20.502749,4.582121
222,158750.57,52.326252,18.838239,5.106472
223,63175.14,23.293242,18.935717,5.509807
224,71248.54,28.519258,16.096048,13.401652
225,118495.42,61.975059,23.195082,13.776259
226,38651.85,44.394241,25.682785,7.893578
227,109289.18,43.243469,18.328489,12.563197
228,99424.92,39.365828,20.304451,5.292788
229,36246.37,48.406523,13.913013,6.589713
230,101145.27,54.634202,20.435876,12.357006
231,70077.98,36.522161,26.925434,8.735524
232,52355.36,55.957455,24.91678,6.625211
233,75386.7,64.109683,22.42771,6.752813
234,66771.96,47.507213,21.608776,11.909801
235,85880.37,60.39858,9.783596,9.758818
236,111650.69,64.31255,18.710859,14.557022
237,82060.44,47.41482,18.385581,8.299779
238,13542.08,56.44612,16.118454,12.347647
239,45630.83,82.12199,22.061165,13.118482
240,83315.86,38.7885,22.238799,10.093127
241,80198.71,72.18863,14.126025,14.713053
242,25541.21,37.70818,12.235652,7.820933
243,101422.18,53.5532,20.256182,10.055105
244,76952.0,65.13711,28.645402,13.378971
245,95270.97,53.03445,26.586331,16.421119
246,121501.65,36.8708,22.136208,4.342042
247,128101.45,59.00584,26.860075,9.335758
248,146875.4,57.40429,19.796997,9.789045
249,156366.47,58.26766,9.38932,10.554342
250,59461.57,37.36888,20.15233,13.090059
251,77134.55,33.64286,13.737086,9.085999
252,51286.11,57.58443,34.246469,13.149632
253,78339.72,49.36988,20.438192,4.366746
254,57767.79,26.60781,3.304825,9.332782
255,89783.59,39.13576,4.410341,9.979156
256,52754.98,56.58813,0.033627,12.431443
257,77679.93,22.71495,15.053285,6.962029
258,57127.86,72.01945,18.244503,12.795613
259,55661.07,55.09303,18.24029,10.807555
260,76388.33,40.4344,15.852483,9.039247
261,59129.97,39.47132,13.179924,8.206098
262,119044.69,56.97327,2.213729,12.060542
263,72549.68,73.59171,19.029592,14.631794
264,19127.15,53.42725,19.764231,9.301208
265,88811.24,57.73882,24.326973,5.179887
266,112190.79,31.27193,17.183513,13.953832
267,99009.96,52.0585,25.095987,12.020232
268,80984.72,36.06383,29.076354,8.447875
269,58812.77,20.94208,13.516679,8.350689
270,58403.87,58.52223,5.572546,-0.198571
271,93777.6,57.45603,15.965171,10.067832
272,51606.1,68.67816,13.322753,11.173697
273,48195.43,66.86017,21.102527,5.117969
274,84306.03,37.49043,22.356733,19.043694
275,86812.57,51.92139,26.058707,8.400365
276,61162.54,64.56905,14.427736,12.468515
277,75912.29,38.54049,18.607198,8.7602
278,90036.44,32.70213,25.805397,5.956098
279,78360.51,25.99852,13.633255,14.332349
280,72010.5,30.20206,18.744408,2.598903
281,96314.2,44.88823,33.233419,11.440291
282,78737.72,57.06109,17.350516,13.773524
283,58269.1,15.86054,24.74145,10.253713
284,58026.97,14.59378,19.606582,13.508321
285,77452.53,24.97145,27.16306,8.796217
286,89615.08,54.75207,19.965172,12.34767
287,80866.19,40.63655,21.438715,6.075578
288,107578.7,33.47988,24.747309,8.702077
289,33117.58,36.84898,24.451818,15.743256
290,42617.82,68.45495,23.698838,11.70078
291,77472.55,43.99802,14.741875,9.813144
292,91560.2,48.33349,18.296032,4.014252
293,60124.47,73.46975,16.451233,0.063626
294,17804.96,61.18388,25.490215,13.719894
295,98061.44,42.74048,13.944484,16.735732
296,71144.86,69.81591,9.191799,8.071391
297,56125.01,35.02095,10.4272,4.162089
298,88501.64,54.96703,27.870696,14.199501
299,100378.13,17.03166,17.764952,13.457103
300,103241.64,35.15934,10.339047,15.783033
301,26673.31,29.86491,17.612745,6.542536
302,35630.47,42.79072,13.757435,12.76602
303,89795.73,39.19161,25.278125,14.176529
304,80891.83,67.73278,9.137966,12.63402
305,105647.94,26.82306,18.979148,7.379027
306,156254.88,39.63947,25.514183,7.202769
307,77265.68,10.62196,10.855212,15.374572
308,84311.07,35.26001,13.273672,12.506094
309,67492.41,14.71085,15.622557,6.427325
310,36159.96,30.57894,11.933507,15.811515
311,79077.14,21.75969,24.994304,10.265723
312,93297.02,63.78023,30.097235,7.823214
313,58352.76,29.49357,22.671008,19.52048
314,68077.63,59.30752,23.122277,14.869448
315,84900.62,47.95069,18.56074,9.493977
316,68559.65,53.60632,23.383557,7.122896
317,39692.66,64.2977,21.679677,23.607478
318,74066.56,21.9379,10.068401,4.485049
319,79082.2,41.47729,25.851733,5.045279
320,58242.33,22.07041,25.864494,6.952102
321,119437.24,45.2888,28.256272,14.395323
322,89912.61,33.41504,28.467498,11.32284
323,62702.23,35.20143,15.798075,8.108137
324,87293.48,25.13427,24.758504,16.836195
325,-21480.26,33.66937,15.672263,7.693838
326,85893.81,18.19288,22.552004,12.168058
327,80723.43,23.23419,17.09841,6.87422
328,51814.12,26.11372,19.21571,12.709115
329,32515.0,37.271914,12.355196,10.343516
330,148112.36,48.833675,20.179071,14.998396
331,78162.13,45.178605,23.722278,11.215416
332,101875.41,30.879824,18.360295,7.230971
333,113081.71,31.883632,11.048569,0.106179
334,55438.47,20.031321,14.665571,4.75855
335,63818.33,28.516034,6.67067,12.382936
336,78055.76,7.849356,16.575231,7.099829
337,67446.44,48.635137,18.86398,8.713603
338,104707.29,35.058208,7.472499,11.458139
339,78397.51,52.903297,13.926716,15.564828
340,77520.74,40.187666,24.50923,9.85655
341,50338.41,34.462513,17.324494,13.514628
342,62527.25,45.682097,13.048255,14.50915
343,54561.35,36.776668,28.071103,17.544662
344,22712.58,81.738612,15.159034,11.164096
345,73602.37,32.408897,5.503885,6.758041
346,49446.87,23.927552,19.756329,9.813748
347,46982.83,24.24431,20.976456,14.0232
348,84902.62,37.740391,15.283989,10.508848
349,107773.65,46.471396,24.022468,9.260282
350,75931.1,38.786975,21.597617,11.849264
351,129303.18,32.375234,24.733146,7.436041
352,71447.33,36.402065,9.601467,1.024006
353,59906.42,2.781559,27.342671,8.664592
354,89040.42,53.389737,29.7901,7.397084
355,28653.91,51.508204,23.144729,10.651702
356,96138.57,19.73633,25.375996,12.412215
357,86711.18,32.048398,18.141338,18.387271
358,28864.61,42.330821,13.811913,10.011058
359,97939.21,26.181562,8.322321,10.270813
360,86647.34,33.106243,24.344263,3.519542
361,61602.95,17.166777,12.561704,7.154339
362,78018.33,41.136183,21.496613,6.437047
363,85501.25,22.617797,14.00273,2.289697
364,73997.44,10.453229,25.00543,6.968811
365,66361.77,14.359596,14.137373,8.805084
366,131440.32,47.207012,21.846175,9.8631
367,73656.04,36.421533,12.591415,9.547345
368,29295.53,40.273931,11.574193,1.898186
369,95576.19,50.434807,31.77961,10.554735
370,80103.98,57.012696,14.810329,5.437193
371,40956.46,20.729114,-6.551535,10.343731
372,79482.42,25.254243,9.619071,6.215144
373,85816.43,19.220494,31.119313,8.978492
374,122883.26,37.180585,16.692131,9.894955
375,119544.46,29.661322,29.022392,11.509291
376,126848.05,28.989369,10.845743,9.910324
377,99370.84,26.342052,22.865827,6.389575
378,36674.19,17.421113,21.342701,4.898223
379,82740.51,15.141715,15.792802,5.798444
380,84706.92,31.327845,15.040897,0.82083
381,106884.42,15.612039,24.40004,15.850666
382,70358.59,20.718445,17.011343,10.46247
383,83726.74,30.781251,14.905357,9.783577
384,95983.85,26.288553,17.112599,9.942269
385,93025.81,55.244312,32.470686,4.624202
386,10548.44,32.523192,15.495526,9.259121
387,56437.68,41.937184,17.477839,10.996501
388,40082.7,14.778219,26.812397,10.853618
389,84910.83,81.143751,10.450827,4.107457
390,102591.61,16.99602,15.589906,14.677636
391,118597.25,44.010807,18.369352,7.786181
392,62305.42,48.068279,17.554233,1.852222
393,80444.33,65.168531,14.108963,4.604181
394,35467.52,8.230096,19.555951,6.577678
395,75941.52,53.264162,19.588913,4.900669
396,151055.64,43.343457,21.70747,-1.10768
397,75487.3,26.872634,7.522986,3.388838
398,28775.01,8.008613,18.52744,6.463531
399,83762.19,41.131608,13.973369,7.421838
400,100010.86,56.196323,19.037359,7.433252
401,53531.39,46.34432,19.75826,6.595304
402,81933.73,20.495674,6.606379,13.499728
403,45363.14,12.6059,21.032517,3.828799
404,224442.25,23.40176,14.796369,5.652578
405,103132.98,28.406811,28.162726,10.034409
406,77003.33,32.234472,20.514183,9.324441
407,119722.57,27.53619,15.781687,10.010704
408,72716.58,33.795622,19.325039,5.725131
409,42016.91,20.401026,15.484136,1.765707
410,65735.77,13.52761,11.205113,7.319614
411,120513.86,48.705918,30.597572,7.007359
412,101925.02,21.729074,17.123554,6.809877
413,69773.79,30.316624,19.014392,12.682716
414,36401.77,23.143805,19.886002,14.478161
415,18586.26,28.552691,17.055043,15.053004
416,69599.42,28.857855,17.737749,15.577062
417,31674.76,23.05872,17.502759,5.832725
418,61870.93,24.321958,25.347351,11.824276
419,17144.6,50.760444,23.973703,21.560941
420,84215.4,31.68107,11.848732,14.205821
421,18619.5,38.549963,15.482329,8.321126
422,71440.47,40.878665,25.320995,12.895557
423,39994.286,21.227552,18.19259,15.04966
424,72766.249,47.981402,19.835974,4.244095
425,53201.848,20.534597,18.82023,15.156358
426,27769.05,18.13491,10.038235,11.50956
427,65043.378,38.805142,10.549171,11.522181
428,156424.55,24.293428,11.449931,15.89608
429,21597.332,21.756119,21.631005,16.071068
430,26533.041,46.558183,22.967455,14.298348
431,105504.082,40.518734,12.872973,17.759177
432,74228.264,40.291096,13.832619,8.000045
433,116330.186,15.369621,15.334091,20.003747
434,105716.175,50.749284,36.496007,13.505288
435,68158.183,21.479978,25.571902,23.073046
436,58118.675,28.77201,12.208064,15.949062
437,62551.268,37.992419,20.847299,13.214513
438,85819.425,48.35754,16.942116,16.806236
439,59413.078,36.907837,11.025611,15.890804
440,56964.514,29.617061,4.260893,12.859119
441,83337.915,24.90292,25.319178,12.806143
442,71737.994,6.252184,15.664006,15.26298
443,18284.032,43.747596,14.539309,8.12045
444,50430.927,62.957054,23.078198,10.03103
445,80352.087,32.692446,24.342431,14.672925
446,30939.563,43.176147,23.694367,16.468207
447,47182.104,69.943628,23.341769,9.175215
448,62790.943,11.79551,25.946271,5.75131
449,31786.461,57.309865,18.769029,13.991402
450,53870.049,62.088476,19.291739,6.76986
451,58358.113,80.077646,19.041198,15.561973
452,27064.324,24.729346,21.632916,15.814632
453,48060.783,46.947745,18.964122,14.458243
454,20747.71,47.993623,14.692909,21.830163
455,70538.337,46.916394,10.871288,11.975587
456,41261.636,36.770863,24.293276,10.623135
457,21834.765,50.362341,24.173824,6.678722
458,58491.104,72.508364,20.007647,23.24216
459,54536.638,46.691856,24.385696,10.186821
460,1603.139,34.329871,25.888281,11.078251
461,84517.215,60.092787,22.69608,16.399653
462,90773.957,18.066905,28.320692,19.410416
463,109670.925,36.098346,25.707341,13.092849
464,82951.85,19.619636,20.306463,11.389328
465,72591.004,31.575907,24.852094,7.130406
466,56397.157,33.398342,24.405557,9.096021
467,26450.46,42.503126,18.440356,9.648396
468,75259.303,27.601011,16.260844,10.71769
469,82562.836,31.184786,27.675174,14.113613
470,54026.58,9.907924,19.122332,11.377942
471,78653.819,21.438857,21.105285,15.635361
472,113770.094,45.162948,16.416593,14.196676
473,85128.849,43.561976,10.625169,10.888432
474,45961.238,53.100296,7.163495,17.139858
475,111875.98,47.005648,15.085602,14.060357
476,125286.77,14.849125,18.178846,7.602255
477,109276.725,24.444623,14.996108,12.642118
478,44026.146,23.210208,23.226779,8.095509
479,122755.722,51.004725,22.635624,4.38777
480,92420.124,32.292777,19.818012,8.630929
481,43170.146,30.1875,8.634728,14.155959
482,69202.486,43.55794,13.824842,14.534912
483,48141.628,26.141448,32.349267,6.193938
484,128706.318,44.374481,13.296671,6.556193
485,49919.501,48.708412,18.425837,13.015749
486,28377.034,22.404937,19.074666,12.47324
487,75213.007,37.749565,22.556296,10.638342
488,51671.864,42.408852,22.945002,7.364225
489,90729.619,49.892642,21.521909,9.938717
490,104095.402,31.554059,17.09141,13.084837
491,83826.46,33.792503,32.813145,16.835688
492,95989.52,26.850183,30.307467,7.264329
493,95693.237,46.870051,12.837726,7.473764
494,83419.506,4.080213,19.219015,12.069004
495,7031.943,51.142455,15.490255,7.904769
496,58488.24,77.678125,28.879414,7.770605
497,50170.79,20.636625,24.316419,10.339823
498,36342.758,42.143627,14.730411,4.811344
499,78741.137,46.47834,15.551891,14.674734
500,58423.375,37.030703,22.512995,8.135019
501,89822.575,35.707447,10.063827,7.429023
502,32406.918,46.437924,20.449286,13.850523
503,28727.539,85.858322,20.623782,7.315509
504,83425.947,50.511928,22.274727,6.838884
505,52540.103,52.22681,25.353452,13.820941
506,93422.198,57.980871,20.854131,13.14621
507,72432.136,57.566546,11.162565,11.590449
508,43073.374,50.894983,26.797868,7.454761
509,98097.826,46.885674,19.974472,13.081607
510,65321.533,28.840216,13.564701,11.254616
511,59023.864,26.116515,13.778621,6.549975
512,105523.797,28.277065,29.069923,9.856071
513,77499.604,26.007535,23.172163,9.120079
514,24991.272,39.472298,20.95634,6.851083
515,134890.236,33.290192,23.259386,3.975237
516,70682.767,15.395624,16.710892,6.299806
517,93505.459,19.803397,12.344583,5.344725
518,75432.679,53.978993,21.401491,3.70582
519,72273.863,28.676788,13.93993,3.366199
520,52131.43,46.576452,28.025206,5.190497
521,107910.161,69.092183,16.84203,7.742592
522,102221.437,47.894652,4.237258,9.133009
523,49896.327,49.480418,27.526577,15.746112
524,97252.356,43.077964,19.534696,6.377133
525,22996.05,8.643756,25.90722,2.630461
526,114636.639,21.826875,13.059668,3.616454
527,66028.479,57.804752,23.545725,1.431843
528,115664.282,16.718029,26.043818,6.644073
529,71315.838,22.761078,22.615349,11.205382
530,55039.584,45.368895,21.944914,8.526349
531,83261.64,48.25427,40.564547,10.360453
532,38353.434,47.33238,31.249938,3.860171
533,36842.518,84.703525,17.194439,4.936998
534,65126.957,60.223531,16.758987,7.540357
535,84323.101,55.691973,13.829559,10.374818
536,58940.156,51.342158,10.758385,8.767295
537,30395.791,36.772588,19.52999,11.279081
538,51586.061,34.465702,2.600282,10.32145
539,75298.116,48.107498,10.345289,5.286764
540,23226.059,76.430567,4.751266,8.918034
541,73319.35,47.017841,6.435701,11.349636
542,20883.043,40.211437,9.431995,10.355085
543,120297.454,44.673874,10.791084,5.531418
544,66777.645,54.367829,13.312465,11.256288
545,43807.659,49.815763,22.736599,14.599678
546,52326.177,46.881953,11.163884,3.240702
547,66197.889,63.63693,11.455894,13.272912
548,49418.648,39.103681,22.357067,10.812261
549,67547.54,65.001092,18.634887,14.82796
550,37642.771,45.015202,0.974568,8.413189
551,81013.835,27.367794,22.477701,8.594026
552,61776.439,48.750773,26.41337,6.519385
553,-5576.977,51.140456,14.790747,5.036542
554,24498.202,59.925224,30.281328,12.96035
555,48632.618,54.827582,14.568148,8.597255
556,52548.039,66.832036,11.10746,13.143178
557,72225.731,57.267611,13.51344,10.35707
558,6593.387,63.916617,26.512315,13.04651
559,5942.931,91.01529,16.372061,6.205781
560,44611.858,71.783014,13.086625,9.871548
561,71060.852,47.339579,16.668385,10.998525
562,70492.773,55.944451,13.003054,9.635616
563,66601.987,41.417476,28.432871,10.053573
564,48500.684,79.50669,16.091017,5.222367
565,56376.813,25.40474,-1.332479,11.026121
566,33459.376,25.51068,17.781092,14.487546
567,67184.092,34.16835,18.35343,15.381863
568,72560.565,42.06627,3.7989,10.921659
569,19692.127,56.33179,17.207326,11.320701
570,79415.155,64.17577,22.707736,4.672623
571,53426.724,63.98087,8.980098,14.068875
572,83958.462,49.80639,7.070837,8.886838
573,87216.379,41.29305,8.620027,13.805288
574,15918.642,46.51127,4.737972,6.190601
575,113098.502,39.30127,5.332437,7.919877
576,61949.092,24.12284,23.361139,12.426254
577,79853.38,32.15423,8.235641,13.268862
578,64070.912,54.74988,12.295344,16.816519
579,56932.29,46.05613,18.955627,5.399262
580,77723.311,38.02341,21.05496,16.008406
581,60315.98,30.33356,10.820886,6.325553
582,60871.323,27.56057,15.727948,13.340965
583,94862.12,39.29874,16.90829,6.145492
584,97739.103,27.50531,15.261406,5.595743
585,61684.362,80.0396,24.008048,11.269732
586,70921.136,27.52593,25.755266,13.221741
587,58304.063,53.11073,14.787385,8.404519
588,105090.792,36.11711,18.412659,11.622124
589,61836.907,45.26459,15.837125,6.684416
590,53665.426,44.29299,3.890028,8.952935
591,82632.086,45.60924,-1.090432,13.676153
592,7748.146,19.64701,28.867608,11.107642
593,45132.71,47.72814,14.166063,7.619168
594,71586.85,39.77571,26.590985,7.636194
595,80591.788,25.86439,16.186528,16.567646
596,34597.364,40.42724,23.915186,12.960343
597,64330.229,47.56885,13.624067,11.394157
598,66630.26,38.20156,4.876962,8.20906
599,73580.392,59.35678,8.604712,10.620136
600,62310.443,84.42646,5.537781,9.649232
601,43197.491,43.80116,20.658433,4.656621
602,59509.315,30.69227,17.268557,15.133448
603,87257.846,55.31142,24.960274,20.20534
604,61152.01,28.65584,18.123056,8.150225
605,39789.255,32.22153,9.358349,24.965124
606,21795.709,75.80774,11.024734,11.718487
607,58553.272,30.24669,22.416147,7.383406
608,91865.778,30.489,11.595016,9.704635
609,48270.229,53.62358,17.108696,4.182172
610,56199.594,46.32198,20.238458,11.05083
611,65701.061,38.00453,13.870479,8.69096
612,88820.103,20.20624,22.672665,8.86959
613,34756.449,47.4416,16.461573,11.225526
614,28262.524,68.4897,19.448756,12.265374
615,87732.29,54.27084,21.470372,7.780392
616,48097.56,58.81157,7.878976,14.137342
617,87730.157,45.95021,24.854784,8.44017
618,83637.703,49.82432,6.511613,16.441905
619,65877.92,61.0352,15.802016,10.683384
620,26406.187,41.12933,11.09176,13.102517
621,67412.484,56.47791,17.790883,11.497933
622,66028.779,57.87399,26.87967,11.841538
623,66619.472,84.01062,7.67791,11.525486
624,39893.772,52.27296,16.866282,10.395334
625,49584.195,43.6455,23.678892,13.10352
626,30329.284,49.68896,6.727979,9.308858
627,17080.119,32.30642,25.184073,9.402375
628,60254.917,55.49794,20.168085,10.792817
629,9284.873,37.35072,14.405416,17.31055
630,72861.597,34.84871,19.448015,14.956647
631,25572.243,73.997,20.968776,7.981257
632,55744.237,18.6086,6.625587,13.851268
