,yc_cat,xs_num,ys_num
112,0,-0.97586127,0.45964811
113,0,0.41457183,0.2714123
114,0,0.32751292,0.36780137
115,0,-0.93209192,0.09362034
116,0,0.58395341,0.47147282
117,0,-0.44437309,0.23010142
118,0,0.29109441,0.19365556
119,0,-0.51080722,0.41496003
120,0,-0.96597511,0.17931052
121,0,0.18741315,0.29747132
122,0,0.17965417,0.45175449
123,0,-0.72689602,0.35728387
124,0,-0.54339877,0.41012013
125,1,-0.59823393,0.98701425
126,1,-0.20194736,0.6210168
127,1,0.47146103,0.48221146
128,1,-0.09821987,0.58755577
129,1,-0.35657658,0.63709705
130,1,0.63881392,0.42112135
131,1,0.62980614,0.28146085
132,1,-0.46223286,0.61661031
133,1,-0.07331555,0.55821736
134,1,-0.55405533,0.51253129
135,1,-0.43761773,0.87811781
136,1,-0.22237814,0.88850773
137,1,0.09346162,0.67310494
138,1,0.53174745,0.5437265
139,1,0.40207539,0.51638462
140,1,0.47555171,0.65056336
141,1,-0.23383266,0.6364258
142,1,-0.31579316,0.7503134
143,1,-0.4735172,0.63854125
144,1,0.59239464,0.89256953
145,1,-0.22605324,0.79789454
146,1,-0.43995011,0.52099256
147,1,-0.54645044,0.74577198
148,1,0.46404306,0.51065152
149,1,-0.15194296,0.81218439
150,1,0.48536395,0.82018093
151,1,0.34725649,0.70813773
152,1,0.43897015,0.62817158
153,1,-0.21415914,0.64363951
154,1,0.57380231,0.63713466
155,1,0.38717361,0.58578395
156,1,0.32038322,0.53529127
157,1,-0.20781491,0.65132467
158,1,-0.18651283,0.81754816
159,1,0.24752692,0.39081936
160,1,0.66049881,0.89919213
161,1,-0.28658801,0.73375946
162,1,-0.3258808,0.39865509
163,1,-0.25204565,0.67358326
164,1,0.37259022,0.49785904
165,1,-0.29096564,1.0437206
166,1,-0.30469807,0.86858292
167,1,-0.21389978,1.09317811
168,1,-0.36830015,0.75639546
169,1,-0.46928218,0.88775091
170,1,0.39350146,0.77975197
171,1,-0.45639966,0.80523454
172,1,0.51128242,0.76606136
173,1,0.22550468,0.46451215
174,1,0.01462984,0.40190926
175,1,-0.19172785,0.80943313
176,1,0.38323479,0.75601744
177,1,0.49791612,0.61334375
178,1,0.3533523,0.77324337
179,1,-0.34722575,0.70177856
180,1,0.58380468,0.76357539
181,1,-0.13727764,0.71246351
182,1,0.38827268,0.44977123
183,1,-0.53172709,0.61934293
184,1,-0.11684624,0.8785121
185,1,0.54335864,0.41174865
186,1,-0.45399302,0.66512988
187,1,-0.219132,0.83484947
188,1,0.30485742,0.9802876
189,1,0.65676798,0.75766017
190,1,0.61420447,0.75039019
191,1,-0.45809964,0.77968606
192,1,-0.21617465,0.88626305
193,1,-0.26016108,0.81008591
194,1,0.31884531,0.84517725
195,1,-0.23727415,0.80178784
196,1,0.58310323,0.77709806
197,1,0.02841337,0.7579262
198,1,-0.41840136,0.6804144
199,1,0.6741288,0.60245461
200,1,-0.25278281,0.70526103
201,1,0.51609843,0.6209239
202,1,0.20392294,0.91641482
203,1,-0.17207124,1.00884096
204,1,0.27274507,0.29346977
205,1,0.07634798,0.56222204
206,1,-0.36653499,0.64831007
207,1,0.44290673,0.80087721
208,1,-0.19976385,0.54295162
209,1,-0.54075738,0.65293033
210,1,-0.07060266,1.00296912
211,1,0.50715054,0.35045758
212,1,-0.06048611,0.62982713
213,1,0.21532928,0.60260249
214,1,0.46809108,0.87182416
215,1,-0.29888511,0.73669866
216,1,0.8612962,0.4728933
217,1,0.70120877,0.74572893
218,1,-0.11342797,0.60067099
219,1,0.31234354,0.90756345
220,1,-0.12172541,0.84112851
221,1,0.36867857,0.37052586
222,1,0.57311489,0.4094974
223,1,-0.25841225,0.67192335
224,1,0.30937186,0.50823318
225,1,0.43319338,0.77016967
226,1,-0.30448035,0.57820106
227,1,0.44276338,0.58023403
228,1,-0.19442057,0.89876808
229,1,-0.06105237,0.74184946
230,1,0.07619347,0.35386246
231,1,0.85826993,0.95819523
232,1,0.370392,0.72342401
233,1,0.51481515,0.76203996
234,1,0.43127521,0.54259166
235,1,0.42286091,0.65242185
236,1,0.29815001,0.93453682
237,1,0.37128253,0.70089181
238,1,-0.51528729,0.7647349
239,1,0.38525783,0.65528189
240,1,-0.34825368,0.50529981
241,1,0.68510504,0.7806744
242,1,-0.36528923,0.45703265
243,1,-0.40903577,0.74230433
244,1,0.43574387,0.44689789
245,1,0.26887846,0.4455923
246,1,-0.49254862,1.01443372
247,1,0.0761596,0.6379518
248,1,0.49226224,0.46876241
249,1,-0.40249641,0.71301084
