,class_cat,attr1_cat,attr2_cat,attr3_cat,attr4_cat,attr5_cat,attr6_cat
103,1,3,2,2,1,3,2
104,1,3,2,2,2,1,2
105,1,3,2,2,3,1,1
106,1,3,2,2,3,3,2
107,0,3,2,2,3,4,1
108,1,3,3,1,1,3,2
109,1,3,3,1,1,4,1
110,0,3,3,1,2,4,2
111,0,3,3,1,3,1,1
112,0,3,3,1,3,2,1
113,0,3,3,1,3,2,2
114,0,3,3,1,3,4,1
115,0,3,3,2,1,1,1
116,0,3,3,2,1,1,2
117,0,3,3,2,2,2,2
118,0,3,3,2,2,3,2
119,0,3,3,2,3,1,1
120,0,3,3,2,3,3,2
121,0,3,3,2,3,4,2
122,1,1,1,1,1,1,1
123,1,1,1,1,1,1,2
124,1,1,1,1,1,2,1
125,1,1,1,1,1,2,2
126,1,1,1,1,1,3,1
127,1,1,1,1,1,3,2
128,0,1,1,1,1,4,1
129,0,1,1,1,1,4,2
130,1,1,1,1,2,1,1
131,1,1,1,1,2,1,2
132,1,1,1,1,2,2,1
133,1,1,1,1,2,2,2
134,1,1,1,1,2,3,1
135,1,1,1,1,2,3,2
136,0,1,1,1,2,4,1
137,0,1,1,1,2,4,2
138,1,1,1,1,3,1,1
139,1,1,1,1,3,1,2
140,1,1,1,1,3,2,1
141,1,1,1,1,3,2,2
142,1,1,1,1,3,3,1
143,1,1,1,1,3,3,2
144,0,1,1,1,3,4,1
145,0,1,1,1,3,4,2
146,1,1,1,2,1,1,1
147,1,1,1,2,1,1,2
148,1,1,1,2,1,2,1
149,1,1,1,2,1,2,2
150,1,1,1,2,1,3,1
151,1,1,1,2,1,3,2
152,0,1,1,2,1,4,1
153,0,1,1,2,1,4,2
154,1,1,1,2,2,1,1
155,1,1,1,2,2,1,2
156,1,1,1,2,2,2,1
157,1,1,1,2,2,2,2
158,1,1,1,2,2,3,1
159,1,1,1,2,2,3,2
160,0,1,1,2,2,4,1
161,0,1,1,2,2,4,2
162,1,1,1,2,3,1,1
163,1,1,1,2,3,1,2
164,1,1,1,2,3,2,1
165,1,1,1,2,3,2,2
166,1,1,1,2,3,3,1
167,1,1,1,2,3,3,2
168,0,1,1,2,3,4,1
169,0,1,1,2,3,4,2
170,1,1,2,1,1,1,1
171,1,1,2,1,1,1,2
172,1,1,2,1,1,2,1
173,1,1,2,1,1,2,2
174,1,1,2,1,1,3,1
175,1,1,2,1,1,3,2
176,0,1,2,1,1,4,1
177,0,1,2,1,1,4,2
178,1,1,2,1,2,1,1
179,1,1,2,1,2,1,2
180,1,1,2,1,2,2,1
181,1,1,2,1,2,2,2
182,1,1,2,1,2,3,1
183,1,1,2,1,2,3,2
184,0,1,2,1,2,4,1
185,0,1,2,1,2,4,2
186,1,1,2,1,3,1,1
187,1,1,2,1,3,1,2
188,1,1,2,1,3,2,1
189,1,1,2,1,3,2,2
190,1,1,2,1,3,3,1
191,1,1,2,1,3,3,2
192,0,1,2,1,3,4,1
193,0,1,2,1,3,4,2
194,1,1,2,2,1,1,1
195,1,1,2,2,1,1,2
196,1,1,2,2,1,2,1
197,1,1,2,2,1,2,2
198,1,1,2,2,1,3,1
199,1,1,2,2,1,3,2
200,0,1,2,2,1,4,1
201,0,1,2,2,1,4,2
202,1,1,2,2,2,1,1
203,1,1,2,2,2,1,2
204,1,1,2,2,2,2,1
205,1,1,2,2,2,2,2
206,1,1,2,2,2,3,1
207,1,1,2,2,2,3,2
208,0,1,2,2,2,4,1
209,0,1,2,2,2,4,2
210,1,1,2,2,3,1,1
211,1,1,2,2,3,1,2
212,1,1,2,2,3,2,1
213,1,1,2,2,3,2,2
214,1,1,2,2,3,3,1
215,1,1,2,2,3,3,2
216,0,1,2,2,3,4,1
217,0,1,2,2,3,4,2
218,0,1,3,1,1,1,1
219,0,1,3,1,1,1,2
220,0,1,3,1,1,2,1
221,0,1,3,1,1,2,2
222,1,1,3,1,1,3,1
223,1,1,3,1,1,3,2
224,0,1,3,1,1,4,1
225,0,1,3,1,1,4,2
226,0,1,3,1,2,1,1
227,0,1,3,1,2,1,2
228,0,1,3,1,2,2,1
229,0,1,3,1,2,2,2
230,0,1,3,1,2,3,1
231,0,1,3,1,2,3,2
232,0,1,3,1,2,4,1
233,0,1,3,1,2,4,2
234,0,1,3,1,3,1,1
235,0,1,3,1,3,1,2
236,0,1,3,1,3,2,1
237,0,1,3,1,3,2,2
238,0,1,3,1,3,3,1
239,0,1,3,1,3,3,2
240,0,1,3,1,3,4,1
241,0,1,3,1,3,4,2
242,0,1,3,2,1,1,1
243,0,1,3,2,1,1,2
244,0,1,3,2,1,2,1
245,0,1,3,2,1,2,2
246,1,1,3,2,1,3,1
247,1,1,3,2,1,3,2
248,0,1,3,2,1,4,1
249,0,1,3,2,1,4,2
250,0,1,3,2,2,1,1
251,0,1,3,2,2,1,2
252,0,1,3,2,2,2,1
253,0,1,3,2,2,2,2
254,0,1,3,2,2,3,1
255,0,1,3,2,2,3,2
256,0,1,3,2,2,4,1
257,0,1,3,2,2,4,2
258,0,1,3,2,3,1,1
259,0,1,3,2,3,1,2
260,0,1,3,2,3,2,1
261,0,1,3,2,3,2,2
262,0,1,3,2,3,3,1
263,0,1,3,2,3,3,2
264,0,1,3,2,3,4,1
265,0,1,3,2,3,4,2
266,1,2,1,1,1,1,1
267,1,2,1,1,1,1,2
268,1,2,1,1,1,2,1
269,1,2,1,1,1,2,2
270,1,2,1,1,1,3,1
271,1,2,1,1,1,3,2
272,0,2,1,1,1,4,1
273,0,2,1,1,1,4,2
274,1,2,1,1,2,1,1
275,1,2,1,1,2,1,2
276,1,2,1,1,2,2,1
277,1,2,1,1,2,2,2
278,1,2,1,1,2,3,1
279,1,2,1,1,2,3,2
280,0,2,1,1,2,4,1
281,0,2,1,1,2,4,2
282,1,2,1,1,3,1,1
283,1,2,1,1,3,1,2
284,1,2,1,1,3,2,1
285,1,2,1,1,3,2,2
286,1,2,1,1,3,3,1
287,1,2,1,1,3,3,2
288,0,2,1,1,3,4,1
289,0,2,1,1,3,4,2
290,1,2,1,2,1,1,1
291,1,2,1,2,1,1,2
292,1,2,1,2,1,2,1
293,1,2,1,2,1,2,2
294,1,2,1,2,1,3,1
295,1,2,1,2,1,3,2
296,0,2,1,2,1,4,1
297,0,2,1,2,1,4,2
298,1,2,1,2,2,1,1
299,1,2,1,2,2,1,2
300,1,2,1,2,2,2,1
301,1,2,1,2,2,2,2
302,1,2,1,2,2,3,1
303,1,2,1,2,2,3,2
304,0,2,1,2,2,4,1
305,0,2,1,2,2,4,2
306,1,2,1,2,3,1,1
307,1,2,1,2,3,1,2
308,1,2,1,2,3,2,1
309,1,2,1,2,3,2,2
310,1,2,1,2,3,3,1
311,1,2,1,2,3,3,2
312,0,2,1,2,3,4,1
313,0,2,1,2,3,4,2
314,1,2,2,1,1,1,1
315,1,2,2,1,1,1,2
316,1,2,2,1,1,2,1
317,1,2,2,1,1,2,2
318,1,2,2,1,1,3,1
319,1,2,2,1,1,3,2
320,0,2,2,1,1,4,1
321,0,2,2,1,1,4,2
322,1,2,2,1,2,1,1
323,1,2,2,1,2,1,2
324,1,2,2,1,2,2,1
325,1,2,2,1,2,2,2
326,1,2,2,1,2,3,1
327,1,2,2,1,2,3,2
328,0,2,2,1,2,4,1
329,0,2,2,1,2,4,2
330,1,2,2,1,3,1,1
331,1,2,2,1,3,1,2
332,1,2,2,1,3,2,1
333,1,2,2,1,3,2,2
334,1,2,2,1,3,3,1
335,1,2,2,1,3,3,2
336,0,2,2,1,3,4,1
337,0,2,2,1,3,4,2
338,1,2,2,2,1,1,1
339,1,2,2,2,1,1,2
340,1,2,2,2,1,2,1
341,1,2,2,2,1,2,2
342,1,2,2,2,1,3,1
343,1,2,2,2,1,3,2
344,0,2,2,2,1,4,1
345,0,2,2,2,1,4,2
346,1,2,2,2,2,1,1
347,1,2,2,2,2,1,2
348,1,2,2,2,2,2,1
349,1,2,2,2,2,2,2
350,1,2,2,2,2,3,1
351,1,2,2,2,2,3,2
352,0,2,2,2,2,4,1
353,0,2,2,2,2,4,2
354,1,2,2,2,3,1,1
355,1,2,2,2,3,1,2
356,1,2,2,2,3,2,1
357,1,2,2,2,3,2,2
358,1,2,2,2,3,3,1
359,1,2,2,2,3,3,2
360,0,2,2,2,3,4,1
361,0,2,2,2,3,4,2
362,0,2,3,1,1,1,1
363,0,2,3,1,1,1,2
364,0,2,3,1,1,2,1
365,0,2,3,1,1,2,2
366,1,2,3,1,1,3,1
367,1,2,3,1,1,3,2
368,0,2,3,1,1,4,1
369,0,2,3,1,1,4,2
370,0,2,3,1,2,1,1
371,0,2,3,1,2,1,2
372,0,2,3,1,2,2,1
373,0,2,3,1,2,2,2
374,0,2,3,1,2,3,1
375,0,2,3,1,2,3,2
376,0,2,3,1,2,4,1
377,0,2,3,1,2,4,2
378,0,2,3,1,3,1,1
379,0,2,3,1,3,1,2
380,0,2,3,1,3,2,1
381,0,2,3,1,3,2,2
382,0,2,3,1,3,3,1
383,0,2,3,1,3,3,2
384,0,2,3,1,3,4,1
385,0,2,3,1,3,4,2
386,0,2,3,2,1,1,1
387,0,2,3,2,1,1,2
388,0,2,3,2,1,2,1
389,0,2,3,2,1,2,2
390,1,2,3,2,1,3,1
391,1,2,3,2,1,3,2
392,0,2,3,2,1,4,1
393,0,2,3,2,1,4,2
394,0,2,3,2,2,1,1
395,0,2,3,2,2,1,2
396,0,2,3,2,2,2,1
397,0,2,3,2,2,2,2
398,0,2,3,2,2,3,1
399,0,2,3,2,2,3,2
400,0,2,3,2,2,4,1
401,0,2,3,2,2,4,2
402,0,2,3,2,3,1,1
403,0,2,3,2,3,1,2
404,0,2,3,2,3,2,1
405,0,2,3,2,3,2,2
406,0,2,3,2,3,3,1
407,0,2,3,2,3,3,2
408,0,2,3,2,3,4,1
409,0,2,3,2,3,4,2
410,1,3,1,1,1,1,1
411,1,3,1,1,1,1,2
412,1,3,1,1,1,2,1
413,1,3,1,1,1,2,2
414,1,3,1,1,1,3,1
415,1,3,1,1,1,3,2
416,0,3,1,1,1,4,1
417,0,3,1,1,1,4,2
418,1,3,1,1,2,1,1
419,1,3,1,1,2,1,2
420,1,3,1,1,2,2,1
421,1,3,1,1,2,2,2
422,1,3,1,1,2,3,1
423,1,3,1,1,2,3,2
424,0,3,1,1,2,4,1
425,0,3,1,1,2,4,2
426,1,3,1,1,3,1,1
427,1,3,1,1,3,1,2
428,1,3,1,1,3,2,1
429,1,3,1,1,3,2,2
430,1,3,1,1,3,3,1
431,1,3,1,1,3,3,2
432,0,3,1,1,3,4,1
433,0,3,1,1,3,4,2
434,1,3,1,2,1,1,1
435,1,3,1,2,1,1,2
436,1,3,1,2,1,2,1
437,1,3,1,2,1,2,2
438,1,3,1,2,1,3,1
439,1,3,1,2,1,3,2
440,0,3,1,2,1,4,1
441,0,3,1,2,1,4,2
442,1,3,1,2,2,1,1
443,1,3,1,2,2,1,2
444,1,3,1,2,2,2,1
445,1,3,1,2,2,2,2
446,1,3,1,2,2,3,1
447,1,3,1,2,2,3,2
448,0,3,1,2,2,4,1
449,0,3,1,2,2,4,2
450,1,3,1,2,3,1,1
451,1,3,1,2,3,1,2
452,1,3,1,2,3,2,1
453,1,3,1,2,3,2,2
454,1,3,1,2,3,3,1
455,1,3,1,2,3,3,2
456,0,3,1,2,3,4,1
457,0,3,1,2,3,4,2
458,1,3,2,1,1,1,1
459,1,3,2,1,1,1,2
460,1,3,2,1,1,2,1
461,1,3,2,1,1,2,2
462,1,3,2,1,1,3,1
463,1,3,2,1,1,3,2
464,0,3,2,1,1,4,1
465,0,3,2,1,1,4,2
466,1,3,2,1,2,1,1
467,1,3,2,1,2,1,2
468,1,3,2,1,2,2,1
469,1,3,2,1,2,2,2
470,1,3,2,1,2,3,1
471,1,3,2,1,2,3,2
472,0,3,2,1,2,4,1
473,0,3,2,1,2,4,2
474,1,3,2,1,3,1,1
475,1,3,2,1,3,1,2
476,1,3,2,1,3,2,1
477,1,3,2,1,3,2,2
478,1,3,2,1,3,3,1
479,1,3,2,1,3,3,2
480,0,3,2,1,3,4,1
481,0,3,2,1,3,4,2
482,1,3,2,2,1,1,1
483,1,3,2,2,1,1,2
484,1,3,2,2,1,2,1
485,1,3,2,2,1,2,2
486,1,3,2,2,1,3,1
487,1,3,2,2,1,3,2
488,0,3,2,2,1,4,1
489,0,3,2,2,1,4,2
490,1,3,2,2,2,1,1
491,1,3,2,2,2,1,2
492,1,3,2,2,2,2,1
493,1,3,2,2,2,2,2
494,1,3,2,2,2,3,1
495,1,3,2,2,2,3,2
496,0,3,2,2,2,4,1
497,0,3,2,2,2,4,2
498,1,3,2,2,3,1,1
499,1,3,2,2,3,1,2
500,1,3,2,2,3,2,1
501,1,3,2,2,3,2,2
502,1,3,2,2,3,3,1
503,1,3,2,2,3,3,2
504,0,3,2,2,3,4,1
505,0,3,2,2,3,4,2
506,0,3,3,1,1,1,1
507,0,3,3,1,1,1,2
508,0,3,3,1,1,2,1
509,0,3,3,1,1,2,2
510,1,3,3,1,1,3,1
511,1,3,3,1,1,3,2
512,0,3,3,1,1,4,1
513,0,3,3,1,1,4,2
514,0,3,3,1,2,1,1
515,0,3,3,1,2,1,2
516,0,3,3,1,2,2,1
517,0,3,3,1,2,2,2
518,0,3,3,1,2,3,1
519,0,3,3,1,2,3,2
520,0,3,3,1,2,4,1
521,0,3,3,1,2,4,2
522,0,3,3,1,3,1,1
523,0,3,3,1,3,1,2
524,0,3,3,1,3,2,1
525,0,3,3,1,3,2,2
526,0,3,3,1,3,3,1
527,0,3,3,1,3,3,2
528,0,3,3,1,3,4,1
529,0,3,3,1,3,4,2
530,0,3,3,2,1,1,1
531,0,3,3,2,1,1,2
532,0,3,3,2,1,2,1
533,0,3,3,2,1,2,2
534,1,3,3,2,1,3,1
535,1,3,3,2,1,3,2
536,0,3,3,2,1,4,1
537,0,3,3,2,1,4,2
538,0,3,3,2,2,1,1
539,0,3,3,2,2,1,2
540,0,3,3,2,2,2,1
541,0,3,3,2,2,2,2
542,0,3,3,2,2,3,1
543,0,3,3,2,2,3,2
544,0,3,3,2,2,4,1
545,0,3,3,2,2,4,2
546,0,3,3,2,3,1,1
547,0,3,3,2,3,1,2
548,0,3,3,2,3,2,1
549,0,3,3,2,3,2,2
550,0,3,3,2,3,3,1
551,0,3,3,2,3,3,2
552,0,3,3,2,3,4,1
553,0,3,3,2,3,4,2
