,year_cat,gq_cat,gqtypeg_cat,farm_cat,ownershg_cat,value_cat,rent_cat,ftotinc_cat,nfams_cat,ncouples_cat,nmothers_cat,nfathers_cat,momloc_cat,stepmom_cat,momrule_cat,poploc_cat,steppop_cat,poprule_cat,sploc_cat,sprule_cat,famsize_cat,nchild_cat,nchlt5_cat,famunit_cat,eldch_cat,yngch_cat,nsibs_cat,relateg_cat,age_cat,sex_cat,raceg_cat,marst_cat,chborn_cat,bplg_cat,school_cat,educrec_cat,schltype_cat,empstatg_cat,labforce_cat,occ1950_cat,occscore_cat,sei_cat,ind1950_cat,classwkg_cat,wkswork2_cat,hrswork2_cat,yrlastwk_cat,workedyr_cat,inctot_cat,incwage_cat,incbus_cat,incfarm_cat,incss_cat,incwelfr_cat,incother_cat,poverty_cat,migrat5g_cat,migplac5_cat,movedin_cat,vetstat_cat,tranwork_cat
18,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,675,32096,1,2,2,2,0,0,0,0,0,0,8,1,11,1,0,1,6,6,2,Sibling,28,Female,White,Married_spouse_present,3,Central_America,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Never_worked,No,0,0,0,0,0,0,0,128,Moved_place_not_reported,California,0,No_Service,
19,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,725,30800,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,37,21,0,Spouse,59,Female,White,Married_spouse_present,9,California,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Never_worked,No,0,0,0,0,0,0,0,200,Same_house,,0,No_Service,
20,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500,0,13000,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,16,6,0,Head_Householder,36,Male,White,Married_spouse_present,,Central_America,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Attendants_recreation_and_amusement,10,19,Local_public_administration,Works_for_wages_salary,14-26_weeks,,Worked_previous_yr,Yes,19000,19000,0,0,0,0,0,88,Same_house,,6,No_Service,
21,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,512,172746,1,1,1,1,0,0,0,0,0,0,1,1,5,2,2,1,2,0,0,Spouse,28,Female,White,Married_spouse_present,2__children,Mexico,No_not_in_school,Grade_9,Not_enrolled,Employed,Yes_in_labor_force,Charwomen_and_cleaners,13,10,Hospitals,Works_for_wages_salary,27-39_weeks,40_hours,,Yes,168246,7000,123515,0,0,0,0,501,Same_house,,0,No_Service,Auto_truck_or_van
22,99,Other_group_quarters,Non-institutional_GQ_(1940_1950_1990),Non-Farm,,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Other_non-relatives,25,Male,Black_Negro,Never_married_single,,Abroad_(unknown)_or_at_sea,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_6-10_yrs_ago,No,3000,0,0,0,0,0,3000,0,Moved_place_not_reported,California,0,No_Service,
23,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,312,8492,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,39,Male,White,Never_married_single,,California,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Unemployed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Services_incidental_to_transportation,Works_for_wages_salary,1-13_weeks,,Worked_current_yr,Yes,8492,4176,0,0,0,0,4316,132,Same_house,,5,Yes,
24,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000,0,115000,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,19,Male,White,Never_married_single,,Alabama,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,Cashiers,18,44,Food_stores_except_dairy,Works_for_wages_salary,50-52_weeks,15-29_hours,,Yes,12000,12000,0,0,0,0,0,501,Same_house,,0,No_Service,Auto_truck_or_van
25,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500,0,19357,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,14,14,0,Head_Householder,40,Female,Black_Negro,Divorced,2__children,Oklahoma,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,Stenographers_typists_and_secretaries,22,61,Aircraft_and_parts,Works_for_wages_salary,27-39_weeks,15-29_hours,,Yes,19357,19000,0,0,0,0,357,226,Same_house,,7,No_Service,Auto_truck_or_van
26,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000,0,87980,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,16,Male,Other_Asian_or_Pacific,Never_married_single,,California,Yes_in_school,Grade_10,Private_school_(19601990),Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Never_worked,No,0,0,0,0,0,0,0,501,Same_house,,0,No_Service,
27,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500,0,28000,1,1,1,1,0,0,0,0,0,0,1,1,5,3,1,1,13,2,0,Spouse,31,Female,White,Married_spouse_present,3,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Stenographers_typists_and_secretaries,22,61,Food_and_related_products,Works_for_wages_salary,48-49_weeks,40_hours,,Yes,14000,14000,0,0,0,0,0,189,Same_house,,0,No_Service,Auto_truck_or_van
28,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,675,26530,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,29,29,0,Head_Householder,53,Male,White,Married_spouse_present,,Puerto_Rico,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Aircraft_and_parts,Works_for_wages_salary,1-13_weeks,40_hours,,Yes,9507,5191,0,0,0,0,4316,274,Moved_place_not_reported,California,1,Yes,Auto_truck_or_van
29,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),225000,0,70920,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,16,13,0,Spouse,42,Female,White,Married_spouse_present,2__children,Mexico,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Bookkeepers,22,51,Water_supply,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,29120,29120,0,0,0,0,0,501,Same_house,,0,No_Service,Auto_truck_or_van
30,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,487,12461,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,46,Male,White,Divorced,,Georgia,Yes_in_school,4+_years_of_college,Public_school,Unemployed,Yes_in_labor_force,Professional_technical_99_kindred_workers_(nec),31,65,Educational_services,Works_for_wages_salary,1-13_weeks,,Worked_previous_yr,Yes,12461,224,0,0,0,6695,5112,193,Moved_place_not_reported,California,1,Yes,
31,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,625,17000,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,3,Male,White,Never_married_single,,California,No_not_in_school,None_or_preschool,Not_enrolled,,,,0,0,,,,,,,0,999999,999999,999999,99999,99999,99999,115,,,0,,
32,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000,0,48400,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,12,11,0,Head_Householder,40,Male,White,Married_spouse_present,,Nevada,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Technicians_(nec),32,62,Electrical_machinery_equipment_and_supplies,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,47800,47800,0,0,0,0,0,385,Same_house,,6,No_Service,Auto_truck_or_van
33,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,675,11000,3,0,1,1,6,0,6,0,0,0,0,0,2,0,0,3,99,99,0,Other_non-relatives,13,Male,White,Never_married_single,,Mexico,Yes_in_school,Grade_5-8,Public_school,,,,0,0,,,,,,,0,999999,999999,999999,99999,99999,99999,1,Same_house,,0,,
34,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,512,26512,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,28,Male,White,Married_spouse_present,,California,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Entertainers_(nec),27,31,Motor_vehicles_and_motor_vehicle_equipment,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,26512,26300,0,0,0,0,0,319,Moved_place_not_reported,California,2,No_Service,Auto_truck_or_van
35,99,Institution,Institution_(1990),Non-Farm,,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,79,Female,White,Widowed,3,Maryland,No_not_in_school,4+_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_more_than_10_yrs_ago,No,0,0,0,0,0,0,0,0,Moved_place_not_reported,California,0,No_Service,
36,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500,0,20840,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,10,10,0,Head_Householder,51,Male,White,Married_spouse_present,,Mexico,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Upholsterers,25,22,Motor_vehicles_and_motor_vehicle_equipment,Works_for_wages_salary,40-47_weeks,40_hours,,Yes,15840,15840,0,0,0,0,0,209,Same_house,,6,No_Service,Auto_truck_or_van
37,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,512,42000,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,2,Sibling,32,Male,Other_Asian_or_Pacific,Never_married_single,,India,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Cooks_except_private_household,16,15,Eating_and_drinking__places,Works_for_wages_salary,40-47_weeks,40_hours,,Yes,12000,12000,0,0,0,0,0,433,Moved_place_not_reported,Abroad_n_s,0,No_Service,Bus_or_trolley_bus
38,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500,0,90929,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,21,Male,White,Never_married_single,,California,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Carpenters,24,19,Construction,Works_for_wages_salary,40-47_weeks,40_hours,,Yes,15000,15000,0,0,0,0,0,501,Same_house,,0,No_Service,Auto_truck_or_van
39,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,412,32285,1,0,0,1,0,0,0,1,0,1,0,0,5,0,0,1,99,99,3,Child,12,Male,White,Never_married_single,,Central_America,Yes_in_school,Grade_5-8,Public_school,,,,0,0,,,,,,,0,999999,999999,999999,99999,99999,99999,206,Moved_place_not_reported,California,0,,
40,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500,0,15000,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,60,Male,Black_Negro,Married_spouse_present,,Texas,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_6-10_yrs_ago,No,15000,0,0,0,0,0,0,181,Same_house,,6,Yes,
41,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500,0,29449,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,20,10,0,Head_Householder,62,Male,White,Married_spouse_present,,Wisconsin,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_more_than_10_yrs_ago,No,6360,0,0,0,0,6360,0,227,Same_house,,6,No_Service,
42,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500,0,52000,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Head_Householder,43,Male,White,Never_married_single,,Louisiana,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Teachers_(n_e_c_),27,72,Educational_services,Works_for_wages_salary,50-52_weeks,49-59_hours,,Yes,42000,33000,0,0,0,0,0,501,Same_house,,5,No_Service,Auto_truck_or_van
43,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000,0,201316,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,3,3,0,Head_Householder,33,Male,White,Married_spouse_present,,New_York,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Professional_technical_99_kindred_workers_(nec),31,65,Real_estate,Works_for_wages_salary,50-52_weeks,60+_hours,,Yes,199316,195516,0,0,0,0,0,501,Moved_place_not_reported,California,2,No_Service,Auto_truck_or_van
44,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,1000,21010,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Partner_friend_visitor,25,Male,White,Never_married_single,,New_Mexico,Yes_in_school,4+_years_of_college,Public_school,Employed,Yes_in_labor_force,Members_of_the_armed_services,11,18,Federal_public_administration,Works_for_wages_salary,40-47_weeks,40_hours,,Yes,24800,24000,0,0,0,0,0,384,Moved_place_not_reported,Colorado,0,No_Service,Motorcycle
45,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,575,1500,1,1,1,1,0,0,0,0,0,0,2,1,5,3,1,1,11,1,0,Head_Householder,34,Male,White,Married_spouse_present,,Mexico,No_not_in_school,None_or_preschool,Not_enrolled,Employed,Yes_in_labor_force,Operative_and_kindred_workers_(nec),23,18,Misc_chemicals_and_allied_products,Works_for_wages_salary,14-26_weeks,1-14_hours,,Yes,1500,1500,0,0,0,0,0,10,Same_house,,2,No_Service,Auto_truck_or_van
46,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,1000,32200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,40,Male,White,Divorced,,Abroad_(unknown)_or_at_sea,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Salesmen_and_sales_clerks_(nec),24,47,Machinery_equipment_and_supplies,Works_for_wages_salary,50-52_weeks,41-48_hours,,Yes,32200,32000,0,0,0,0,0,499,Moved_place_not_reported,Abroad_n_s,1,No_Service,Auto_truck_or_van
47,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,112,12192,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,76,Female,White,Married_spouse_present,4,Mexico,No_not_in_school,Grade_1-4,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_6-10_yrs_ago,No,5448,0,0,0,3984,1464,0,163,Same_house,,0,No_Service,
48,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,875,31800,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,16,Male,White,Never_married_single,,California,Yes_in_school,Grade_5-8,Public_school,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Never_worked,No,0,0,0,0,0,0,0,210,Moved_place_not_reported,California,0,No_Service,
49,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,575,16000,1,1,1,1,2,7,1,1,0,1,0,0,7,0,0,1,99,99,4,Child,9,Female,White,Never_married_single,,Mexico,No_not_in_school,Grade_1-4,Not_enrolled,,,,0,0,,,,,,,0,999999,999999,999999,99999,99999,99999,86,Moved_place_not_reported,California,0,,
50,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999,262,31000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,57,Female,Japanese,Widowed,No_children,Japan,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,Photographic_process_workers,32,42,General_merchandise,Works_for_wages_salary,48-49_weeks,41-48_hours,,Yes,31000,30000,0,0,0,0,0,481,Same_house,,7,No_Service,Auto_truck_or_van
51,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),37500,0,13800,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,66,Male,White,Married_spouse_present,,Massachusetts,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,,0,0,,,,,Worked_6-10_yrs_ago,No,13800,0,0,0,9600,0,0,184,Same_house,,7,Yes,
52,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000,0,96380,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,22,13,0,Spouse,45,Female,White,Married_spouse_present,3,Canada,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Teachers_(n_e_c_),26,72,Educational_services,Works_for_wages_salary,48-49_weeks,49-59_hours,,Yes,33000,33000,0,0,0,0,0,501,Same_house,,0,No_Service,Auto_truck_or_van
53,99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000,0,70000,1,1,1,1,0,0,0,0,0,0,2,2,4,2,0,1,12,9,0,Head_Householder,40,Female,White,Married_spouse_present,2__children,California,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,Managers_officials_and_proprietors_(nec),41,68,Medical_and_other_health_services_except_hospitals,Works_for_wages_salary,27-39_weeks,30-34_hours,,Yes,0,0,0,0,0,0,0,501,Same_house,,6,No_Service,Auto_truck_or_van
