,binaryClass_cat,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num
154,N,-0.409986,0.530509,-0.901327,-0.681889,1.398112
155,P,-0.13055,-0.36608,-0.70784,0.308894,-0.196167
156,P,1.453436,-0.135521,0.776773,-1.712545,-1.43961
157,P,0.940539,-0.443633,-0.334054,0.187609,-0.863227
158,N,1.291404,0.760504,-0.33223,0.077285,-0.105967
159,P,0.648705,-1.229255,-0.34746,-1.240775,0.182027
160,P,-0.079329,-1.149804,-1.451558,-1.119228,-1.430807
161,P,-1.587003,0.601424,-1.258594,0.749436,0.113999
162,P,0.696003,-1.281222,-0.446109,0.758002,-0.981061
163,P,-0.549412,-0.654076,0.978589,-0.888721,-0.525351
164,N,0.744275,0.221511,1.323498,-1.153577,-1.55853
165,P,-1.56623,1.029055,1.040392,-1.294882,1.705701
166,N,0.801186,0.939093,0.539803,0.307946,-1.400134
167,N,1.357309,1.394871,-1.675593,1.718443,0.030021
168,N,1.711399,-0.579134,1.183723,1.391666,-0.045764
169,P,-1.453611,1.550194,0.157919,-0.045081,1.532329
170,P,-0.069132,-0.869641,1.659152,-0.807799,-1.596067
171,P,-1.625065,-0.741928,-0.32699,1.459491,0.081543
172,P,-0.502703,-0.011851,0.487159,-0.097467,-0.021769
173,N,1.153097,1.483302,1.064805,-0.21369,-0.799484
174,N,-0.287496,0.155073,1.016893,1.007376,1.46204
175,N,1.454311,-0.423592,0.377525,-0.560143,1.77481
176,N,0.590819,0.210386,-1.1781,-0.085408,1.630405
177,P,0.306426,1.507176,0.729059,-1.525784,-0.391455
178,P,-1.533257,1.525197,0.953657,-0.742428,1.426195
179,N,0.435193,1.447529,0.181406,-0.454847,1.075449
180,N,1.483681,0.587513,-0.048565,0.501481,0.027266
181,P,1.013976,-0.752601,0.183367,-1.571948,-1.048778
182,N,1.328656,0.771406,0.317573,0.140164,0.452199
183,N,-0.039515,1.052645,-0.336736,1.617644,-0.105737
184,N,1.366027,1.427119,-0.449905,1.133226,-0.926245
185,P,-1.411187,0.076023,0.516922,0.188563,-1.133574
186,P,1.606455,-0.606799,-0.797575,-0.389909,-1.129774
187,P,-1.25533,-1.02214,0.343998,-1.262322,1.578824
188,N,-0.674331,0.070832,0.185539,-0.249294,1.248401
189,P,1.183952,1.295842,-0.239794,-1.588356,-1.190638
190,P,1.369818,1.459025,-1.439149,-1.311288,-0.569131
191,P,-1.459215,0.313306,-1.675424,-0.199019,0.425579
192,P,1.516425,-1.504419,-0.425171,0.521663,1.073471
193,N,0.788713,0.177809,-1.191278,-0.343053,-1.46788
194,P,-0.48203,-1.33792,1.115606,-1.120085,-1.019978
195,P,0.302878,0.07889,-0.477882,-1.257277,-0.857256
196,N,0.436043,1.023658,0.32741,-1.130068,-0.382604
197,N,0.389453,1.527112,1.578207,-0.88086,-1.237579
198,N,1.403371,-1.362029,-1.436159,-0.173996,1.564656
199,N,0.857799,0.778291,1.419636,0.937144,-0.640066
200,P,0.228883,-1.136025,-1.649805,-1.240659,-0.558015
201,N,0.236679,0.664873,-0.478418,1.252914,-0.341104
202,N,0.424286,-0.741353,-0.131833,1.17566,0.140227
203,N,1.072667,-1.334913,0.93535,0.552794,1.04105
204,N,0.711259,-0.69297,1.046025,0.264757,-0.277657
205,P,1.220499,0.116059,-0.741849,-1.351174,-0.708611
206,P,-0.77562,0.042536,0.192961,0.638089,-0.60641
207,P,-1.570283,0.878009,-1.118151,-0.183397,0.794408
208,P,-0.939167,0.763556,1.000967,-1.428006,-1.467608
209,N,0.895009,0.496453,-1.445945,-0.09688,-0.730531
210,P,-1.284993,-0.952003,0.013155,0.383543,-1.063225
211,N,0.900905,1.26445,-0.784559,-0.053232,-1.427519
212,N,0.572975,0.003218,-0.183816,1.407063,-0.115945
213,P,0.75755,-0.074842,0.198237,-1.086797,-1.302677
214,N,0.894695,-0.964202,1.129966,1.587974,0.619562
215,P,-1.51979,-1.032601,0.443447,-0.014917,-1.686742
216,N,0.227995,0.83312,-0.234341,0.894932,-0.984667
217,P,-1.217672,-1.213052,-0.141997,1.42666,-1.535844
218,N,-0.396378,-0.101647,1.68706,0.955661,0.396016
219,N,1.172611,0.871145,0.041263,0.876638,-1.011545
220,N,-1.221799,0.09973,1.632128,0.978425,1.300364
221,P,-0.850537,1.582653,1.027383,-1.199376,-0.838098
222,N,0.872278,1.4847,-1.10171,-0.640512,0.15444
223,N,-1.003593,1.423401,0.962265,-0.999177,1.693205
224,P,0.90496,1.546536,0.899483,-0.657749,-1.076628
225,N,-0.08485,-1.047975,0.359464,1.383647,-0.695569
226,N,1.739309,0.005979,-1.409199,1.014155,0.771413
227,N,-0.28631,0.763874,1.695251,-0.768075,0.214813
228,P,-0.593546,-1.500436,-1.594553,-1.483835,1.636564
229,P,-0.631589,0.887957,0.236687,-0.969577,0.004011
230,N,0.855991,-0.30288,0.267337,1.532336,0.62631
231,P,0.538834,-0.5754,-1.672446,-1.447964,0.14027
232,N,-0.327102,-0.708716,-1.41498,0.620696,0.998995
233,N,0.916576,-0.367567,1.339932,-0.156236,1.228213
234,N,0.4249,1.707025,-1.406708,1.357023,-1.421553
235,P,-1.572468,-0.336186,0.55502,-1.662574,0.94705
236,P,-1.637559,1.451924,0.056508,-1.434893,1.577989
237,P,-1.066744,-1.482326,-1.316445,-1.045806,-0.024429
238,P,0.232857,-0.48244,0.558314,-0.289428,0.954593
239,N,1.148325,1.727373,-0.666363,1.581877,-0.846206
240,N,-0.257638,0.949438,-1.262182,1.330722,1.035966
241,N,0.359194,1.397236,-1.423537,1.238388,-0.322346
242,P,0.835755,-1.272283,1.160846,-1.485558,0.86178
243,N,0.844258,-0.07009,0.98968,-0.377119,1.48416
244,P,-1.492747,-0.846433,0.776472,0.322465,1.049073
245,P,0.280177,-1.585929,-0.932479,1.130803,1.688694
246,P,1.383561,-1.306089,-0.487886,-1.551287,0.634787
247,N,0.688566,-0.033675,-0.46764,-0.117917,1.16269
248,N,0.113745,-1.549501,-1.331361,1.435472,0.523328
249,N,0.226377,-0.028829,1.493063,1.092891,-0.487997
250,N,0.405254,0.063375,-1.143037,-1.223861,1.704322
251,P,-1.516059,0.562087,1.701864,-0.691731,-1.619079
252,P,-1.453609,-0.460293,-0.350029,-1.014755,-0.17638
253,N,1.364787,-0.750687,-1.691198,-1.529543,0.397386
254,P,-0.390473,-1.195641,-1.021697,1.065836,-0.874803
255,P,0.542606,-0.314902,0.148467,-0.771266,0.299283
256,P,0.948924,-0.625821,1.281118,-0.2221,-1.354738
257,P,0.142112,0.644591,-0.311034,-0.758097,-1.234564
258,P,-0.971465,1.242862,-0.042578,0.13499,-1.645566
259,P,-0.031842,-1.091418,-0.873882,0.085186,-1.217616
260,N,0.564006,1.022901,-0.842109,0.152487,1.005737
261,P,-1.397699,1.664139,1.464861,-0.944482,-0.987601
262,P,0.503749,-1.122343,-0.567145,-1.117414,-1.642672
263,P,-1.589653,-1.446385,-1.377558,-0.907808,-0.275342
264,P,0.472747,-0.037888,-0.181382,0.463666,-1.359575
265,N,0.206752,0.96978,-0.988352,0.093848,0.031654
266,P,-0.746541,0.496761,0.88943,-1.130866,-1.549589
267,P,-1.623837,1.540796,-0.507743,-0.708326,-1.625081
268,N,-0.484794,1.732708,1.477193,0.612651,0.485107
269,P,-1.628802,1.168787,-0.399991,-0.984339,-0.371993
270,P,-0.349788,-0.297067,0.897291,-0.691186,-0.300968
271,N,-0.038405,-1.646393,0.586406,1.58402,0.44293
272,N,-1.606672,1.497961,-0.92608,1.7085,1.540082
273,P,-1.38345,-0.449274,-0.54415,-0.996539,-0.152424
274,N,1.06433,1.051815,-1.66494,1.176232,-0.460575
275,N,-0.326625,-1.300939,-1.683985,-0.134297,0.981962
276,N,-0.311631,-1.602811,1.206828,1.147479,1.099184
277,N,0.564202,-0.704121,1.411039,-0.553995,0.668255
278,N,-0.012319,0.632379,0.52096,1.279059,-1.699549
279,P,0.435287,-0.436289,0.337888,-0.947517,0.058733
280,N,1.044513,-1.014329,0.709615,1.483863,1.58266
281,N,0.206852,0.910671,-1.237558,-0.399763,-0.544533
282,N,0.610523,1.020879,-0.091552,-1.131711,0.462898
283,N,-0.299035,1.415489,0.42943,-0.222554,1.232413
284,P,-0.233451,0.073358,0.185084,-0.660174,0.060049
285,N,0.192082,1.034079,-1.551634,-1.181078,-0.445006
286,P,-0.520313,0.45296,1.517408,-1.081645,-0.965184
287,N,0.47146,-0.565276,0.467659,1.508956,0.595722
288,N,-1.200553,-0.44908,1.315108,1.422827,1.496962
289,P,-1.49309,-0.607361,0.711215,-0.223065,0.249737
290,N,-0.096518,1.104867,0.197253,0.925712,0.411654
291,P,-1.618438,0.85694,1.528998,-0.097536,1.47
292,P,-1.059182,-1.142951,-0.166022,0.566224,0.638653
293,P,-0.545934,1.278254,-0.47996,-1.080662,-0.885639
294,N,0.297961,-0.870991,1.645934,0.622362,0.903905
295,N,-1.116664,-0.857546,-1.196564,1.229873,0.580784
296,P,-0.955106,-1.087808,-0.167202,-1.33743,-0.856867
297,P,-0.185095,-0.782137,-0.716858,0.032585,0.08657
298,P,-1.436652,0.201529,-0.077971,-0.515666,-0.578937
299,P,0.654593,0.869629,0.273511,-0.946154,0.064951
300,P,-1.419537,0.70126,-0.013489,1.001655,-0.346732
301,P,-1.019542,1.729778,0.199559,-0.055071,-1.142474
302,N,1.081862,1.175968,1.692899,-0.687644,-1.443046
303,N,0.691804,0.051204,-1.345025,-0.068005,0.825085
304,N,-0.479055,1.025842,-0.174866,1.698257,-1.52537
305,P,0.021384,-1.104332,1.362018,-0.799194,-1.10458
306,N,0.845664,0.875887,-1.614017,0.619529,1.179667
307,P,-0.766217,-1.532049,1.430098,-1.602692,0.465313
308,N,-0.376743,1.557609,-0.822251,1.527245,1.713072
309,N,0.91748,-0.235412,1.092928,0.653048,-0.011778
310,N,0.803876,0.220321,-0.683439,0.384026,1.561745
311,P,-0.643568,-1.525262,0.63407,1.32416,-1.087031
312,P,-0.543376,-0.643411,-0.28427,0.67607,-1.56162
313,P,0.27216,0.458444,0.488361,-1.184799,-1.439241
314,P,-1.001386,-1.491992,-0.866376,1.260402,-0.030291
315,P,0.142169,-0.089783,-0.58773,-0.590984,-1.07307
316,N,-1.034134,1.168437,0.988362,-1.078074,1.560016
317,P,1.454401,1.672063,0.59196,0.782045,-0.688058
318,P,0.666196,-1.454804,-0.617842,-0.751325,-0.564847
319,P,-1.08641,1.306771,-0.91016,-1.525173,-0.02265
320,N,-0.88312,1.729039,1.665523,-0.184391,1.405263
321,N,0.504975,-0.724307,-1.532371,0.10493,1.44827
322,P,-0.691361,1.707724,-0.318536,-1.625088,-1.273913
323,N,-1.068065,0.267783,-0.822607,0.701874,1.008273
324,N,0.939689,0.086593,-1.512187,1.486872,-1.251804
325,N,0.26173,-0.14847,1.656939,0.49518,0.746401
326,P,-0.573675,-1.058814,0.386899,-0.558856,0.680434
327,N,-0.634915,-0.758664,0.359978,0.889575,1.698052
328,P,-1.680534,-1.574353,-1.405392,1.57397,-0.001348
329,P,0.805041,-1.106512,1.066627,-0.455482,-0.043661
330,P,-1.709588,-0.593854,-0.134536,1.23314,-0.485947
331,N,1.095971,1.081998,1.615694,1.150818,-0.713607
332,P,-0.920989,0.317955,-0.123872,-1.491561,-0.700592
333,N,0.102313,-0.399777,-1.679948,-0.461565,1.393754
334,P,-1.676854,0.198757,0.054412,0.784358,-1.286586
335,P,1.381021,-1.111499,-1.285467,-1.316518,-1.544086
336,P,-1.246456,-0.14032,-1.351899,-1.049607,0.910495
337,P,-1.190954,-0.465739,-1.448147,-1.227256,1.448935
338,P,-1.544417,-1.216606,0.173597,-0.059527,-0.267359
339,P,-0.989551,-1.41889,1.09469,-0.523459,1.096975
340,P,-0.734563,-1.431023,-0.775041,1.329235,-1.238576
341,P,1.11297,-1.247483,0.167292,0.623693,-1.496293
342,N,-0.15909,1.591156,-1.304401,0.532122,-0.689747
343,N,0.974148,-0.755828,1.047467,-0.015188,1.572326
344,N,1.287086,1.343652,0.885206,-0.234554,1.067194
345,P,-0.896143,-0.151098,1.545113,-1.319653,1.522244
346,N,1.640802,1.21503,0.052302,1.337303,0.856812
347,N,0.84812,-0.248663,-0.037226,1.70098,-0.194942
348,P,-0.855171,-1.357909,-1.543061,-0.022882,-1.558923
349,N,1.423537,0.92608,1.271909,-1.370203,0.999739
350,N,1.056784,-0.727254,-0.190561,1.371563,-0.643794
351,N,-0.500734,-1.003403,1.433078,-0.660821,1.606809
352,N,1.726285,0.690768,1.463016,1.61168,1.313549
353,P,-1.498865,0.207015,-1.468893,0.21219,0.781432
354,N,0.759451,-0.409446,-1.391428,1.475665,-0.533115
355,N,0.52814,-0.797244,1.466708,0.62202,0.504471
356,N,1.156498,1.02147,1.131438,0.931436,1.235896
357,P,-1.105553,-1.526918,-1.139225,-1.500169,-1.169053
358,P,0.245132,0.282721,0.105226,-0.68962,-0.701059
359,N,-0.755638,1.115727,-1.530155,0.763625,1.69882
360,P,-0.526259,0.768169,-1.53023,-1.605442,-1.123502
361,P,1.379776,-1.078634,-1.288869,-1.198443,-0.593377
362,P,-1.372785,-1.523785,-0.340138,1.37575,-0.190242
363,P,-1.194005,1.581968,1.542671,-1.076425,0.655792
364,P,-0.442767,-0.063492,0.484111,-0.809978,0.079298
365,P,-1.68634,0.40059,-0.645841,-1.529887,-1.300161
366,N,1.658029,-0.084736,-0.481086,1.274212,0.186548
367,P,-0.277238,-0.637789,0.90404,-1.693583,-0.504354
368,P,-0.866866,0.980226,-0.566993,-1.705364,0.77221
369,N,0.515671,-0.926837,-1.35988,1.059614,1.203008
370,P,-0.972508,-0.413837,0.349788,-1.64594,-0.258087
371,P,0.424262,-1.568984,-0.068363,-1.172504,0.628534
372,P,-1.240951,-0.427818,-0.172402,0.523369,1.536333
373,P,0.580929,0.044795,0.307922,-1.136081,0.987567
374,N,0.913078,0.994201,-1.641367,-1.618779,-1.703107
375,N,0.027014,0.205226,0.119261,1.301406,0.719536
376,N,0.400717,0.252076,0.997744,-0.336828,-0.288641
377,P,-1.193229,-0.354163,0.091805,-0.290232,0.344987
378,P,-0.851313,-1.087973,0.540029,-1.347155,0.385202
379,N,0.28317,0.754844,0.2202,-0.301055,0.991342
380,P,-0.670235,0.340198,-0.989036,-0.468775,-1.632754
381,N,0.76016,0.049753,-1.644741,1.103826,0.12277
382,P,0.814262,-1.597276,-1.270288,-0.04339,0.108947
383,N,1.462821,-0.605206,1.528848,-0.310769,-0.233224
384,N,1.734329,-0.545959,-0.01817,0.047259,-0.015925
385,P,-1.739198,-0.328832,0.446856,0.657348,-0.784247
386,P,-0.876615,1.402841,0.660518,-0.496194,-1.4481
387,P,0.04335,-1.246599,-0.434078,0.308768,0.859742
388,P,1.668207,-0.802295,0.528801,-1.183587,1.545714
389,N,-1.396968,-0.017722,1.21271,1.562716,-0.494793
390,P,-1.283617,0.008759,-1.225655,1.032518,-1.154674
391,N,-0.357796,-0.968471,-1.09308,1.460331,0.635057
392,P,-0.030673,-1.555541,0.152065,-0.141738,0.79624
393,P,0.111538,-0.527783,0.548966,-1.283916,1.011663
394,P,-1.122523,1.634714,0.248579,-0.665956,-0.185717
395,N,1.426407,0.465648,-1.257444,-0.694753,0.350762
396,P,-1.079598,-1.17491,-0.91025,-0.204701,-0.706378
397,N,1.266512,-1.584063,1.704904,1.549108,-1.54342
398,N,-0.267907,0.668118,1.662118,-1.052398,-1.283831
399,N,-0.322922,0.239388,-1.682874,1.417116,-0.843148
400,P,-1.494528,-1.410492,-0.963404,-1.619518,-1.412493
401,N,0.920194,0.269505,1.269294,1.475534,-0.120851
402,P,-0.393556,0.562798,0.967503,-1.504897,-0.635715
403,N,0.993226,1.542833,-0.42846,1.138801,0.330856
404,P,-1.533876,0.324707,0.479109,-1.61183,-1.050121
405,P,1.265017,-1.340414,0.264415,-1.365049,0.899837
406,P,-0.442026,-1.192334,0.594954,-1.570607,0.287258
407,N,-0.921717,0.601775,1.133701,0.379072,0.469442
408,N,-0.039265,-0.493049,-1.001302,1.5951,0.759179
409,P,-0.990278,1.705723,1.175111,-0.267271,-1.088911
410,N,0.045689,-0.213826,-1.529696,1.578808,1.20728
411,N,-0.602402,-0.25658,0.374591,1.507658,0.455709
412,P,-1.41063,0.162638,0.250107,-1.138961,1.03903
413,P,-0.569119,-1.062601,0.40818,-1.170939,-1.071843
414,N,1.483248,-0.603259,-0.84992,-0.818543,1.180288
415,P,0.367874,-1.217739,1.20092,-0.260419,0.568262
416,P,0.864615,-1.411798,-0.373702,-0.081596,1.222727
417,N,-0.305355,0.337215,1.608209,-1.214839,0.403707
418,P,0.752524,-1.469918,0.489116,-1.131796,1.460845
419,N,1.344671,0.837321,-1.466943,-0.311369,0.636979
420,P,-0.289392,-1.050959,0.240208,-0.215294,0.28778
421,N,-1.359374,-0.062096,-1.618378,0.691078,0.623886
422,N,0.403437,1.299612,1.373459,0.920077,1.673778
423,P,-0.925257,-0.76323,-0.660503,0.45578,-0.571534
424,N,-0.432935,1.527421,1.631368,-0.200742,0.169131
425,P,-1.60964,1.239547,-1.512785,0.309375,-1.366634
426,N,-0.312554,0.806356,-0.974658,-0.467778,1.245179
427,P,0.298025,-1.558135,-0.186292,-1.226997,-0.705156
428,N,-0.522303,-1.037413,1.032315,1.467013,1.449004
429,P,0.883102,-0.747942,-1.44108,-1.272976,-0.826463
430,P,-1.315231,0.016011,-1.204039,1.186611,-0.334031
431,P,0.743464,-1.141492,-1.20831,-0.836195,0.517487
432,P,1.005583,-1.410353,0.681217,-0.973185,-1.595232
433,P,1.080986,-1.457288,-0.261091,0.744679,-1.320612
434,P,0.694729,-1.48773,1.093485,0.306376,0.477741
435,N,1.545797,0.287636,-1.048153,-0.875566,0.187604
436,P,-1.381684,1.482288,-0.862815,-1.62624,-0.249097
437,P,0.072965,-0.828298,1.631829,-1.610967,-0.78286
438,P,-1.706165,-0.775281,-0.304783,0.609579,1.542094
439,P,1.494241,-0.023103,0.381912,-1.611559,1.240431
